Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,,341,11238.0,17445.0,11326.0,21726.0,15879.0,10777.0
,,,,,,,,342,11380.0,17664.0,11430.0,21858.0,16416.0,10799.0
,,,,,,,,343,11458.0,17789.0,11684.0,22938.0,17661.0,10886.0
,,,,,,,,344,11646.0,18095.0,12254.0,25134.0,18954.0,11638.0
,,,,,,,,345,12760.0,19836.0,12929.0,27974.0,20893.0,12709.0
,,,,,,,,346,14238.0,22143.0,13829.0,31090.0,22449.0,13871.0
,,,,,,,,347,15574.0,24233.0,14572.0,33973.0,23699.0,15094.0
,,,,,,,,348,16748.0,26066.0,15448.0,36179.0,24179.0,16407.0
,,,,,,,,349,18093.0,28167.0,16114.0,38081.0,25076.0,16730.0
,,,,,,,,350,18718.0,29139.0,16027.0,38166.0,25256.0,16513.0
,,,,,,,,351,16672.0,25921.0,15767.0,37755.0,24233.0,16258.0
,,,,,,,,352,16019.0,24895.0,15975.0,37841.0,24334.0,16627.0
,,,,,,,,353,16646.0,25876.0,16112.0,37276.0,25287.0,15747.0
,,,,,,,,354,15818.0,24588.0,15755.0,36012.0,24767.0,15929.0
,,,,,,,,355,15738.0,24470.0,15893.0,35324.0,25672.0,16029.0
,,,,,,,,356,15306.0,23800.0,15560.0,33763.0,25777.0,15355.0
,,,,,,,,357,14602.0,22695.0,14329.0,31125.0,24193.0,15040.0
,,,,,,,,358,11901.0,18473.0,13078.0,28731.0,21553.0,13568.0
,,,,,,,,359,10306.0,15982.0,11943.0,26266.0,19147.0,12613.0
,,,,,,,,360,9021.0,13988.0,11084.0,24001.0,17008.0,10822.0
,,,,,,,,361,9520.0,14810.0,10203.0,22536.0,15086.0,10530.0
,,,,,,,,362,7216.0,11202.0,10600.0,22497.0,14839.0,10500.0
,,,,,,,,363,11280.0,17576.0,10534.0,22036.0,15339.0,10393.0
,,,,,,,,364,11155.0,17375.0,10601.0,21805.0,15375.0,10258.0
,,,,,,,,365,11144.0,17352.0,10689.0,21693.0,15688.0,10638.0
,,,,,,,,366,11609.0,18076.0,10886.0,22106.0,16771.0,10927.0
,,,,,,,,367,12163.0,18952.0,11324.0,23710.0,19043.0,11282.0
,,,,,,,,368,12926.0,20150.0,12236.0,25959.0,20699.0,11957.0
,,,,,,,,369,13722.0,21389.0,12926.0,27997.0,21688.0,12391.0
,,,,,,,,370,14648.0,22826.0,13530.0,30283.0,22143.0,13370.0
,,,,,,,,371,15925.0,24815.0,14185.0,32677.0,22977.0,14274.0
,,,,,,,,372,17270.0,26914.0,14860.0,34394.0,23794.0,15061.0
,,,,,,,,373,18471.0,28785.0,15351.0,35945.0,24324.0,15260.0
,,,,,,,,374,19395.0,30225.0,15304.0,36384.0,24421.0,15185.0
,,,,,,,,375,17013.0,26479.0,15457.0,36845.0,23690.0,16492.0
,,,,,,,,376,18074.0,28136.0,16456.0,38377.0,25434.0,17519.0
,,,,,,,,377,19358.0,30148.0,17307.0,38918.0,27866.0,18162.0
,,,,,,,,378,19684.0,30672.0,17409.0,37997.0,29422.0,16279.0
,,,,,,,,379,17248.0,26873.0,16250.0,35373.0,27075.0,14131.0
,,,,,,,,380,14885.0,23185.0,14735.0,32101.0,24170.0,13446.0
,,,,,,,,381,14257.0,22210.0,13336.0,29164.0,22741.0,12370.0
,,,,,,,,382,11334.0,17638.0,12341.0,26620.0,19509.0,11238.0
,,,,,,,,383,9630.0,14977.0,11087.0,24463.0,16924.0,10691.0
,,,,,,,,384,8910.0,13850.0,10834.0,23301.0,15493.0,10539.0
,,,,,,,,385,10365.0,16128.0,10649.0,23173.0,15081.0,10457.0
,,,,,,,,386,11089.0,17267.0,11079.0,23046.0,14936.0,10696.0
,,,,,,,,387,11722.0,18263.0,10974.0,22542.0,15635.0,10653.0
,,,,,,,,388,11772.0,18333.0,11182.0,22640.0,15834.0,10672.0
,,,,,,,,389,11955.0,18611.0,11855.0,23375.0,16840.0,11332.0
,,,,,,,,390,12979.0,20204.0,12818.0,24553.0,19130.0,12044.0
,,,,,,,,391,14623.0,22777.0,13526.0,26457.0,22587.0,12825.0
,,,,,,,,392,15977.0,24898.0,14248.0,28252.0,24524.0,13321.0
,,,,,,,,393,17419.0,27147.0,14812.0,29897.0,24725.0,13747.0
,,,,,,,,394,18680.0,29109.0,15290.0,31689.0,24773.0,14790.0
,,,,,,,,395,20199.0,31476.0,16009.0,33669.0,25452.0,15708.0
,,,,,,,,396,21790.0,33959.0,16672.0,35134.0,26381.0,16475.0
,,,,,,,,397,22933.0,35741.0,17318.0,36522.0,27110.0,16892.0
,,,,,,,,398,24001.0,37407.0,17540.0,37329.0,27466.0,16800.0
,,,,,,,,399,21900.0,34102.0,17751.0,37927.0,26758.0,17706.0
,,,,,,,,400,22745.0,35422.0,18586.0,38923.0,28321.0,18913.0
,,,,,,,,401,23907.0,37244.0,19196.0,38975.0,30511.0,19902.0
,,,,,,,,402,23504.0,36632.0,18800.0,38041.0,31848.0,17985.0
,,,,,,,,403,20002.0,31168.0,17193.0,35314.0,29182.0,14902.0
,,,,,,,,404,17286.0,26930.0,15575.0,32565.0,26124.0,14121.0
,,,,,,,,405,16238.0,25297.0,14097.0,29485.0,24531.0,12658.0
,,,,,,,,406,12694.0,19757.0,12616.0,27130.0,21101.0,11244.0
,,,,,,,,407,10614.0,16507.0,11579.0,24827.0,18216.0,10722.0
,,,,,,,,408,9748.0,15155.0,11261.0,23722.0,16394.0,10623.0
,,,,,,,,409,10873.0,16919.0,11095.0,23160.0,15922.0,10446.0
,,,,,,,,410,11715.0,18239.0,11469.0,22928.0,15685.0,10659.0
,,,,,,,,411,12209.0,19017.0,11267.0,22507.0,16248.0,10566.0
,,,,,,,,412,12081.0,18812.0,11483.0,22703.0,16379.0,10598.0
,,,,,,,,413,12223.0,19025.0,12101.0,23363.0,17312.0,11192.0
,,,,,,,,414,13203.0,20551.0,12992.0,24423.0,19598.0,11974.0
,,,,,,,,415,14799.0,23051.0,13628.0,26205.0,22953.0,12330.0
,,,,,,,,416,16235.0,25297.0,14304.0,27968.0,24644.0,12906.0
,,,,,,,,417,17464.0,27214.0,14630.0,29498.0,24674.0,12917.0
,,,,,,,,418,18366.0,28619.0,15203.0,31149.0,24517.0,13644.0
,,,,,,,,419,19577.0,30507.0,15878.0,33101.0,25342.0,14296.0
,,,,,,,,420,20641.0,32173.0,16633.0,34757.0,26297.0,15026.0
,,,,,,,,421,21377.0,33323.0,17320.0,36213.0,27151.0,15648.0
,,,,,,,,422,21925.0,34178.0,17436.0,36745.0,27552.0,15514.0
,,,,,,,,423,21984.0,34267.0,17603.0,37149.0,27044.0,16703.0
,,,,,,,,424,21754.0,33905.0,18362.0,37965.0,28716.0,18509.0
,,,,,,,,425,22036.0,34352.0,18833.0,38305.0,30770.0,19347.0
,,,,,,,,426,21687.0,33820.0,18559.0,37086.0,32162.0,17161.0
,,,,,,,,427,18354.0,28613.0,17193.0,34448.0,29475.0,14640.0
,,,,,,,,428,16752.0,26111.0,15680.0,31751.0,26299.0,13748.0
,,,,,,,,429,16745.0,26107.0,14178.0,29172.0,24551.0,12542.0
,,,,,,,,430,14184.0,22102.0,12955.0,26553.0,21070.0,10913.0
,,,,,,,,431,11409.0,17759.0,11949.0,24735.0,18331.0,10496.0
,,,,,,,,432,10510.0,16352.0,11387.0,23603.0,16967.0,10319.0
,,,,,,,,433,12012.0,18708.0,11276.0,23397.0,16465.0,10340.0
,,,,,,,,434,12290.0,19145.0,11473.0,23010.0,16020.0,10582.0
,,,,,,,,435,11974.0,18654.0,11366.0,22653.0,16118.0,10565.0
,,,,,,,,436,11932.0,18581.0,11573.0,22822.0,16239.0,10593.0
,,,,,,,,437,12092.0,18823.0,12232.0,23542.0,17118.0,11134.0
,,,,,,,,438,13048.0,20312.0,13117.0,24458.0,19426.0,11780.0
,,,,,,,,439,14749.0,22973.0,13758.0,26348.0,22814.0,12327.0
,,,,,,,,440,16103.0,25095.0,14402.0,28116.0,24505.0,12934.0
,,,,,,,,441,17440.0,27178.0,14874.0,29760.0,24651.0,13251.0
,,,,,,,,442,18603.0,28988.0,15256.0,31566.0,24550.0,14212.0
,,,,,,,,443,19992.0,31154.0,15961.0,33725.0,25313.0,15006.0
,,,,,,,,444,21355.0,33284.0,16493.0,35618.0,26246.0,15764.0
,,,,,,,,445,22389.0,34897.0,16940.0,37185.0,27071.0,16055.0
,,,,,,,,446,23274.0,36277.0,17029.0,37494.0,27364.0,15992.0
,,,,,,,,447,22145.0,34499.0,17077.0,37464.0,26786.0,17051.0
,,,,,,,,448,22970.0,35790.0,17910.0,37895.0,28364.0,18370.0
,,,,,,,,449,23128.0,36040.0,18386.0,37619.0,30453.0,18862.0
,,,,,,,,450,22093.0,34436.0,18145.0,36554.0,31748.0,17102.0
,,,,,,,,451,18744.0,29211.0,16876.0,34095.0,29226.0,14791.0
,,,,,,,,452,16387.0,25529.0,15457.0,31272.0,26159.0,13827.0
,,,,,,,,453,15532.0,24201.0,14113.0,28886.0,24559.0,12491.0
,,,,,,,,454,12355.0,19231.0,12691.0,25508.0,21026.0,11208.0
,,,,,,,,455,10400.0,16173.0,11680.0,23659.0,18109.0,10601.0
,,,,,,,,456,9601.0,14928.0,11362.0,22787.0,16440.0,10346.0
,,,,,,,,457,10964.0,17063.0,11327.0,22936.0,16104.0,10225.0
,,,,,,,,458,11824.0,18413.0,11451.0,22643.0,15810.0,10311.0
,,,,,,,,459,12127.0,18891.0,11308.0,22279.0,16179.0,10165.0
,,,,,,,,460,12058.0,18778.0,11493.0,22489.0,16335.0,10245.0
,,,,,,,,461,12206.0,19000.0,12156.0,23282.0,17197.0,10857.0
,,,,,,,,462,13154.0,20476.0,12972.0,24263.0,19358.0,11779.0
,,,,,,,,463,14695.0,22889.0,13593.0,25763.0,22742.0,12475.0
,,,,,,,,464,16108.0,25102.0,14219.0,27086.0,24550.0,12825.0
,,,,,,,,465,17512.0,27290.0,14649.0,28071.0,24676.0,12714.0
,,,,,,,,466,18682.0,29111.0,15106.0,28816.0,24685.0,13281.0
,,,,,,,,467,20104.0,31327.0,15702.0,29929.0,25328.0,13811.0
,,,,,,,,468,21513.0,33530.0,16340.0,30961.0,26390.0,14279.0
,,,,,,,,469,22544.0,35139.0,16982.0,31705.0,27342.0,14446.0
,,,,,,,,470,23479.0,36597.0,17130.0,31772.0,27867.0,14563.0
,,,,,,,,471,21271.0,33127.0,17061.0,32094.0,27239.0,14851.0
,,,,,,,,472,21893.0,34100.0,17879.0,33044.0,28806.0,15961.0
,,,,,,,,473,22741.0,35433.0,18405.0,33403.0,30892.0,16589.0
,,,,,,,,474,22221.0,34637.0,17966.0,32883.0,31804.0,14918.0
,,,,,,,,475,18765.0,29244.0,16506.0,30420.0,28976.0,12796.0
,,,,,,,,476,16195.0,25232.0,14860.0,27601.0,25562.0,12058.0
,,,,,,,,477,15255.0,23771.0,13744.0,25531.0,23924.0,11277.0
,,,,,,,,478,12318.0,19175.0,12622.0,24091.0,20832.0,10247.0
,,,,,,,,479,10632.0,16537.0,11610.0,23500.0,18242.0,9604.0
,,,,,,,,480,10091.0,15689.0,11579.0,22765.0,16633.0,10639.0
,,,,,,,,481,12082.0,18769.0,11870.0,22834.0,17080.0,10236.0
,,,,,,,,482,12281.0,19084.0,11848.0,22117.0,16059.0,10502.0
,,,,,,,,483,12632.0,19625.0,11779.0,21647.0,16395.0,10370.0
,,,,,,,,484,12292.0,19087.0,11725.0,21405.0,16101.0,9701.0
,,,,,,,,485,12056.0,18713.0,11827.0,21414.0,16081.0,10498.0
,,,,,,,,486,12433.0,19297.0,12081.0,21414.0,16731.0,10877.0
,,,,,,,,487,12977.0,20148.0,12372.0,22261.0,18001.0,10856.0
,,,,,,,,488,13509.0,20990.0,12931.0,23810.0,19828.0,11410.0
,,,,,,,,489,15352.0,23871.0,13760.0,26157.0,21950.0,12237.0
,,,,,,,,490,17314.0,26937.0,14574.0,28530.0,23650.0,13016.0
,,,,,,,,491,19097.0,29726.0,15468.0,30451.0,25187.0,13788.0
,,,,,,,,492,20890.0,32524.0,16335.0,32025.0,25985.0,14672.0
,,,,,,,,493,22440.0,34942.0,17177.0,33140.0,27095.0,14656.0
,,,,,,,,494,23383.0,36413.0,17229.0,33876.0,27455.0,14219.0
,,,,,,,,495,21576.0,33573.0,17071.0,33377.0,26281.0,14170.0
,,,,,,,,496,21215.0,33010.0,17262.0,33083.0,26431.0,14893.0
,,,,,,,,497,20802.0,32364.0,17238.0,32760.0,27427.0,14574.0
,,,,,,,,498,19925.0,31008.0,16611.0,32041.0,26743.0,15044.0
,,,,,,,,499,17978.0,27967.0,16852.0,31650.0,27602.0,14919.0
,,,,,,,,500,17650.0,27458.0,16392.0,30436.0,27574.0,14209.0
,,,,,,,,501,16855.0,26213.0,15020.0,28478.0,25654.0,13199.0
,,,,,,,,502,13834.0,21486.0,13670.0,26698.0,23276.0,11975.0
,,,,,,,,503,12178.0,18903.0,12533.0,25135.0,20471.0,10972.0
,,,,,,,,504,11158.0,17321.0,11735.0,23145.0,18550.0,10493.0
,,,,,,,,505,9144.0,14182.0,13014.0,23211.0,18110.0,10906.0
,,,,,,,,506,9791.0,15199.0,12676.0,22706.0,16532.0,10753.0
,,,,,,,,507,11763.0,18283.0,12740.0,22472.0,16946.0,10566.0
,,,,,,,,508,11540.0,17930.0,12507.0,21905.0,16919.0,10338.0
,,,,,,,,509,11305.0,17557.0,12184.0,21271.0,16507.0,10439.0
,,,,,,,,510,11409.0,17716.0,12383.0,20883.0,16863.0,10674.0
,,,,,,,,511,11363.0,17650.0,13009.0,21947.0,18184.0,10850.0
,,,,,,,,512,11986.0,18628.0,14049.0,24123.0,20562.0,11674.0
,,,,,,,,513,12886.0,20036.0,15428.0,27100.0,22880.0,12651.0
,,,,,,,,514,14244.0,22160.0,16781.0,30384.0,25510.0,13498.0
,,,,,,,,515,15688.0,24416.0,18199.0,33395.0,27305.0,14497.0
,,,,,,,,516,17104.0,26624.0,19415.0,36164.0,28729.0,15485.0
,,,,,,,,517,18471.0,28760.0,20482.0,38521.0,30165.0,15967.0
,,,,,,,,518,19149.0,29812.0,20545.0,38762.0,30537.0,15473.0
,,,,,,,,519,16225.0,25220.0,20570.0,39143.0,29587.0,15795.0
,,,,,,,,520,16489.0,25633.0,20686.0,39855.0,30096.0,16238.0
,,,,,,,,521,16979.0,26400.0,20625.0,39870.0,31148.0,15849.0
,,,,,,,,522,16433.0,25552.0,20252.0,38872.0,30906.0,16727.0
,,,,,,,,523,16758.0,26065.0,20292.0,38264.0,32083.0,16684.0
,,,,,,,,524,15902.0,24730.0,19827.0,36589.0,31288.0,15467.0
,,,,,,,,525,14991.0,23305.0,18480.0,33526.0,29393.0,14980.0
,,,,,,,,526,12997.0,20188.0,16879.0,31158.0,27445.0,13596.0
,,,,,,,,527,11251.0,17466.0,15261.0,28232.0,24529.0,12345.0
,,,,,,,,528,9404.0,14592.0,13687.0,24855.0,21366.0,10374.0
,,,,,,,,529,8389.0,13046.0,12316.0,23044.0,17676.0,10524.0
,,,,,,,,530,9486.0,14767.0,12208.0,22815.0,17091.0,10599.0
,,,,,,,,531,11269.0,17565.0,12211.0,22494.0,17142.0,10618.0
,,,,,,,,532,11304.0,17616.0,12341.0,22567.0,17328.0,10636.0
,,,,,,,,533,11469.0,17863.0,12750.0,22856.0,17925.0,11213.0
,,,,,,,,534,12356.0,19242.0,13765.0,23791.0,19566.0,12205.0
,,,,,,,,535,13632.0,21241.0,15226.0,26114.0,23051.0,13243.0
,,,,,,,,536,15341.0,23912.0,16645.0,28943.0,25675.0,13583.0
,,,,,,,,537,16833.0,26241.0,17704.0,31129.0,26593.0,13882.0
,,,,,,,,538,17885.0,27879.0,18570.0,33354.0,27018.0,14581.0
,,,,,,,,539,19403.0,30249.0,20019.0,35784.0,28117.0,15382.0
,,,,,,,,540,20988.0,32721.0,21183.0,38169.0,29246.0,15980.0
,,,,,,,,541,22144.0,34524.0,22224.0,39822.0,30027.0,16346.0
,,,,,,,,542,23017.0,35884.0,22261.0,40572.0,30316.0,16318.0
,,,,,,,,543,20356.0,31706.0,22696.0,41663.0,30262.0,17668.0
,,,,,,,,544,21708.0,33818.0,23298.0,42909.0,31804.0,19212.0
,,,,,,,,545,22980.0,35814.0,23619.0,43696.0,34003.0,20135.0
,,,,,,,,546,23091.0,35999.0,23026.0,43164.0,35600.0,18044.0
,,,,,,,,547,19933.0,31068.0,21067.0,39523.0,32823.0,15479.0
,,,,,,,,548,16770.0,26130.0,18913.0,35247.0,28341.0,14551.0
,,,,,,,,549,15602.0,24310.0,17585.0,32044.0,26719.0,13655.0
,,,,,,,,550,12958.0,20180.0,15858.0,28824.0,23997.0,12203.0
,,,,,,,,551,10811.0,16829.0,14199.0,26129.0,21646.0,12156.0
,,,,,,,,552,9521.0,14811.0,13298.0,24436.0,19322.0,11187.0
,,,,,,,,553,9394.0,14611.0,12890.0,23586.0,18183.0,11028.0
,,,,,,,,554,10273.0,15991.0,12792.0,23390.0,17476.0,11116.0
,,,,,,,,555,12003.0,18706.0,12743.0,22934.0,17318.0,11134.0
,,,,,,,,556,11972.0,18654.0,12815.0,22729.0,17631.0,11046.0
,,,,,,,,557,12057.0,18777.0,13067.0,23044.0,18132.0,11551.0
,,,,,,,,558,12821.0,19967.0,14024.0,24120.0,19759.0,12477.0
,,,,,,,,559,14189.0,22107.0,15341.0,26492.0,23172.0,13569.0
,,,,,,,,560,15995.0,24932.0,16679.0,29164.0,25620.0,14059.0
,,,,,,,,561,17483.0,27254.0,17820.0,31212.0,26584.0,14321.0
,,,,,,,,562,18759.0,29242.0,18834.0,33371.0,26917.0,15241.0
,,,,,,,,563,20447.0,31874.0,20198.0,35860.0,27796.0,16194.0
,,,,,,,,564,22205.0,34617.0,21531.0,38241.0,28887.0,16979.0
,,,,,,,,565,23470.0,36589.0,22324.0,40006.0,29550.0,17364.0
,,,,,,,,566,24553.0,38276.0,22331.0,40567.0,29834.0,17519.0
,,,,,,,,567,22365.0,34836.0,22797.0,41822.0,28974.0,18774.0
,,,,,,,,568,23649.0,36845.0,23508.0,42983.0,30833.0,20406.0
,,,,,,,,569,25127.0,39161.0,23780.0,43760.0,33074.0,21438.0
,,,,,,,,570,25017.0,39004.0,23168.0,42623.0,34945.0,19238.0
,,,,,,,,571,21428.0,33397.0,21198.0,39040.0,32205.0,16303.0
,,,,,,,,572,17866.0,27837.0,19109.0,35605.0,28024.0,15181.0
,,,,,,,,573,16565.0,25809.0,17606.0,32700.0,26576.0,14245.0
,,,,,,,,574,13731.0,21383.0,15971.0,29664.0,24034.0,12859.0
,,,,,,,,575,11531.0,17952.0,14541.0,26863.0,21344.0,11964.0
,,,,,,,,576,10206.0,15881.0,13568.0,25488.0,18942.0,11439.0
,,,,,,,,577,9941.0,15462.0,13128.0,24438.0,17461.0,11435.0
,,,,,,,,578,10725.0,16696.0,13027.0,24028.0,17105.0,11553.0
,,,,,,,,579,12256.0,19100.0,12882.0,23541.0,17451.0,11492.0
,,,,,,,,580,12250.0,19086.0,12973.0,23393.0,17885.0,11427.0
,,,,,,,,581,12303.0,19161.0,13262.0,23580.0,18366.0,11909.0
,,,,,,,,582,13159.0,20489.0,14109.0,24600.0,19900.0,12701.0
,,,,,,,,583,14533.0,22644.0,15430.0,26965.0,23261.0,13732.0
,,,,,,,,584,16390.0,25544.0,16677.0,29453.0,25769.0,14300.0
,,,,,,,,585,17918.0,27929.0,17460.0,31390.0,26723.0,14599.0
,,,,,,,,586,19304.0,30090.0,18497.0,33527.0,27065.0,15470.0
,,,,,,,,587,21022.0,32768.0,19926.0,35761.0,28234.0,16598.0
,,,,,,,,588,22935.0,35752.0,21324.0,37842.0,29697.0,17561.0
,,,,,,,,589,24275.0,37844.0,22217.0,39419.0,30491.0,18045.0
,,,,,,,,590,25429.0,39640.0,22203.0,40043.0,30828.0,17694.0
,,,,,,,,591,23279.0,36261.0,22537.0,40497.0,30199.0,18956.0
,,,,,,,,592,24527.0,38214.0,23280.0,42369.0,32166.0,20491.0
,,,,,,,,593,25566.0,39844.0,23619.0,42966.0,34479.0,21393.0
,,,,,,,,594,25412.0,39618.0,22998.0,41956.0,36260.0,19525.0
,,,,,,,,595,21845.0,34049.0,21103.0,38534.0,33375.0,16718.0
,,,,,,,,596,18678.0,29106.0,19043.0,35236.0,29037.0,15690.0
,,,,,,,,597,17660.0,27520.0,17614.0,32319.0,27360.0,14886.0
,,,,,,,,598,14913.0,23229.0,16022.0,29131.0,24735.0,13562.0
,,,,,,,,599,13535.0,21086.0,14484.0,26555.0,21936.0,12744.0
,,,,,,,,600,11745.0,18289.0,13496.0,24833.0,19523.0,12016.0
,,,,,,,,601,12202.0,19002.0,13405.0,23903.0,17778.0,12045.0
,,,,,,,,602,11572.0,18018.0,13082.0,23167.0,17307.0,11849.0
,,,,,,,,603,12539.0,19539.0,12906.0,22736.0,17531.0,11813.0
,,,,,,,,604,12574.0,19588.0,12968.0,22628.0,17955.0,11624.0
,,,,,,,,605,12626.0,19661.0,13238.0,22946.0,18321.0,12019.0
,,,,,,,,606,13530.0,21065.0,14168.0,23733.0,19934.0,12906.0
,,,,,,,,607,14956.0,23300.0,15449.0,25597.0,23077.0,14058.0
,,,,,,,,608,16532.0,25764.0,16828.0,27561.0,25766.0,14795.0
,,,,,,,,609,17926.0,27942.0,17869.0,29167.0,26784.0,15215.0
,,,,,,,,610,19108.0,29784.0,18839.0,31096.0,27268.0,16301.0
,,,,,,,,611,20660.0,32204.0,20087.0,33174.0,28254.0,17388.0
,,,,,,,,612,22232.0,34657.0,21383.0,35177.0,29500.0,18288.0
,,,,,,,,613,23335.0,36381.0,22324.0,36664.0,30430.0,18923.0
,,,,,,,,614,24208.0,37740.0,22565.0,37415.0,30807.0,18845.0
,,,,,,,,615,23382.0,36441.0,22940.0,38650.0,30151.0,20270.0
,,,,,,,,616,24729.0,38552.0,23310.0,40158.0,32065.0,21617.0
,,,,,,,,617,25161.0,39236.0,23143.0,40670.0,34136.0,22450.0
,,,,,,,,618,24565.0,38313.0,21951.0,38953.0,35349.0,19870.0
,,,,,,,,619,21232.0,33108.0,20011.0,35666.0,32361.0,16971.0
,,,,,,,,620,18337.0,28585.0,18300.0,32684.0,28152.0,16071.0
,,,,,,,,621,16547.0,25788.0,17053.0,30295.0,26584.0,15158.0
,,,,,,,,622,15705.0,24483.0,15576.0,27049.0,24538.0,13623.0
,,,,,,,,623,13602.0,21197.0,14302.0,24861.0,22029.0,12924.0
,,,,,,,,624,12479.0,19442.0,13792.0,23441.0,19930.0,12335.0
,,,,,,,,625,12107.0,18857.0,13249.0,22922.0,18467.0,12171.0
,,,,,,,,626,12418.0,19349.0,12979.0,22455.0,17611.0,12022.0
,,,,,,,,627,12430.0,19370.0,12807.0,22115.0,17466.0,11908.0
,,,,,,,,628,12347.0,19235.0,12940.0,22161.0,17652.0,11815.0
,,,,,,,,629,12420.0,19340.0,13302.0,22512.0,18232.0,12240.0
,,,,,,,,630,13325.0,20748.0,14106.0,23451.0,19715.0,13089.0
,,,,,,,,631,14759.0,22992.0,15116.0,25465.0,22856.0,14173.0
,,,,,,,,632,16327.0,25445.0,16250.0,27230.0,25415.0,15026.0
,,,,,,,,633,17704.0,27595.0,17028.0,28014.0,26532.0,15406.0
,,,,,,,,634,18691.0,29134.0,17645.0,28759.0,26757.0,16446.0
,,,,,,,,635,20030.0,31221.0,18349.0,30343.0,27423.0,17518.0
,,,,,,,,636,21372.0,33320.0,19039.0,31510.0,28377.0,18448.0
,,,,,,,,637,22230.0,34659.0,19724.0,32017.0,29076.0,19051.0
,,,,,,,,638,22965.0,35807.0,20087.0,31590.0,29457.0,19166.0
,,,,,,,,639,22719.0,35414.0,20502.0,32484.0,28672.0,20268.0
,,,,,,,,640,22426.0,34951.0,21023.0,34037.0,30625.0,21855.0
,,,,,,,,641,22229.0,34644.0,21109.0,34693.0,32739.0,22727.0
,,,,,,,,642,22849.0,35630.0,20287.0,33372.0,33813.0,20213.0
,,,,,,,,643,20065.0,31286.0,18215.0,30493.0,30774.0,17332.0
,,,,,,,,644,16981.0,26472.0,16352.0,27987.0,26626.0,16109.0
,,,,,,,,645,16211.0,25274.0,15511.0,26230.0,25286.0,15282.0
,,,,,,,,646,14497.0,22599.0,14552.0,24717.0,23087.0,14239.0
,,,,,,,,647,10612.0,16518.0,13773.0,22999.0,21168.0,13443.0
,,,,,,,,648,11710.0,18238.0,13392.0,22795.0,19019.0,13500.0
,,,,,,,,649,11860.0,18431.0,13436.0,22949.0,18718.0,12546.0
,,,,,,,,650,11622.0,18060.0,12872.0,22054.0,17414.0,12412.0
,,,,,,,,651,12457.0,19360.0,12777.0,21545.0,17624.0,12149.0
,,,,,,,,652,12243.0,19020.0,12672.0,21144.0,17521.0,11751.0
,,,,,,,,653,12026.0,18675.0,12709.0,20920.0,17308.0,11908.0
,,,,,,,,654,12294.0,19089.0,12874.0,21163.0,17824.0,12154.0
,,,,,,,,655,12592.0,19558.0,13390.0,22276.0,19109.0,12481.0
,,,,,,,,656,13274.0,20632.0,14362.0,24429.0,21324.0,13625.0
,,,,,,,,657,14808.0,23026.0,15549.0,26616.0,23300.0,15141.0
,,,,,,,,658,16702.0,25989.0,16596.0,29199.0,25662.0,16410.0
,,,,,,,,659,18134.0,28227.0,17587.0,31495.0,26979.0,17918.0
,,,,,,,,660,19727.0,30713.0,18530.0,33522.0,28197.0,19262.0
,,,,,,,,661,20933.0,32599.0,19238.0,34889.0,29228.0,19953.0
,,,,,,,,662,21525.0,33518.0,19404.0,34187.0,29384.0,19782.0
,,,,,,,,663,18382.0,28585.0,19246.0,32297.0,29004.0,19730.0
,,,,,,,,664,18246.0,28373.0,19311.0,31043.0,29825.0,19572.0
,,,,,,,,665,18222.0,28339.0,18816.0,30254.0,30287.0,18498.0
,,,,,,,,666,17264.0,26847.0,17764.0,29695.0,29539.0,18710.0
,,,,,,,,667,16562.0,25752.0,17782.0,29868.0,30521.0,18555.0
,,,,,,,,668,15692.0,24399.0,17632.0,29411.0,29840.0,18014.0
,,,,,,,,669,14833.0,23057.0,16788.0,28329.0,28375.0,16672.0
,,,,,,,,670,12831.0,19927.0,15767.0,25929.0,26129.0,15324.0
,,,,,,,,671,11280.0,17511.0,14507.0,23096.0,23395.0,14247.0
,,,,,,,,672,9961.0,15454.0,13486.0,21272.0,20408.0,13348.0
,,,,,,,,673,12451.0,19382.0,14288.0,20321.0,26080.0,13603.0
,,,,,,,,674,11744.0,18277.0,13898.0,19920.0,24892.0,14010.0
,,,,,,,,675,11552.0,17977.0,13902.0,19944.0,24630.0,13957.0
,,,,,,,,676,11405.0,17749.0,13865.0,20092.0,24628.0,13834.0
,,,,,,,,677,11395.0,17736.0,13999.0,20415.0,24808.0,13956.0
,,,,,,,,678,11638.0,18116.0,14397.0,21085.0,25688.0,14157.0
,,,,,,,,679,12197.0,18998.0,15081.0,21154.0,27807.0,14526.0
,,,,,,,,680,11870.0,18478.0,15368.0,21121.0,28338.0,14976.0
,,,,,,,,681,12200.0,18991.0,15579.0,21222.0,29988.0,15334.0
,,,,,,,,682,12695.0,19763.0,15870.0,21505.0,31211.0,15604.0
,,,,,,,,683,13289.0,20691.0,16027.0,21873.0,32146.0,15869.0
,,,,,,,,684,13641.0,21239.0,16338.0,22075.0,31563.0,16731.0
,,,,,,,,685,14166.0,22061.0,16539.0,22214.0,32004.0,16697.0
,,,,,,,,686,14246.0,22185.0,16390.0,22122.0,31620.0,16982.0
