Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,,73,11103.0,17316.0,13130.0,18004.0,24319.0,11148.0
,,,,,,,,74,12307.0,19208.0,13151.0,18129.0,24805.0,11131.0
,,,,,,,,75,12315.0,19228.0,13218.0,18204.0,25049.0,11493.0
,,,,,,,,76,12577.0,19637.0,13543.0,18762.0,25995.0,11756.0
,,,,,,,,77,13106.0,20464.0,14402.0,20144.0,27682.0,12809.0
,,,,,,,,78,14456.0,22572.0,16321.0,22273.0,31236.0,14427.0
,,,,,,,,79,16411.0,25636.0,17856.0,23218.0,36965.0,15492.0
,,,,,,,,80,17222.0,26895.0,17965.0,23361.0,38079.0,15671.0
,,,,,,,,81,16853.0,26309.0,17184.0,23067.0,35691.0,15254.0
,,,,,,,,82,16278.0,25397.0,16621.0,22927.0,32598.0,15428.0
,,,,,,,,83,16389.0,25566.0,16364.0,23060.0,31963.0,15595.0
,,,,,,,,84,16142.0,25172.0,16237.0,23099.0,30602.0,16168.0
,,,,,,,,85,16121.0,25139.0,16221.0,23066.0,30013.0,16232.0
,,,,,,,,86,15970.0,24901.0,15974.0,22714.0,29240.0,16505.0
,,,,,,,,87,13843.0,21562.0,15947.0,22229.0,28623.0,17705.0
,,,,,,,,88,12641.0,19677.0,16483.0,24149.0,29695.0,19177.0
,,,,,,,,89,13442.0,20935.0,17330.0,25810.0,32211.0,20555.0
,,,,,,,,90,14734.0,22964.0,18257.0,26934.0,35435.0,19285.0
,,,,,,,,91,14849.0,23140.0,17678.0,25909.0,34763.0,16327.0
,,,,,,,,92,13213.0,20587.0,16245.0,23796.0,31000.0,15381.0
,,,,,,,,93,12391.0,19309.0,14861.0,22718.0,29513.0,13888.0
,,,,,,,,94,9730.0,15144.0,13662.0,20830.0,26821.0,12626.0
,,,,,,,,95,8726.0,13581.0,12711.0,19518.0,24703.0,11598.0
,,,,,,,,96,8766.0,13646.0,12506.0,18795.0,23408.0,11583.0
,,,,,,,,97,11050.0,17229.0,12821.0,19376.0,23285.0,11835.0
,,,,,,,,98,12497.0,19503.0,12942.0,19714.0,23399.0,11875.0
,,,,,,,,99,12322.0,19238.0,12926.0,19913.0,23430.0,12242.0
,,,,,,,,100,12559.0,19608.0,13285.0,20660.0,24285.0,12488.0
,,,,,,,,101,13080.0,20422.0,14117.0,22253.0,25878.0,13553.0
,,,,,,,,102,14343.0,22393.0,15945.0,24582.0,29392.0,15138.0
,,,,,,,,103,16258.0,25395.0,17283.0,25105.0,35042.0,15960.0
,,,,,,,,104,16758.0,26166.0,17268.0,24543.0,36183.0,15871.0
,,,,,,,,105,16230.0,25326.0,16499.0,23748.0,34036.0,15306.0
,,,,,,,,106,15670.0,24438.0,15848.0,23249.0,31294.0,15031.0
,,,,,,,,107,15821.0,24668.0,15526.0,23067.0,30343.0,15073.0
,,,,,,,,108,15817.0,24655.0,15427.0,23104.0,29288.0,15355.0
,,,,,,,,109,15944.0,24852.0,15308.0,23087.0,28582.0,15346.0
,,,,,,,,110,16000.0,24938.0,15076.0,22761.0,27710.0,15378.0
,,,,,,,,111,14095.0,21946.0,14926.0,22015.0,27144.0,16239.0
,,,,,,,,112,13123.0,20424.0,15528.0,22903.0,28148.0,17559.0
,,,,,,,,113,13784.0,21464.0,16290.0,24224.0,30028.0,18670.0
,,,,,,,,114,14723.0,22943.0,17108.0,25904.0,32744.0,17411.0
,,,,,,,,115,14558.0,22683.0,16456.0,24754.0,31880.0,15331.0
,,,,,,,,116,12797.0,19935.0,15201.0,23111.0,28460.0,14452.0
,,,,,,,,117,11862.0,18480.0,13952.0,21229.0,26865.0,12686.0
,,,,,,,,118,9316.0,14499.0,12754.0,19458.0,24377.0,11427.0
,,,,,,,,119,7923.0,12324.0,11799.0,18393.0,21837.0,10995.0
,,,,,,,,120,8215.0,12785.0,11691.0,17862.0,20617.0,11210.0
,,,,,,,,121,10244.0,15962.0,11948.0,18933.0,20444.0,11531.0
,,,,,,,,122,11423.0,17814.0,12088.0,19271.0,20711.0,11591.0
,,,,,,,,123,11298.0,17626.0,12086.0,19453.0,20688.0,12017.0
,,,,,,,,124,11477.0,17906.0,12359.0,20137.0,21445.0,12218.0
,,,,,,,,125,11839.0,18471.0,13094.0,21639.0,22866.0,13201.0
,,,,,,,,126,12896.0,20121.0,14645.0,23764.0,25941.0,14585.0
,,,,,,,,127,14721.0,22982.0,15869.0,24241.0,31175.0,15254.0
,,,,,,,,128,15528.0,24234.0,15969.0,23838.0,32703.0,15109.0
,,,,,,,,129,15371.0,23977.0,15424.0,23246.0,31274.0,14506.0
,,,,,,,,130,15189.0,23678.0,14950.0,22822.0,29196.0,14360.0
,,,,,,,,131,15646.0,24387.0,14785.0,22815.0,29147.0,14390.0
,,,,,,,,132,16079.0,25061.0,14689.0,22786.0,28674.0,14684.0
,,,,,,,,133,16467.0,25665.0,14671.0,22970.0,28292.0,14526.0
,,,,,,,,134,16634.0,25926.0,14495.0,22592.0,27755.0,14460.0
,,,,,,,,135,14781.0,23016.0,14185.0,21959.0,27691.0,14995.0
,,,,,,,,136,13841.0,21544.0,14550.0,22795.0,28651.0,16137.0
,,,,,,,,137,14498.0,22579.0,15369.0,24880.0,31038.0,17325.0
,,,,,,,,138,15147.0,23605.0,16041.0,25697.0,33554.0,16092.0
,,,,,,,,139,14574.0,22713.0,15413.0,24328.0,32058.0,13959.0
,,,,,,,,140,12575.0,19591.0,13981.0,22342.0,27767.0,13273.0
,,,,,,,,141,11513.0,17938.0,12907.0,20970.0,25834.0,11801.0
,,,,,,,,142,9225.0,14358.0,11987.0,19549.0,23344.0,10762.0
,,,,,,,,143,7846.0,12203.0,11194.0,18541.0,20976.0,10474.0
,,,,,,,,144,7744.0,12042.0,11265.0,18130.0,20025.0,11645.0
,,,,,,,,145,10417.0,16194.0,12174.0,19358.0,21136.0,11626.0
,,,,,,,,146,11385.0,17713.0,12044.0,19453.0,20616.0,11788.0
,,,,,,,,147,11232.0,17473.0,12105.0,19562.0,20606.0,11937.0
,,,,,,,,148,11187.0,17405.0,12184.0,19760.0,20826.0,11966.0
,,,,,,,,149,11338.0,17638.0,12529.0,20393.0,21333.0,12577.0
,,,,,,,,150,11725.0,18244.0,13317.0,21389.0,22656.0,13032.0
,,,,,,,,151,12338.0,19213.0,13666.0,21623.0,25043.0,12889.0
,,,,,,,,152,12578.0,19577.0,13958.0,21914.0,26191.0,13264.0
,,,,,,,,153,13217.0,20567.0,14352.0,22349.0,28271.0,13614.0
,,,,,,,,154,13986.0,21766.0,14689.0,22832.0,29973.0,13989.0
,,,,,,,,155,14660.0,22821.0,14899.0,23189.0,31207.0,14492.0
,,,,,,,,156,15081.0,23476.0,15222.0,23570.0,30944.0,15204.0
,,,,,,,,157,15643.0,24356.0,15441.0,23915.0,31481.0,15212.0
,,,,,,,,158,15625.0,24328.0,15365.0,23451.0,30891.0,15003.0
,,,,,,,,159,13698.0,21308.0,14777.0,22477.0,30126.0,14516.0
,,,,,,,,160,11749.0,18251.0,14630.0,23043.0,30079.0,14961.0
,,,,,,,,161,12109.0,18818.0,14906.0,23090.0,30885.0,14769.0
,,,,,,,,162,11959.0,18591.0,15142.0,23925.0,30882.0,16008.0
,,,,,,,,163,13808.0,21473.0,16147.0,25323.0,33150.0,16106.0
,,,,,,,,164,13781.0,21431.0,15946.0,24588.0,32694.0,15233.0
,,,,,,,,165,13224.0,20562.0,14966.0,22965.0,30904.0,14174.0
,,,,,,,,166,11350.0,17634.0,13906.0,21273.0,28685.0,12930.0
,,,,,,,,167,9884.0,15345.0,12848.0,19496.0,26331.0,11932.0
,,,,,,,,168,8798.0,13658.0,12300.0,18636.0,23864.0,11244.0
,,,,,,,,169,10200.0,15876.0,11193.0,18080.0,18086.0,10554.0
,,,,,,,,170,10924.0,17019.0,11175.0,18519.0,17968.0,10630.0
,,,,,,,,171,11802.0,18395.0,11280.0,18590.0,18724.0,10554.0
,,,,,,,,172,11818.0,18422.0,11379.0,18758.0,19092.0,10633.0
,,,,,,,,173,11900.0,18552.0,11611.0,19046.0,19568.0,10917.0
,,,,,,,,174,12276.0,19137.0,11999.0,19383.0,20766.0,11166.0
,,,,,,,,175,12512.0,19513.0,12487.0,19557.0,22781.0,11209.0
,,,,,,,,176,12331.0,19217.0,12904.0,20003.0,24249.0,11645.0
,,,,,,,,177,12875.0,20057.0,13242.0,20636.0,25499.0,12285.0
,,,,,,,,178,13458.0,20960.0,13622.0,21411.0,26412.0,12807.0
,,,,,,,,179,13934.0,21705.0,13905.0,21940.0,26970.0,13307.0
,,,,,,,,180,14160.0,22050.0,14180.0,22458.0,26695.0,14056.0
,,,,,,,,181,14514.0,22604.0,14443.0,22878.0,27048.0,14309.0
,,,,,,,,182,14442.0,22488.0,14136.0,21678.0,26458.0,14078.0
,,,,,,,,183,10948.0,17009.0,13730.0,22179.0,25502.0,15013.0
,,,,,,,,184,10740.0,16682.0,13880.0,22647.0,25267.0,15044.0
,,,,,,,,185,11121.0,17279.0,14167.0,23014.0,26082.0,14881.0
,,,,,,,,186,11089.0,17237.0,14151.0,23542.0,25975.0,15382.0
,,,,,,,,187,11455.0,17810.0,14834.0,24845.0,27831.0,15381.0
,,,,,,,,188,12540.0,19500.0,14945.0,24572.0,28265.0,15117.0
,,,,,,,,189,12575.0,19550.0,13878.0,22617.0,26534.0,14464.0
,,,,,,,,190,12157.0,18909.0,12620.0,20775.0,23756.0,12641.0
,,,,,,,,191,9125.0,14165.0,11607.0,19074.0,20898.0,12092.0
,,,,,,,,192,8736.0,13572.0,10880.0,17376.0,18651.0,10125.0
,,,,,,,,193,8970.0,13981.0,9993.0,16308.0,16871.0,10078.0
,,,,,,,,194,10112.0,15777.0,10434.0,17145.0,17085.0,10139.0
,,,,,,,,195,10858.0,16952.0,10548.0,17370.0,17554.0,10344.0
,,,,,,,,196,11078.0,17296.0,10983.0,18207.0,18428.0,10614.0
,,,,,,,,197,11479.0,17921.0,12037.0,19366.0,20244.0,11799.0
,,,,,,,,198,12564.0,19612.0,13359.0,20314.0,23257.0,13212.0
,,,,,,,,199,14152.0,22099.0,14142.0,21108.0,27471.0,13766.0
,,,,,,,,200,15009.0,23427.0,14310.0,21603.0,28827.0,13557.0
,,,,,,,,201,15013.0,23422.0,14156.0,21534.0,28250.0,13175.0
,,,,,,,,202,14929.0,23277.0,13992.0,21638.0,27198.0,13274.0
,,,,,,,,203,15336.0,23908.0,14116.0,22021.0,27604.0,13486.0
,,,,,,,,204,15778.0,24592.0,14331.0,22685.0,27477.0,13736.0
,,,,,,,,205,16085.0,25072.0,14404.0,23027.0,27332.0,13772.0
,,,,,,,,206,16078.0,25061.0,13904.0,21989.0,27002.0,13236.0
,,,,,,,,207,12847.0,19993.0,13655.0,22943.0,26856.0,13951.0
,,,,,,,,208,13237.0,20602.0,14578.0,24345.0,28949.0,15379.0
,,,,,,,,209,14198.0,22111.0,15486.0,25787.0,31232.0,16681.0
,,,,,,,,210,14692.0,22897.0,15666.0,25836.0,32955.0,14893.0
,,,,,,,,211,13012.0,20276.0,14725.0,24454.0,30452.0,12684.0
,,,,,,,,212,12049.0,18773.0,13683.0,22376.0,27050.0,12350.0
,,,,,,,,213,11767.0,18336.0,12572.0,21249.0,26080.0,11427.0
,,,,,,,,214,9519.0,14820.0,11505.0,19573.0,23226.0,10150.0
,,,,,,,,215,7912.0,12311.0,10752.0,17474.0,21216.0,9673.0
,,,,,,,,216,7252.0,11280.0,10615.0,16492.0,19686.0,9677.0
,,,,,,,,217,8619.0,13421.0,10740.0,16511.0,18616.0,9895.0
,,,,,,,,218,10040.0,15651.0,10756.0,17105.0,18595.0,10237.0
,,,,,,,,219,10698.0,16689.0,10796.0,17186.0,19079.0,10368.0
,,,,,,,,220,10858.0,16940.0,11174.0,17808.0,20040.0,10624.0
,,,,,,,,221,11235.0,17528.0,12159.0,18736.0,21867.0,11564.0
,,,,,,,,222,12217.0,19060.0,13591.0,19894.0,25272.0,12832.0
,,,,,,,,223,13850.0,21618.0,14393.0,20665.0,29658.0,13326.0
,,,,,,,,224,14801.0,23095.0,14509.0,21262.0,30478.0,12984.0
,,,,,,,,225,14891.0,23224.0,14264.0,21611.0,29473.0,12700.0
,,,,,,,,226,14969.0,23334.0,14066.0,21896.0,28057.0,12704.0
,,,,,,,,227,15649.0,24390.0,14119.0,22669.0,28285.0,13027.0
,,,,,,,,228,16374.0,25520.0,14292.0,23490.0,27963.0,13503.0
,,,,,,,,229,16760.0,26125.0,14362.0,24175.0,27982.0,13721.0
,,,,,,,,230,16870.0,26296.0,14020.0,23587.0,27632.0,13261.0
,,,,,,,,231,14228.0,22152.0,13975.0,24818.0,27100.0,14146.0
,,,,,,,,232,14021.0,21825.0,14811.0,26349.0,28724.0,15371.0
,,,,,,,,233,14933.0,23258.0,15565.0,27170.0,31445.0,16578.0
,,,,,,,,234,15200.0,23688.0,15812.0,27465.0,33750.0,14911.0
,,,,,,,,235,13458.0,20973.0,14830.0,25754.0,31264.0,12962.0
,,,,,,,,236,11997.0,18689.0,13715.0,23504.0,27961.0,13034.0
,,,,,,,,237,12099.0,18854.0,12574.0,21629.0,26803.0,11791.0
,,,,,,,,238,10202.0,15890.0,11432.0,19479.0,24185.0,10699.0
,,,,,,,,239,8563.0,13329.0,10664.0,17920.0,21595.0,10157.0
,,,,,,,,240,7301.0,11355.0,10435.0,17076.0,20145.0,9657.0
,,,,,,,,241,8628.0,13435.0,10491.0,16592.0,18930.0,9647.0
,,,,,,,,242,9966.0,15533.0,10743.0,17131.0,18850.0,9710.0
,,,,,,,,243,10614.0,16554.0,10707.0,17052.0,19044.0,9920.0
,,,,,,,,244,10685.0,16664.0,11072.0,17558.0,19813.0,10193.0
,,,,,,,,245,10947.0,17070.0,11981.0,18482.0,21552.0,11237.0
,,,,,,,,246,11898.0,18553.0,13307.0,19588.0,24602.0,12523.0
,,,,,,,,247,13450.0,20983.0,14177.0,20656.0,28890.0,13122.0
,,,,,,,,248,14544.0,22688.0,14298.0,21432.0,29809.0,12797.0
,,,,,,,,249,14920.0,23266.0,14193.0,21924.0,28854.0,12543.0
,,,,,,,,250,15081.0,23509.0,14064.0,22462.0,27331.0,12724.0
,,,,,,,,251,15829.0,24671.0,14124.0,23503.0,27553.0,13116.0
,,,,,,,,252,16530.0,25763.0,14311.0,24602.0,27193.0,13449.0
,,,,,,,,253,16911.0,26361.0,14336.0,25425.0,27053.0,13499.0
,,,,,,,,254,17191.0,26795.0,14148.0,24962.0,26658.0,13491.0
,,,,,,,,255,13771.0,21432.0,14146.0,26247.0,26482.0,14423.0
,,,,,,,,256,14316.0,22286.0,14714.0,27772.0,27521.0,15772.0
,,,,,,,,257,15067.0,23467.0,15377.0,28767.0,29034.0,16561.0
,,,,,,,,258,15494.0,24148.0,15626.0,28329.0,30873.0,14736.0
,,,,,,,,259,13383.0,20854.0,14503.0,26627.0,28464.0,12585.0
,,,,,,,,260,12180.0,18978.0,13608.0,24117.0,26015.0,12159.0
,,,,,,,,261,12118.0,18883.0,12709.0,22194.0,24680.0,11584.0
,,,,,,,,262,9451.0,14712.0,11837.0,19976.0,21912.0,10591.0
,,,,,,,,263,8540.0,13293.0,10835.0,18297.0,20072.0,10147.0
,,,,,,,,264,7672.0,11935.0,10557.0,17123.0,19033.0,9706.0
,,,,,,,,265,9644.0,15023.0,10573.0,17138.0,17855.0,9652.0
,,,,,,,,266,10194.0,15888.0,10700.0,17425.0,18050.0,9629.0
,,,,,,,,267,10540.0,16435.0,10709.0,17245.0,18709.0,9770.0
,,,,,,,,268,10582.0,16499.0,10989.0,17662.0,19591.0,9973.0
,,,,,,,,269,10804.0,16842.0,11960.0,18478.0,21509.0,10925.0
,,,,,,,,270,11789.0,18376.0,13259.0,19652.0,24718.0,12176.0
,,,,,,,,271,13277.0,20708.0,13978.0,20960.0,28704.0,12788.0
,,,,,,,,272,14656.0,22860.0,14062.0,21848.0,29615.0,12769.0
,,,,,,,,273,14921.0,23265.0,14001.0,22429.0,28693.0,12617.0
,,,,,,,,274,15207.0,23702.0,13977.0,23025.0,27389.0,12833.0
,,,,,,,,275,16001.0,24937.0,14098.0,24070.0,27750.0,13231.0
,,,,,,,,276,16755.0,26113.0,14258.0,25403.0,27493.0,13564.0
,,,,,,,,277,17273.0,26925.0,14329.0,26240.0,27300.0,13662.0
,,,,,,,,278,17584.0,27410.0,14120.0,26276.0,27149.0,13471.0
,,,,,,,,279,14280.0,22226.0,14043.0,27390.0,26304.0,14594.0
,,,,,,,,280,14702.0,22886.0,14696.0,28769.0,28530.0,15458.0
,,,,,,,,281,15669.0,24406.0,15441.0,29634.0,31269.0,16358.0
,,,,,,,,282,16005.0,24943.0,15509.0,29149.0,33667.0,14716.0
,,,,,,,,283,14228.0,22175.0,14503.0,27487.0,30681.0,12563.0
,,,,,,,,284,12556.0,19562.0,13551.0,25029.0,27296.0,12283.0
,,,,,,,,285,12215.0,19032.0,12477.0,23202.0,25402.0,11426.0
,,,,,,,,286,9903.0,15417.0,11544.0,20883.0,22982.0,10349.0
,,,,,,,,287,8629.0,13428.0,10502.0,19171.0,20909.0,9935.0
,,,,,,,,288,7912.0,12307.0,10248.0,17069.0,19418.0,9432.0
,,,,,,,,289,8769.0,13650.0,10336.0,17367.0,18379.0,9492.0
,,,,,,,,290,9960.0,15518.0,10605.0,17675.0,18089.0,9316.0
,,,,,,,,291,10461.0,16309.0,10561.0,17523.0,18056.0,9356.0
,,,,,,,,292,10358.0,16147.0,10819.0,17999.0,18767.0,9582.0
,,,,,,,,293,10536.0,16419.0,11526.0,18692.0,20312.0,10619.0
,,,,,,,,294,11418.0,17792.0,12674.0,19802.0,23159.0,11941.0
,,,,,,,,295,12871.0,20067.0,13444.0,21180.0,27168.0,12685.0
,,,,,,,,296,14223.0,22183.0,13711.0,22355.0,28239.0,12538.0
,,,,,,,,297,14876.0,23195.0,13780.0,23141.0,27716.0,12459.0
,,,,,,,,298,15521.0,24195.0,13736.0,23988.0,26599.0,12515.0
,,,,,,,,299,16610.0,25888.0,13902.0,25175.0,26923.0,12864.0
,,,,,,,,300,17651.0,27513.0,14200.0,26388.0,26621.0,13208.0
,,,,,,,,301,18365.0,28629.0,14315.0,27292.0,26437.0,13241.0
,,,,,,,,302,18745.0,29220.0,14038.0,26996.0,26015.0,12677.0
,,,,,,,,303,15680.0,24412.0,13784.0,27503.0,25252.0,13215.0
,,,,,,,,304,16171.0,25179.0,14367.0,29752.0,26861.0,14452.0
,,,,,,,,305,17078.0,26604.0,15149.0,30041.0,28392.0,15366.0
,,,,,,,,306,17085.0,26630.0,15151.0,29745.0,29528.0,13709.0
,,,,,,,,307,14847.0,23140.0,14057.0,27911.0,26982.0,11745.0
,,,,,,,,308,12925.0,20139.0,13061.0,24395.0,24501.0,11390.0
,,,,,,,,309,12519.0,19509.0,12180.0,23170.0,23563.0,10483.0
,,,,,,,,310,10253.0,15964.0,11165.0,20347.0,21169.0,9510.0
,,,,,,,,311,8920.0,13881.0,10331.0,19154.0,19399.0,8925.0
,,,,,,,,312,8140.0,12659.0,10164.0,18030.0,17736.0,9504.0
,,,,,,,,313,9640.0,14970.0,10708.0,18516.0,18166.0,9363.0
,,,,,,,,314,10319.0,16035.0,10809.0,18556.0,17995.0,9706.0
,,,,,,,,315,11026.0,17139.0,10947.0,18264.0,18465.0,9731.0
,,,,,,,,316,10770.0,16736.0,11029.0,18092.0,18881.0,9823.0
,,,,,,,,317,10607.0,16474.0,11236.0,18154.0,19439.0,10341.0
,,,,,,,,318,10943.0,16996.0,11761.0,18282.0,20791.0,10774.0
,,,,,,,,319,11238.0,17460.0,12210.0,19022.0,22780.0,10695.0
,,,,,,,,320,11869.0,18454.0,12588.0,20283.0,23881.0,11012.0
,,,,,,,,321,13036.0,20275.0,13157.0,22136.0,25047.0,11692.0
,,,,,,,,322,14524.0,22597.0,13694.0,24199.0,25807.0,12266.0
,,,,,,,,323,15860.0,24685.0,14206.0,26118.0,26189.0,12841.0
,,,,,,,,324,17050.0,26545.0,14605.0,27946.0,25888.0,13523.0
,,,,,,,,325,18050.0,28108.0,14950.0,29624.0,26120.0,13594.0
,,,,,,,,326,18366.0,28600.0,14682.0,29480.0,25582.0,12888.0
,,,,,,,,327,15128.0,23519.0,14451.0,29878.0,23698.0,12673.0
,,,,,,,,328,15092.0,23463.0,14730.0,30448.0,23814.0,13225.0
,,,,,,,,329,15317.0,23817.0,14896.0,30584.0,24563.0,13164.0
,,,,,,,,330,14747.0,22934.0,14673.0,29699.0,24305.0,13725.0
,,,,,,,,331,14558.0,22645.0,15050.0,30329.0,25521.0,13518.0
,,,,,,,,332,14538.0,22611.0,15047.0,28408.0,25916.0,13193.0
,,,,,,,,333,14107.0,21935.0,14016.0,25573.0,24786.0,12024.0
,,,,,,,,334,11835.0,18384.0,12793.0,23517.0,22508.0,10949.0
,,,,,,,,335,10371.0,16097.0,11793.0,21516.0,19936.0,9893.0
,,,,,,,,336,9099.0,14116.0,10946.0,19283.0,17610.0,9216.0
,,,,,,,,337,10222.0,15870.0,11246.0,23770.0,15976.0,11246.0
,,,,,,,,338,6142.0,9471.0,11396.0,23110.0,15098.0,11126.0
,,,,,,,,339,11739.0,18241.0,11345.0,22705.0,16011.0,10857.0
,,,,,,,,340,11448.0,17779.0,11311.0,22293.0,15913.0,10608.0
