,ev_load_shifting_z5,ev_load_shifting_z1,ev_load_shifting_z2,ev_load_shifting_z3,ev_load_shifting_z6,ev_load_shifting_z4
1066,0.211,0.213,0.213,0.222,0.236,0.236
1067,0.238,0.245,0.245,0.258,0.29,0.276
1068,0.289,0.293,0.293,0.304,0.331,0.322
1069,0.327,0.329,0.329,0.335,0.341,0.351
1070,0.335,0.339,0.339,0.351,0.392,0.378
1071,0.381,0.392,0.392,0.415,0.538,0.465
1072,0.514,0.526,0.526,0.547,0.694,0.613
1073,0.675,0.674,0.674,0.697,0.804,0.746
1074,0.798,0.762,0.762,0.75,0.637,0.733
1075,0.609,0.595,0.595,0.543,0.356,0.512
1076,0.336,0.341,0.341,0.317,0.273,0.316
1077,0.254,0.265,0.265,0.239,0.213,0.238
1078,0.19,0.2,0.2,0.175,0.141,0.18
1079,0.123,0.131,0.131,0.118,0.101,0.123
1080,0.085,0.09,0.09,0.084,0.054,0.089
1081,0.047,0.05,0.05,0.047,0.035,0.05
1082,0.03,0.031,0.031,0.028,0.016,0.03
1083,0.014,0.016,0.016,0.016,0.021,0.02
1084,0.018,0.018,0.018,0.018,0.012,0.02
1085,0.012,0.014,0.014,0.021,0.045,0.032
1086,0.048,0.049,0.049,0.069,0.114,0.088
1087,0.119,0.12,0.12,0.153,0.214,0.171
1088,0.215,0.21,0.21,0.228,0.231,0.233
1089,0.233,0.227,0.227,0.235,0.209,0.238
1090,0.217,0.215,0.215,0.228,0.235,0.241
1091,0.245,0.247,0.247,0.263,0.291,0.279
1092,0.297,0.297,0.297,0.311,0.332,0.325
1093,0.336,0.332,0.332,0.343,0.348,0.352
1094,0.345,0.344,0.344,0.36,0.402,0.381
1095,0.392,0.397,0.397,0.427,0.543,0.467
1096,0.527,0.531,0.531,0.565,0.693,0.611
1097,0.685,0.679,0.679,0.713,0.803,0.737
1098,0.798,0.766,0.766,0.755,0.628,0.715
1099,0.599,0.588,0.588,0.541,0.345,0.498
1100,0.33,0.331,0.331,0.317,0.27,0.309
1101,0.255,0.258,0.258,0.244,0.208,0.241
1102,0.193,0.197,0.197,0.179,0.138,0.18
1103,0.126,0.13,0.13,0.121,0.1,0.125
1104,0.088,0.09,0.09,0.086,0.053,0.085
1105,0.044,0.045,0.045,0.046,0.034,0.046
1106,0.028,0.028,0.028,0.028,0.016,0.028
1107,0.014,0.014,0.014,0.016,0.021,0.018
1108,0.016,0.016,0.016,0.017,0.012,0.019
1109,0.011,0.012,0.012,0.021,0.044,0.03
1110,0.044,0.043,0.043,0.067,0.11,0.081
1111,0.11,0.102,0.102,0.149,0.203,0.156
1112,0.198,0.185,0.185,0.224,0.223,0.214
1113,0.214,0.204,0.204,0.23,0.203,0.218
1114,0.198,0.195,0.195,0.221,0.227,0.22
1115,0.221,0.225,0.225,0.255,0.277,0.255
1116,0.267,0.27,0.27,0.3,0.319,0.294
1117,0.302,0.301,0.301,0.331,0.331,0.321
1118,0.309,0.312,0.312,0.347,0.383,0.346
1119,0.352,0.361,0.361,0.413,0.52,0.429
1120,0.477,0.486,0.486,0.552,0.675,0.563
1121,0.627,0.619,0.619,0.703,0.778,0.683
1122,0.738,0.695,0.695,0.752,0.62,0.671
1123,0.57,0.545,0.545,0.544,0.349,0.471
1124,0.319,0.314,0.314,0.32,0.273,0.294
1125,0.243,0.244,0.244,0.246,0.209,0.228
1126,0.181,0.184,0.184,0.178,0.137,0.169
1127,0.117,0.12,0.12,0.119,0.098,0.116
1128,0.081,0.083,0.083,0.081,0.054,0.08
1129,0.043,0.045,0.045,0.046,0.034,0.047
1130,0.027,0.027,0.027,0.028,0.016,0.028
1131,0.013,0.014,0.014,0.016,0.02,0.018
1132,0.016,0.016,0.016,0.017,0.012,0.019
1133,0.011,0.012,0.012,0.02,0.044,0.03
1134,0.043,0.041,0.041,0.066,0.109,0.081
1135,0.106,0.098,0.098,0.148,0.207,0.158
1136,0.194,0.18,0.18,0.224,0.229,0.218
1137,0.211,0.2,0.2,0.232,0.21,0.222
1138,0.196,0.191,0.191,0.221,0.235,0.223
1139,0.218,0.22,0.22,0.255,0.286,0.258
1140,0.263,0.264,0.264,0.299,0.328,0.303
1141,0.296,0.296,0.296,0.328,0.338,0.328
1142,0.302,0.306,0.306,0.343,0.383,0.353
1143,0.346,0.355,0.355,0.408,0.517,0.435
1144,0.471,0.478,0.478,0.543,0.669,0.571
1145,0.619,0.611,0.611,0.689,0.778,0.69
1146,0.721,0.683,0.683,0.733,0.616,0.667
1147,0.551,0.532,0.532,0.527,0.344,0.467
1148,0.307,0.306,0.306,0.311,0.269,0.29
1149,0.234,0.238,0.238,0.24,0.207,0.227
1150,0.177,0.181,0.181,0.175,0.137,0.169
1151,0.116,0.12,0.12,0.118,0.099,0.121
1152,0.085,0.09,0.09,0.095,0.125,0.111
1153,0.102,0.109,0.109,0.1,0.051,0.1
1154,0.042,0.046,0.046,0.046,0.043,0.05
1155,0.034,0.037,0.037,0.036,0.03,0.039
1156,0.023,0.025,0.025,0.022,0.006,0.022
1157,0.005,0.006,0.006,0.009,0.018,0.012
1158,0.016,0.017,0.017,0.022,0.035,0.028
1159,0.032,0.032,0.032,0.045,0.063,0.053
1160,0.06,0.057,0.057,0.08,0.114,0.092
1161,0.111,0.107,0.107,0.143,0.195,0.157
1162,0.193,0.184,0.184,0.224,0.261,0.232
1163,0.256,0.25,0.25,0.297,0.332,0.299
1164,0.326,0.316,0.316,0.366,0.426,0.367
1165,0.407,0.393,0.393,0.436,0.442,0.423
1166,0.416,0.403,0.403,0.444,0.443,0.431
1167,0.419,0.411,0.411,0.455,0.482,0.449
1168,0.457,0.449,0.449,0.495,0.529,0.484
1169,0.5,0.483,0.483,0.521,0.482,0.493
1170,0.467,0.454,0.454,0.519,0.606,0.503
1171,0.555,0.558,0.558,0.588,0.597,0.55
1172,0.531,0.545,0.545,0.553,0.511,0.511
1173,0.448,0.464,0.464,0.467,0.433,0.439
1174,0.372,0.389,0.389,0.385,0.342,0.37
1175,0.288,0.301,0.301,0.292,0.235,0.286
1176,0.193,0.203,0.203,0.19,0.122,0.193
1177,0.112,0.089,0.089,0.104,0.046,0.085
1178,0.045,0.036,0.036,0.047,0.039,0.04
1179,0.037,0.028,0.028,0.038,0.028,0.031
1180,0.025,0.018,0.018,0.023,0.006,0.017
1181,0.006,0.005,0.005,0.009,0.017,0.01
1182,0.017,0.013,0.013,0.023,0.034,0.022
1183,0.035,0.025,0.025,0.047,0.061,0.045
1184,0.066,0.048,0.048,0.086,0.112,0.083
1185,0.124,0.089,0.089,0.157,0.199,0.148
1186,0.215,0.157,0.157,0.247,0.27,0.222
1187,0.287,0.212,0.212,0.337,0.354,0.304
1188,0.381,0.282,0.282,0.426,0.45,0.383
1189,0.471,0.348,0.348,0.506,0.469,0.445
1190,0.488,0.36,0.36,0.524,0.503,0.465
1191,0.512,0.38,0.38,0.55,0.535,0.491
1192,0.545,0.404,0.404,0.588,0.588,0.529
1193,0.604,0.443,0.443,0.62,0.537,0.547
1194,0.56,0.438,0.438,0.633,0.654,0.579
1195,0.683,0.532,0.532,0.71,0.635,0.624
1196,0.658,0.512,0.512,0.66,0.544,0.574
1197,0.55,0.435,0.435,0.557,0.463,0.485
1198,0.454,0.361,0.361,0.455,0.358,0.392
1199,0.338,0.27,0.27,0.336,0.24,0.284
1200,0.215,0.165,0.165,0.197,0.053,0.15
1201,0.046,0.037,0.037,0.049,0.033,0.04
1202,0.028,0.021,0.021,0.03,0.016,0.023
1203,0.014,0.011,0.011,0.017,0.021,0.015
1204,0.017,0.012,0.012,0.019,0.012,0.015
1205,0.012,0.009,0.009,0.022,0.045,0.023
1206,0.045,0.033,0.033,0.07,0.113,0.065
1207,0.117,0.08,0.08,0.161,0.209,0.141
1208,0.214,0.151,0.151,0.249,0.228,0.204
1209,0.236,0.17,0.17,0.262,0.217,0.219
1210,0.229,0.17,0.17,0.257,0.243,0.222
1211,0.258,0.194,0.194,0.303,0.3,0.265
1212,0.324,0.248,0.248,0.358,0.344,0.311
1213,0.368,0.281,0.281,0.397,0.355,0.341
1214,0.381,0.292,0.292,0.417,0.408,0.366
1215,0.438,0.338,0.338,0.498,0.563,0.449
1216,0.593,0.456,0.456,0.667,0.745,0.595
1217,0.782,0.595,0.595,0.84,0.876,0.738
1218,0.898,0.708,0.708,0.928,0.682,0.757
1219,0.696,0.56,0.56,0.665,0.376,0.528
1220,0.388,0.319,0.319,0.389,0.289,0.327
1221,0.294,0.246,0.246,0.296,0.217,0.253
1222,0.214,0.182,0.182,0.212,0.138,0.18
1223,0.134,0.114,0.114,0.137,0.097,0.12
1224,0.089,0.074,0.074,0.089,0.05,0.075
1225,0.047,0.038,0.038,0.048,0.032,0.041
1226,0.029,0.022,0.022,0.029,0.016,0.024
1227,0.014,0.011,0.011,0.017,0.02,0.015
1228,0.017,0.012,0.012,0.018,0.011,0.015
1229,0.012,0.009,0.009,0.021,0.044,0.025
1230,0.045,0.034,0.034,0.065,0.106,0.069
1231,0.112,0.075,0.075,0.151,0.193,0.144
1232,0.208,0.146,0.146,0.237,0.214,0.203
1233,0.231,0.169,0.169,0.249,0.203,0.213
1234,0.223,0.171,0.171,0.245,0.225,0.213
1235,0.248,0.192,0.192,0.288,0.279,0.253
1236,0.312,0.245,0.245,0.342,0.32,0.298
1237,0.354,0.278,0.278,0.38,0.334,0.327
1238,0.367,0.291,0.291,0.401,0.385,0.352
1239,0.423,0.339,0.339,0.477,0.525,0.432
1240,0.573,0.458,0.458,0.636,0.687,0.574
1241,0.752,0.595,0.595,0.797,0.805,0.712
1242,0.87,0.706,0.706,0.876,0.635,0.739
1243,0.674,0.56,0.56,0.623,0.349,0.515
1244,0.368,0.314,0.314,0.362,0.268,0.318
1245,0.279,0.237,0.237,0.283,0.209,0.246
1246,0.217,0.184,0.184,0.204,0.135,0.176
1247,0.138,0.116,0.116,0.132,0.093,0.116
1248,0.092,0.075,0.075,0.084,0.048,0.075
1249,0.048,0.037,0.037,0.046,0.03,0.041
1250,0.029,0.021,0.021,0.028,0.015,0.024
1251,0.015,0.01,0.01,0.016,0.018,0.015
1252,0.018,0.012,0.012,0.017,0.011,0.016
1253,0.012,0.009,0.009,0.02,0.041,0.025
1254,0.046,0.032,0.032,0.063,0.101,0.07
1255,0.111,0.072,0.072,0.147,0.19,0.149
1256,0.208,0.141,0.141,0.231,0.213,0.21
1257,0.232,0.165,0.165,0.245,0.207,0.218
1258,0.226,0.168,0.168,0.242,0.229,0.218
1259,0.254,0.192,0.192,0.287,0.288,0.259
1260,0.319,0.245,0.245,0.343,0.336,0.304
1261,0.364,0.278,0.278,0.385,0.345,0.335
1262,0.375,0.291,0.291,0.408,0.401,0.361
1263,0.432,0.338,0.338,0.49,0.545,0.444
1264,0.585,0.457,0.457,0.66,0.705,0.59
1265,0.767,0.589,0.589,0.83,0.828,0.732
1266,0.881,0.694,0.694,0.897,0.651,0.766
1267,0.673,0.545,0.545,0.636,0.356,0.534
1268,0.369,0.306,0.306,0.371,0.272,0.328
1269,0.279,0.233,0.233,0.288,0.209,0.253
1270,0.216,0.181,0.181,0.208,0.135,0.182
1271,0.138,0.116,0.116,0.135,0.093,0.12
1272,0.092,0.075,0.075,0.086,0.048,0.079
1273,0.046,0.038,0.038,0.047,0.03,0.043
1274,0.028,0.022,0.022,0.028,0.015,0.025
1275,0.014,0.011,0.011,0.017,0.018,0.016
1276,0.017,0.012,0.012,0.018,0.011,0.016
1277,0.012,0.009,0.009,0.02,0.041,0.025
1278,0.044,0.033,0.033,0.063,0.101,0.071
1279,0.106,0.076,0.076,0.15,0.189,0.152
1280,0.197,0.146,0.146,0.237,0.212,0.216
1281,0.218,0.171,0.171,0.252,0.205,0.225
1282,0.213,0.174,0.174,0.249,0.23,0.226
1283,0.241,0.199,0.199,0.293,0.285,0.267
1284,0.303,0.253,0.253,0.349,0.33,0.311
1285,0.345,0.288,0.288,0.387,0.339,0.34
1286,0.357,0.299,0.299,0.408,0.385,0.364
1287,0.411,0.345,0.345,0.489,0.527,0.445
1288,0.555,0.465,0.465,0.658,0.686,0.591
1289,0.724,0.601,0.601,0.833,0.82,0.732
1290,0.828,0.706,0.706,0.896,0.635,0.76
1291,0.634,0.546,0.546,0.635,0.349,0.529
1292,0.347,0.307,0.307,0.372,0.269,0.328
1293,0.262,0.234,0.234,0.289,0.209,0.254
1294,0.203,0.18,0.18,0.211,0.136,0.187
1295,0.13,0.116,0.116,0.138,0.096,0.126
1296,0.088,0.076,0.076,0.091,0.051,0.081
1297,0.047,0.038,0.038,0.049,0.032,0.044
1298,0.028,0.022,0.022,0.029,0.015,0.025
1299,0.014,0.011,0.011,0.017,0.019,0.016
1300,0.017,0.012,0.012,0.018,0.011,0.016
1301,0.012,0.009,0.009,0.021,0.042,0.026
1302,0.043,0.032,0.032,0.065,0.107,0.073
1303,0.104,0.077,0.077,0.153,0.199,0.156
1304,0.193,0.146,0.146,0.239,0.221,0.22
1305,0.215,0.171,0.171,0.252,0.213,0.229
1306,0.21,0.175,0.175,0.248,0.238,0.227
1307,0.235,0.2,0.2,0.289,0.291,0.265
1308,0.295,0.252,0.252,0.342,0.334,0.306
1309,0.338,0.286,0.286,0.38,0.343,0.335
1310,0.351,0.296,0.296,0.399,0.382,0.358
1311,0.405,0.34,0.34,0.477,0.514,0.44
1312,0.549,0.457,0.457,0.639,0.673,0.581
1313,0.717,0.591,0.591,0.81,0.809,0.717
1314,0.825,0.694,0.694,0.873,0.625,0.741
1315,0.629,0.53,0.53,0.62,0.345,0.514
1316,0.345,0.298,0.298,0.36,0.269,0.317
1317,0.262,0.227,0.227,0.283,0.208,0.248
1318,0.204,0.175,0.175,0.207,0.137,0.182
1319,0.133,0.115,0.115,0.138,0.098,0.126
1320,0.094,0.083,0.083,0.108,0.119,0.104
1321,0.11,0.09,0.09,0.107,0.048,0.088
1322,0.045,0.035,0.035,0.049,0.04,0.043
1323,0.036,0.027,0.027,0.039,0.028,0.032
1324,0.025,0.018,0.018,0.023,0.006,0.018
1325,0.006,0.004,0.004,0.009,0.017,0.01
1326,0.017,0.012,0.012,0.023,0.034,0.023
1327,0.033,0.023,0.023,0.047,0.06,0.047
1328,0.064,0.046,0.046,0.086,0.112,0.085
1329,0.12,0.091,0.091,0.158,0.198,0.15
1330,0.212,0.165,0.165,0.252,0.269,0.225
1331,0.284,0.225,0.225,0.345,0.344,0.304
1332,0.376,0.301,0.301,0.433,0.433,0.379
1333,0.463,0.367,0.367,0.512,0.443,0.434
1334,0.478,0.374,0.374,0.526,0.464,0.449
1335,0.502,0.392,0.392,0.552,0.488,0.469
1336,0.531,0.414,0.414,0.586,0.541,0.5
1337,0.586,0.451,0.451,0.615,0.496,0.517
1338,0.549,0.442,0.442,0.623,0.612,0.551
1339,0.666,0.541,0.541,0.695,0.593,0.595
1340,0.639,0.521,0.521,0.65,0.507,0.549
1341,0.539,0.441,0.441,0.552,0.429,0.467
1342,0.448,0.369,0.369,0.455,0.334,0.384
1343,0.346,0.283,0.283,0.342,0.225,0.285
1344,0.228,0.183,0.183,0.218,0.121,0.18
1345,0.109,0.107,0.107,0.1,0.051,0.115
1346,0.046,0.044,0.044,0.046,0.042,0.058
1347,0.038,0.036,0.036,0.037,0.03,0.045
1348,0.026,0.023,0.023,0.022,0.006,0.025
1349,0.006,0.006,0.006,0.008,0.018,0.014
1350,0.017,0.016,0.016,0.021,0.035,0.031
1351,0.035,0.029,0.029,0.042,0.058,0.058
1352,0.062,0.057,0.057,0.075,0.108,0.104
1353,0.12,0.111,0.111,0.14,0.192,0.185
1354,0.207,0.191,0.191,0.222,0.264,0.282
1355,0.283,0.262,0.262,0.302,0.333,0.375
1356,0.36,0.339,0.339,0.377,0.422,0.468
1357,0.444,0.419,0.419,0.445,0.436,0.537
1358,0.455,0.436,0.436,0.46,0.461,0.559
1359,0.472,0.455,0.455,0.483,0.482,0.591
1360,0.499,0.484,0.484,0.515,0.533,0.63
1361,0.548,0.532,0.532,0.544,0.492,0.648
1362,0.513,0.509,0.509,0.533,0.568,0.645
1363,0.585,0.58,0.58,0.589,0.561,0.696
1364,0.577,0.571,0.571,0.567,0.48,0.652
1365,0.489,0.498,0.498,0.479,0.405,0.547
1366,0.401,0.416,0.416,0.386,0.318,0.446
1367,0.305,0.318,0.318,0.288,0.22,0.337
1368,0.2,0.206,0.206,0.167,0.049,0.197
1369,0.046,0.047,0.047,0.042,0.031,0.056
1370,0.028,0.029,0.029,0.026,0.015,0.034
1371,0.014,0.015,0.015,0.015,0.019,0.022
1372,0.017,0.017,0.017,0.016,0.01,0.022
1373,0.011,0.012,0.012,0.017,0.04,0.032
1374,0.04,0.042,0.042,0.054,0.097,0.088
1375,0.099,0.097,0.097,0.121,0.175,0.172
1376,0.183,0.174,0.174,0.188,0.193,0.244
1377,0.208,0.193,0.193,0.203,0.185,0.26
1378,0.201,0.188,0.188,0.201,0.21,0.269
1379,0.23,0.221,0.221,0.235,0.257,0.317
1380,0.28,0.268,0.268,0.278,0.293,0.374
1381,0.315,0.306,0.306,0.307,0.302,0.41
1382,0.32,0.315,0.315,0.322,0.348,0.445
1383,0.367,0.369,0.369,0.39,0.482,0.554
1384,0.5,0.506,0.506,0.524,0.632,0.73
1385,0.654,0.663,0.663,0.669,0.763,0.882
1386,0.764,0.762,0.762,0.706,0.58,0.863
1387,0.579,0.569,0.569,0.509,0.318,0.598
1388,0.326,0.322,0.322,0.302,0.252,0.364
1389,0.254,0.26,0.26,0.234,0.194,0.279
1390,0.19,0.197,0.197,0.17,0.13,0.204
1391,0.123,0.13,0.13,0.113,0.092,0.141
1392,0.085,0.089,0.089,0.077,0.051,0.096
1393,0.044,0.049,0.049,0.043,0.033,0.056
1394,0.028,0.03,0.03,0.026,0.016,0.034
1395,0.014,0.015,0.015,0.015,0.02,0.022
1396,0.017,0.018,0.018,0.017,0.011,0.023
1397,0.012,0.013,0.013,0.019,0.042,0.034
1398,0.045,0.048,0.048,0.062,0.106,0.095
1399,0.112,0.114,0.114,0.139,0.191,0.186
1400,0.202,0.201,0.201,0.213,0.21,0.264
1401,0.22,0.224,0.224,0.224,0.2,0.277
1402,0.207,0.216,0.216,0.22,0.228,0.284
1403,0.233,0.249,0.249,0.255,0.278,0.333
1404,0.283,0.302,0.302,0.301,0.316,0.392
1405,0.321,0.339,0.339,0.336,0.326,0.428
1406,0.328,0.354,0.354,0.355,0.379,0.461
1407,0.377,0.416,0.416,0.43,0.522,0.567
1408,0.51,0.565,0.565,0.573,0.681,0.741
1409,0.663,0.729,0.729,0.72,0.806,0.882
1410,0.764,0.829,0.829,0.758,0.607,0.87
1411,0.578,0.614,0.614,0.541,0.333,0.604
1412,0.324,0.344,0.344,0.319,0.262,0.367
1413,0.252,0.275,0.275,0.248,0.204,0.283
1414,0.19,0.209,0.209,0.179,0.136,0.208
1415,0.123,0.137,0.137,0.119,0.097,0.143
1416,0.084,0.093,0.093,0.08,0.053,0.103
1417,0.045,0.052,0.052,0.045,0.034,0.06
1418,0.028,0.032,0.032,0.028,0.016,0.037
1419,0.014,0.016,0.016,0.016,0.02,0.024
1420,0.017,0.019,0.019,0.017,0.011,0.025
1421,0.012,0.014,0.014,0.02,0.043,0.037
1422,0.044,0.051,0.051,0.064,0.109,0.103
1423,0.111,0.122,0.122,0.142,0.197,0.2
1424,0.2,0.213,0.213,0.216,0.219,0.283
1425,0.218,0.233,0.233,0.227,0.207,0.296
1426,0.205,0.224,0.224,0.223,0.236,0.3
1427,0.231,0.258,0.258,0.257,0.288,0.352
1428,0.28,0.312,0.312,0.308,0.329,0.42
1429,0.316,0.353,0.353,0.341,0.339,0.457
1430,0.325,0.367,0.367,0.361,0.389,0.491
1431,0.374,0.431,0.431,0.437,0.532,0.602
1432,0.506,0.586,0.586,0.586,0.69,0.784
1433,0.661,0.758,0.758,0.735,0.812,0.935
1434,0.765,0.857,0.857,0.775,0.607,0.921
1435,0.576,0.633,0.633,0.554,0.33,0.641
1436,0.324,0.355,0.355,0.327,0.26,0.39
1437,0.252,0.284,0.284,0.253,0.201,0.3
1438,0.188,0.216,0.216,0.184,0.134,0.22
1439,0.122,0.142,0.142,0.122,0.095,0.15
1440,0.084,0.097,0.097,0.083,0.052,0.103
1441,0.045,0.051,0.051,0.047,0.033,0.06
1442,0.028,0.031,0.031,0.029,0.016,0.037
1443,0.014,0.016,0.016,0.017,0.02,0.024
1444,0.017,0.019,0.019,0.018,0.011,0.025
1445,0.012,0.014,0.014,0.02,0.043,0.038
1446,0.044,0.05,0.05,0.065,0.109,0.104
1447,0.112,0.122,0.122,0.146,0.199,0.203
1448,0.2,0.21,0.21,0.224,0.216,0.286
1449,0.219,0.227,0.227,0.236,0.204,0.298
1450,0.207,0.216,0.216,0.231,0.231,0.301
1451,0.234,0.249,0.249,0.267,0.282,0.355
1452,0.283,0.302,0.302,0.318,0.32,0.423
1453,0.319,0.342,0.342,0.354,0.329,0.465
1454,0.328,0.358,0.358,0.376,0.381,0.502
1455,0.376,0.42,0.42,0.454,0.523,0.614
1456,0.51,0.57,0.57,0.609,0.676,0.798
1457,0.664,0.733,0.733,0.767,0.808,0.951
1458,0.768,0.824,0.824,0.805,0.603,0.94
1459,0.577,0.611,0.611,0.578,0.332,0.659
1460,0.323,0.344,0.344,0.341,0.259,0.404
1461,0.251,0.275,0.275,0.264,0.202,0.305
1462,0.188,0.211,0.211,0.192,0.137,0.227
1463,0.123,0.14,0.14,0.127,0.097,0.155
1464,0.084,0.095,0.095,0.085,0.052,0.1
1465,0.046,0.051,0.051,0.047,0.033,0.057
1466,0.029,0.031,0.031,0.028,0.016,0.035
1467,0.014,0.016,0.016,0.017,0.02,0.023
1468,0.017,0.019,0.019,0.018,0.011,0.024
1469,0.012,0.014,0.014,0.02,0.043,0.036
1470,0.045,0.051,0.051,0.065,0.109,0.102
1471,0.115,0.123,0.123,0.145,0.198,0.201
1472,0.204,0.21,0.21,0.223,0.212,0.282
1473,0.222,0.225,0.225,0.231,0.201,0.289
1474,0.207,0.215,0.215,0.226,0.23,0.292
1475,0.236,0.25,0.25,0.261,0.277,0.347
1476,0.283,0.302,0.302,0.308,0.316,0.4
1477,0.321,0.339,0.339,0.341,0.324,0.438
1478,0.329,0.352,0.352,0.359,0.374,0.471
1479,0.379,0.412,0.412,0.429,0.505,0.571
1480,0.508,0.554,0.554,0.566,0.662,0.733
1481,0.666,0.715,0.715,0.709,0.784,0.859
1482,0.76,0.794,0.794,0.739,0.59,0.833
1483,0.572,0.589,0.589,0.534,0.328,0.581
1484,0.323,0.333,0.333,0.322,0.258,0.371
1485,0.252,0.266,0.266,0.255,0.2,0.291
1486,0.189,0.204,0.204,0.188,0.133,0.215
1487,0.123,0.135,0.135,0.125,0.096,0.151
1488,0.09,0.101,0.101,0.102,0.128,0.132
1489,0.113,0.118,0.118,0.107,0.051,0.121
1490,0.047,0.05,0.05,0.049,0.043,0.06
1491,0.039,0.041,0.041,0.04,0.031,0.048
1492,0.027,0.027,0.027,0.025,0.006,0.028
1493,0.006,0.007,0.007,0.009,0.018,0.015
1494,0.018,0.02,0.02,0.023,0.036,0.035
1495,0.036,0.039,0.039,0.044,0.06,0.064
1496,0.065,0.066,0.066,0.079,0.111,0.112
1497,0.124,0.122,0.122,0.143,0.194,0.196
1498,0.214,0.207,0.207,0.227,0.269,0.294
1499,0.292,0.279,0.279,0.304,0.344,0.39
1500,0.376,0.354,0.354,0.382,0.432,0.473
1501,0.461,0.429,0.429,0.448,0.442,0.534
1502,0.472,0.438,0.438,0.455,0.449,0.544
1503,0.483,0.454,0.454,0.468,0.467,0.559
1504,0.512,0.487,0.487,0.498,0.512,0.585
1505,0.565,0.529,0.529,0.52,0.468,0.588
1506,0.521,0.493,0.493,0.502,0.545,0.589
1507,0.593,0.566,0.566,0.562,0.544,0.644
1508,0.582,0.558,0.558,0.551,0.476,0.629
1509,0.495,0.489,0.489,0.473,0.407,0.536
1510,0.41,0.412,0.412,0.39,0.319,0.44
1511,0.31,0.316,0.316,0.295,0.229,0.335
1512,0.21,0.218,0.218,0.204,0.126,0.224
1513,0.121,0.104,0.104,0.107,0.05,0.099
1514,0.049,0.042,0.042,0.048,0.041,0.047
1515,0.04,0.034,0.034,0.038,0.028,0.036
1516,0.027,0.022,0.022,0.023,0.006,0.02
1517,0.006,0.006,0.006,0.009,0.017,0.011
1518,0.019,0.015,0.015,0.023,0.035,0.025
1519,0.037,0.029,0.029,0.048,0.062,0.052
1520,0.071,0.055,0.055,0.086,0.115,0.095
1521,0.134,0.103,0.103,0.156,0.203,0.167
1522,0.232,0.177,0.177,0.246,0.271,0.248
1523,0.309,0.239,0.239,0.333,0.358,0.333
1524,0.41,0.322,0.322,0.423,0.454,0.42
1525,0.508,0.396,0.396,0.5,0.479,0.481
1526,0.528,0.413,0.413,0.517,0.505,0.502
1527,0.545,0.429,0.429,0.537,0.536,0.527
1528,0.576,0.453,0.453,0.569,0.603,0.568
1529,0.635,0.494,0.494,0.592,0.538,0.586
1530,0.583,0.461,0.461,0.589,0.634,0.602
1531,0.715,0.551,0.551,0.68,0.647,0.659
1532,0.716,0.574,0.574,0.655,0.561,0.616
1533,0.604,0.498,0.498,0.549,0.467,0.519
1534,0.496,0.414,0.414,0.442,0.365,0.425
1535,0.371,0.314,0.314,0.331,0.246,0.319
1536,0.237,0.194,0.194,0.189,0.053,0.174
1537,0.055,0.042,0.042,0.047,0.033,0.048
1538,0.033,0.025,0.025,0.028,0.016,0.028
1539,0.016,0.012,0.012,0.016,0.02,0.018
1540,0.02,0.014,0.014,0.018,0.011,0.018
1541,0.014,0.01,0.01,0.021,0.043,0.028
1542,0.054,0.038,0.038,0.069,0.112,0.077
1543,0.133,0.092,0.092,0.159,0.211,0.163
1544,0.242,0.174,0.174,0.241,0.229,0.23
1545,0.262,0.197,0.197,0.252,0.221,0.239
1546,0.248,0.196,0.196,0.246,0.249,0.244
1547,0.277,0.224,0.224,0.285,0.3,0.286
1548,0.344,0.278,0.278,0.335,0.348,0.334
1549,0.389,0.313,0.313,0.368,0.355,0.366
1550,0.398,0.325,0.325,0.385,0.414,0.394
1551,0.46,0.379,0.379,0.461,0.554,0.486
1552,0.618,0.502,0.502,0.613,0.724,0.639
1553,0.815,0.644,0.644,0.77,0.844,0.779
1554,0.943,0.721,0.721,0.823,0.631,0.778
1555,0.73,0.546,0.546,0.597,0.361,0.547
1556,0.407,0.33,0.33,0.356,0.285,0.34
1557,0.308,0.258,0.258,0.273,0.221,0.263
1558,0.238,0.199,0.199,0.197,0.144,0.193
1559,0.152,0.128,0.128,0.129,0.102,0.13
1560,0.103,0.084,0.084,0.086,0.054,0.087
1561,0.053,0.043,0.043,0.048,0.034,0.049
1562,0.033,0.026,0.026,0.029,0.016,0.029
1563,0.016,0.012,0.012,0.017,0.02,0.018
1564,0.02,0.014,0.014,0.018,0.012,0.019
1565,0.014,0.01,0.01,0.021,0.044,0.029
1566,0.053,0.037,0.037,0.07,0.113,0.08
1567,0.13,0.09,0.09,0.161,0.21,0.166
1568,0.236,0.17,0.17,0.245,0.228,0.232
1569,0.258,0.193,0.193,0.256,0.217,0.24
1570,0.246,0.194,0.194,0.251,0.244,0.244
1571,0.274,0.224,0.224,0.291,0.296,0.286
1572,0.338,0.279,0.279,0.342,0.34,0.333
1573,0.382,0.314,0.314,0.377,0.348,0.364
1574,0.388,0.325,0.325,0.393,0.405,0.393
1575,0.447,0.379,0.379,0.472,0.547,0.485
1576,0.601,0.502,0.502,0.626,0.714,0.637
1577,0.783,0.645,0.645,0.792,0.839,0.777
1578,0.902,0.725,0.725,0.847,0.628,0.774
1579,0.707,0.554,0.554,0.613,0.357,0.545
1580,0.401,0.33,0.33,0.367,0.285,0.339
