R_ID,Zone_name,Zone,Technology,Cluster,Num_units,Cap_size,Existing_Cap_MW,Existing_Cap_MWh,Fixed_OM_cost_per_MWyr,Var_OM_cost_per_MWh,Fuel,Heat_rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Min_power,Ramp_Up_percentage,Ramp_Dn_percentage,Commit,Start_fuel_MMBTU_per_MW,Start_cost_per_MW,Up_time,Down_time,Charge_efficiency,Discharge_efficiency,THERM,VRE,MUSTRUN,STOR,HYDRO,RPS,CES
58,NM,9,Natural Gas Fired Combined Cycle,1,2,446.5,893,0,9668,3.567,mountain_reference_naturalgas,8.259,0.015,0.021,0.391,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
59,NM,9,Natural Gas Fired Combined Cycle,2,2,126.2,252.4,0,16291,4.495,mountain_reference_naturalgas,7.384,0,0,0.515,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
60,NM,9,Natural Gas Fired Combined Cycle,3,1,144,144,0,9668,3.567,mountain_reference_naturalgas,15.109,0,,0.403,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
61,NM,9,Natural Gas Fired Combined Cycle,4,1,83,83,0,9668,3.567,mountain_reference_naturalgas,9.162,0,,0.289,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
62,NM,9,Natural Gas Fired Combined Cycle,5,1,67,67,0,16291,4.495,mountain_reference_naturalgas,7.843,0,,0.179,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
63,NM,9,Natural Gas Fired Combustion Turbine,1,5,47.84,239.2,0,11493,11.728,mountain_reference_naturalgas,11.162,1.271,1.139,0.242,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
64,NM,9,Natural Gas Fired Combustion Turbine,2,4,91.2,364.8,0,7300,11.728,mountain_reference_naturalgas,9.235,0,0,0.205,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
65,NM,9,Natural Gas Fired Combustion Turbine,3,1,64,64,0,11493,11.728,mountain_reference_naturalgas,16.514,0,,0.047,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
66,NM,9,Natural Gas Fired Combustion Turbine,4,6,80.1,480.6,0,9042,11.728,mountain_reference_naturalgas,11.137,0.934,0.677,0.541,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
67,NM,9,Natural Gas Steam Turbine,1,1,48,48,0,50678,1.043,mountain_reference_naturalgas,13.246,0,,0.375,3.78,3.78,1,13.7,86.41276839,1,1,1,1,1,0,0,0,0,0,0
68,NM,9,Natural Gas Steam Turbine,2,3,84,252,0,50678,1.043,mountain_reference_naturalgas,12.157,0,0,0.246,3.78,3.78,1,13.7,86.41276839,1,1,1,1,1,0,0,0,0,0,0
69,NM,9,Natural Gas Steam Turbine,3,1,46,46,0,50678,1.043,mountain_reference_naturalgas,14.027,0,,0.391,3.78,3.78,1,13.7,86.41276839,1,1,1,1,1,0,0,0,0,0,0
70,NM,9,Onshore Wind Turbine,1,10,151.51,967.8,0,45062,0,None,9.139,0,0.039,0.217,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
71,NM,9,Small Hydroelectric,1,9,2.849,25.641,0,46475,0,None,9.118,0,0,0.187,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
72,NM,9,Solar Photovoltaic,1,41,7.68,987.4,0,18715,0,None,9.118,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
73,NV,7,Biomass,1,4,1.631,6.524,0,116511,7.08,None,16.463,8.041,4.642,0.769,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
74,NV,7,Conventional Hydroelectric,1,9,115.489,1039.401,4158,46475,0,None,9.118,0,0,0,0.083,0.083,0,0,0,0,0,1,1,0,0,0,0,1,0,1
75,NV,7,Conventional Steam Coal,1,1,268,268,0,60284,1.857,mountain_reference_coal,11.512,0,,0.336,0.57,0.57,1,16.5,122.3963045,24,24,1,1,1,0,0,0,0,0,0
76,NV,7,Conventional Steam Coal,2,1,219.2,219.2,0,67890,1.857,mountain_reference_coal,10.576,0,,0.365,0.57,0.57,1,16.5,122.3963045,24,24,1,1,1,0,0,0,0,0,0
77,NV,7,Conventional Steam Coal,3,1,254,254,0,60810,1.857,mountain_reference_coal,12.429,0,,0.354,0.57,0.57,1,16.5,122.3963045,24,24,1,1,1,0,0,0,0,0,0
78,NV,7,Geothermal,1,50,6.74,337,0,206553,0,None,9.118,0,0,0.384,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
79,NV,7,Natural Gas Fired Combined Cycle,1,3,94.367,283.101,0,16291,4.495,mountain_reference_naturalgas,9.34,0.224,0.242,0.749,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
80,NV,7,Natural Gas Fired Combined Cycle,2,5,575.72,2878.6,0,9668,3.567,mountain_reference_naturalgas,7.478,0.5,0.377,0.433,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
81,NV,7,Natural Gas Fired Combined Cycle,3,3,148.667,446.001,0,9668,3.567,mountain_reference_naturalgas,9.264,0.644,0.644,0.462,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
82,NV,7,Natural Gas Fired Combined Cycle,4,4,195.75,783,0,16291,4.495,mountain_reference_naturalgas,8.016,0.32,0.412,0.529,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
83,NV,7,Natural Gas Fired Combined Cycle,5,2,601,1202,0,12182,3.515,mountain_reference_naturalgas,7.285,0.05,0.071,0.374,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
84,NV,7,Natural Gas Fired Combustion Turbine,1,5,73.2,366,0,9042,11.728,mountain_reference_naturalgas,13.358,0.137,0.075,0.765,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
85,NV,7,Natural Gas Fired Combustion Turbine,2,2,4,8,0,11493,11.728,mountain_reference_naturalgas,4.558,0,0,0.125,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
86,NV,7,Natural Gas Fired Combustion Turbine,3,12,57,684,0,7300,11.728,mountain_reference_naturalgas,11.203,0,0,0.877,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
87,NV,7,Natural Gas Fired Combustion Turbine,4,2,76,152,0,9042,11.728,mountain_reference_naturalgas,11.59,0,0,0.395,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
88,NV,7,Natural Gas Steam Turbine,1,2,113,226,0,50678,1.043,mountain_reference_naturalgas,11.728,0.131,0.186,0.159,3.78,3.78,1,13.7,86.41276839,1,1,1,1,1,0,0,0,0,0,0
89,NV,7,Onshore Wind Turbine,1,1,150,111.2,0,45062,0,None,9.118,0,,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
90,NV,7,Small Hydroelectric,1,8,0.766,6.128,0,46475,0,None,9.118,0.001,0,0.17,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
91,NV,7,Solar Photovoltaic,1,61,38.418,3526.1,0,18715,0,None,9.144,0,0.028,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
92,NorCal,1,Biomass,1,105,2.179,228.795,0,116511,7.529,None,17.511,3.493,5.24,0.334,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
93,NorCal,1,Conventional Hydroelectric,1,117,62.171,7274.007,14548,46475,0,None,9.118,0,0.009,0.06,0.083,0.083,0,0,0,0,0,1,1,0,0,0,0,1,0,1
94,NorCal,1,Geothermal,1,23,27.95,642.85,0,206553,0,None,9.118,0,0,0.389,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
95,NorCal,1,Hydroelectric Pumped Storage,1,20,89.55,1791,284286,40113,0,None,0,0,0,0.266,0.083,0.083,0,0,0,0,0,0.866,0.866,0,0,0,1,0,0,0
96,NorCal,1,Natural Gas Fired Combined Cycle,1,9,117.667,1059.003,0,16291,4.495,pacific_reference_naturalgas,8.664,0.399,0.205,0.578,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
97,NorCal,1,Natural Gas Fired Combined Cycle,2,10,618.69,6186.9,0,9668,3.567,pacific_reference_naturalgas,7.325,0.346,0.269,0.482,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
98,NorCal,1,Natural Gas Fired Combined Cycle,3,3,66.367,199.101,0,16291,4.495,pacific_reference_naturalgas,10.619,0.412,0.457,0.442,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
99,NorCal,1,Natural Gas Fired Combined Cycle,4,3,102.067,306.201,0,16291,4.495,pacific_reference_naturalgas,6.122,0.182,0.202,0.521,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
100,NorCal,1,Natural Gas Fired Combined Cycle,5,1,12.5,12.5,0,16291,4.495,pacific_reference_naturalgas,13.654,0,,0.432,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
101,NorCal,1,Natural Gas Fired Combined Cycle,6,4,381.975,1527.9,0,12182,3.515,pacific_reference_naturalgas,7.199,0.46,0.271,0.471,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
102,NorCal,1,Natural Gas Fired Combined Cycle,7,5,195.44,977.2,0,16291,4.495,pacific_reference_naturalgas,8.037,0.315,0.256,0.428,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
103,NorCal,1,Natural Gas Fired Combined Cycle,8,2,169.25,338.5,0,16291,4.495,pacific_reference_naturalgas,7.079,0.05,0.07,0.541,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
104,NorCal,1,Natural Gas Fired Combustion Turbine,1,22,7.05,155.1,0,11493,11.728,pacific_reference_naturalgas,4.547,0.423,0.361,0.571,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
105,NorCal,1,Natural Gas Fired Combustion Turbine,2,15,51.873,778.095,0,9042,11.728,pacific_reference_naturalgas,11.117,0.739,0.46,0.401,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
106,NorCal,1,Natural Gas Fired Combustion Turbine,3,13,32.908,427.804,0,11493,11.728,pacific_reference_naturalgas,10.017,0.766,0.463,0.774,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
107,NorCal,1,Natural Gas Fired Combustion Turbine,4,1,53.5,53.5,0,11493,11.728,pacific_reference_naturalgas,18.175,0,,0.374,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
108,NorCal,1,Natural Gas Fired Combustion Turbine,5,4,201.2,804.8,0,7300,11.728,pacific_reference_naturalgas,11.57,0,0,0.596,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
109,NorCal,1,Natural Gas Fired Combustion Turbine,6,3,83,249,0,9042,11.728,pacific_reference_naturalgas,4.356,0,0,0.522,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
110,NorCal,1,Natural Gas Fired Combustion Turbine,7,11,22.1,243.1,0,11493,11.728,pacific_reference_naturalgas,15.152,0.43,0.509,0.776,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
111,NorCal,1,Natural Gas Fired Combustion Turbine,8,17,24.312,413.304,0,11493,11.728,pacific_reference_naturalgas,7.628,0.731,0.637,0.606,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
112,NorCal,1,Natural Gas Fired Combustion Turbine,9,21,39.633,832.293,0,11493,11.728,pacific_reference_naturalgas,11.586,0.512,0.382,0.479,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
113,NorCal,1,Natural Gas Fired Combustion Turbine,10,4,103,412,0,7300,11.728,pacific_reference_naturalgas,9.324,0,0,0.485,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
114,NorCal,1,Nuclear,1,2,1120,2240,0,105225,2.412,pacific_reference_uranium,10.455,0,0,0,0.25,0.25,1,0,244.8153402,24,24,1,1,1,0,0,0,0,0,1
115,NorCal,1,Onshore Wind Turbine,1,30,45.437,1327.6,0,45062,0,None,9.118,0,0.023,0.089,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
116,NorCal,1,Small Hydroelectric,1,136,1.777,241.672,0,46475,0,None,9.118,0,0.002,0.085,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
117,NorCal,1,Solar Photovoltaic,1,190,17.275,2787.1,0,18715,0,None,9.134,0,0.022,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
118,PNW,4,Biomass,1,86,1.737,149.382,0,116511,6.4,None,14.882,3.027,4.015,0.336,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
119,PNW,4,Conventional Hydroelectric,1,339,85.702,29052.978,116212,46475,0,None,9.118,0,0.007,0.294,0.083,0.083,0,0,0,0,0,1,1,0,0,0,0,1,0,1
120,PNW,4,Conventional Steam Coal,1,2,670,1340,0,56190.5,1.857,pacific_reference_coal,11.159,0.056,0.08,0.362,0.57,0.57,1,16.5,122.3963045,24,24,1,1,1,0,0,0,0,0,0
121,PNW,4,Geothermal,1,4,3.914,15.656,0,206553,0,None,9.118,0,0,0.081,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
122,PNW,4,Hydroelectric Pumped Storage,1,6,52.333,313.998,49841,40113,0,None,0,0,0,0,0.083,0.083,0,0,0,0,0,0.866,0.866,0,0,0,1,0,0,0
123,PNW,4,Natural Gas Fired Combined Cycle,1,13,268.808,3494.504,0,16291,4.495,pacific_reference_naturalgas,7.174,0.515,0.278,0.529,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
124,PNW,4,Natural Gas Fired Combined Cycle,2,4,601.25,2405,0,9668,3.567,pacific_reference_naturalgas,7.452,0.298,0.297,0.449,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
125,PNW,4,Natural Gas Fired Combined Cycle,3,2,97.25,194.5,0,16291,4.495,pacific_reference_naturalgas,12.607,0.77,1.089,0.373,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
126,PNW,4,Natural Gas Fired Combined Cycle,4,2,159.9,319.8,0,16291,4.495,pacific_reference_naturalgas,9.21,0.104,0.147,0.513,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
127,PNW,4,Natural Gas Fired Combustion Turbine,1,4,101.9,407.6,0,7300,11.728,pacific_reference_naturalgas,9.66,0,0,0.3,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
128,PNW,4,Natural Gas Fired Combustion Turbine,2,2,81.1,162.2,0,9042,11.728,pacific_reference_naturalgas,26.908,0,0,0.062,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
129,PNW,4,Natural Gas Fired Combustion Turbine,3,7,34.771,243.397,0,9042,11.728,pacific_reference_naturalgas,11.427,0.474,0.253,0.588,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
130,PNW,4,Natural Gas Fired Combustion Turbine,4,2,16,32,0,11493,11.728,pacific_reference_naturalgas,12.559,0.467,0.661,0.562,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
131,PNW,4,Natural Gas Fired Combustion Turbine,5,4,87,348,0,7300,11.728,pacific_reference_naturalgas,13.379,0,0,0.345,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
132,PNW,4,Natural Gas Fired Combustion Turbine,6,2,81.1,162.2,0,9042,11.728,pacific_reference_naturalgas,28.593,0,0,0.062,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
133,PNW,4,Nuclear,1,1,1163,1163,0,105225,2.412,pacific_reference_uranium,10.455,0,,0.103,0.25,0.25,1,0,244.8153402,24,24,1,1,1,0,0,0,0,0,1
134,PNW,4,Onshore Wind Turbine,1,70,93.476,5254,0,45062,0,None,9.122,0,0.015,0.007,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
135,PNW,4,Small Hydroelectric,1,161,2.602,418.922,0,46475,0,None,9.118,0,0,0.316,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
136,PNW,4,Solar Photovoltaic,1,32,8.678,209.9,0,18715,0,None,9.158,0.092,0.044,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
137,SD_IID,3,Biomass,1,21,1.371,28.791,0,116511,6.32,None,14.695,1.471,4.116,0.668,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
138,SD_IID,3,Geothermal,1,44,10.123,445.412,0,206553,0,None,9.118,0,0,0.423,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
139,SD_IID,3,Hydroelectric Pumped Storage,1,2,21,42,6667,40113,0,None,0,0,0,0,0.083,0.083,0,0,0,0,0,0.866,0.866,0,0,0,1,0,0,0
140,SD_IID,3,Natural Gas Fired Combined Cycle,1,1,145,145,0,16291,4.495,pacific_reference_naturalgas,7.8,0,,0.524,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
141,SD_IID,3,Natural Gas Fired Combined Cycle,2,2,588.55,1177.1,0,9668,3.567,pacific_reference_naturalgas,7.338,0.185,0.261,0.357,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
142,SD_IID,3,Natural Gas Fired Combined Cycle,3,1,49.4,49.4,0,16291,4.495,pacific_reference_naturalgas,9.728,0,,0.83,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
143,SD_IID,3,Natural Gas Fired Combined Cycle,4,1,30,30,0,16291,4.495,pacific_reference_naturalgas,11.047,0,,0.55,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
144,SD_IID,3,Natural Gas Fired Combined Cycle,5,1,73,73,0,16291,4.495,pacific_reference_naturalgas,9.33,0,,0.658,0.64,0.64,1,2,90.95901427,6,6,1,1,1,0,0,0,0,0,0
145,SD_IID,3,Natural Gas Fired Combustion Turbine,1,8,43.462,347.696,0,11493,11.728,pacific_reference_naturalgas,11.081,0.137,0.279,0.329,3.78,3.78,1,3.5,117.9409835,1,1,1,1,1,0,0,0,0,0,0
