Hour,WEC_SDGE_biomass_1.0,WEC_SDGE_hydroelectric_pumped_storage_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_2.0,WEC_SDGE_natural_gas_fired_combined_cycle_3.0,WEC_SDGE_natural_gas_fired_combined_cycle_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_1.0,WEC_SDGE_natural_gas_fired_combustion_turbine_2.0,WEC_SDGE_natural_gas_fired_combustion_turbine_3.0,WEC_SDGE_natural_gas_fired_combustion_turbine_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_5.0,WEC_SDGE_natural_gas_fired_combustion_turbine_6.0,WEC_SDGE_natural_gas_fired_combustion_turbine_7.0,WEC_SDGE_natural_gas_fired_combustion_turbine_8.0,WEC_SDGE_natural_gas_fired_combustion_turbine_9.0,WEC_SDGE_natural_gas_fired_combustion_turbine_10.0,WEC_SDGE_natural_gas_fired_combustion_turbine_11.0,WEC_SDGE_natural_gas_fired_combustion_turbine_12.0,WEC_SDGE_onshore_wind_turbine_1.0,WEC_SDGE_small_hydroelectric_1.0,WEC_SDGE_solar_photovoltaic_1.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1622,0.3016,0.2905
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2412,0.3013,0
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1262,0.301,0
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1549,0.3006,0
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.169,0.3003,0
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4212,0.3,0
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3381,0.2997,0
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2026,0.2994,0
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1694,0.299,0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1658,0.2987,0
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1502,0.2984,0
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1455,0.2981,0
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0932,0.2978,0
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0717,0.2974,0
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0211,0.2971,0
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0216,0.2968,0.0488
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0216,0.2965,0.3515
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0059,0.2962,0.5168
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0682,0.2959,0.6122
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1199,0.2955,0.6688
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3687,0.2952,0.6849
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4727,0.2949,0.672
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3278,0.2946,0.6317
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4988,0.2943,0.5018
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3505,0.2939,0.3052
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1634,0.2936,0
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0724,0.2933,0
28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2839,0.293,0
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2899,0.2927,0
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3731,0.2923,0
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.356,0.292,0
32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3843,0.2917,0
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3336,0.2914,0
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3544,0.2911,0
35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2524,0.2907,0
36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1034,0.2904,0
37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0455,0.2901,0
38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1035,0.2898,0
39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1305,0.2895,0
40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3096,0.2891,0.0705
41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1826,0.2888,0.3704
42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3292,0.2885,0.5358
43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1899,0.2882,0.6408
44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2722,0.2879,0.7086
45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2603,0.2876,0.7221
46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3319,0.2872,0.7344
47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2407,0.2869,0.6329
48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2233,0.2866,0.5023
49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.301,0.2863,0.2978
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2075,0.286,0
51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1572,0.2856,0
52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1062,0.2853,0
53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2517,0.285,0
54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.21,0.2847,0
55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1306,0.2844,0
56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0791,0.284,0
57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0812,0.2837,0
58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0581,0.2834,0
59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0174,0.2831,0
60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0002,0.2828,0
61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2824,0
62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.066,0.2821,0
63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1296,0.2818,0
64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3054,0.2815,0.0093
65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0765,0.2812,0.3393
66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.152,0.2809,0.5081
67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0539,0.2805,0.6311
68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1178,0.2802,0.6952
69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.103,0.2799,0.7045
70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0982,0.2796,0.6879
71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1205,0.2793,0.6215
72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0252,0.2789,0.4901
73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0252,0.2786,0.2973
74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1969,0.2783,0
75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1845,0.278,0
76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.217,0.2777,0
77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0002,0.2773,0
78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0691,0.277,0
79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.148,0.2767,0
80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1271,0.2764,0
81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.177,0.2761,0
82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.211,0.2757,0
83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0786,0.2754,0
84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0647,0.2751,0
85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0572,0.2748,0
86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1583,0.2745,0
87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.071,0.2741,0
88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1368,0.2738,0.0561
89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0185,0.2735,0.3447
90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004,0.2732,0.5064
91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.071,0.2729,0.6016
92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2596,0.2726,0.6668
93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.412,0.2722,0.6856
94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4827,0.2719,0.6737
95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2351,0.2716,0.6339
96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1314,0.2713,0.5064
97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.084,0.271,0.2991
98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0674,0.2706,0
99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3164,0.2703,0
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2753,0.27,0
101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1387,0.2697,0
102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0418,0.2694,0
103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0329,0.269,0
104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0382,0.2687,0
105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0923,0.2684,0
106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1856,0.2681,0
107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0486,0.2678,0
108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0206,0.2674,0
109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042,0.2671,0
110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1437,0.2668,0
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0778,0.2665,0
112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0526,0.2662,0.0084
113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0625,0.2658,0.294
114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0931,0.2655,0.5102
115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1239,0.2652,0.6211
116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.104,0.2649,0.6962
117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2039,0.2646,0.7161
118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1685,0.2643,0.675
119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1915,0.2639,0.6319
120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3117,0.2636,0.5065
121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1764,0.2633,0.3145
122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.092,0.263,0
123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0013,0.2627,0
124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0468,0.2623,0
125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1092,0.262,0
126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0595,0.2617,0
127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0052,0.2614,0
128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0012,0.2611,0
129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0412,0.2607,0
130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0955,0.2604,0
131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0208,0.2601,0
132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0198,0.2598,0
133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0295,0.2595,0
134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0896,0.2591,0
135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0565,0.2588,0
136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0025,0.2585,0.0491
137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0006,0.2582,0.3583
138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0014,0.2579,0.5285
139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2576,0.6404
140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0003,0.2572,0.7083
141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0088,0.2569,0.7261
142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0353,0.2566,0.7171
143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0113,0.2563,0.6443
144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0006,0.256,0.5159
145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2556,0.3159
146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0062,0.2553,0
147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.255,0
148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0072,0.2547,0
149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0114,0.2544,0
150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0346,0.254,0
151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.069,0.2537,0
152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0547,0.2534,0
153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1255,0.2531,0
154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0231,0.2528,0
155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0284,0.2524,0
156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0594,0.2521,0
157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0842,0.2518,0
158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1105,0.2515,0
159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2002,0.2512,0
160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3163,0.2508,0.0675
161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3261,0.2505,0.3657
162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2757,0.2502,0.5375
163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1482,0.2499,0.6453
164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.039,0.2496,0.7119
165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0256,0.2493,0.727
166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0207,0.2489,0.7182
167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0288,0.2486,0.6523
168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0003,0.2483,0.5249
169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0004,0.248,0.3106
170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0004,0.2477,0
171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0248,0.2473,0
172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2362,0.247,0
173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4888,0.2467,0
174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3973,0.2464,0
175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.582,0.2461,0
176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6727,0.2457,0
177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5362,0.2454,0
178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4599,0.2451,0
179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3452,0.2448,0
180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4766,0.2445,0
181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4755,0.2441,0
182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7138,0.2441,0
183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7514,0.2441,0
184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5721,0.2441,0.0588
185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5945,0.2441,0.3675
186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8313,0.2441,0.5515
187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7956,0.2441,0.6638
188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8054,0.2441,0.7238
189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7386,0.2441,0.7389
190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4505,0.2441,0.7242
191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3866,0.2441,0.6558
192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3648,0.2441,0.5287
193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2764,0.2441,0.33
194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0653,0.2441,0
195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0395,0.2441,0
196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1117,0.2441,0
197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3846,0.2441,0
198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2004,0.2441,0
199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2074,0.2441,0
200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4348,0.2441,0
201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5255,0.2441,0
202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5166,0.2441,0
203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0852,0.2441,0
204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1728,0.2441,0
205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1925,0.2441,0
206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2074,0.2441,0
207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2219,0.2441,0
208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2459,0.2441,0.0394
209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0621,0.2441,0.3464
210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0162,0.2441,0.5276
211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0734,0.2441,0.635
212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2422,0.2441,0.7095
213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1267,0.2441,0.7248
214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2372,0.2441,0.7131
215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1725,0.2441,0.6454
216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1733,0.2441,0.5195
217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2169,0.2441,0.3245
218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2443,0.2441,0
219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1321,0.2441,0
220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0662,0.2441,0
221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0115,0.2441,0
222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0149,0.2441,0
223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0289,0.2441,0
224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0008,0.2441,0
225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0
226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0
227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0
228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0
229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0105,0.2441,0
230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0117,0.2441,0
231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0086,0.2441,0
232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0071,0.2441,0.0491
233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0087,0.2441,0.3586
234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0.5342
235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0.648
236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0143,0.2441,0.7164
237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0582,0.2441,0.7324
238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1092,0.2441,0.7185
239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1399,0.2441,0.6484
240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0888,0.2441,0.5061
241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0568,0.2441,0.2687
242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0311,0.2441,0
243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0
244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0249,0.2441,0
245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0474,0.2441,0
246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.096,0.2441,0
247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2031,0.2441,0
248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2599,0.2441,0
249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2795,0.2441,0
250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2338,0.2441,0
251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1567,0.2441,0
252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.146,0.2441,0
253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1543,0.2441,0
254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.125,0.2441,0
255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0766,0.2441,0
256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0397,0.2441,0
257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0131,0.2441,0.1726
258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1359,0.2441,0.3395
259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1198,0.2441,0.4416
260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0369,0.2441,0.4808
261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2234,0.2441,0.4598
262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2811,0.2441,0.4952
263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3916,0.2441,0.5338
