Hour,WEC_SDGE_biomass_1.0,WEC_SDGE_hydroelectric_pumped_storage_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_2.0,WEC_SDGE_natural_gas_fired_combined_cycle_3.0,WEC_SDGE_natural_gas_fired_combined_cycle_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_1.0,WEC_SDGE_natural_gas_fired_combustion_turbine_2.0,WEC_SDGE_natural_gas_fired_combustion_turbine_3.0,WEC_SDGE_natural_gas_fired_combustion_turbine_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_5.0,WEC_SDGE_natural_gas_fired_combustion_turbine_6.0,WEC_SDGE_natural_gas_fired_combustion_turbine_7.0,WEC_SDGE_natural_gas_fired_combustion_turbine_8.0,WEC_SDGE_natural_gas_fired_combustion_turbine_9.0,WEC_SDGE_natural_gas_fired_combustion_turbine_10.0,WEC_SDGE_natural_gas_fired_combustion_turbine_11.0,WEC_SDGE_natural_gas_fired_combustion_turbine_12.0,WEC_SDGE_onshore_wind_turbine_1.0,WEC_SDGE_small_hydroelectric_1.0,WEC_SDGE_solar_photovoltaic_1.0
7069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5029,0.3453,0
7070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4052,0.3453,0
7071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3588,0.3453,0
7072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2501,0.3453,0.2179
7073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.208,0.3453,0.411
7074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.251,0.3453,0.5719
7075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.396,0.3453,0.6603
7076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2902,0.3453,0.6911
7077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3093,0.3453,0.7018
7078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3363,0.3453,0.6977
7079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2758,0.3453,0.6156
7080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4361,0.3453,0.4945
7081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4702,0.3453,0.2986
7082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2548,0.3453,0
7083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.288,0.3453,0
7084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2878,0.3453,0
7085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2674,0.3453,0
7086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2456,0.3453,0
7087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2658,0.3453,0
7088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2467,0.3453,0
7089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4146,0.3453,0
7090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5276,0.3453,0
7091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3652,0.3453,0
7092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4649,0.3453,0
7093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4338,0.3453,0
7094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5036,0.3453,0
7095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4142,0.3453,0
7096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3151,0.3453,0.2381
7097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2641,0.3453,0.393
7098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2373,0.3453,0.5738
7099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3039,0.3453,0.6088
7100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5036,0.3453,0.6271
7101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5053,0.3453,0.6045
7102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.517,0.3453,0.6143
7103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2722,0.3453,0.5754
7104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4425,0.3453,0.4771
7105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4737,0.3453,0.2736
7106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3008,0.3453,0
7107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3748,0.3453,0
7108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.412,0.3453,0
7109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4007,0.3453,0
7110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4963,0.3453,0
7111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4953,0.3453,0
7112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5678,0.3453,0
7113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4675,0.3453,0
7114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5774,0.3453,0
7115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6026,0.3453,0
7116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7383,0.3453,0
7117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6839,0.3453,0
7118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.715,0.3451,0
7119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.726,0.345,0
7120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6923,0.3448,0.2925
7121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3102,0.3447,0.493
7122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3117,0.3445,0.5997
7123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2208,0.3443,0.7345
7124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0723,0.3442,0.7622
7125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1784,0.344,0.7043
7126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0906,0.3439,0.744
7127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0618,0.3437,0.6688
7128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.063,0.3435,0.5375
7129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.067,0.3434,0.3313
7130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1683,0.3432,0
7131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.108,0.343,0
7132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1888,0.3429,0
7133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1461,0.3427,0
7134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1921,0.3426,0
7135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2043,0.3424,0
7136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2148,0.3422,0
7137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1318,0.3421,0
7138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1664,0.3419,0
7139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0633,0.3418,0
7140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0606,0.3416,0
7141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0594,0.3414,0
7142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0968,0.3413,0
7143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0399,0.3411,0
7144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0826,0.3409,0.313
7145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1166,0.3408,0.5105
7146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003,0.3406,0.6373
7147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0184,0.3405,0.706
7148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1006,0.3403,0.7186
7149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1309,0.3401,0.7319
7150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0396,0.34,0.7395
7151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0581,0.3398,0.6605
7152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2472,0.3397,0.5291
7153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1943,0.3395,0.3269
7154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1015,0.3393,0
7155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0884,0.3392,0
7156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.031,0.339,0
7157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0641,0.3388,0
7158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.102,0.3387,0
7159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1829,0.3385,0
7160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1394,0.3384,0
7161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3156,0.3382,0
7162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4911,0.338,0
7163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4471,0.3379,0
7164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5452,0.3377,0
7165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4319,0.3376,0
7166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7234,0.3374,0
7167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7084,0.3372,0
7168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7291,0.3371,0.321
7169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6313,0.3369,0.5171
7170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.753,0.3367,0.6547
7171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5944,0.3366,0.7228
7172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3845,0.3364,0.7342
7173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.225,0.3363,0.7368
7174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2109,0.3361,0.7486
7175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2876,0.3359,0.6714
7176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5034,0.3358,0.5444
7177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.237,0.3356,0.3397
7178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0718,0.3355,0
7179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1612,0.3353,0
7180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4588,0.3351,0
7181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2542,0.335,0
7182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1823,0.3348,0
7183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1698,0.3346,0
7184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2404,0.3345,0
7185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2962,0.3343,0
7186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4688,0.3342,0
7187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4192,0.334,0
7188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.256,0.3338,0
7189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1047,0.3337,0
7190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0116,0.3335,0
7191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0638,0.3334,0
7192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3978,0.3332,0.3197
7193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5048,0.333,0.5166
7194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3402,0.3329,0.6481
7195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5684,0.3327,0.7215
7196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6232,0.3325,0.7427
7197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5867,0.3324,0.7491
7198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4501,0.3322,0.7586
7199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3123,0.3321,0.6736
7200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2425,0.3319,0.5383
7201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2452,0.3317,0.3316
7202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1521,0.3316,0
7203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.116,0.3314,0
7204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1029,0.3313,0
7205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1339,0.3311,0
7206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2615,0.3309,0
7207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2241,0.3308,0
7208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0258,0.3306,0
7209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0436,0.3304,0
7210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0283,0.3303,0
7211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0573,0.3301,0
7212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0043,0.33,0
7213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.3298,0
7214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.15,0.3296,0
7215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0991,0.3295,0
7216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0531,0.3293,0.3203
7217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1836,0.3292,0.5187
7218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0873,0.329,0.6457
7219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.192,0.3288,0.7158
7220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3389,0.3287,0.7344
7221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5402,0.3285,0.7445
7222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5496,0.3284,0.7571
7223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4184,0.3282,0.6726
7224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0531,0.328,0.5374
7225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009,0.3279,0.3336
7226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0066,0.3277,0
7227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.3275,0
7228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.3274,0
7229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0084,0.3272,0
7230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0128,0.3271,0
7231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0193,0.3269,0
7232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0326,0.3267,0
7233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1126,0.3266,0
7234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.257,0.3264,0
7235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3678,0.3263,0
7236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3188,0.3261,0
7237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.267,0.3259,0
7238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3586,0.3258,0
7239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2504,0.3256,0
7240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4122,0.3254,0.319
7241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2848,0.3253,0.5155
7242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0634,0.3251,0.6394
7243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0039,0.325,0.716
7244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0394,0.3248,0.7372
7245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.063,0.3246,0.7475
7246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0734,0.3245,0.7592
7247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0411,0.3243,0.6686
7248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0189,0.3242,0.5365
7249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0061,0.324,0.3313
7250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0224,0.3238,0
7251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0131,0.3237,0
7252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0263,0.3235,0
7253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0355,0.3233,0
7254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.043,0.3232,0
7255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0601,0.323,0
7256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0248,0.3229,0
7257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0082,0.3227,0
7258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0052,0.3225,0
7259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0171,0.3224,0
7260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0432,0.3222,0
7261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1722,0.3221,0
7262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2216,0.3219,0
7263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.16,0.3217,0
7264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1311,0.3216,0.3161
7265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0796,0.3214,0.5166
7266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0331,0.3212,0.6401
7267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.3211,0.7122
7268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0075,0.3209,0.7409
7269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0362,0.3208,0.7484
7270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0578,0.3206,0.7598
7271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0532,0.3204,0.6682
7272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0773,0.3203,0.5319
7273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0318,0.3201,0.3177
7274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0211,0.32,0
7275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0223,0.3198,0
7276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0105,0.3196,0
7277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0782,0.3195,0
7278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0985,0.3193,0
7279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0945,0.3191,0
7280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1235,0.319,0
7281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0742,0.3188,0
7282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.039,0.3187,0
7283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.031,0.3185,0
7284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0227,0.3183,0
7285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.033,0.3182,0
7286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3431,0.318,0
7287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4588,0.3179,0
7288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3207,0.3177,0.2979
7289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2751,0.3175,0.5024
7290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1013,0.3174,0.6387
7291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0762,0.3172,0.7166
7292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0392,0.317,0.7334
7293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0485,0.3169,0.7411
7294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0898,0.3167,0.7493
7295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.075,0.3166,0.6605
7296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1048,0.3164,0.5124
7297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1943,0.3162,0.287
7298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2241,0.3161,0
7299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0972,0.3159,0
7300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0789,0.3158,0
7301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0582,0.3156,0
7302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0732,0.3154,0
7303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1619,0.3153,0
7304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0966,0.3151,0
7305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1199,0.3149,0
7306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2494,0.3148,0
7307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3745,0.3146,0
7308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3619,0.3145,0
7309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4266,0.3143,0
7310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5012,0.3141,0
7311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3944,0.314,0
7312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3697,0.3138,0.24
7313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3046,0.3137,0.4513
7314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0813,0.3135,0.6193
7315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0912,0.3133,0.7057
7316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1169,0.3132,0.7346
7317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1507,0.313,0.7443
7318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1951,0.3128,0.7496
7319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1735,0.3127,0.6471
7320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1601,0.3125,0.4381
7321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1425,0.3124,0.2198
7322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1467,0.3122,0
7323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1738,0.312,0
7324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2082,0.3119,0
7325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.28,0.3117,0
