Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,Representative_Periods,Hours_per_period,Representative_Period_Index,Representative_Period_Weight,Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,,471,27691,39517,15778,27287,34748,18963
,,,,,,,,472,31389,44774,16308,29200,36787,20404
,,,,,,,,473,34730,49191,17103,31255,39438,21939
,,,,,,,,474,35907,50391,17895,32094,41033,23470
,,,,,,,,475,32103,45052,17818,30962,37504,21310
,,,,,,,,476,27522,38623,16299,27618,32604,18331
,,,,,,,,477,26245,36831,14782,25398,30954,17418
,,,,,,,,478,24623,34556,14045,23327,28961,16679
,,,,,,,,479,22191,31141,12990,21302,26205,15267
,,,,,,,,480,20242,28406,11907,19338,24188,14263
,,,,,,,,481,19424,27259,11317,18474,23768,14189
,,,,,,,,482,17770,24937,11174,17727,22141,12980
,,,,,,,,483,17278,24247,10672,16572,21722,12788
,,,,,,,,484,16730,23559,10541,16175,21522,12545
,,,,,,,,485,15847,22761,10485,15674,21487,12247
,,,,,,,,486,15407,22656,10460,14831,22240,12437
,,,,,,,,487,15126,22812,10818,14601,24042,12840
,,,,,,,,488,15378,23444,11421,14860,26198,13310
,,,,,,,,489,16508,25524,12226,16028,28687,14100
,,,,,,,,490,18532,28417,13120,17870,30996,15503
,,,,,,,,491,20243,30624,13950,19693,32578,16652
,,,,,,,,492,22261,32741,14762,21878,34254,17745
,,,,,,,,493,23140,33536,15433,22993,35478,18887
,,,,,,,,494,23000,33716,15891,24659,35177,18900
,,,,,,,,495,24561,35397,15943,26074,35074,18872
,,,,,,,,496,26674,38153,16091,27438,35302,18871
,,,,,,,,497,28371,40200,16248,28489,36190,19177
,,,,,,,,498,28174,39538,16212,28175,35516,18834
,,,,,,,,499,28647,40203,15964,27713,36391,19710
,,,,,,,,500,27846,39078,16135,27343,35580,19454
,,,,,,,,501,27012,37906,15951,27466,34016,18911
,,,,,,,,502,25506,35793,15148,25282,31891,18081
,,,,,,,,503,23035,32327,14043,22836,28835,16683
,,,,,,,,504,20806,29198,12798,20532,25570,15357
,,,,,,,,505,17577,24667,10773,14991,22161,13393
,,,,,,,,506,16143,22653,10021,13706,20550,12447
,,,,,,,,507,15645,21956,9642,13044,20171,12580
,,,,,,,,508,15229,21372,9646,12947,20046,12613
,,,,,,,,509,15195,20959,9659,12800,20164,12378
,,,,,,,,510,14727,18693,9835,12304,21182,12640
,,,,,,,,511,13378,16686,10299,11280,22730,13011
,,,,,,,,512,12407,15924,10833,10942,24665,13321
,,,,,,,,513,12176,16080,11418,11239,26965,13808
,,,,,,,,514,13387,18220,12071,11933,29253,14761
,,,,,,,,515,14819,20631,12715,13184,30681,15569
,,,,,,,,516,16787,23548,13234,14730,32385,16392
,,,,,,,,517,18953,26725,13707,16596,33804,17386
,,,,,,,,518,20909,29504,14158,18548,33865,17580
,,,,,,,,519,23314,32915,14279,20316,34054,17973
,,,,,,,,520,25900,36453,14518,22429,34503,18736
,,,,,,,,521,27024,37923,14781,23772,36222,19462
,,,,,,,,522,26818,37635,15182,23955,36943,19182
,,,,,,,,523,28531,40039,15658,23981,38811,20535
,,,,,,,,524,28880,40529,16058,23628,37432,20724
,,,,,,,,525,26921,37780,15379,22058,34067,19386
,,,,,,,,526,24851,34876,14066,20118,30946,18141
,,,,,,,,527,22097,31010,12785,18495,27552,16601
,,,,,,,,528,19344,27147,11655,16588,24422,14992
,,,,,,,,529,16679,23408,10465,14710,20752,12675
,,,,,,,,530,16030,22496,9392,13239,20033,12362
,,,,,,,,531,15588,21876,9236,12942,19630,12074
,,,,,,,,532,15615,21915,9236,12970,20095,12375
,,,,,,,,533,15844,21860,9567,13465,21413,12678
,,,,,,,,534,15448,20761,10391,13836,24292,13658
,,,,,,,,535,15685,21478,11666,13788,27859,15023
,,,,,,,,536,15880,22238,12581,13598,30395,15940
,,,,,,,,537,15812,22483,13100,13949,30714,16125
,,,,,,,,538,16038,23035,13257,14151,30413,15939
,,,,,,,,539,17232,24812,13198,14702,30755,16346
,,,,,,,,540,19052,27362,13428,15741,31638,16870
,,,,,,,,541,20989,30027,13812,17298,32334,17485
,,,,,,,,542,23236,33079,14005,18942,32268,17592
,,,,,,,,543,26427,37318,14051,20694,33055,18123
,,,,,,,,544,30331,42684,14432,23113,35499,19832
,,,,,,,,545,32559,45693,15457,25459,39061,21382
,,,,,,,,546,33247,46656,16619,26527,42339,22776
,,,,,,,,547,30795,43216,17193,26480,39803,21370
,,,,,,,,548,27413,38470,15786,23259,34067,18582
,,,,,,,,549,25369,35602,13783,20154,30845,17239
,,,,,,,,550,23228,32597,12509,18111,27769,15755
,,,,,,,,551,20626,28946,11356,16203,24906,14415
,,,,,,,,552,18628,26141,10518,14624,22700,13501
,,,,,,,,553,17254,24214,9923,13812,21292,12643
,,,,,,,,554,16257,22814,9567,13247,20492,12317
,,,,,,,,555,15870,22270,9355,12857,20024,12026
,,,,,,,,556,15959,22395,9330,12895,20357,12213
,,,,,,,,557,16251,22390,9635,13446,21572,12471
,,,,,,,,558,17355,21556,10432,13905,24691,13334
,,,,,,,,559,18884,21939,11680,13939,28167,14850
,,,,,,,,560,18282,22584,12568,13525,30493,15657
,,,,,,,,561,16259,22435,13001,13739,30732,15832
,,,,,,,,562,16506,22840,13098,13815,30326,15670
,,,,,,,,563,18139,24711,13100,14173,30566,16219
,,,,,,,,564,19987,27504,13325,15218,31389,16762
,,,,,,,,565,21938,30394,13589,16613,31912,17188
,,,,,,,,566,24818,33565,13734,18256,31611,17365
,,,,,,,,567,28565,38163,13654,19971,32182,17876
,,,,,,,,568,31125,43603,14044,22373,34200,19674
,,,,,,,,569,33130,46493,14910,24658,37207,21147
,,,,,,,,570,33615,47174,16050,25804,40538,22623
,,,,,,,,571,30723,43116,16628,25707,38540,21214
,,,,,,,,572,27273,38273,15380,22644,33725,18564
,,,,,,,,573,25389,35629,13638,19811,31017,17283
,,,,,,,,574,23235,32608,12523,17937,27919,16058
,,,,,,,,575,20730,29092,11234,16027,25122,14474
,,,,,,,,576,18805,26390,10434,14555,23131,13420
,,,,,,,,577,17379,24389,9978,13846,21846,12725
,,,,,,,,578,16515,23176,9670,13058,21177,12321
,,,,,,,,579,15815,22195,9446,12800,20997,12126
,,,,,,,,580,15692,22022,9532,12751,21585,12440
,,,,,,,,581,16021,22344,9967,13494,23175,12725
,,,,,,,,582,16525,22983,10926,14080,26692,13709
,,,,,,,,583,16707,23262,12352,13915,30453,15170
,,,,,,,,584,17510,23120,13297,13758,32888,16196
,,,,,,,,585,18817,22717,13567,13994,32422,16402
,,,,,,,,586,19579,23200,13395,14021,31594,16159
,,,,,,,,587,21094,25109,13308,14503,31177,16672
,,,,,,,,588,23455,28212,13370,15587,31508,16928
,,,,,,,,589,23951,31021,13568,17038,31717,17264
,,,,,,,,590,25444,34554,13648,18842,31294,17348
,,,,,,,,591,28487,39482,13670,20730,31741,17667
,,,,,,,,592,31969,44949,14081,23104,33779,19403
,,,,,,,,593,34192,47984,14914,25118,36898,21019
,,,,,,,,594,34719,48722,16009,26096,40301,22200
,,,,,,,,595,31837,44679,16678,26043,38656,21154
,,,,,,,,596,28145,39497,15555,23048,33723,18590
,,,,,,,,597,25972,36449,13856,20087,31017,17354
,,,,,,,,598,23765,33350,12700,18280,28055,15987
,,,,,,,,599,21120,29640,11571,16473,25179,14586
,,,,,,,,600,19010,26678,10715,15015,23515,13662
,,,,,,,,601,17482,24534,10262,14150,21829,12936
,,,,,,,,602,16564,23245,9885,13535,21196,12666
,,,,,,,,603,16156,22672,9779,13140,21050,12574
,,,,,,,,604,16296,22869,9833,13147,21666,12813
,,,,,,,,605,16584,23133,10200,13782,23254,13213
,,,,,,,,606,17410,23369,11056,14219,26778,14169
,,,,,,,,607,19654,25151,12483,14318,30590,15638
,,,,,,,,608,21159,26130,13402,14088,32994,16682
,,,,,,,,609,22073,24367,13794,14286,32671,16716
,,,,,,,,610,22672,24282,13677,14441,31619,16377
,,,,,,,,611,23891,25861,13433,15186,31326,16660
,,,,,,,,612,24399,27884,13474,16087,31686,16944
,,,,,,,,613,24996,30284,13607,17381,32057,17345
,,,,,,,,614,26398,33375,13722,18855,31723,17591
,,,,,,,,615,27949,37451,13722,20511,32254,18001
,,,,,,,,616,30491,42754,14086,22827,34374,19623
,,,,,,,,617,32449,45538,14936,24710,37577,21001
,,,,,,,,618,33021,46339,16020,25650,40739,22365
,,,,,,,,619,30618,42969,16696,25581,38725,21181
,,,,,,,,620,27184,38147,15445,22691,33505,18510
,,,,,,,,621,25168,35318,13697,19805,30717,17238
,,,,,,,,622,23281,32673,12617,18023,27918,16042
,,,,,,,,623,20968,29426,11476,16266,24977,14655
,,,,,,,,624,19004,26669,10594,14860,22885,13756
,,,,,,,,625,17653,24774,10075,14166,21499,12966
,,,,,,,,626,16760,23521,9735,13483,20746,12685
,,,,,,,,627,16215,22755,9569,13127,20335,12415
,,,,,,,,628,16161,22679,9586,13087,20734,12720
,,,,,,,,629,16379,22620,9911,13603,21936,12876
,,,,,,,,630,16547,21831,10683,14129,24808,13818
,,,,,,,,631,16635,22247,11846,14110,28378,15167
,,,,,,,,632,16938,22874,12834,13599,31040,16175
,,,,,,,,633,16113,22632,13297,13731,31180,16378
,,,,,,,,634,16257,23086,13310,13714,30917,15987
,,,,,,,,635,17478,24955,13249,14180,31189,16427
,,,,,,,,636,18926,26988,13419,15221,31807,16721
,,,,,,,,637,20619,29372,13555,16650,32398,16950
,,,,,,,,638,22498,32004,13708,18339,32049,17158
,,,,,,,,639,25366,36005,13666,20337,32629,17375
,,,,,,,,640,29180,41049,13998,22750,34776,18613
,,,,,,,,641,30978,43473,14852,24619,38019,19861
,,,,,,,,642,31417,44090,15982,25348,40794,21336
,,,,,,,,643,29094,40828,16465,25007,38040,20074
,,,,,,,,644,25671,36024,14949,21936,32648,17489
,,,,,,,,645,23908,33552,13264,19130,30057,16339
,,,,,,,,646,22145,31078,12230,17496,27672,15380
,,,,,,,,647,20512,28786,11246,15971,25137,14219
,,,,,,,,648,18825,26419,10457,14710,23245,13295
,,,,,,,,649,18590,26088,10065,14255,23110,13487
,,,,,,,,650,16953,23792,10088,13868,21633,12519
,,,,,,,,651,16537,23207,9704,13301,21362,12454
,,,,,,,,652,16364,22963,9623,13203,21508,12400
,,,,,,,,653,16157,22282,9691,13272,21947,12386
,,,,,,,,654,15775,20360,10013,12973,23593,12812
,,,,,,,,655,14335,19120,10606,12159,25901,13390
,,,,,,,,656,14977,18616,11198,11490,28012,13750
,,,,,,,,657,15124,19896,11832,11720,30127,14521
,,,,,,,,658,15585,22103,12428,12377,31882,15415
,,,,,,,,659,16382,24715,13096,13642,32771,16105
,,,,,,,,660,17950,25923,13503,15105,33992,16940
,,,,,,,,661,19832,28294,13952,16877,34726,17704
,,,,,,,,662,21222,30202,14281,18803,34536,17777
,,,,,,,,663,23353,33068,14232,20409,34612,17679
,,,,,,,,664,25650,36081,14271,22123,35019,17935
,,,,,,,,665,26439,37104,14463,22966,36684,18403
,,,,,,,,666,26290,36895,14909,22780,37329,18402
,,,,,,,,667,28342,39773,15323,22949,39495,19932
,,,,,,,,668,28204,39580,15780,22685,38472,19943
,,,,,,,,669,26228,36808,15197,21394,35545,18601
,,,,,,,,670,24429,34282,14085,19903,32961,17565
,,,,,,,,671,22150,31084,13001,18560,29575,16124
,,,,,,,,672,19836,27837,11841,16931,26584,14596
,,,,,,,,673,17248,24206,10804,16183,22279,13620
,,,,,,,,674,15513,21771,10160,14930,20654,13023
,,,,,,,,675,15166,21283,9824,14238,20169,13276
,,,,,,,,676,15065,21142,9780,14000,20136,13143
,,,,,,,,677,14933,20906,9840,13916,20282,12833
,,,,,,,,678,15305,19428,10036,13708,21383,12993
,,,,,,,,679,14983,17219,10526,12799,22875,13407
,,,,,,,,680,14853,16644,11016,12296,25042,13788
,,,,,,,,681,14103,16948,11588,12321,27275,14378
,,,,,,,,682,14167,18881,12170,12991,29303,15329
,,,,,,,,683,15822,20753,12629,14009,30309,15958
,,,,,,,,684,19031,23536,13006,15271,31574,16640
,,,,,,,,685,21590,26791,13339,16805,32790,17479
,,,,,,,,686,22083,29593,13746,18626,32564,17612
,,,,,,,,687,23555,32439,13764,20122,32728,17645
,,,,,,,,688,24680,34636,13975,22299,33437,18386
,,,,,,,,689,25445,35707,14534,23346,35511,19159
,,,,,,,,690,26842,37669,15184,23672,37249,19269
,,,,,,,,691,27789,38997,15661,24054,38109,21127
,,,,,,,,692,26772,37572,15685,23688,36435,20835
,,,,,,,,693,24854,34880,15066,22420,33678,19691
,,,,,,,,694,22601,31718,13967,20852,30638,18533
,,,,,,,,695,20149,28275,12767,18905,27438,17010
,,,,,,,,696,17899,25118,11718,17240,24225,15238
,,,,,,,,697,15607,21904,10605,15663,20569,12825
,,,,,,,,698,15149,21259,9504,14101,19829,12636
,,,,,,,,699,14928,20949,9385,13859,19453,12811
,,,,,,,,700,15028,21089,9367,13749,19777,12982
,,,,,,,,701,15469,21696,9644,14118,20704,13121
,,,,,,,,702,16220,21379,10257,15198,23404,14046
,,,,,,,,703,16927,21031,11549,16668,27687,15330
,,,,,,,,704,18338,21507,12774,17185,30671,16224
,,,,,,,,705,18746,21351,13309,17001,30829,16371
,,,,,,,,706,19027,21897,13239,16765,30330,16135
,,,,,,,,707,20141,23669,13187,16735,30504,16321
,,,,,,,,708,21843,26125,13323,17394,31116,16749
,,,,,,,,709,23535,28805,13475,18725,31478,17097
,,,,,,,,710,24937,31701,13625,20116,31303,17249
,,,,,,,,711,26460,35374,13587,21311,31720,17655
,,,,,,,,712,28348,39782,14073,22946,33758,19175
,,,,,,,,713,29902,41964,15094,24694,37498,21067
,,,,,,,,714,32003,44912,16487,26277,42059,23061
,,,,,,,,715,29228,41017,17263,26355,39054,21517
,,,,,,,,716,25048,35152,15669,23313,33778,18601
,,,,,,,,717,23073,32379,13917,20514,31305,17301
,,,,,,,,718,20953,29405,12932,18827,28625,16071
,,,,,,,,719,18889,26508,11795,17080,25520,14722
,,,,,,,,720,17200,24139,10817,15552,23377,13755
,,,,,,,,721,7866,11039,5125,7413,10935,6538
,,,,,,,,722,15156,21270,9835,14233,21155,12796
,,,,,,,,723,14679,20599,9696,13962,20721,12799
,,,,,,,,724,14672,20589,9609,13908,20982,12927
,,,,,,,,725,14914,20930,9827,14276,21971,13026
,,,,,,,,726,16101,22269,10413,15284,24873,13879
,,,,,,,,727,17020,23348,11714,16075,29414,15191
,,,,,,,,728,16343,24142,12919,15647,32282,16275
,,,,,,,,729,15178,24748,13365,14787,32208,16288
,,,,,,,,730,15099,23642,13227,14373,31342,15981
,,,,,,,,731,16089,23418,13056,14441,31277,16202
,,,,,,,,732,17654,25601,13184,15192,31736,16674
,,,,,,,,733,19460,28236,13377,16386,32249,16934
,,,,,,,,734,21540,31449,13445,17803,32085,17220
,,,,,,,,735,24002,34419,13461,19628,32676,17870
,,,,,,,,736,27500,38592,13947,22307,35011,19270
,,,,,,,,737,29102,40839,14967,24279,38937,20893
,,,,,,,,738,31487,44188,16474,25969,42789,23007
,,,,,,,,739,28749,40346,17053,25861,39550,21306
,,,,,,,,740,24796,34798,15483,22949,34089,18319
,,,,,,,,741,22976,32244,13759,20284,31467,17178
,,,,,,,,742,21032,29517,12797,18628,28862,15948
,,,,,,,,743,18881,26497,11747,17008,25779,14625
,,,,,,,,744,17219,24165,10834,15554,23694,13838
,,,,,,,,745,16333,22920,10202,14862,22158,13112
,,,,,,,,746,15547,21819,9817,14181,21394,12851
,,,,,,,,747,15166,21283,9615,13991,21040,12827
,,,,,,,,748,15122,21222,9547,13809,21267,12942
,,,,,,,,749,15438,21641,9757,14190,22293,12993
,,,,,,,,750,16639,21151,10324,14981,25323,13907
,,,,,,,,751,17621,21340,11617,15527,29940,15193
,,,,,,,,752,16441,21900,12859,14988,32670,16289
,,,,,,,,753,15932,21674,13204,14499,32431,16095
,,,,,,,,754,17388,21698,13123,14176,31371,15753
,,,,,,,,755,19140,23088,12933,14353,31266,16046
,,,,,,,,756,18155,25264,13202,15142,31755,16590
,,,,,,,,757,19506,27618,13257,16468,31927,16945
,,,,,,,,758,21909,30442,13442,17852,31806,17304
,,,,,,,,759,24879,34378,13521,19499,32287,17769
,,,,,,,,760,27531,38636,13995,22311,34468,19162
,,,,,,,,761,29552,41471,15054,24323,38689,20993
,,,,,,,,762,32404,45474,16655,26005,43344,22985
,,,,,,,,763,29559,41481,17406,25992,40471,21125
,,,,,,,,764,25502,35787,15792,23051,35345,18249
,,,,,,,,765,23662,33206,14134,20302,33138,17062
,,,,,,,,766,21579,30282,13206,18654,30382,15990
,,,,,,,,767,19426,27262,12118,16913,27267,14549
,,,,,,,,768,17880,25092,11071,15411,25077,13649
,,,,,,,,769,16432,23060,10458,14608,23783,13034
,,,,,,,,770,15650,21964,10161,14070,23233,12824
,,,,,,,,771,15273,21434,9986,13669,22945,12892
,,,,,,,,772,15200,21331,10013,13631,23483,12969
,,,,,,,,773,15434,21660,10196,13927,24593,13138
,,,,,,,,774,16274,21698,10835,14762,27883,13999
,,,,,,,,775,17518,22683,12200,15232,32734,15181
,,,,,,,,776,18737,24608,13481,14262,35788,16352
,,,,,,,,777,18012,24979,14062,13874,35463,16479
,,,,,,,,778,16333,25404,13987,13479,34270,15990
,,,,,,,,779,16347,27895,13867,13555,33850,16275
,,,,,,,,780,18737,30238,13994,14329,34140,16654
,,,,,,,,781,20913,31462,14173,15451,34445,16996
,,,,,,,,782,22941,32143,14341,16864,34093,17180
,,,,,,,,783,24504,34024,14322,18211,34416,17539
,,,,,,,,784,26364,36999,14798,20208,36706,18985
,,,,,,,,785,28976,40663,15875,22050,41088,20958
,,,,,,,,786,31883,44744,17483,24264,45698,23133
,,,,,,,,787,29221,41007,18125,24657,42861,21504
,,,,,,,,788,25244,35426,16546,21977,37597,18558
,,,,,,,,789,23456,32917,14868,19514,35261,17463
,,,,,,,,790,21337,29944,13898,17946,32367,16223
,,,,,,,,791,19099,26803,12775,16423,29106,14831
,,,,,,,,792,17536,24610,11735,15675,26855,13907
,,,,,,,,793,16054,22529,11154,14891,25304,13207
,,,,,,,,794,15254,21407,10783,14240,24662,12977
,,,,,,,,795,14814,20789,10624,13903,24366,13047
,,,,,,,,796,14701,20631,10570,13762,24874,13022
,,,,,,,,797,14996,21032,10738,14039,26179,13108
,,,,,,,,798,16199,20731,11371,15032,29440,13912
,,,,,,,,799,16889,20802,12684,16334,34265,15064
,,,,,,,,800,17242,22910,13976,16370,37343,16195
,,,,,,,,801,17618,23214,14710,16347,37247,16222
,,,,,,,,802,17573,23084,14400,15626,35887,16053
,,,,,,,,803,18656,23824,14361,14825,35487,16274
,,,,,,,,804,20344,25021,14456,15088,35655,16718
,,,,,,,,805,21282,26265,14564,15908,35576,17111
,,,,,,,,806,22223,28250,14610,17056,35195,17143
,,,,,,,,807,23099,31379,14635,18374,35577,17434
,,,,,,,,808,24946,35009,15127,20631,37893,18683
,,,,,,,,809,27374,38416,16296,22621,42374,20438
,,,,,,,,810,30677,43052,17909,24588,46585,22574
,,,,,,,,811,28248,39642,18397,24689,43364,20991
,,,,,,,,812,24419,34269,16726,21924,37965,18148
,,,,,,,,813,22913,32156,15015,19369,35744,17151
,,,,,,,,814,21092,29600,14066,17970,33221,16091
,,,,,,,,815,19130,26846,13131,16424,30410,14916
,,,,,,,,816,17697,24835,12173,15630,28442,14071
,,,,,,,,817,16765,23528,11714,15291,27811,14130
,,,,,,,,818,15472,21714,11738,15104,26419,13494
,,,,,,,,819,15044,21112,11370,14543,26205,13768
,,,,,,,,820,14574,20452,11350,14350,26279,13604
,,,,,,,,821,14318,20093,11372,14251,26707,13422
,,,,,,,,822,14949,20153,11692,14526,28553,13849
,,,,,,,,823,15567,18185,12288,14976,30902,14166
,,,,,,,,824,16364,20842,13004,15313,33383,14745
,,,,,,,,825,17110,22703,13618,15365,35441,15653
,,,,,,,,826,18064,24223,14208,15709,36803,16663
,,,,,,,,827,18633,24636,14582,16060,36871,17292
,,,,,,,,828,19786,25997,14817,16388,37520,18097
,,,,,,,,829,20879,28803,15078,16650,38061,19046
,,,,,,,,830,21762,30136,15237,17964,37272,19016
,,,,,,,,831,22408,31664,15128,19700,37002,18907
,,,,,,,,832,23383,32815,15200,20632,37860,19569
,,,,,,,,833,24813,34822,15766,21506,40706,20453
,,,,,,,,834,26842,37669,16715,22541,42671,20736
,,,,,,,,835,28043,39355,17203,23417,43816,21507
,,,,,,,,836,27040,37945,17213,23249,42424,21047
,,,,,,,,837,25345,35568,16673,22259,39959,19987
,,,,,,,,838,23498,32975,15805,20840,37228,18772
,,,,,,,,839,21044,29533,14689,19170,33957,17344
,,,,,,,,840,18702,26245,13614,17499,30782,15960
,,,,,,,,841,16501,23156,13141,17511,28834,14859
,,,,,,,,842,15071,21150,12298,16164,27320,14154
,,,,,,,,843,14533,20394,11897,15712,26977,14374
,,,,,,,,844,14224,19961,11863,15779,26897,14288
,,,,,,,,845,14082,19762,11864,15766,27061,14115
,,,,,,,,846,14517,20187,12082,16389,28231,14358
,,,,,,,,847,14960,20714,12602,17071,30150,14719
,,,,,,,,848,15432,21271,13260,17916,32581,15085
,,,,,,,,849,16140,22423,13905,18237,34903,15847
,,,,,,,,850,17169,24627,14496,18417,37089,16983
,,,,,,,,851,18724,26476,14940,18966,38488,17609
,,,,,,,,852,21031,28880,15442,19954,40169,18162
,,,,,,,,853,22148,30307,15959,20732,41328,18963
,,,,,,,,854,22353,30612,16296,21178,41137,18827
,,,,,,,,855,22847,31779,16282,21389,41276,19398
,,,,,,,,856,23351,32770,16501,22204,41855,19870
,,,,,,,,857,24397,34238,16994,23063,43396,20745
,,,,,,,,858,26354,36985,17733,24019,45066,21642
,,,,,,,,859,27940,39210,18342,25600,46004,22861
,,,,,,,,860,26943,37811,18334,25693,44216,22025
,,,,,,,,861,25563,35873,17709,24789,41644,20803
,,,,,,,,862,23527,33017,16786,23308,38412,19620
,,,,,,,,863,20702,29053,15540,21283,34669,17948
,,,,,,,,864,17957,25200,14183,19318,31063,16425
,,,,,,,,865,15111,21206,12814,17480,27222,14286
,,,,,,,,866,14245,19991,11678,16205,26476,14087
,,,,,,,,867,13773,19328,11519,16024,26301,14327
,,,,,,,,868,13766,19319,11511,16195,26855,14402
,,,,,,,,869,14160,19872,11759,16792,28238,14634
,,,,,,,,870,15951,22247,12487,18573,31799,15369
,,,,,,,,871,19311,27089,14075,21279,37234,16991
,,,,,,,,872,20612,30024,15563,21719,40515,17977
,,,,,,,,873,19517,30034,16115,20429,39963,18008
,,,,,,,,874,19261,29679,15846,19125,38668,17840
,,,,,,,,875,19517,29752,15591,17697,37966,17877
,,,,,,,,876,20655,30936,15683,18277,37834,18169
,,,,,,,,877,21894,31984,15763,19321,37666,18450
,,,,,,,,878,23308,32703,15785,20219,36944,18272
,,,,,,,,879,24367,34130,15817,21012,37249,18719
,,,,,,,,880,25945,36411,16216,22427,39593,19919
,,,,,,,,881,27989,39279,17457,24571,43868,21716
,,,,,,,,882,31124,43678,19035,26952,48979,23865
,,,,,,,,883,29618,41564,19947,28271,46569,22710
,,,,,,,,884,25936,36397,18369,25714,41559,19980
,,,,,,,,885,24255,34038,16698,23179,39001,18816
,,,,,,,,886,22077,30981,15634,21295,35904,17563
,,,,,,,,887,19532,27411,14407,19357,32408,16084
,,,,,,,,888,17495,24552,13274,17753,29908,15155
,,,,,,,,889,15874,22276,12583,16577,28099,14491
,,,,,,,,890,14987,21032,12143,15889,27380,14247
,,,,,,,,891,14456,20287,12017,15620,27073,14352
,,,,,,,,892,14385,20187,11998,15604,27475,14531
,,,,,,,,893,14737,20682,12298,16256,28709,14674
,,,,,,,,894,16404,22490,12952,17817,32120,15578
,,,,,,,,895,18663,25466,14491,19791,37354,17149
,,,,,,,,896,19834,27031,16037,20460,40539,18226
,,,,,,,,897,19314,24908,16454,19206,40123,18365
,,,,,,,,898,18987,23297,16167,18244,39254,18480
,,,,,,,,899,18551,23398,15886,17923,39006,18556
,,,,,,,,900,20188,25580,15881,18592,39441,18957
,,,,,,,,901,20877,27386,15955,18592,39682,19300
,,,,,,,,902,22606,30373,16046,19003,39511,19188
,,,,,,,,903,23481,32625,16084,20362,40107,19721
,,,,,,,,904,25050,35154,16565,21742,42435,21061
,,,,,,,,905,27166,38123,17611,23755,46080,22751
,,,,,,,,906,30624,42977,19012,26052,49729,24425
,,,,,,,,907,29057,40777,19831,27639,46103,23006
,,,,,,,,908,25426,35680,18182,25072,40373,20107
,,,,,,,,909,23858,33481,16444,22632,37510,19053
,,,,,,,,910,21765,30543,15376,20906,34156,17755
,,,,,,,,911,19280,27057,14075,19003,30555,16261
,,,,,,,,912,17322,24309,12934,17481,27977,15331
,,,,,,,,913,15935,22362,12199,16587,26187,14629
,,,,,,,,914,15131,21234,11749,15964,25236,14404
,,,,,,,,915,14608,20500,11507,15751,24814,14420
,,,,,,,,916,14506,20358,11467,15793,25025,14599
,,,,,,,,917,14829,20811,11596,16385,26030,14720
,,,,,,,,918,16428,21451,12224,17808,29170,15585
,,,,,,,,919,18778,22776,13643,19083,34232,17105
,,,,,,,,920,20355,23321,15055,19522,37470,18100
,,,,,,,,921,18586,21930,15518,18349,37130,18062
,,,,,,,,922,17002,21027,15142,17086,36123,17851
,,,,,,,,923,17386,21692,14976,15919,35702,17796
,,,,,,,,924,18873,23592,14925,16271,36019,17983
,,,,,,,,925,20052,25865,14953,17139,36207,18023
,,,,,,,,926,21324,28651,14947,18182,35748,18060
,,,,,,,,927,23385,32691,14951,19483,35969,18523
,,,,,,,,928,25588,35909,15302,21520,38314,19850
,,,,,,,,929,27442,38511,16425,23544,42298,21417
,,,,,,,,930,30409,42675,17880,25645,46739,23555
,,,,,,,,931,28979,40668,18842,27139,43946,22364
,,,,,,,,932,25183,35341,17371,24791,38706,19509
,,,,,,,,933,23485,32958,15715,22233,36232,18404
,,,,,,,,934,21543,30231,14739,20734,33432,17138
,,,,,,,,935,19165,26895,13600,18972,30186,15715
,,,,,,,,936,17266,24231,12579,17441,27759,14810
,,,,,,,,937,15908,22324,11937,16677,26152,14148
,,,,,,,,938,15053,21124,11473,16033,25343,13849
,,,,,,,,939,14593,20480,11283,15833,24879,13959
,,,,,,,,940,14544,20410,11199,15929,25058,14152
,,,,,,,,941,14843,20829,11394,16497,26098,14274
,,,,,,,,942,15606,21196,11972,17878,29385,15080
,,,,,,,,943,16150,22176,13396,18918,34510,16593
,,,,,,,,944,16642,23195,14774,19606,37808,17515
,,,,,,,,945,15611,22201,15302,18208,37444,17551
,,,,,,,,946,15027,21130,15102,16820,36266,17388
,,,,,,,,947,15726,21927,14964,16037,35839,17420
,,,,,,,,948,17159,23951,15024,16316,35694,17755
,,,,,,,,949,18616,26032,15047,16955,35742,18069
,,,,,,,,950,20473,29117,15042,17874,35460,17942
,,,,,,,,951,23193,32896,15082,19230,35752,18372
,,,,,,,,952,25641,35983,15532,21311,37895,19722
,,,,,,,,953,27361,38397,16636,23278,41741,21449
,,,,,,,,954,30167,42335,18086,25277,46922,23605
,,,,,,,,955,28538,40049,19046,26770,44963,22313
,,,,,,,,956,24768,34760,17610,24442,40130,19592
,,,,,,,,957,23147,32484,15995,21974,37966,18422
,,,,,,,,958,21304,29898,15050,20629,35249,17294
,,,,,,,,959,19177,26912,13984,18930,31968,15928
,,,,,,,,960,17349,24347,12954,17406,29796,15021
,,,,,,,,961,15867,22267,12318,16512,28069,14350
,,,,,,,,962,15048,21117,11953,15836,27515,14073
,,,,,,,,963,14563,20437,11811,15605,27480,14112
,,,,,,,,964,14512,20366,11860,15662,28081,14249
,,,,,,,,965,14861,20842,12097,16209,29528,14395
