Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,Representative_Periods,Hours_per_period,Representative_Period_Index,Representative_Period_Weight,Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,,966,14890,19333,12854,17468,33116,15314
,,,,,,,,967,14913,19882,14379,18286,38399,16854
,,,,,,,,968,15229,20762,15866,19110,41892,17981
,,,,,,,,969,14382,19911,16474,17969,41668,18336
,,,,,,,,970,13929,19477,16248,16761,40115,18494
,,,,,,,,971,14369,20187,15858,15935,39077,18649
,,,,,,,,972,15594,21937,15678,16168,38516,18877
,,,,,,,,973,17252,24193,15679,16963,37957,19245
,,,,,,,,974,19372,26988,15571,17756,36813,18994
,,,,,,,,975,22340,31192,15364,19033,36923,19230
,,,,,,,,976,24766,34756,15655,21216,38804,20134
,,,,,,,,977,26556,37268,16585,23384,42547,21609
,,,,,,,,978,29264,41067,17985,25420,47510,23702
,,,,,,,,979,27725,38908,19039,26363,45362,22625
,,,,,,,,980,24023,33713,17658,23882,40543,19871
,,,,,,,,981,22407,31445,16115,21495,38396,18782
,,,,,,,,982,20763,29138,15246,20097,35990,17730
,,,,,,,,983,18923,26556,14383,18656,33085,16491
,,,,,,,,984,17533,24605,13448,17327,30985,15493
,,,,,,,,985,16915,23739,12975,16675,30722,15711
,,,,,,,,986,15592,21883,12960,16226,29257,15104
,,,,,,,,987,15115,21211,12676,15659,29016,15311
,,,,,,,,988,14789,20754,12661,15532,28981,15357
,,,,,,,,989,14683,20592,12709,15538,29323,15292
,,,,,,,,990,14370,18632,12993,15851,30922,15666
,,,,,,,,991,13109,17244,13623,15299,33245,16204
,,,,,,,,992,12398,16780,14504,15580,35793,16544
,,,,,,,,993,12397,17154,15092,15426,37969,17299
,,,,,,,,994,13076,18455,15635,15510,39688,18278
,,,,,,,,995,14000,19967,16016,15682,40252,18773
,,,,,,,,996,15595,22282,16308,16572,40814,19192
,,,,,,,,997,17364,24822,16387,17481,40847,19450
,,,,,,,,998,19057,27162,16322,18469,39880,19015
,,,,,,,,999,21618,30626,16060,19709,39542,19087
,,,,,,,,1000,23146,32483,16017,21353,39963,19081
,,,,,,,,1001,23784,33377,16366,22303,41480,19866
,,,,,,,,1002,25300,35504,17021,22912,43300,20500
,,,,,,,,1003,27308,38322,17766,24413,44492,21732
,,,,,,,,1004,26288,36891,17965,24665,42695,21144
,,,,,,,,1005,24633,34570,17309,23648,40135,20085
,,,,,,,,1006,22882,32111,16527,22357,37451,19096
,,,,,,,,1007,20764,29140,15406,20787,34109,17795
,,,,,,,,1008,18493,25953,14258,19073,30923,16461
,,,,,,,,1009,15572,21854,12761,17048,27857,14917
,,,,,,,,1010,14434,20256,12087,15955,26449,14371
,,,,,,,,1011,13964,19597,11785,15503,26290,14534
,,,,,,,,1012,13679,19197,11808,15498,26294,14579
,,,,,,,,1013,13522,18687,11871,15595,26522,14506
,,,,,,,,1014,12179,15704,12094,15275,27889,14793
,,,,,,,,1015,10467,13612,12566,14448,29915,14963
,,,,,,,,1016,9723,13005,13215,14459,32207,15161
,,,,,,,,1017,10063,13719,13803,14408,34216,15891
,,,,,,,,1018,10626,14802,14255,14430,35580,16389
,,,,,,,,1019,11085,15624,14571,14539,36033,16844
,,,,,,,,1020,12677,17905,14790,15407,36711,17260
,,,,,,,,1021,14507,20479,15040,16315,37169,18039
,,,,,,,,1022,16350,22986,15128,17318,36843,18184
,,,,,,,,1023,18839,26479,15113,18640,36599,18347
,,,,,,,,1024,20808,29259,15165,20299,36971,18833
,,,,,,,,1025,21818,30617,15441,21426,38539,19740
,,,,,,,,1026,23217,32581,16067,22434,40538,20382
,,,,,,,,1027,26125,36663,17019,24118,42824,21690
,,,,,,,,1028,25545,35848,17401,24617,41779,21369
,,,,,,,,1029,23936,33591,16940,23695,38996,20132
,,,,,,,,1030,22248,31221,15995,22210,36458,19066
,,,,,,,,1031,19803,27790,15044,20466,33191,17728
,,,,,,,,1032,17209,24151,13849,18388,30009,16163
,,,,,,,,1033,14704,20635,12652,16666,26400,14390
,,,,,,,,1034,13985,19626,11726,15326,25675,14056
,,,,,,,,1035,13592,19075,11608,15137,25403,14137
,,,,,,,,1036,13574,19049,11643,15203,25748,14508
,,,,,,,,1037,13735,19061,11869,15774,26749,14682
,,,,,,,,1038,13519,17784,12389,16168,29242,15394
,,,,,,,,1039,13237,17080,13363,16529,32671,16313
,,,,,,,,1040,14498,17999,14412,17122,35537,17142
,,,,,,,,1041,15337,18934,15099,16868,36704,17784
,,,,,,,,1042,15569,19339,15375,16190,36811,17759
,,,,,,,,1043,14941,20536,15351,15566,36834,17812
,,,,,,,,1044,15522,23121,15488,16148,37145,18130
,,,,,,,,1045,16750,25508,15583,16781,37243,18399
,,,,,,,,1046,18525,27511,15557,17534,36801,18349
,,,,,,,,1047,20712,29669,15487,18837,37143,18598
,,,,,,,,1048,22977,32301,15918,20800,39258,20129
,,,,,,,,1049,24813,34823,16950,22740,42493,21770
,,,,,,,,1050,27290,38298,18112,24739,46191,23512
,,,,,,,,1051,27465,38543,18980,26326,43794,22630
,,,,,,,,1052,24084,33798,17567,24273,38334,19807
,,,,,,,,1053,22514,31595,15832,21739,35660,18694
,,,,,,,,1054,20740,29106,14852,20312,32819,17475
,,,,,,,,1055,18410,25835,13696,18502,29590,16093
,,,,,,,,1056,16594,23287,12644,17007,27230,15232
,,,,,,,,1057,15076,21157,11919,16066,25197,14420
,,,,,,,,1058,14452,20281,11571,15524,24338,14173
,,,,,,,,1059,14045,19710,11402,15376,23890,14169
,,,,,,,,1060,13997,19643,11327,15478,24095,14324
,,,,,,,,1061,14416,20116,11524,16063,25106,14539
,,,,,,,,1062,14279,20634,12147,17198,28181,15438
,,,,,,,,1063,14617,22194,13516,18450,32765,16685
,,,,,,,,1064,15616,23663,14811,18926,35566,17340
,,,,,,,,1065,15557,24770,15226,17552,35506,17534
,,,,,,,,1066,15678,25643,15096,16342,34761,17215
,,,,,,,,1067,16529,26962,14922,15672,34704,17214
,,,,,,,,1068,20215,28922,14952,16151,35162,17499
,,,,,,,,1069,21262,29753,15005,17055,35356,17794
,,,,,,,,1070,21506,30856,15004,18185,35039,17895
,,,,,,,,1071,22835,32125,14967,19378,35404,18228
,,,,,,,,1072,24412,34258,15414,21106,37453,19649
,,,,,,,,1073,26101,36630,16353,22829,40632,21212
,,,,,,,,1074,28330,39757,17531,24770,44202,22701
,,,,,,,,1075,27943,39214,18301,26063,42139,21906
,,,,,,,,1076,24528,34422,17026,24175,37001,19314
,,,,,,,,1077,22874,32100,15377,21784,34535,18208
,,,,,,,,1078,20973,29434,14343,20140,31652,17019
,,,,,,,,1079,18607,26113,13216,18453,28431,15697
,,,,,,,,1080,16789,23561,12150,16935,26134,14699
,,,,,,,,1081,15349,21541,11471,16086,24259,14014
,,,,,,,,1082,14523,20381,11042,15435,23480,13738
,,,,,,,,1083,13977,19615,10849,15256,22974,13621
,,,,,,,,1084,13896,19501,10773,15303,23082,13824
,,,,,,,,1085,14208,19939,10970,15830,24135,13967
,,,,,,,,1086,15763,21914,11522,16838,27194,14788
,,,,,,,,1087,18097,24975,12861,18730,31866,16077
,,,,,,,,1088,20260,27043,14201,19660,34808,16846
,,,,,,,,1089,20632,28156,14707,18081,34646,16944
,,,,,,,,1090,20510,27877,14573,17086,33799,16676
,,,,,,,,1091,21101,28304,14377,17372,33476,16759
,,,,,,,,1092,21909,28195,14388,17454,33689,17072
,,,,,,,,1093,22439,29723,14490,17460,33829,17345
,,,,,,,,1094,22809,30181,14546,18228,33461,17356
,,,,,,,,1095,23567,32305,14523,19432,33734,17751
,,,,,,,,1096,25118,35250,14884,21156,35613,19514
,,,,,,,,1097,26747,37537,15980,23116,38766,21111
,,,,,,,,1098,28444,39917,17130,25060,42624,22794
,,,,,,,,1099,27878,39123,18057,25966,42131,21712
,,,,,,,,1100,24420,34270,16971,24067,37493,19166
,,,,,,,,1101,22727,31894,15336,21604,35179,18066
,,,,,,,,1102,20921,29360,14220,19987,32626,16875
,,,,,,,,1103,18604,26108,13212,18443,29507,15452
,,,,,,,,1104,16729,23477,12276,16946,27244,14604
,,,,,,,,1105,15451,21684,11726,16008,25821,13968
,,,,,,,,1106,14750,20699,11365,15365,25185,13672
,,,,,,,,1107,14226,19964,11290,15144,24986,13754
,,,,,,,,1108,14129,19828,11252,15166,25375,14049
,,,,,,,,1109,14425,20130,11506,15688,26617,14246
,,,,,,,,1110,15563,21512,12173,16931,29948,15060
,,,,,,,,1111,17134,23498,13653,18920,34955,16538
,,,,,,,,1112,18803,24773,15043,20148,37644,17589
,,,,,,,,1113,19049,23828,15472,18299,36932,18009
,,,,,,,,1114,18802,24208,15078,16167,35501,17714
,,,,,,,,1115,20219,25477,14759,15633,34811,17791
,,,,,,,,1116,21299,27435,14785,16279,34828,18185
,,,,,,,,1117,21776,28180,14788,18403,34697,18518
,,,,,,,,1118,22181,28277,14807,19884,34089,18639
,,,,,,,,1119,23464,31600,14722,20174,34264,19009
,,,,,,,,1120,25284,35471,14491,21387,35844,20369
,,,,,,,,1121,26959,37833,15838,23060,39087,21999
,,,,,,,,1122,28602,40140,16941,24848,42727,23600
,,,,,,,,1123,28038,39347,17937,25872,42286,22629
,,,,,,,,1124,24543,34442,17069,24081,37942,20091
,,,,,,,,1125,22781,31970,15664,21602,35712,18968
,,,,,,,,1126,20896,29326,14779,20101,33100,17786
,,,,,,,,1127,18563,26051,13726,18423,29866,16339
,,,,,,,,1128,16738,23490,12733,16819,27556,15367
,,,,,,,,1129,15339,21528,12113,15874,25867,14846
,,,,,,,,1130,14567,20442,11720,15187,25179,14617
,,,,,,,,1131,14047,19713,11586,14913,24900,14536
,,,,,,,,1132,13992,19636,11583,14889,25321,14826
,,,,,,,,1133,14308,19852,11817,15263,26396,15028
,,,,,,,,1134,15285,20017,12512,15767,29462,15890
,,,,,,,,1135,16582,21695,13817,16805,34367,17186
,,,,,,,,1136,17180,23708,15179,17198,37219,18067
,,,,,,,,1137,16320,23751,15625,16503,36675,18361
,,,,,,,,1138,16319,23986,15165,15695,35289,17949
,,,,,,,,1139,17845,25496,14686,15268,34828,17769
,,,,,,,,1140,18933,25599,14576,15738,34985,17982
,,,,,,,,1141,20083,29234,14623,17314,35132,18091
,,,,,,,,1142,20652,30725,14566,18422,34756,17988
,,,,,,,,1143,22295,32545,14472,19193,35209,18069
,,,,,,,,1144,24662,34733,14694,20856,37332,19230
,,,,,,,,1145,26251,36840,15493,22803,40451,20728
,,,,,,,,1146,27815,39034,16469,24483,43616,21997
,,,,,,,,1147,27055,37967,17309,25474,41651,21324
,,,,,,,,1148,23587,33100,16305,23585,36618,18983
,,,,,,,,1149,21978,30843,14810,21235,34254,18013
,,,,,,,,1150,20319,28514,14012,19814,31892,17050
,,,,,,,,1151,18351,25753,13180,18463,29174,15854
,,,,,,,,1152,16811,23592,12173,17038,27406,14969
,,,,,,,,1153,16150,22664,11868,16489,26973,14927
,,,,,,,,1154,14888,20893,11823,16121,25695,14363
,,,,,,,,1155,14392,20197,11467,15492,25610,14469
,,,,,,,,1156,14018,19672,11472,15401,25695,14606
,,,,,,,,1157,13894,19335,11512,15423,26079,14524
,,,,,,,,1158,13907,19131,11854,15201,27789,14979
,,,,,,,,1159,13065,18353,12548,15050,30230,15411
,,,,,,,,1160,12452,15445,13187,15151,32779,15660
,,,,,,,,1161,12199,15471,13904,15051,35161,16233
,,,,,,,,1162,13127,16484,14569,14884,36882,16884
,,,,,,,,1163,14307,17943,15146,15334,37977,17405
,,,,,,,,1164,17292,20179,15645,16134,39070,17844
,,,,,,,,1165,18824,22686,15937,17206,39591,18440
,,,,,,,,1166,19520,25072,16091,18282,38800,18371
,,,,,,,,1167,21295,28292,15960,19412,38393,18238
,,,,,,,,1168,22185,31115,16031,21038,38566,18529
,,,,,,,,1169,23001,32279,16280,22186,39875,19356
,,,,,,,,1170,23892,33528,16795,22883,40951,19578
,,,,,,,,1171,26486,37170,17408,23940,43674,21086
,,,,,,,,1172,25947,36413,17873,24527,42718,20875
,,,,,,,,1173,24206,33969,17357,23601,40054,19784
,,,,,,,,1174,22538,31630,16420,22136,37626,18870
,,,,,,,,1175,20296,28483,15454,20661,34292,17586
,,,,,,,,1176,17918,25144,14200,18798,31020,16146
,,,,,,,,1177,19124,26838,12379,19350,24139,16380
,,,,,,,,1178,17495,24552,11412,17844,22327,15321
,,,,,,,,1179,16977,23825,10821,17079,21787,14910
,,,,,,,,1180,16361,22900,10706,16839,21461,14562
,,,,,,,,1181,15010,21009,10600,16439,21226,14109
,,,,,,,,1182,13472,19141,10524,15542,21611,14167
,,,,,,,,1183,11903,17217,10712,14315,22912,14386
,,,,,,,,1184,11312,16605,11384,14817,24972,14775
,,,,,,,,1185,11586,17132,12233,16188,27510,16009
,,,,,,,,1186,13165,19319,13344,17956,30304,17463
,,,,,,,,1187,15079,22051,14338,20140,32353,18959
,,,,,,,,1188,17443,25306,15307,22377,34204,20435
,,,,,,,,1189,20125,29112,16015,24559,35991,21954
,,,,,,,,1190,22256,32164,16726,26258,36470,22598
,,,,,,,,1191,24834,35801,17229,27512,36868,23220
,,,,,,,,1192,27773,39762,17489,28498,37665,23385
,,,,,,,,1193,30253,42768,17723,29218,39195,23635
,,,,,,,,1194,30340,42578,17783,28307,38985,23077
,,,,,,,,1195,31232,43829,17595,27057,40106,23631
,,,,,,,,1196,30281,42495,17796,27185,39259,23443
,,,,,,,,1197,29193,40967,17497,26085,37228,22664
,,,,,,,,1198,27451,38523,16431,24192,34509,21623
,,,,,,,,1199,24466,34334,14947,22808,30597,19887
,,,,,,,,1200,21511,30187,13393,20728,26853,18170
,,,,,,,,1201,18214,25560,12047,18597,22726,15545
,,,,,,,,1202,17294,24271,10833,16930,21775,15150
,,,,,,,,1203,16659,23379,10561,16461,21136,14629
,,,,,,,,1204,16434,23027,10450,16483,21469,14569
,,,,,,,,1205,15711,21928,10679,16707,22269,14541
,,,,,,,,1206,15256,21449,11082,16772,24206,15279
,,,,,,,,1207,14983,21291,12073,16604,27249,16356
,,,,,,,,1208,16065,23014,13388,17709,30470,17855
,,,,,,,,1209,16754,24109,14495,19106,31945,18599
,,,,,,,,1210,17410,25126,15042,19916,32556,18781
,,,,,,,,1211,19018,27459,15590,20924,33698,19621
,,,,,,,,1212,21213,30540,16374,22654,35143,20667
,,,,,,,,1213,23508,33802,17206,24284,36233,21693
,,,,,,,,1214,25789,36969,17734,25588,36461,22157
,,,,,,,,1215,29070,41483,18056,27000,37379,22523
,,,,,,,,1216,33284,47356,18635,28955,39679,23721
,,,,,,,,1217,36937,52161,19515,31280,42700,24752
,,,,,,,,1218,38224,53641,20203,32473,45003,26103
,,,,,,,,1219,34378,48245,20129,31923,41434,24213
,,,,,,,,1220,29496,41393,18370,28945,36044,21197
,,,,,,,,1221,28331,39758,16641,26228,34001,20678
,,,,,,,,1222,26452,37122,15599,24126,31299,19873
,,,,,,,,1223,23453,32913,14086,22296,27894,18222
,,,,,,,,1224,20980,29443,12832,20286,25331,17207
,,,,,,,,1225,19140,26860,11935,18870,23485,16042
,,,,,,,,1226,18116,25423,11346,17999,22493,15484
,,,,,,,,1227,17357,24358,11003,17416,21864,14967
,,,,,,,,1228,16906,23703,10824,17320,22048,14842
,,,,,,,,1229,16065,22410,11015,17390,22875,14832
,,,,,,,,1230,15627,21833,11458,17223,24735,15515
,,,,,,,,1231,15718,22116,12282,16904,27483,16473
,,,,,,,,1232,16876,23851,13345,18182,30606,17802
,,,,,,,,1233,17523,24863,14440,19630,31839,18437
,,,,,,,,1234,18212,25901,14997,20446,32327,18817
,,,,,,,,1235,19848,28234,15439,21437,33347,19725
,,,,,,,,1236,21877,31073,16083,23268,34647,20896
,,,,,,,,1237,24012,34249,16845,25212,35863,21874
,,,,,,,,1238,26095,37328,17446,26675,36015,22196
,,,,,,,,1239,29200,41784,17741,28137,37076,22556
,,,,,,,,1240,33507,47697,18438,30064,39622,23959
,,,,,,,,1241,37247,52567,19456,32164,42950,26049
,,,,,,,,1242,38547,54095,20190,32903,45198,27642
,,,,,,,,1243,34609,48569,20094,32026,41405,25473
,,,,,,,,1244,29642,41598,18419,29123,35912,22181
,,,,,,,,1245,28453,39930,16685,26447,33943,21501
,,,,,,,,1246,26292,36897,15575,24302,31414,20325
,,,,,,,,1247,23448,32906,14165,22617,28111,18555
,,,,,,,,1248,20913,29349,12899,20653,25507,17357
,,,,,,,,1249,19131,26848,12082,19448,23614,16239
,,,,,,,,1250,17967,25214,11428,18351,22504,15545
,,,,,,,,1251,17215,24160,11037,17804,21901,15000
,,,,,,,,1252,17168,24069,10927,17557,22116,14861
,,,,,,,,1253,16353,22815,11114,17620,22968,14856
,,,,,,,,1254,15705,22073,11584,17455,24684,15560
,,,,,,,,1255,15504,22058,12331,17752,27669,16503
,,,,,,,,1256,16493,23691,13534,19177,30640,17965
,,,,,,,,1257,17189,24806,14712,20539,31858,18795
,,,,,,,,1258,17865,25840,15312,21540,32338,19090
,,,,,,,,1259,19453,28107,15707,22435,33289,20144
,,,,,,,,1260,21538,31009,16353,23881,34582,21187
,,,,,,,,1261,23418,33689,16987,25367,35666,22056
,,,,,,,,1262,25672,36899,17502,26798,36039,22117
,,,,,,,,1263,28931,41450,17889,28209,37086,22320
,,,,,,,,1264,33360,47538,18543,30320,39582,23543
,,,,,,,,1265,37151,52434,19438,32499,42815,24795
,,,,,,,,1266,38372,53849,20217,33515,45038,25822
,,,,,,,,1267,34646,48620,20207,32983,41257,23636
,,,,,,,,1268,29681,41652,18438,29953,35891,20714
,,,,,,,,1269,28359,39797,16646,27365,33729,20260
,,,,,,,,1270,26327,36947,15463,25177,31285,19277
,,,,,,,,1271,23412,32855,14067,22631,27996,17640
,,,,,,,,1272,20986,29452,12817,20576,25383,16665
,,,,,,,,1273,19325,27121,11960,19210,23549,15850
,,,,,,,,1274,18226,25577,11369,18137,22451,15217
,,,,,,,,1275,17411,24435,11018,17497,21814,14682
,,,,,,,,1276,17122,24016,10856,17332,21931,14539
,,,,,,,,1277,16230,23537,11016,17329,22702,14501
,,,,,,,,1278,15424,24179,11503,17265,24617,15271
,,,,,,,,1279,15378,25394,12373,17594,27329,16377
,,,,,,,,1280,16377,27409,13434,19279,30390,17745
,,,,,,,,1281,17047,26831,14576,21051,31771,18483
,,,,,,,,1282,17711,25991,15124,21800,32304,18674
,,,,,,,,1283,19389,28763,15601,22733,33254,19563
,,,,,,,,1284,21555,31674,16302,24645,34567,20548
,,,,,,,,1285,23538,34979,16915,26376,35543,21080
,,,,,,,,1286,25871,38612,17384,27927,36017,21484
,,,,,,,,1287,29189,43607,17790,29394,36996,22350
,,,,,,,,1288,33621,48687,18342,31343,39565,23874
,,,,,,,,1289,37419,52859,19262,33549,42642,25314
,,,,,,,,1290,38567,54122,20028,34316,44839,26383
,,,,,,,,1291,34693,48686,19915,33626,40914,24106
,,,,,,,,1292,29727,41717,18061,30641,35547,20994
,,,,,,,,1293,28482,39971,16307,27819,33488,20313
,,,,,,,,1294,26396,37043,15086,25588,31000,19380
,,,,,,,,1295,23565,33070,13804,23114,28023,17769
,,,,,,,,1296,21130,29653,12644,21139,25354,16601
,,,,,,,,1297,19197,26940,11778,19762,23260,15528
,,,,,,,,1298,18025,25296,11197,18627,22125,15043
,,,,,,,,1299,17271,24238,10823,17923,21501,14592
,,,,,,,,1300,17057,23975,10648,17604,21697,14339
,,,,,,,,1301,16261,23365,10847,17652,22553,14302
,,,,,,,,1302,15519,23279,11315,17465,24302,15132
,,,,,,,,1303,15370,23668,12110,17773,27205,16005
,,,,,,,,1304,16282,25952,13176,19197,30340,17278
,,,,,,,,1305,16893,27843,14294,20835,31649,18000
,,,,,,,,1306,17402,29074,14790,21737,32211,18416
,,,,,,,,1307,18938,30824,15173,22852,33277,19352
,,,,,,,,1308,20855,32837,15743,24733,34478,20338
,,,,,,,,1309,22661,35174,16392,26426,35540,21280
,,,,,,,,1310,24621,37199,16823,27923,36053,21700
,,,,,,,,1311,27666,40640,17177,29441,37151,22489
,,,,,,,,1312,31828,45625,17744,31345,39733,24156
,,,,,,,,1313,35392,49922,18739,33412,42625,25749
,,,,,,,,1314,36507,51232,19405,33966,44697,26810
,,,,,,,,1315,32587,45733,19383,33179,40631,24409
,,,,,,,,1316,27897,39150,17565,30016,35313,20929
,,,,,,,,1317,26854,37685,15805,27381,33118,19926
,,,,,,,,1318,25059,35168,14702,25401,30870,18745
,,,,,,,,1319,22686,31836,13519,23308,27920,17137
,,,,,,,,1320,20694,29041,12378,21248,25492,16087
,,,,,,,,1321,19917,27950,11749,20174,24738,15954
,,,,,,,,1322,18152,25474,11546,19387,22841,14680
,,,,,,,,1323,17665,24791,10963,18231,22287,14455
,,,,,,,,1324,17100,23945,10804,17847,21985,14089
,,,,,,,,1325,15842,22231,10746,17303,21868,13735
,,,,,,,,1326,14461,20863,10754,16407,22533,14070
,,,,,,,,1327,13231,19243,10985,15615,24114,14334
,,,,,,,,1328,12704,18624,11612,16410,26410,14666
,,,,,,,,1329,13530,19961,12495,17922,29274,15690
,,,,,,,,1330,15304,22562,13493,19946,32032,16841
,,,,,,,,1331,17190,25234,14531,22185,34281,18169
,,,,,,,,1332,19513,28480,15434,24430,36349,19094
,,,,,,,,1333,21947,31950,16334,26324,38188,20208
,,,,,,,,1334,23589,34411,17101,28263,38638,20718
,,,,,,,,1335,25788,37335,17506,29586,38992,21249
,,,,,,,,1336,28301,40617,17947,30848,39630,21651
,,,,,,,,1337,30243,42765,18200,31772,40707,22468
,,,,,,,,1338,29735,41729,18191,31060,40829,22381
,,,,,,,,1339,30197,42377,18093,30427,41956,23300
,,,,,,,,1340,29297,41113,18167,30331,40912,22826
,,,,,,,,1341,28555,40073,17737,29339,38667,21659
,,,,,,,,1342,26919,37777,16563,27225,36001,20517
,,,,,,,,1343,24423,34273,15149,25121,32471,18711
,,,,,,,,1344,21646,30376,13800,23030,28707,17244
,,,,,,,,1345,16086,22575,11459,16764,25334,13616
,,,,,,,,1346,14697,20625,10647,15258,23754,12752
,,,,,,,,1347,14569,20445,10271,14530,23629,12755
,,,,,,,,1348,14259,20011,10161,14419,23424,12674
,,,,,,,,1349,13689,19099,10189,14530,23627,12794
,,,,,,,,1350,11753,16950,10408,14102,24930,13137
,,,,,,,,1351,9917,13945,10866,13446,26922,13559
,,,,,,,,1352,9288,13364,11473,13474,29350,13764
,,,,,,,,1353,9408,13826,12045,13546,31804,14379
,,,,,,,,1354,10345,15341,12752,14114,34199,15533
,,,,,,,,1355,11486,17069,13402,14623,35528,16162
,,,,,,,,1356,13545,19999,14035,15811,37160,17044
,,,,,,,,1357,15562,22844,14535,17115,38233,17851
,,,,,,,,1358,17319,25287,14840,18226,38003,18062
,,,,,,,,1359,19556,28227,14820,19448,37868,18398
,,,,,,,,1360,22087,31322,14929,21114,38360,18846
,,,,,,,,1361,23236,32609,15117,22544,39426,19702
,,,,,,,,1362,23408,32849,15360,23244,39999,19396
,,,,,,,,1363,25081,35198,15820,24099,42929,20461
,,,,,,,,1364,26698,37467,16781,25135,43008,20957
,,,,,,,,1365,25741,36123,16448,23951,40425,20024
,,,,,,,,1366,23806,33408,15347,22072,37192,18514
,,,,,,,,1367,21144,29674,13991,20177,32986,16890
,,,,,,,,1368,18129,25441,12706,18182,29262,15162
,,,,,,,,1369,15293,21462,11400,16260,25303,12933
,,,,,,,,1370,14653,20563,10385,14611,24728,12635
,,,,,,,,1371,14050,19717,10252,14283,24553,12430
,,,,,,,,1372,13878,19476,10326,14361,25422,12591
,,,,,,,,1373,13976,18979,10810,14915,27249,13013
,,,,,,,,1374,13733,17846,11779,15493,31064,14081
,,,,,,,,1375,14312,19059,13318,15864,35667,15621
,,,,,,,,1376,15113,21212,14461,16390,38262,16715
,,,,,,,,1377,14274,20603,14828,15975,38096,16645
,,,,,,,,1378,13604,19979,14773,15390,37241,16652
,,,,,,,,1379,13970,20596,14574,15134,37086,16766
,,,,,,,,1380,15291,22390,14610,15739,37776,17093
,,,,,,,,1381,16748,24422,14813,16688,38039,17586
,,,,,,,,1382,18567,26977,14795,17806,37713,17596
,,,,,,,,1383,21291,30609,14772,19056,38303,18234
,,,,,,,,1384,24907,35281,15152,21401,40770,19468
,,,,,,,,1385,27216,38193,16142,24052,44343,21160
,,,,,,,,1386,28408,39866,17228,25995,47414,22492
,,,,,,,,1387,26433,37095,17767,26657,44962,20676
,,,,,,,,1388,24957,35024,16584,24547,39820,18495
,,,,,,,,1389,23889,33524,14884,21525,36731,17488
,,,,,,,,1390,22028,30913,13723,19769,33434,16267
,,,,,,,,1391,19603,27509,12396,17934,30050,14738
,,,,,,,,1392,17531,24602,11442,16439,27718,13748
,,,,,,,,1393,16064,22542,10800,15513,26296,12888
,,,,,,,,1394,15304,21477,10528,14967,25994,12625
,,,,,,,,1395,14568,20444,10306,14539,25624,12344
,,,,,,,,1396,14503,20353,10374,14547,26382,12495
,,,,,,,,1397,14641,19873,10786,15220,28127,12922
,,,,,,,,1398,14862,19396,11736,15773,31967,13984
,,,,,,,,1399,14505,20839,13209,16225,36481,15469
,,,,,,,,1400,15971,22808,14313,16415,39178,16439
,,,,,,,,1401,16887,21980,14784,15988,39181,16388
,,,,,,,,1402,17537,21979,14721,15477,38381,16267
,,,,,,,,1403,16646,23175,14611,15197,38071,16477
,,,,,,,,1404,17226,25085,14706,15837,38320,16947
,,,,,,,,1405,18186,26157,14862,16749,38480,17328
,,,,,,,,1406,20681,27888,14946,17866,37757,17412
,,,,,,,,1407,23477,31411,14859,19233,37963,18056
,,,,,,,,1408,25781,36061,15301,21458,40284,19460
,,,,,,,,1409,27831,39057,16291,23977,43232,21109
,,,,,,,,1410,29227,41015,17496,25896,46119,22575
,,,,,,,,1411,27444,38513,18118,26510,44364,20790
,,,,,,,,1412,25553,35859,16889,24478,40244,18520
,,,,,,,,1413,24462,34328,15268,21590,37608,17627
,,,,,,,,1414,22625,31752,14048,19730,34173,16312
,,,,,,,,1415,20205,28355,12770,17916,30748,14717
,,,,,,,,1416,18049,25329,11792,16357,28511,13694
,,,,,,,,1417,16273,22836,11166,15573,27028,12938
,,,,,,,,1418,15299,21471,10826,14982,26416,12499
,,,,,,,,1419,14681,20602,10680,14626,26261,12292
,,,,,,,,1420,14596,20483,10722,14678,26937,12416
,,,,,,,,1421,14755,20400,11111,15231,28766,12828
,,,,,,,,1422,15384,20260,12089,15698,32490,13923
,,,,,,,,1423,16885,21124,13531,15784,36874,15430
,,,,,,,,1424,18132,22117,14593,15808,39278,16459
,,,,,,,,1425,18022,21468,14985,15433,38875,16479
,,,,,,,,1426,17105,20898,14894,15054,37970,16458
,,,,,,,,1427,18525,21813,14712,14979,37847,16576
,,,,,,,,1428,20707,24102,14734,15520,38497,17052
,,,,,,,,1429,22297,26168,14953,16561,38748,17502
,,,,,,,,1430,23178,28409,14985,17734,38277,17617
,,,,,,,,1431,24464,31725,14968,19188,38609,18211
,,,,,,,,1432,26363,36664,15341,21577,40468,19556
,,,,,,,,1433,28113,39452,16222,24156,43691,21223
,,,,,,,,1434,29469,41355,17305,26022,46446,22507
,,,,,,,,1435,27260,38255,17821,26521,44067,20667
,,,,,,,,1436,25276,35471,16611,24415,39054,18413
,,,,,,,,1437,24070,33779,14975,21541,36081,17504
,,,,,,,,1438,22238,31208,13757,19878,32699,16221
,,,,,,,,1439,19911,27942,12444,17990,29273,14555
,,,,,,,,1440,17892,25108,11435,16365,26738,13537
,,,,,,,,1441,16272,22835,10771,15622,25203,12785
,,,,,,,,1442,15293,21462,10374,14859,24368,12389
,,,,,,,,1443,14682,20604,10188,14467,24265,12120
,,,,,,,,1444,14560,20433,10213,14521,24578,12266
