,biomass,biomass,conventional_hydroelectric,geothermal,geothermal,hydroelectric_pumped_storage,hydroelectric_pumped_storage,onshore_wind_turbine,small_hydroelectric,small_hydroelectric,solar_photovoltaic,biomass,biomass,conventional_hydroelectric,geothermal,geothermal,hydroelectric_pumped_storage,hydroelectric_pumped_storage,onshore_wind_turbine,small_hydroelectric,small_hydroelectric,solar_photovoltaic,biomass,biomass,conventional_hydroelectric,geothermal,geothermal,onshore_wind_turbine,solar_photovoltaic,biomass,biomass,conventional_hydroelectric,geothermal,geothermal,hydroelectric_pumped_storage,hydroelectric_pumped_storage,nuclear,onshore_wind_turbine,solar_photovoltaic,biomass,biomass,conventional_hydroelectric,geothermal,geothermal,hydroelectric_pumped_storage,hydroelectric_pumped_storage,nuclear,onshore_wind_turbine,solar_photovoltaic,biomass,biomass,conventional_hydroelectric,hydroelectric_pumped_storage,hydroelectric_pumped_storage,onshore_wind_turbine,solar_photovoltaic,naturalgas_ccccsavgcf,new_onshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,new_onshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_utility_pv,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,battery,nuclear,naturalgas_ccs100,new_biogas_CCGT,new_biogas_CCGT,new_biogas_CCGT,new_biogas_CCGT,new_biogas_CCGT,new_biogas_CCGT
419,1,1,0.482,1,1,1,1,0.0116,1,1,0.7024,1,1,0.482,1,1,1,1,0.001501879,1,1,0.698799349,1,1,0.608,1,1,0.269525486,0.711564409,1,1,0.424,1,1,1,1,1,0.062800077,0.92765716,1,1,0.274,1,1,1,1,1,0.033,0.6998,1,1,0.6625,1,1,0.110558951,0.772670106,1,1,1,0.4111,1,0.3536,1,0.9311,0.9225,0.9149,0.9358,1,1,1,1,0.0291,0.061,0.0343,0.9159,0.9109,0.925,0.9247,0.9002,0.942,0.9407,0.923,0.9269,0.9233,1,1,1,1,0,0.1998,0.0191,0.2069,0.1928,0.1229,0.9497,0.9767,0.9481,0.9299,0.9717,0.9445,0.9185,0.9699,1,1,1,1,0.7199,0.2846,0.6038,0.2181,0.5657,0.1543,0.1592,0.9994,0.9429,0.9426,0.9925,0.9988,0.9322,0.941,0.9408,0.9953,0.9334,0.9969,0.9383,1,1,1,1,0.3498,0.5356,0.2251,0.2838,0.5504,1,1,1,1,0.0827,0.0888,0.1291,0.2415,0.1095,0.2362,0.0717,0.9964,0.9879,0.9852,0.9871,0.981,1,1,1,1,1,1,1,1,1
420,1,1,0.482,1,1,1,1,0.0035,1,1,0.7138,1,1,0.482,1,1,1,1,0.005330231,1,1,0.714124798,1,1,0.608,1,1,0.215353592,0.717053934,1,1,0.424,1,1,1,1,1,0.056566446,0.942489537,1,1,0.274,1,1,1,1,1,0.0179,0.7332,1,1,0.6625,1,1,0.085667397,0.766780054,1,1,1,0.5946,1,0.5165,1,0.9266,0.9155,0.9039,0.9269,1,1,1,1,0.0688,0.057,0.0547,0.9228,0.9175,0.9365,0.9357,0.9129,0.9522,0.9468,0.9299,0.9438,0.931,1,1,1,1,0.0351,0.1604,0.0439,0.2835,0.18,0.1512,0.9631,0.979,0.9619,0.897,0.9792,0.9546,0.9178,0.9746,1,1,1,1,0.7345,0.307,0.6361,0.2424,0.5585,0.1835,0.1999,0.9995,0.9496,0.9538,0.9848,0.9972,0.928,0.9507,0.9509,0.9917,0.9347,0.9906,0.9457,1,1,1,1,0.3553,0.5595,0.225,0.2661,0.6218,1,1,1,1,0.056,0.0672,0.087,0.2504,0.0556,0.2359,0.054,0.9955,0.9477,0.9833,0.9828,0.9735,1,1,1,1,1,1,1,1,1
421,1,1,0.482,1,1,1,1,0.0079,1,1,0.7106,1,1,0.482,1,1,1,1,0.060379962,1,1,0.706688873,1,1,0.608,1,1,0.159325912,0.716774732,1,1,0.424333333,1,1,1,1,1,0.059307437,0.942292932,1,1,0.274,1,1,1,1,1,0.0458,0.6883,1,1,0.663,1,1,0.198890286,0.770210066,1,1,1,0.9088,1,0.8615,1,0.9534,0.9427,0.9212,0.9551,1,1,1,1,0.1386,0.0977,0.0947,0.9129,0.9079,0.9335,0.9348,0.8947,0.9509,0.9363,0.9297,0.935,0.9315,1,1,1,1,0.0439,0.1213,0.0397,0.3314,0.169,0.1065,0.9537,0.9809,0.9534,0.9262,0.9832,0.9473,0.9146,0.9791,1,1,1,1,0.517,0.2185,0.4933,0.2041,0.4561,0.2978,0.1965,1,0.9458,0.9521,0.9894,0.9997,0.9252,0.9464,0.951,0.9968,0.935,0.9923,0.9438,1,1,1,1,0.2903,0.5418,0.2245,0.2614,0.6274,1,1,1,1,0.0781,0.1307,0.1289,0.2099,0.0742,0.3692,0.0494,0.9794,0.9241,0.9589,0.9764,0.9428,1,1,1,1,1,1,1,1,1
422,1,1,0.482,1,1,1,1,0.0277,1,1,0.7284,1,1,0.482,1,1,1,1,0.100283449,1,1,0.728561078,1,1,0.608,1,1,0.197010922,0.729753639,1,1,0.424333333,1,1,1,1,1,0.05404908,0.954731068,1,1,0.274,1,1,1,1,1,0.0316,0.664,1,1,0.663,1,1,0.19731325,0.741299815,1,1,1,0.998,1,0.9879,1,0.9312,0.908,0.8938,0.9316,1,1,1,1,0.1417,0.1526,0.1751,0.9474,0.942,0.9761,0.9713,0.9227,0.9757,0.9768,0.9603,0.9636,0.9539,1,1,1,1,0.0124,0.2307,0.0291,0.3387,0.3254,0.2562,0.9663,0.9969,0.9694,0.932,0.9932,0.9701,0.8957,0.9911,1,1,1,1,0.481,0.1611,0.4387,0.1711,0.4359,0.4151,0.1988,0.9963,0.9801,0.9755,0.9843,0.9909,0.9514,0.966,0.9838,0.9873,0.9609,0.976,0.9638,1,1,1,1,0.3251,0.6228,0.2243,0.2547,0.6076,1,1,1,1,0.0688,0.1117,0.1651,0.1975,0.1059,0.3091,0.0662,0.9302,0.8583,0.9175,0.9322,0.8917,1,1,1,1,1,1,1,1,1
423,1,1,0.481,1,1,1,1,0.0336,1,1,0.7051,1,1,0.481,1,1,1,1,0.156161327,1,1,0.69062035,1,1,0.608,1,1,0.247909831,0.685346201,1,1,0.424333333,1,1,1,1,1,0.170522806,0.891077016,1,1,0.274,1,1,1,1,1,0.0317,0.6795,1,1,0.663,1,1,0.140203203,0.691731293,1,1,1,1,1,1,1,0.9168,0.8956,0.8796,0.9226,1,1,1,1,0.22,0.1338,0.1767,0.9162,0.9074,0.9443,0.9418,0.9073,0.9575,0.9451,0.9339,0.9305,0.9354,1,1,1,1,0.0375,0.2842,0.0563,0.4038,0.2957,0.2822,0.9432,0.9718,0.9462,0.8964,0.9725,0.9409,0.8546,0.9708,1,1,1,1,0.3932,0.5025,0.3711,0.5291,0.3283,0.4142,0.5112,0.9737,0.9558,0.958,0.9305,0.9663,0.9177,0.9489,0.9617,0.9649,0.9336,0.9479,0.9454,1,1,1,1,0.3841,0.7649,0.2271,0.2518,0.6104,1,1,1,1,0.0553,0.1348,0.1369,0.2635,0.1083,0.282,0.0985,0.8028,0.7671,0.8519,0.8842,0.7895,1,1,1,1,1,1,1,1,1
424,1,1,0.481,1,1,1,1,0.1496,1,1,0.6818,1,1,0.481,1,1,1,1,0.496284521,1,1,0.653008207,1,1,0.608,1,1,0.226961314,0.622311495,1,1,0.424666667,1,1,1,1,1,0.183642329,0.810434773,1,1,0.274,1,1,1,1,1,0.0316,0.6374,1,1,0.6635,1,1,0.09337953,0.582740853,1,1,1,1,1,1,1,0.884,0.8669,0.8594,0.8983,1,1,1,1,0.3449,0.1872,0.1435,0.8984,0.896,0.9272,0.9241,0.8948,0.9386,0.9267,0.9189,0.909,0.9133,1,1,1,1,0.0698,0.1501,0.0569,0.3971,0.3691,0.1599,0.9348,0.9447,0.9234,0.7856,0.9437,0.9144,0.7673,0.9477,1,1,1,1,0.2273,0.6225,0.2774,0.6355,0.266,0.3096,0.5905,0.9164,0.9435,0.9328,0.8827,0.9109,0.9054,0.9266,0.9465,0.9104,0.9156,0.8493,0.9225,1,1,1,1,0.4512,0.6675,0.2279,0.2495,0.5949,1,1,1,1,0.0684,0.0806,0.1126,0.2885,0.0941,0.2401,0.0919,0.7644,0.6924,0.7311,0.7459,0.7151,1,1,1,1,1,1,1,1,1
425,1,1,0.481,1,1,1,1,0.3575,1,1,0.6376,1,1,0.481,1,1,1,1,0.625932826,1,1,0.589138482,1,1,0.608,1,1,0.260186849,0.552121928,1,1,0.424666667,1,1,1,1,1,0.166741076,0.68220143,1,1,0.274,1,1,1,1,1,0.0573,0.5614,1,1,0.6635,1,1,0.110588814,0.381370393,1,1,1,1,0.9965,1,1,0.736,0.7709,0.7581,0.7726,1,1,1,1,0.3728,0.205,0.1672,0.8419,0.8362,0.8804,0.8722,0.8226,0.8991,0.8914,0.8586,0.8789,0.8778,1,1,1,1,0.0459,0.1636,0.1173,0.4519,0.3783,0.1663,0.8938,0.8872,0.8803,0.7138,0.8825,0.8741,0.7233,0.888,1,1,1,1,0.2819,0.6602,0.2808,0.6385,0.2495,0.2861,0.5561,0.7282,0.8987,0.8242,0.7025,0.7235,0.8263,0.8182,0.9013,0.7181,0.8309,0.631,0.8162,1,1,1,1,0.4131,0.9204,0.3182,0.2655,0.4894,1,1,1,1,0.0253,0.0501,0.109,0.3051,0.099,0.2536,0.0971,0.6239,0.5812,0.5926,0.5779,0.5598,1,1,1,1,1,1,1,1,1
426,1,1,0.481,1,1,1,1,0.565,1,1,0.5145,1,1,0.481,1,1,1,1,0.562701208,1,1,0.436576124,1,1,0.609,1,1,0.320055415,0.397861086,1,1,0.424666667,1,1,1,1,1,0.160606481,0.462495174,1,1,0.274,1,1,1,1,1,0.0745,0.3695,1,1,0.664,1,1,0.125064421,0.198879025,1,1,1,1,1,1,1,0.4863,0.5497,0.533,0.5333,1,1,1,1,0.3488,0.1837,0.2765,0.6565,0.6506,0.6987,0.6888,0.6422,0.7189,0.7115,0.6821,0.721,0.7082,1,1,1,1,0.1467,0.2197,0.1522,0.4548,0.4222,0.2427,0.7453,0.6968,0.749,0.5914,0.6891,0.7492,0.5884,0.6932,1,1,1,1,0.4672,0.5697,0.3885,0.6222,0.3411,0.2761,0.5627,0.4358,0.7032,0.618,0.4343,0.4257,0.6085,0.6113,0.7055,0.4197,0.6119,0.4044,0.6022,1,1,1,1,0.4057,1,0.6893,0.3373,0.4673,1,1,1,1,0.0499,0.0455,0.0694,0.3022,0.0564,0.3209,0.0704,0.3267,0.4191,0.3285,0.3209,0.3719,1,1,1,1,1,1,1,1,1
427,1,1,0.481,1,1,1,1,0.2929,1,1,0.3326,1,1,0.481,1,1,1,1,0.485631783,1,1,0.260736958,1,1,0.609,1,1,0.324807301,0.234670819,1,1,0.425,1,1,1,1,1,0.1525736,0.237439403,1,1,0.274,1,1,1,1,1,0.0994,0.1013,1,1,0.6645,1,1,0.181753654,0.037479093,1,1,1,1,1,1,1,0.0256,0.2313,0.2086,0.1636,1,1,1,1,0.3313,0.1499,0.2523,0.366,0.3581,0.4236,0.414,0.3557,0.4606,0.4435,0.4139,0.4748,0.45,1,1,1,1,0.075,0.2212,0.2607,0.4499,0.3648,0.2325,0.5081,0.4011,0.5101,0.3144,0.3972,0.5098,0.3525,0.3994,1,1,1,1,0.4345,0.5417,0.3267,0.5495,0.3067,0.2418,0.5066,0,0.4177,0.2956,0.0662,0,0.2914,0.2879,0.4228,0,0.2926,0.0738,0.2779,1,1,1,1,0.252,1,0.5625,0.3109,0.3069,1,1,1,1,0.182,0.1301,0.1212,0.3591,0.1115,0.3384,0.126,0.0129,0.125,0.0149,0.0185,0.0902,1,1,1,1,1,1,1,1,1
428,1,1,0.481,1,1,1,1,0.0854,1,1,0.0616,1,1,0.481,1,1,1,1,0.551938943,1,1,0.010672891,1,1,0.609,1,1,0.343469226,0.035133718,1,1,0.425,1,1,1,1,1,0.122631153,0,1,1,0.274,1,1,1,1,1,0.1626,0,1,1,0.6645,1,1,0.242126058,0,1,1,1,1,0.9673,1,0.9528,0,0,0,0,1,1,1,1,0.4175,0.2693,0.3176,0,0,0,0,0,0.0009,0,0,0.0295,0.002,1,1,1,1,0.0628,0.2964,0.396,0.4963,0.3862,0.2961,0.1843,0,0.1908,0,0,0.1693,0.0021,0,1,1,1,1,0.4423,0.4786,0.3411,0.4304,0.3587,0.1993,0.4067,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.1849,0.4087,0.3018,0.2488,0.0951,1,1,1,1,0.2573,0.2493,0.2507,0.3545,0.2292,0.3948,0.2567,0,0,0,0,0,1,1,1,1,1,1,1,1,1
429,1,1,0.481,1,1,1,1,0.3071,1,1,0,1,1,0.481,1,1,1,1,0.738383377,1,1,0,1,1,0.609,1,1,0.324341331,0,1,1,0.425,1,1,1,1,1,0.132685889,0,1,1,0.274,1,1,1,1,1,0.1542,0,1,1,0.6645,1,1,0.222316957,0,1,1,0.8889,1,0.7883,1,0.8808,0,0,0,0,1,1,1,1,0.5447,0.37,0.4182,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.7114,0.2515,0.4629,0.5825,0.3353,0.2817,0,0,0,0,0,0,0,0,1,1,1,1,0.5047,0.5559,0.4672,0.4639,0.4994,0.1565,0.4454,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.2579,0.2635,0.1518,0.1426,0,1,1,1,1,0.3156,0.2857,0.274,0.3042,0.2774,0.5001,0.3979,0,0,0,0,0,1,1,1,1,1,1,1,1,1
430,1,1,0.481,1,1,1,1,0.2771,1,1,0,1,1,0.481,1,1,1,1,0.788009598,1,1,0,1,1,0.609,1,1,0.327156468,0,1,1,0.425333333,1,1,1,1,1,0.142300648,0,1,1,0.274,1,1,1,1,1,0.1424,0,1,1,0.665,1,1,0.276174006,0,1,1,0.7964,0.9783,0.7722,0.9555,0.8885,0,0,0,0,1,1,1,1,0.5132,0.487,0.5095,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.7315,0.225,0.5171,0.6454,0.3005,0.2664,0,0,0,0,0,0,0,0,1,1,1,1,0.6046,0.5838,0.5469,0.5034,0.5589,0.2538,0.4259,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.2767,0.2133,0.1299,0.1274,0,1,1,1,1,0.4523,0.4054,0.4322,0.3627,0.4002,0.4388,0.486,0,0,0,0,0,1,1,1,1,1,1,1,1,1
431,1,1,0.481,1,1,1,1,0.2765,1,1,0,1,1,0.481,1,1,1,1,0.78921263,1,1,0,1,1,0.609,1,1,0.354493151,0,1,1,0.425333333,1,1,1,1,1,0.149013122,0,1,1,0.274,1,1,1,1,1,0.1031,0,1,1,0.665,1,1,0.39119107,0,1,1,0.9724,0.9659,0.9709,0.9092,0.9022,0,0,0,0,1,1,1,1,0.4758,0.4487,0.5163,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.581,0.2259,0.4757,0.6642,0.2436,0.2712,0,0,0,0,0,0,0,0,1,1,1,1,0.4814,0.5606,0.3962,0.4872,0.4218,0.2822,0.4116,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.3383,0.1586,0.1444,0.1792,0,1,1,1,1,0.5312,0.4448,0.4944,0.3773,0.4946,0.4358,0.5408,0,0,0,0,0,1,1,1,1,1,1,1,1,1
432,1,1,0.481,1,1,1,1,0.3077,1,1,0,1,1,0.481,1,1,1,1,0.796186728,1,1,0,1,1,0.609,1,1,0.34172997,0,1,1,0.425666667,1,1,1,1,1,0.173029433,0,1,1,0.274,1,1,1,1,1,0.063,0,1,1,0.6655,1,1,0.353604277,0,1,1,0.9884,0.9925,1,0.9546,0.9026,0,0,0,0,1,1,1,1,0.4467,0.4697,0.5655,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5491,0.2108,0.5863,0.6708,0.2442,0.2501,0,0,0,0,0,0,0,0,1,1,1,1,0.3539,0.5523,0.275,0.4346,0.2621,0.2757,0.3964,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.3197,0.1383,0.1434,0.2844,0,1,1,1,1,0.5934,0.439,0.4466,0.3705,0.4717,0.4008,0.4609,0,0,0,0,0,1,1,1,1,1,1,1,1,1
433,1,1,0.48,1,1,1,1,0.5222,1,1,0,1,1,0.48,1,1,1,1,0.789007486,1,1,0,1,1,0.609,1,1,0.347244896,0,1,1,0.425333333,1,1,1,1,1,0.188948607,0,1,1,0.274,1,1,1,1,1,0.0443,0,1,1,0.6655,1,1,0.327566022,0,1,1,0.9818,0.9684,1,0.8879,0.8092,0,0,0,0,1,1,1,1,0.446,0.5165,0.5394,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.7114,0.2134,0.661,0.6421,0.2902,0.2462,0,0,0,0,0,0,0,0,1,1,1,1,0.1819,0.5378,0.1638,0.4107,0.147,0.5025,0.4023,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.3813,0.0909,0.1249,0.3261,0,1,1,1,1,0.6316,0.4933,0.41,0.4927,0.3901,0.4398,0.3684,0,0,0,0,0,1,1,1,1,1,1,1,1,1
434,1,1,0.48,1,1,1,1,0.5521,1,1,0,1,1,0.48,1,1,1,1,0.774548722,1,1,0,1,1,0.609,1,1,0.332656386,0,1,1,0.425,1,1,1,1,1,0.141539417,0,1,1,0.274,1,1,1,1,1,0.0462,0,1,1,0.6655,1,1,0.29636038,0,1,1,0.8748,0.8643,0.9837,0.787,0.6299,0,0,0,0,1,1,1,1,0.3323,0.5657,0.5087,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.7783,0.1957,0.6292,0.6176,0.2528,0.2312,0,0,0,0,0,0,0,0,1,1,1,1,0.2042,0.4698,0.212,0.3916,0.2022,0.4734,0.3575,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.3885,0.0455,0.1172,0.3713,0,1,1,1,1,0.5508,0.4694,0.399,0.5162,0.3504,0.4147,0.3619,0,0,0,0,0,1,1,1,1,1,1,1,1,1
435,1,1,0.48,1,1,1,1,0.3904,1,1,0,1,1,0.48,1,1,1,1,0.773385284,1,1,0,1,1,0.61,1,1,0.310762724,0,1,1,0.425333333,1,1,1,1,1,0.120907075,0,1,1,0.274,1,1,1,1,1,0.0625,0,1,1,0.6665,1,1,0.281808855,0,1,1,0.7522,0.9522,0.8882,0.9009,0.5389,0,0,0,0,1,1,1,1,0.3238,0.5238,0.4181,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.6831,0.154,0.5254,0.6377,0.226,0.2203,0,0,0,0,0,0,0,0,1,1,1,1,0.1482,0.3638,0.2093,0.3478,0.2668,0.5066,0.2936,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.3422,0.0286,0.1107,0.366,0,1,1,1,1,0.4277,0.4627,0.3512,0.6271,0.2381,0.5443,0.2866,0,0,0,0,0,1,1,1,1,1,1,1,1,1
436,1,1,0.48,1,1,1,1,0.211,1,1,0,1,1,0.48,1,1,1,1,0.764613777,1,1,0,1,1,0.61,1,1,0.302048368,0,1,1,0.425333333,1,1,1,1,1,0.113319086,0,1,1,0.273,1,1,1,1,1,0.0982,0,1,1,0.6665,1,1,0.306909145,0,1,1,0.6287,0.8383,0.7989,0.8228,0.4591,0,0,0,0,1,1,1,1,0.3128,0.4479,0.3897,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.4197,0.1613,0.3991,0.5826,0.2196,0.2054,0,0,0,0,0,0,0,0,1,1,1,1,0.1126,0.4489,0.1856,0.3856,0.2652,0.4814,0.3264,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.28,0.0131,0.0531,0.1994,0,1,1,1,1,0.6691,0.536,0.3381,0.6919,0.2381,0.6454,0.2794,0,0,0,0,0,1,1,1,1,1,1,1,1,1
437,1,1,0.48,1,1,1,1,0.132,1,1,0,1,1,0.48,1,1,1,1,0.767173492,1,1,0,1,1,0.61,1,1,0.267425594,0.000498946,1,1,0.425333333,1,1,1,1,1,0.080146011,0.000247758,1,1,0.273,1,1,1,1,1,0.1007,0,1,1,0.6665,1,1,0.362115926,0.104809223,1,1,0.5992,0.6755,0.8275,0.6557,0.446,0.1833,0.0816,0.2025,0.1457,1,1,1,1,0.2879,0.3897,0.3579,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.2918,0.1508,0.2362,0.5472,0.2398,0.1801,0,0,0,0,0,0,0,0,1,1,1,1,0.0804,0.412,0.1447,0.3428,0.2077,0.4166,0.3359,0,0,0,0,0,0,0,0,0,0,0.0005,0,1,1,1,1,0.2533,0.0101,0.0661,0.211,0,1,1,1,1,0.5318,0.4412,0.2835,0.7382,0.2411,0.7052,0.243,0.1805,0.1938,0.1655,0.1435,0.1809,1,1,1,1,1,1,1,1,1
438,1,1,0.48,1,1,1,1,0.3756,1,1,0.127,1,1,0.48,1,1,1,1,0.791375737,1,1,0.161366222,1,1,0.61,1,1,0.218714482,0.240992848,1,1,0.425666667,1,1,1,1,1,0.102845917,0.279337814,1,1,0.273,1,1,1,1,1,0.1148,0,1,1,0.667,1,1,0.247813841,0.328568909,1,1,0.8667,0.5304,1,0.5209,0.5759,0.5305,0.5142,0.5392,0.5304,1,1,1,1,0.276,0.3317,0.372,0.2454,0.2562,0.2411,0.2432,0.2439,0.2233,0.2254,0.2254,0.171,0.1942,1,1,1,1,0.1297,0.1032,0.1305,0.4677,0.2197,0.185,0.3011,0.3822,0.3008,0.3711,0.3936,0.2953,0.3712,0.3683,1,1,1,1,0.0961,0.4524,0.1635,0.407,0.1952,0.4042,0.3336,0.4093,0.3008,0.3608,0.4777,0.4055,0.3262,0.3579,0.2992,0.4,0.3315,0.4757,0.3562,1,1,1,1,0.326,0.0348,0.1225,0.2096,0.0364,1,1,1,1,0.4916,0.375,0.1909,0.7223,0.1599,0.6667,0.2151,0.5353,0.5646,0.534,0.5006,0.5013,1,1,1,1,1,1,1,1,1
439,1,1,0.48,1,1,1,1,0.3678,1,1,0.3579,1,1,0.48,1,1,1,1,0.723614809,1,1,0.345212366,1,1,0.61,1,1,0.195765166,0.445833457,1,1,0.425666667,1,1,1,1,1,0.069304943,0.481563776,1,1,0.273,1,1,1,1,1,0.102,0.0795,1,1,0.667,1,1,0.136910875,0.557209526,1,1,0.9146,0.3821,0.9893,0.358,0.6325,0.7651,0.7421,0.7646,0.7584,1,1,1,1,0.2693,0.2471,0.2668,0.563,0.5685,0.5572,0.5581,0.5716,0.5532,0.5577,0.5719,0.5417,0.5358,1,1,1,1,0.0638,0.1244,0.0806,0.2745,0.1616,0.1789,0.6151,0.6461,0.6116,0.6541,0.657,0.6037,0.6581,0.6378,1,1,1,1,0.1098,0.4283,0.1767,0.3752,0.2488,0.4159,0.3543,0.6856,0.5986,0.6488,0.7475,0.6645,0.6116,0.644,0.6002,0.6751,0.6199,0.7453,0.6408,1,1,1,1,0.3204,0.071,0.1513,0.1971,0.2744,1,1,1,1,0.5384,0.3443,0.1512,0.6135,0.1242,0.4793,0.1659,0.7934,0.7984,0.7909,0.7737,0.7234,1,1,1,1,1,1,1,1,1
440,1,1,0.48,1,1,1,1,0.157,1,1,0.531,1,1,0.48,1,1,1,1,0.35633219,1,1,0.513354497,1,1,0.61,1,1,0.154327101,0.591454558,1,1,0.426,1,1,1,1,1,0.085156684,0.684286538,1,1,0.273,1,1,1,1,1,0.1108,0.3084,1,1,0.6675,1,1,0.157999108,0.63058958,1,1,0.885,0.3966,0.9851,0.3437,0.6042,0.8759,0.8566,0.8599,0.8805,1,1,1,1,0.154,0.0877,0.1298,0.7872,0.7847,0.7809,0.7858,0.792,0.7801,0.7829,0.7784,0.7465,0.7636,1,1,1,1,0.0185,0.0876,0.0355,0.1963,0.1077,0.0735,0.8286,0.8329,0.8243,0.8345,0.8328,0.8155,0.8346,0.8327,1,1,1,1,0.1299,0.4426,0.1916,0.4206,0.2948,0.2481,0.389,0.8461,0.8103,0.8297,0.884,0.8391,0.8113,0.8277,0.81,0.841,0.8209,0.886,0.8304,1,1,1,1,0.1874,0.0589,0.0972,0.1988,0.5157,1,1,1,1,0.5978,0.489,0.3322,0.3657,0.243,0.3045,0.2968,0.8696,0.8825,0.8769,0.8635,0.8426,1,1,1,1,1,1,1,1,1
441,1,1,0.48,1,1,1,1,0.0623,1,1,0.6299,1,1,0.48,1,1,1,1,0.125085803,1,1,0.618468259,1,1,0.61,1,1,0.102347079,0.649117871,1,1,0.426,1,1,1,1,1,0.08516191,0.800127513,1,1,0.273,1,1,1,1,1,0.0554,0.4884,1,1,0.6675,1,1,0.344746153,0.650739993,1,1,0.8011,0.3974,0.9793,0.3152,0.5885,0.9113,0.892,0.8865,0.9155,1,1,1,1,0.0476,0.022,0.0679,0.8813,0.8756,0.8887,0.8908,0.8799,0.8979,0.8981,0.8884,0.8666,0.8749,1,1,1,1,0,0.0633,0.0106,0.1847,0.1261,0.0573,0.9077,0.8949,0.9039,0.8942,0.8897,0.897,0.8954,0.8889,1,1,1,1,0.2034,0.3572,0.2333,0.3803,0.3106,0.1441,0.3445,0.9323,0.8931,0.8954,0.9599,0.9241,0.8862,0.8912,0.8902,0.9146,0.8919,0.9642,0.8956,1,1,1,1,0.2385,0.0457,0.1081,0.1986,0.5171,1,1,1,1,0.3636,0.438,0.3625,0.2344,0.3819,0.227,0.4288,0.9569,0.9599,0.9426,0.8982,0.9156,1,1,1,1,1,1,1,1,1
