,biomass,biomass,conventional_hydroelectric,geothermal,geothermal,hydroelectric_pumped_storage,hydroelectric_pumped_storage,onshore_wind_turbine,small_hydroelectric,small_hydroelectric,solar_photovoltaic,biomass,biomass,conventional_hydroelectric,geothermal,geothermal,hydroelectric_pumped_storage,hydroelectric_pumped_storage,onshore_wind_turbine,small_hydroelectric,small_hydroelectric,solar_photovoltaic,biomass,biomass,conventional_hydroelectric,geothermal,geothermal,onshore_wind_turbine,solar_photovoltaic,biomass,biomass,conventional_hydroelectric,geothermal,geothermal,hydroelectric_pumped_storage,hydroelectric_pumped_storage,nuclear,onshore_wind_turbine,solar_photovoltaic,biomass,biomass,conventional_hydroelectric,geothermal,geothermal,hydroelectric_pumped_storage,hydroelectric_pumped_storage,nuclear,onshore_wind_turbine,solar_photovoltaic,biomass,biomass,conventional_hydroelectric,hydroelectric_pumped_storage,hydroelectric_pumped_storage,onshore_wind_turbine,solar_photovoltaic,naturalgas_ccccsavgcf,new_onshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,new_onshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_floating_offshore_wind,new_utility_pv,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_onshore_wind,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,new_utility_pv,battery,nuclear,naturalgas_ccs100,new_biogas_CCGT,new_biogas_CCGT,new_biogas_CCGT,new_biogas_CCGT,new_biogas_CCGT,new_biogas_CCGT
1,1,1,0.391,1,1,1,1,0.2201,1,1,0,1,1,0.391,1,1,1,1,0.605769867,1,1,0,1,1,0.292,1,1,0.514154457,0,1,1,0.332666667,1,1,1,1,1,0.069093478,0,1,1,0.292,1,1,1,1,1,0.5738,0,1,1,0.364,1,1,0.375162218,0,1,1,0.0034,0.2927,0,0.2197,0.0262,0,0,0,0,1,1,1,1,0.3071,0.3426,0.3082,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.6609,0.5766,0.5166,0.424,0.5256,0.4451,0,0,0,0,0,0,0,0,1,1,1,1,0.0957,0.3844,0.169,0.3441,0.1923,0.2847,0.2469,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5692,0.1324,0.3076,0.2491,0,1,1,1,1,0.38,0.427,0.573,0.609,0.5506,0.6057,0.4867,0,0,0,0,0,1,1,1,1,1,1,1,1,1
2,1,1,0.39,1,1,1,1,0.1691,1,1,0,1,1,0.39,1,1,1,1,0.603704682,1,1,0,1,1,0.292,1,1,0.448201592,0,1,1,0.332,1,1,1,1,1,0.037829194,0,1,1,0.292,1,1,1,1,1,0.5048,0,1,1,0.364,1,1,0.407694402,0,1,1,0,0.3025,0,0.2023,0.0268,0,0,0,0,1,1,1,1,0.3125,0.3444,0.3194,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.6048,0.5837,0.439,0.3736,0.4846,0.4641,0,0,0,0,0,0,0,0,1,1,1,1,0.1129,0.3151,0.1858,0.2852,0.204,0.3473,0.2334,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5412,0.116,0.2595,0.2551,0,1,1,1,1,0.379,0.4792,0.5952,0.6555,0.5922,0.6452,0.5455,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3,1,1,0.39,1,1,1,1,0.2051,1,1,0,1,1,0.39,1,1,1,1,0.535683487,1,1,0,1,1,0.292,1,1,0.445573726,0,1,1,0.332,1,1,1,1,1,0.024351712,0,1,1,0.292,1,1,1,1,1,0.4274,0,1,1,0.364,1,1,0.398654073,0,1,1,0,0.1729,0,0.0906,0.002,0,0,0,0,1,1,1,1,0.2938,0.3885,0.2657,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.6184,0.5889,0.4245,0.3671,0.3692,0.4109,0,0,0,0,0,0,0,0,1,1,1,1,0.1199,0.2291,0.1793,0.2161,0.2098,0.345,0.2037,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.4939,0.0638,0.1968,0.2871,0,1,1,1,1,0.4315,0.5064,0.5935,0.6346,0.5966,0.6348,0.5647,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4,1,1,0.39,1,1,1,1,0.1669,1,1,0,1,1,0.39,1,1,1,1,0.536531272,1,1,0,1,1,0.292,1,1,0.420515149,0,1,1,0.331666667,1,1,1,1,1,0.015606651,0,1,1,0.292,1,1,1,1,1,0.28,0,1,1,0.3635,1,1,0.296330163,0,1,1,0,0.1749,0,0.0962,0.0016,0,0,0,0,1,1,1,1,0.2504,0.3853,0.23,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.4097,0.5008,0.2781,0.3173,0.27,0.3358,0,0,0,0,0,0,0,0,1,1,1,1,0.1174,0.094,0.1557,0.0958,0.1773,0.3247,0.1307,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.2938,0.0874,0.1289,0.2933,0,1,1,1,1,0.4888,0.4866,0.5168,0.4975,0.5265,0.5101,0.4649,0,0,0,0,0,1,1,1,1,1,1,1,1,1
5,1,1,0.39,1,1,1,1,0.1664,1,1,0,1,1,0.39,1,1,1,1,0.430016775,1,1,0,1,1,0.292,1,1,0.396614749,0,1,1,0.331666667,1,1,1,1,1,0.010606937,0,1,1,0.292,1,1,1,1,1,0.2533,0,1,1,0.3635,1,1,0.266531829,0,1,1,0,0.1411,0,0.0729,0.003,0,0,0,0,1,1,1,1,0.2308,0.3573,0.1558,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.2867,0.3991,0.1957,0.2097,0.1971,0.258,0,0,0,0,0,0,0,0,1,1,1,1,0.181,0.0581,0.2219,0.0642,0.2303,0.3572,0.0911,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.2255,0.0918,0.0721,0.3508,0,1,1,1,1,0.5847,0.4946,0.47,0.4368,0.5067,0.4537,0.4801,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6,1,1,0.389,1,1,1,1,0.277,1,1,0,1,1,0.389,1,1,1,1,0.403804502,1,1,0,1,1,0.292,1,1,0.355961509,0.000170617,1,1,0.331666667,1,1,1,1,1,0.014697368,0.018478651,1,1,0.292,1,1,1,1,1,0.2696,0,1,1,0.3635,1,1,0.268226058,0.200369702,1,1,0,0.2168,0,0.1598,0.0049,0.3357,0.2835,0.3341,0.3189,1,1,1,1,0.1867,0.2699,0.1438,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.1609,0.2645,0.1265,0.2325,0.2567,0.217,0,0,0,0,0,0,0,0,1,1,1,1,0.2657,0.046,0.261,0.0599,0.2688,0.3277,0.0799,0.0623,0,0,0.1655,0.0646,0,0,0,0.0797,0,0.166,0,1,1,1,1,0.1778,0.0903,0.0697,0.3925,0,1,1,1,1,0.6979,0.5794,0.4413,0.4444,0.4679,0.4405,0.4204,0.267,0.2651,0.2759,0.2873,0.2486,1,1,1,1,1,1,1,1,1
7,1,1,0.389,1,1,1,1,0.2232,1,1,0.2129,1,1,0.389,1,1,1,1,0.366490455,1,1,0.220572185,1,1,0.292,1,1,0.299158378,0.286862309,1,1,0.331,1,1,1,1,1,0.009190967,0.315245513,1,1,0.292,1,1,1,1,1,0.2221,0.1849,1,1,0.363,1,1,0.197431947,0.450889546,1,1,0,0.394,0,0.2921,0.0047,0.6589,0.6276,0.6605,0.6538,1,1,1,1,0.1437,0.194,0.0973,0.3553,0.3679,0.3777,0.371,0.347,0.3614,0.3772,0.3665,0.3517,0.3477,1,1,1,1,0.0653,0.2418,0.063,0.2787,0.3388,0.1959,0.4169,0.5045,0.4167,0.3735,0.47,0.4145,0.376,0.4496,1,1,1,1,0.1542,0.0292,0.1434,0.0414,0.1453,0.3623,0.0596,0.4463,0.4101,0.2643,0.5397,0.4399,0.2851,0.2811,0.4067,0.4452,0.2682,0.5518,0.2937,1,1,1,1,0.1225,0.0805,0.096,0.3927,0.3427,1,1,1,1,0.6079,0.5283,0.3612,0.3839,0.3466,0.3584,0.2689,0.6072,0.5918,0.6217,0.6295,0.5662,1,1,1,1,1,1,1,1,1
8,1,1,0.389,1,1,1,1,0.1456,1,1,0.4498,1,1,0.389,1,1,1,1,0.24847739,1,1,0.4350272,1,1,0.292,1,1,0.200733658,0.48313355,1,1,0.330666667,1,1,1,1,1,0.006323207,0.565595605,1,1,0.292,1,1,1,1,1,0.083,0.3912,1,1,0.363,1,1,0.115259553,0.607399646,1,1,0,0.2217,0,0.1469,0,0.8641,0.8376,0.8577,0.8577,1,1,1,1,0.1266,0.1045,0.0393,0.6335,0.6457,0.6539,0.6511,0.6304,0.6681,0.6655,0.6472,0.6613,0.6577,1,1,1,1,0.0083,0.1769,0.0295,0.1791,0.2393,0.1391,0.7208,0.7434,0.7169,0.6553,0.7096,0.7118,0.6612,0.6945,1,1,1,1,0.1036,0.0047,0.1292,0.0075,0.1386,0.2961,0.0126,0.707,0.6796,0.5957,0.781,0.6972,0.5636,0.5962,0.674,0.6643,0.5466,0.7908,0.5989,1,1,1,1,0.0489,0.0272,0.0553,0.2791,0.6589,1,1,1,1,0.2993,0.2663,0.2023,0.1514,0.1856,0.1428,0.1306,0.8306,0.8293,0.8324,0.8328,0.7885,1,1,1,1,1,1,1,1,1
9,1,1,0.389,1,1,1,1,0.0345,1,1,0.6182,1,1,0.389,1,1,1,1,0.007907849,1,1,0.593752817,1,1,0.292,1,1,0.138496718,0.599190672,1,1,0.330666667,1,1,1,1,1,0.003619287,0.741705708,1,1,0.292,1,1,1,1,1,0.044,0.5371,1,1,0.363,1,1,0.151861992,0.672639639,1,1,0,0.1501,0,0.0807,0,0.9397,0.9158,0.921,0.9387,1,1,1,1,0.0137,0.0275,0.0086,0.805,0.8144,0.8378,0.838,0.7969,0.8727,0.8579,0.8163,0.8537,0.8631,1,1,1,1,0.0003,0.0844,0.0134,0.1795,0.1752,0.061,0.9049,0.8818,0.8998,0.8243,0.8516,0.8974,0.8282,0.836,1,1,1,1,0.1609,0.0007,0.1291,0.0066,0.1342,0.1189,0.0091,0.841,0.8494,0.7634,0.8919,0.8345,0.6927,0.7595,0.8481,0.811,0.7465,0.9008,0.7647,1,1,1,1,0.0369,0.0031,0.0548,0.2134,0.8464,1,1,1,1,0.1798,0.1479,0.1422,0.0753,0.1641,0.1067,0.1615,0.916,0.9183,0.9135,0.9044,0.8917,1,1,1,1,1,1,1,1,1
10,1,1,0.388,1,1,1,1,0.003,1,1,0.695,1,1,0.388,1,1,1,1,0.0059935,1,1,0.672025027,1,1,0.292,1,1,0.106009918,0.635771856,1,1,0.330333333,1,1,1,1,1,0.007324749,0.823164144,1,1,0.292,1,1,1,1,1,0.0279,0.6182,1,1,0.3625,1,1,0.266144917,0.716299865,1,1,0,0.161,0,0.103,0,0.9534,0.938,0.9392,0.9508,1,1,1,1,0.0056,0.0068,0.0081,0.8659,0.8659,0.9006,0.9042,0.8612,0.9501,0.927,0.8815,0.9344,0.9399,1,1,1,1,0.0027,0.0579,0.0338,0.1637,0.1536,0.0669,0.96,0.9111,0.9572,0.8908,0.8932,0.9562,0.8922,0.8737,1,1,1,1,0.1746,0.0168,0.1268,0.0275,0.087,0.1124,0.0457,0.8664,0.9006,0.8167,0.9348,0.8703,0.7659,0.8048,0.9038,0.8495,0.7995,0.9441,0.8092,1,1,1,1,0.0245,0.0014,0.0872,0.1856,0.9196,1,1,1,1,0.1582,0.1681,0.1654,0.0758,0.2217,0.1943,0.236,0.9581,0.9554,0.9577,0.9519,0.9186,1,1,1,1,1,1,1,1,1
11,1,1,0.388,1,1,1,1,0,1,1,0.7228,1,1,0.388,1,1,1,1,0.022440614,1,1,0.706656628,1,1,0.292,1,1,0.111731416,0.685647896,1,1,0.33,1,1,1,1,1,0.031361284,0.872587433,1,1,0.292,1,1,1,1,1,0.0292,0.6721,1,1,0.3625,1,1,0.295767999,0.722140162,1,1,0,0.2206,0,0.2007,0.0025,0.9692,0.9464,0.95,0.9576,1,1,1,1,0.0176,0.006,0.0169,0.8884,0.8867,0.9156,0.9155,0.8817,0.9687,0.9402,0.9014,0.9488,0.9594,1,1,1,1,0.0055,0.0895,0.0514,0.1369,0.2674,0.1147,0.9733,0.9285,0.9726,0.9201,0.9059,0.969,0.9268,0.8945,1,1,1,1,0.201,0.0937,0.1279,0.1122,0.0787,0.1163,0.1601,0.8177,0.9171,0.8547,0.9572,0.8548,0.8102,0.8399,0.9169,0.8522,0.8294,0.9623,0.8389,1,1,1,1,0.067,0.0105,0.1228,0.1582,0.9572,1,1,1,1,0.0611,0.1066,0.1365,0.113,0.2834,0.2637,0.338,0.9572,0.9377,0.9581,0.9526,0.9278,1,1,1,1,1,1,1,1,1
12,1,1,0.388,1,1,1,1,0,1,1,0.7303,1,1,0.388,1,1,1,1,0.03432579,1,1,0.713989912,1,1,0.292,1,1,0.113215655,0.70401745,1,1,0.33,1,1,1,1,1,0.045415328,0.877940678,1,1,0.292,1,1,1,1,1,0.0058,0.6941,1,1,0.3625,1,1,0.293350795,0.720600894,1,1,0.0021,0.1326,0.0122,0.1452,0.0176,0.9617,0.9456,0.9494,0.9571,1,1,1,1,0.0353,0.0328,0.0331,0.892,0.8901,0.9286,0.926,0.8905,0.9801,0.9458,0.9216,0.9559,0.9707,1,1,1,1,0.0004,0.1989,0.0424,0.1518,0.2699,0.1295,0.9796,0.9365,0.9787,0.9454,0.8959,0.9771,0.953,0.8956,1,1,1,1,0.3079,0.0997,0.2323,0.1296,0.1442,0.1376,0.209,0.8053,0.93,0.8624,0.9675,0.8541,0.8336,0.8448,0.9283,0.8634,0.8469,0.9757,0.8447,1,1,1,1,0.05,0.0333,0.1199,0.1283,0.9677,1,1,1,1,0.0845,0.1129,0.1396,0.1797,0.2475,0.2824,0.3013,0.9342,0.8859,0.9472,0.9419,0.8912,1,1,1,1,1,1,1,1,1
13,1,1,0.387,1,1,1,1,0.0002,1,1,0.7276,1,1,0.387,1,1,1,1,0.073480148,1,1,0.715429775,1,1,0.292,1,1,0.106551832,0.687721591,1,1,0.329333333,1,1,1,1,1,0.045926485,0.869533644,1,1,0.292,1,1,1,1,1,0.0055,0.6997,1,1,0.362,1,1,0.27238703,0.688201838,1,1,0.011,0.1788,0.0526,0.1941,0.0626,0.9435,0.9211,0.9278,0.9377,1,1,1,1,0.1139,0.0683,0.0709,0.9038,0.9015,0.9351,0.93,0.9,0.9878,0.9543,0.9305,0.9619,0.9773,1,1,1,1,0.1024,0.2172,0.1331,0.2008,0.2637,0.175,0.9899,0.8909,0.9898,0.9631,0.8717,0.9863,0.9668,0.8887,1,1,1,1,0.4341,0.2007,0.3101,0.2071,0.2233,0.1758,0.2362,0.8413,0.9364,0.8279,0.9599,0.8578,0.833,0.8213,0.9417,0.8691,0.8441,0.9643,0.8275,1,1,1,1,0.0787,0.0616,0.1294,0.1266,0.9688,1,1,1,1,0.0777,0.184,0.2202,0.3155,0.2883,0.2762,0.3215,0.888,0.8142,0.9155,0.9063,0.8458,1,1,1,1,1,1,1,1,1
14,1,1,0.387,1,1,1,1,0.0016,1,1,0.7186,1,1,0.387,1,1,1,1,0.105049909,1,1,0.707999435,1,1,0.292,1,1,0.109586291,0.659458784,1,1,0.329333333,1,1,1,1,1,0.051144099,0.839927074,1,1,0.292,1,1,1,1,1,0.1268,0.6627,1,1,0.362,1,1,0.288882087,0.656072349,1,1,0.0151,0.2768,0.0641,0.2968,0.1191,0.9587,0.9328,0.9414,0.9564,1,1,1,1,0.2166,0.0688,0.1113,0.8902,0.8802,0.9215,0.9151,0.8817,0.97,0.9426,0.9094,0.9496,0.955,1,1,1,1,0.0318,0.1958,0.1008,0.1932,0.2649,0.1701,0.9686,0.8445,0.9714,0.9429,0.8578,0.9714,0.9428,0.8674,1,1,1,1,0.6276,0.1886,0.5068,0.1904,0.363,0.2212,0.2267,0.8473,0.9299,0.7206,0.9506,0.8535,0.8067,0.7451,0.931,0.8586,0.8134,0.9463,0.7656,1,1,1,1,0.217,0.1107,0.1514,0.082,0.9476,1,1,1,1,0.0756,0.1656,0.2106,0.3926,0.2715,0.3602,0.3463,0.77,0.6655,0.8522,0.8703,0.6956,1,1,1,1,1,1,1,1,1
15,1,1,0.387,1,1,1,1,0.0086,1,1,0.7304,1,1,0.387,1,1,1,1,0.153056616,1,1,0.705310815,1,1,0.292,1,1,0.121752351,0.677209159,1,1,0.329,1,1,1,1,1,0.050610737,0.808535296,1,1,0.292,1,1,1,1,1,0.2248,0.6518,1,1,0.362,1,1,0.254975253,0.581622711,1,1,0.0005,0.1834,0.0051,0.1884,0.1127,0.9376,0.9071,0.9256,0.9348,1,1,1,1,0.2807,0.1002,0.1515,0.8919,0.8763,0.9307,0.9196,0.8809,0.9796,0.9477,0.9162,0.9606,0.966,1,1,1,1,0.2064,0.1807,0.285,0.1478,0.3578,0.2758,0.9843,0.8427,0.9852,0.9565,0.8687,0.9826,0.9532,0.8661,1,1,1,1,0.5808,0.1874,0.5231,0.1813,0.4239,0.18,0.2322,0.8494,0.9354,0.642,0.9302,0.8387,0.7971,0.6995,0.9393,0.829,0.7989,0.9238,0.7126,1,1,1,1,0.2492,0.1485,0.1746,0.0952,0.9634,1,1,1,1,0.1022,0.1837,0.2312,0.4017,0.2549,0.3158,0.323,0.6742,0.5768,0.7457,0.7936,0.6032,1,1,1,1,1,1,1,1,1
16,1,1,0.387,1,1,1,1,0.0055,1,1,0.6951,1,1,0.387,1,1,1,1,0.116736908,1,1,0.660640989,1,1,0.292,1,1,0.113585123,0.616791777,1,1,0.328666667,1,1,1,1,1,0.043340906,0.733732001,1,1,0.292,1,1,1,1,1,0.3921,0.6079,1,1,0.3615,1,1,0.370587804,0.488043349,1,1,0.0003,0.2486,0.0026,0.2583,0.1169,0.8693,0.8648,0.8781,0.8757,1,1,1,1,0.1989,0.0763,0.1597,0.8622,0.8446,0.9072,0.8975,0.8544,0.9563,0.9283,0.8916,0.9365,0.9412,1,1,1,1,0.1046,0.1043,0.2653,0.0749,0.3677,0.2504,0.969,0.8542,0.9711,0.9136,0.8251,0.9663,0.9125,0.8189,1,1,1,1,0.525,0.0968,0.3832,0.1202,0.2809,0.2044,0.165,0.7527,0.9113,0.5719,0.8639,0.7329,0.7561,0.5045,0.9205,0.7117,0.7447,0.8642,0.598,1,1,1,1,0.3318,0.1814,0.2787,0.1543,0.9252,1,1,1,1,0.1594,0.263,0.2774,0.3476,0.3157,0.382,0.3145,0.5825,0.3986,0.6355,0.6832,0.45,1,1,1,1,1,1,1,1,1
17,1,1,0.386,1,1,1,1,0.0097,1,1,0.6275,1,1,0.386,1,1,1,1,0.062776972,1,1,0.557338274,1,1,0.292,1,1,0.09901989,0.536178064,1,1,0.328666667,1,1,1,1,1,0.053391837,0.57139238,1,1,0.292,1,1,1,1,1,0.3786,0.5359,1,1,0.3615,1,1,0.252180368,0.329252993,1,1,0,0.4791,0.0001,0.509,0.1479,0.6671,0.6914,0.7007,0.6843,1,1,1,1,0.1697,0.0574,0.1824,0.7196,0.7111,0.7862,0.78,0.7143,0.8627,0.8249,0.7637,0.854,0.8542,1,1,1,1,0.1864,0.0483,0.3246,0.0528,0.4037,0.2224,0.9175,0.7567,0.9115,0.8156,0.7102,0.9042,0.823,0.7019,1,1,1,1,0.4866,0.1761,0.4219,0.1826,0.3514,0.2068,0.2165,0.4681,0.8029,0.1657,0.6683,0.4294,0.5925,0.3075,0.8173,0.4511,0.5793,0.6634,0.4104,1,1,1,1,0.3265,0.2428,0.3802,0.1845,0.849,1,1,1,1,0.0711,0.1562,0.1577,0.3534,0.194,0.3855,0.2437,0.3862,0.2133,0.4449,0.4813,0.2867,1,1,1,1,1,1,1,1,1
18,1,1,0.386,1,1,1,1,0.0338,1,1,0.4651,1,1,0.386,1,1,1,1,0.097125566,1,1,0.370611688,1,1,0.292,1,1,0.137327076,0.353690891,1,1,0.328666667,1,1,1,1,1,0.069884101,0.30590258,1,1,0.292,1,1,1,1,1,0.3858,0.4036,1,1,0.3615,1,1,0.225912014,0.100271388,1,1,0,0.6487,0,0.6506,0.1537,0.3374,0.3982,0.3929,0.3694,1,1,1,1,0.19,0.0686,0.1871,0.4643,0.4552,0.5494,0.5413,0.4633,0.6367,0.5949,0.5309,0.6406,0.6362,1,1,1,1,0.5354,0.1168,0.3419,0.0832,0.4252,0.1622,0.7218,0.5273,0.7119,0.5727,0.4842,0.7046,0.5905,0.4649,1,1,1,1,0.3398,0.272,0.3748,0.2532,0.3484,0.1735,0.2604,0.0596,0.564,0.0084,0.343,0.1216,0.3029,0.0869,0.5842,0.165,0.2803,0.3403,0.1188,1,1,1,1,0.304,0.1981,0.2521,0.121,0.6803,1,1,1,1,0.1791,0.1863,0.1559,0.3607,0.2048,0.4294,0.232,0.1042,0.0305,0.1368,0.1633,0.0627,1,1,1,1,1,1,1,1,1
19,1,1,0.386,1,1,1,1,0.082,1,1,0.227,1,1,0.386,1,1,1,1,0.209507427,1,1,0.115822716,1,1,0.292,1,1,0.109398033,0.081350805,1,1,0.327666667,1,1,1,1,1,0.074536249,0.038119162,1,1,0.292,1,1,1,1,1,0.3719,0.1886,1,1,0.361,1,1,0.233580067,0,1,1,0,0.6626,0,0.6202,0.1583,0,0,0,0,1,1,1,1,0.2092,0.0642,0.2559,0.0006,0,0.1724,0.1366,0.0012,0.2911,0.2427,0.1641,0.3075,0.2941,1,1,1,1,0.7092,0.147,0.3836,0.1213,0.3872,0.2076,0.4017,0,0.3876,0.2099,0,0.3779,0.2147,0.035,1,1,1,1,0.2031,0.3426,0.2914,0.3423,0.3107,0.1987,0.3305,0,0.1687,0,0,0,0,0,0.1915,0,0,0,0,1,1,1,1,0.4135,0.1669,0.1267,0.0736,0.3664,1,1,1,1,0.3343,0.2367,0.1654,0.4881,0.2425,0.5293,0.2725,0,0,0,0,0,1,1,1,1,1,1,1,1,1
20,1,1,0.385,1,1,1,1,0.1042,1,1,0,1,1,0.385,1,1,1,1,0.332783934,1,1,0,1,1,0.292,1,1,0.155206844,0,1,1,0.327666667,1,1,1,1,1,0.081198541,0,1,1,0.292,1,1,1,1,1,0.3167,0,1,1,0.361,1,1,0.348902956,0,1,1,0,0.6021,0,0.5138,0.1232,0,0,0,0,1,1,1,1,0.2803,0.1159,0.3622,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5334,0.0721,0.4273,0.2412,0.3778,0.2778,0,0,0,0,0,0,0,0,1,1,1,1,0.1478,0.4626,0.2016,0.3912,0.2203,0.1455,0.3262,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.4373,0.0795,0.0465,0.0572,0,1,1,1,1,0.4333,0.2764,0.193,0.5531,0.2924,0.5824,0.3327,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21,1,1,0.385,1,1,1,1,0.189,1,1,0,1,1,0.385,1,1,1,1,0.586555902,1,1,0,1,1,0.292,1,1,0.189557112,0,1,1,0.327666667,1,1,1,1,1,0.094884485,0,1,1,0.292,1,1,1,1,1,0.2567,0,1,1,0.361,1,1,0.365008479,0,1,1,0,0.4499,0.0001,0.3553,0.143,0,0,0,0,1,1,1,1,0.3815,0.134,0.3867,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5305,0.077,0.543,0.3249,0.4358,0.2252,0,0,0,0,0,0,0,0,1,1,1,1,0.2895,0.4798,0.3,0.4031,0.2587,0.1468,0.3158,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.4862,0.0015,0.0114,0.0302,0,1,1,1,1,0.4873,0.3264,0.2357,0.595,0.2834,0.6231,0.3869,0,0,0,0,0,1,1,1,1,1,1,1,1,1
22,1,1,0.385,1,1,1,1,0.1499,1,1,0,1,1,0.385,1,1,1,1,0.448177,1,1,0,1,1,0.292,1,1,0.147190572,0,1,1,0.327333333,1,1,1,1,1,0.115073716,0,1,1,0.292,1,1,1,1,1,0.1193,0,1,1,0.3605,1,1,0.412157673,0,1,1,0,0.4103,0,0.3277,0.1231,0,0,0,0,1,1,1,1,0.2587,0.1128,0.318,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.658,0.1087,0.5691,0.38,0.3903,0.1944,0,0,0,0,0,0,0,0,1,1,1,1,0.2857,0.4391,0.2845,0.4117,0.2306,0.1291,0.3242,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.3115,0,0.0348,0.0604,0,1,1,1,1,0.5134,0.3964,0.2747,0.6445,0.2444,0.6789,0.3092,0,0,0,0,0,1,1,1,1,1,1,1,1,1
23,1,1,0.385,1,1,1,1,0.1431,1,1,0,1,1,0.385,1,1,1,1,0.504555573,1,1,0,1,1,0.291,1,1,0.161340702,0,1,1,0.327333333,1,1,1,1,1,0.120777845,0,1,1,0.291,1,1,1,1,1,0.0648,0,1,1,0.36,1,1,0.425087181,0,1,1,0,0.267,0,0.1679,0.1068,0,0,0,0,1,1,1,1,0.2713,0.1666,0.4001,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.7012,0.1377,0.5878,0.3723,0.4053,0.2023,0,0,0,0,0,0,0,0,1,1,1,1,0.2437,0.4553,0.2303,0.4101,0.1814,0.2792,0.3212,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.1704,0,0.0326,0.0712,0,1,1,1,1,0.5312,0.4381,0.281,0.6772,0.1917,0.7,0.1691,0,0,0,0,0,1,1,1,1,1,1,1,1,1
24,1,1,0.384,1,1,1,1,0.1933,1,1,0,1,1,0.384,1,1,1,1,0.518201183,1,1,0,1,1,0.291,1,1,0.174660947,0,1,1,0.327,1,1,1,1,1,0.092694588,0,1,1,0.291,1,1,1,1,1,0.1488,0,1,1,0.36,1,1,0.496759403,0,1,1,0.0004,0.1967,0.008,0.0782,0.0911,0,0,0,0,1,1,1,1,0.3063,0.1957,0.4243,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.6948,0.1503,0.5736,0.4072,0.3819,0.2226,0,0,0,0,0,0,0,0,1,1,1,1,0.2187,0.4527,0.2193,0.3483,0.1866,0.3203,0.2562,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.1566,0,0.0096,0.051,0,1,1,1,1,0.667,0.5147,0.3494,0.681,0.2429,0.7044,0.1797,0,0,0,0,0,1,1,1,1,1,1,1,1,1
