Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Subperiods,Hours_per_period,Sub_Weights,Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3
9000.0,1.0,1.0,1.0,9000.0,16.0,168.0,672.0,1,0.0,33005.0,2675.0
,2.0,0.067,0.075,603.0,,,840.0,2,0.0,33187.0,2669.0
,,,,,,,1176.0,3,0.0,35206.0,2732.0
,,,,,,,168.0,4,0.0,38682.0,2893.0
,,,,,,,672.0,5,0.0,40437.0,2963.0
,,,,,,,1512.0,6,0.0,42667.0,3080.0
,,,,,,,504.0,7,0.0,45633.0,3207.0
,,,,,,,672.0,8,0.0,49281.0,3375.0
,,,,,,,168.0,9,0.0,52830.0,3530.0
,,,,,,,168.0,10,0.0,56039.0,3660.0
,,,,,,,336.0,11,0.0,59045.0,3791.0
,,,,,,,168.0,12,0.0,61308.0,3906.0
,,,,,,,336.0,13,0.0,63134.0,3981.0
,,,,,,,336.0,14,0.0,64327.0,4052.0
,,,,,,,840.0,15,0.0,64303.0,4036.0
,,,,,,,168.0,16,0.0,62554.0,3982.0
,,,,,,,,17,0.0,59968.0,3868.0
,,,,,,,,18,0.0,58372.0,3746.0
,,,,,,,,19,0.0,55897.0,3675.0
,,,,,,,,20,0.0,50584.0,3436.0
,,,,,,,,21,0.0,44829.0,3158.0
,,,,,,,,22,0.0,40351.0,2962.0
,,,,,,,,23,0.0,37436.0,2831.0
,,,,,,,,24,0.0,35537.0,2746.0
,,,,,,,,25,0.0,34339.0,2693.0
,,,,,,,,26,0.0,34190.0,2676.0
,,,,,,,,27,0.0,35986.0,2727.0
,,,,,,,,28,0.0,39273.0,2870.0
,,,,,,,,29,0.0,41064.0,2952.0
,,,,,,,,30,0.0,43075.0,3047.0
,,,,,,,,31,0.0,46048.0,3176.0
,,,,,,,,32,0.0,49513.0,3315.0
,,,,,,,,33,0.0,53122.0,3427.0
,,,,,,,,34,0.0,56852.0,3562.0
,,,,,,,,35,0.0,60469.0,3734.0
,,,,,,,,36,0.0,63366.0,3890.0
,,,,,,,,37,0.0,65790.0,4028.0
,,,,,,,,38,0.0,67154.0,4135.0
,,,,,,,,39,0.0,66814.0,4140.0
,,,,,,,,40,0.0,64859.0,4081.0
,,,,,,,,41,0.0,62087.0,3985.0
,,,,,,,,42,0.0,60251.0,3864.0
,,,,,,,,43,0.0,58019.0,3790.0
,,,,,,,,44,0.0,52687.0,3555.0
,,,,,,,,45,0.0,46815.0,3282.0
,,,,,,,,46,0.0,42229.0,3074.0
,,,,,,,,47,0.0,39240.0,2955.0
,,,,,,,,48,0.0,37311.0,2876.0
,,,,,,,,49,0.0,36042.0,2821.0
,,,,,,,,50,0.0,36009.0,2796.0
,,,,,,,,51,0.0,38013.0,2844.0
,,,,,,,,52,0.0,41458.0,2983.0
,,,,,,,,53,0.0,43125.0,3040.0
,,,,,,,,54,0.0,45089.0,3152.0
,,,,,,,,55,0.0,48146.0,3298.0
,,,,,,,,56,0.0,51548.0,3468.0
,,,,,,,,57,0.0,54574.0,3654.0
,,,,,,,,58,0.0,57469.0,3808.0
,,,,,,,,59,0.0,60572.0,4015.0
,,,,,,,,60,0.0,63290.0,4186.0
,,,,,,,,61,0.0,65283.0,4341.0
,,,,,,,,62,0.0,66672.0,4444.0
,,,,,,,,63,0.0,66473.0,4428.0
,,,,,,,,64,0.0,64391.0,4357.0
,,,,,,,,65,0.0,61162.0,4219.0
,,,,,,,,66,0.0,59490.0,4061.0
,,,,,,,,67,0.0,57795.0,3986.0
,,,,,,,,68,0.0,53163.0,3756.0
,,,,,,,,69,0.0,47680.0,3490.0
,,,,,,,,70,0.0,43526.0,3288.0
,,,,,,,,71,0.0,40841.0,3157.0
,,,,,,,,72,0.0,39049.0,3067.0
,,,,,,,,73,0.0,38078.0,3004.0
,,,,,,,,74,0.0,38155.0,2969.0
,,,,,,,,75,0.0,40208.0,3003.0
,,,,,,,,76,0.0,43627.0,3131.0
,,,,,,,,77,0.0,45264.0,3186.0
,,,,,,,,78,0.0,46945.0,3280.0
,,,,,,,,79,0.0,49358.0,3447.0
,,,,,,,,80,0.0,52514.0,3629.0
,,,,,,,,81,0.0,55714.0,3815.0
,,,,,,,,82,0.0,58667.0,3991.0
,,,,,,,,83,0.0,62059.0,4206.0
,,,,,,,,84,0.0,64859.0,4389.0
,,,,,,,,85,0.0,67106.0,4533.0
,,,,,,,,86,0.0,68454.0,4623.0
,,,,,,,,87,0.0,67998.0,4603.0
,,,,,,,,88,0.0,65717.0,4504.0
,,,,,,,,89,0.0,62752.0,4369.0
,,,,,,,,90,0.0,61521.0,4197.0
,,,,,,,,91,0.0,59909.0,4088.0
,,,,,,,,92,0.0,55438.0,3868.0
,,,,,,,,93,0.0,50157.0,3622.0
,,,,,,,,94,0.0,45970.0,3384.0
,,,,,,,,95,0.0,43094.0,3229.0
,,,,,,,,96,0.0,41201.0,3123.0
