,onshore_wind_turbine_1,biomass_2,conventional_hydroelectric_3,conventional_steam_coal_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combustion_turbine_6,natural_gas_steam_turbine_7,nuclear_8,onshore_wind_turbine_9,small_hydroelectric_10,solar_photovoltaic_11,conventional_steam_coal_12,natural_gas_fired_combined_cycle_13,natural_gas_fired_combustion_turbine_14,onshore_wind_turbine_15,solar_photovoltaic_16,naturalgas_ccccsavgcf_17,naturalgas_ccavgcf_18,naturalgas_ctavgcf_19,landbasedwind_ltrg1_20,landbasedwind_ltrg1_21,landbasedwind_ltrg1_22,utilitypv_losangeles_23,utilitypv_losangeles_24,utilitypv_losangeles_25,utilitypv_losangeles_26,battery_27,naturalgas_ccs100_28,naturalgas_ccccsavgcf_29,naturalgas_ccavgcf_30,naturalgas_ctavgcf_31,landbasedwind_ltrg1_32,landbasedwind_ltrg1_33,landbasedwind_ltrg1_34,offshorewind_otrg3_35,offshorewind_otrg3_36,offshorewind_otrg3_37,utilitypv_losangeles_38,utilitypv_losangeles_39,battery_40,naturalgas_ccs100_41,naturalgas_ccccsavgcf_42,naturalgas_ccavgcf_43,naturalgas_ctavgcf_44,landbasedwind_ltrg1_45,landbasedwind_ltrg1_46,landbasedwind_ltrg1_47,landbasedwind_ltrg1_48,landbasedwind_ltrg1_49,landbasedwind_ltrg1_50,landbasedwind_ltrg1_51,utilitypv_losangeles_52,utilitypv_losangeles_53,battery_54,naturalgas_ccs100_55
1,0.2233,1,0.101524818,1,1,1,1,1,0.0637,1,0.0,1,1,1,0.1777,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0489,0.0614,0.0564,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
2,0.1479,1,0.101358727,1,1,1,1,1,0.06,1,0.0,1,1,1,0.127,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0204,0.0287,0.0261,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
3,0.217,1,0.101192637,1,1,1,1,1,0.0531,1,0.0,1,1,1,0.063,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0046,0.006,0.0074,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
4,0.2766,1,0.101026547,1,1,1,1,1,0.0392,1,0.0,1,1,1,0.067,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
5,0.2816,1,0.100860456,1,1,1,1,1,0.0315,1,0.0225,1,1,1,0.0445,0.0565,1,1,1,1,1,1,0.0426,0.0641,0.1052,0.1189,1,1,1,1,1,1,1,1,0.0031,0.0,0.0,0.0784,0.0768,1,1,1,1,1,1,1,1,1,1,1,1,0.039,0.0577,1,1
6,0.1899,1,0.100694366,1,1,1,1,1,0.0318,1,0.2546,1,1,1,0.0401,0.3303,1,1,1,1,1,1,0.3729,0.405,0.4067,0.4329,1,1,1,1,1,1,1,1,0.0286,0.017,0.0185,0.4081,0.404,1,1,1,1,1,1,1,1,1,1,1,1,0.4021,0.4239,1,1
7,0.1638,1,0.100528275,1,1,1,1,1,0.0204,1,0.415,1,1,1,0.0711,0.4891,1,1,1,1,1,1,0.5608,0.6013,0.6351,0.6829,1,1,1,1,1,1,1,1,0.0089,0.0,0.001,0.6423,0.6178,1,1,1,1,1,1,1,1,1,1,1,1,0.6074,0.6414,1,1
8,0.2178,1,0.100362185,1,1,1,1,1,0.0107,1,0.5293,1,1,1,0.1252,0.6031,1,1,1,1,1,1,0.7166,0.7176,0.7515,0.7971,1,1,1,1,1,1,1,1,0.0202,0.0027,0.0082,0.7425,0.7188,1,1,1,1,1,1,1,1,1,1,1,1,0.7364,0.7817,1,1
9,0.3129,1,0.100196095,1,1,1,1,1,0.0174,1,0.59,1,1,1,0.1276,0.5747,1,1,1,1,1,1,0.8702,0.8484,0.8026,0.823,1,1,1,1,1,1,1,1,0.0356,0.0141,0.0256,0.7761,0.765,1,1,1,1,1,1,1,1,1,1,1,1,0.7654,0.834,1,1
10,0.5555,1,0.100030004,1,1,1,1,1,0.0623,1,0.6137,1,1,1,0.102,0.5351,1,1,1,1,1,1,0.9147,0.9043,0.848,0.8602,1,1,1,1,1,1,1,1,0.0025,0.0024,0.0038,0.7986,0.7841,1,1,1,1,1,1,1,1,1,1,1,1,0.7639,0.8595,1,1
11,0.5887,1,0.099863914,1,1,1,1,1,0.1215,1,0.631,1,1,1,0.0727,0.5028,1,1,1,1,1,1,0.9301,0.9319,0.8991,0.8909,1,1,1,1,1,1,1,1,0.0297,0.0012,0.003,0.8048,0.8083,1,1,1,1,1,1,1,1,1,1,1,1,0.7762,0.8546,1,1
12,0.6382,1,0.099697824,1,1,1,1,1,0.1412,1,0.6233,1,1,1,0.0829,0.639,1,1,1,1,1,1,0.9275,0.9276,0.9032,0.9034,1,1,1,1,1,1,1,1,0.2321,0.1465,0.1526,0.7826,0.8019,1,1,1,1,1,1,1,1,1,1,1,1,0.7808,0.8418,1,1
13,0.6047,1,0.099531733,1,1,1,1,1,0.1592,1,0.6169,1,1,1,0.0688,0.6479,1,1,1,1,1,1,0.916,0.9223,0.905,0.9179,1,1,1,1,1,1,1,1,0.1883,0.1021,0.1379,0.6571,0.7729,1,1,1,1,1,1,1,1,1,1,1,1,0.7552,0.8285,1,1
14,0.6432,1,0.099365643,1,1,1,1,1,0.3802,1,0.5481,1,1,1,0.1115,0.6047,1,1,1,1,1,1,0.9021,0.9026,0.8871,0.9037,1,1,1,1,1,1,1,1,0.0745,0.0422,0.0669,0.4636,0.7109,1,1,1,1,1,1,1,1,1,1,1,1,0.6836,0.782,1,1
15,0.6223,1,0.099199553,1,1,1,1,1,0.3904,1,0.4626,1,1,1,0.1573,0.6006,1,1,1,1,1,1,0.8679,0.8691,0.863,0.8722,1,1,1,1,1,1,1,1,0.0024,0.0012,0.0018,0.2869,0.6359,1,1,1,1,1,1,1,1,1,1,1,1,0.6437,0.7451,1,1
16,0.6393,1,0.099033462,1,1,1,1,1,0.2539,1,0.3691,1,1,1,0.3397,0.4853,1,1,1,1,1,1,0.809,0.8088,0.7948,0.8156,1,1,1,1,1,1,1,1,0.0197,0.0049,0.0094,0.1791,0.4818,1,1,1,1,1,1,1,1,1,1,1,1,0.5007,0.5259,1,1
17,0.6899,1,0.098867372,1,1,1,1,1,0.2956,1,0.2236,1,1,1,0.5245,0.3499,1,1,1,1,1,1,0.6432,0.6405,0.6242,0.6787,1,1,1,1,1,1,1,1,0.0195,0.0012,0.0016,0.0701,0.2821,1,1,1,1,1,1,1,1,1,1,1,1,0.3144,0.3197,1,1
18,0.7756,1,0.098701281,1,1,1,1,1,0.4116,1,0.0567,1,1,1,0.6727,0.1414,1,1,1,1,1,1,0.3562,0.3514,0.3357,0.4131,1,1,1,1,1,1,1,1,0.0319,0.0087,0.0168,0.0008,0.0379,1,1,1,1,1,1,1,1,1,1,1,1,0.1365,0.119,1,1
19,0.752,1,0.098535191,1,1,1,1,1,0.3696,1,0.0,1,1,1,0.6824,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0002,1,1,1,1,1,1,1,1,0.0554,0.0466,0.0515,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
20,0.7829,1,0.098369101,1,1,1,1,1,0.2904,1,0.0,1,1,1,0.6658,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0289,0.0249,0.026,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
21,0.8114,1,0.09820301,1,1,1,1,1,0.241,1,0.0,1,1,1,0.656,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0168,0.007,0.0098,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
22,0.7891,1,0.09803692,1,1,1,1,1,0.1752,1,0.0,1,1,1,0.6728,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0595,0.0525,0.0544,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
23,0.7428,1,0.09787083,1,1,1,1,1,0.1528,1,0.0,1,1,1,0.6177,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0667,0.0788,0.0787,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
24,0.6722,1,0.097704739,1,1,1,1,1,0.1423,1,0.0,1,1,1,0.5913,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.1396,0.14,0.1452,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
25,0.6867,1,0.097538649,1,1,1,1,1,0.1033,1,0.0,1,1,1,0.6064,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.1339,0.142,0.1343,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
26,0.6981,1,0.097372559,1,1,1,1,1,0.1091,1,0.0,1,1,1,0.5868,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.1847,0.1803,0.1719,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
27,0.6694,1,0.097206468,1,1,1,1,1,0.1177,1,0.0,1,1,1,0.5553,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.2317,0.2143,0.2102,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
28,0.6244,1,0.097040378,1,1,1,1,1,0.1157,1,0.0,1,1,1,0.5836,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.2331,0.2389,0.2359,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
29,0.5592,1,0.096874287,1,1,1,1,1,0.1153,1,0.0149,1,1,1,0.6238,0.098,1,1,1,1,1,1,0.2283,0.2251,0.2191,0.2397,1,1,1,1,1,1,1,1,0.1624,0.1773,0.1824,0.063,0.0012,1,1,1,1,1,1,1,1,1,1,1,1,0.0923,0.0159,1,1
30,0.523,1,0.096708197,1,1,1,1,1,0.0535,1,0.1614,1,1,1,0.6339,0.3419,1,1,1,1,1,1,0.5657,0.5627,0.5572,0.5739,1,1,1,1,1,1,1,1,0.0444,0.0511,0.0501,0.4003,0.1459,1,1,1,1,1,1,1,1,1,1,1,1,0.4533,0.3232,1,1
31,0.5338,1,0.096542107,1,1,1,1,1,0.0883,1,0.288,1,1,1,0.6579,0.5478,1,1,1,1,1,1,0.7859,0.7819,0.777,0.7842,1,1,1,1,1,1,1,1,0.0087,0.0091,0.0127,0.6543,0.3462,1,1,1,1,1,1,1,1,1,1,1,1,0.6987,0.6344,1,1
32,0.4581,1,0.096376016,1,1,1,1,1,0.0919,1,0.4339,1,1,1,0.5944,0.6496,1,1,1,1,1,1,0.8967,0.8917,0.8836,0.8863,1,1,1,1,1,1,1,1,0.0192,0.0171,0.0251,0.7789,0.4972,1,1,1,1,1,1,1,1,1,1,1,1,0.8399,0.8226,1,1
33,0.3673,1,0.096209926,1,1,1,1,1,0.0962,1,0.4861,1,1,1,0.4977,0.6804,1,1,1,1,1,1,0.9317,0.9263,0.9169,0.9141,1,1,1,1,1,1,1,1,0.0286,0.0226,0.0416,0.8343,0.6071,1,1,1,1,1,1,1,1,1,1,1,1,0.8882,0.8627,1,1
34,0.3354,1,0.096043836,1,1,1,1,1,0.1787,1,0.5604,1,1,1,0.4274,0.6945,1,1,1,1,1,1,0.9435,0.9404,0.9324,0.9266,1,1,1,1,1,1,1,1,0.1464,0.0995,0.1679,0.8658,0.7193,1,1,1,1,1,1,1,1,1,1,1,1,0.9107,0.9032,1,1
35,0.3531,1,0.095877745,1,1,1,1,1,0.213,1,0.5734,1,1,1,0.4222,0.7045,1,1,1,1,1,1,0.9465,0.9452,0.9371,0.936,1,1,1,1,1,1,1,1,0.3178,0.2544,0.4178,0.8778,0.7817,1,1,1,1,1,1,1,1,1,1,1,1,0.9185,0.9139,1,1
36,0.6941,1,0.095711655,1,1,1,1,1,0.2576,1,0.542,1,1,1,0.7212,0.6724,1,1,1,1,1,1,0.8469,0.8463,0.8413,0.825,1,1,1,1,1,1,1,1,0.2629,0.3907,0.3828,0.832,0.7317,1,1,1,1,1,1,1,1,1,1,1,1,0.8732,0.8584,1,1
37,0.6152,1,0.095545565,1,1,1,1,1,0.2568,1,0.5606,1,1,1,0.6273,0.7068,1,1,1,1,1,1,0.9386,0.9349,0.9331,0.9375,1,1,1,1,1,1,1,1,0.1657,0.5661,0.3611,0.8591,0.7281,1,1,1,1,1,1,1,1,1,1,1,1,0.917,0.8728,1,1
38,0.686,1,0.095379474,1,1,1,1,1,0.3182,1,0.5186,1,1,1,0.6529,0.6938,1,1,1,1,1,1,0.9272,0.924,0.9213,0.9306,1,1,1,1,1,1,1,1,0.3771,0.6203,0.5167,0.8334,0.6788,1,1,1,1,1,1,1,1,1,1,1,1,0.8957,0.8372,1,1
39,0.7293,1,0.095213384,1,1,1,1,1,0.4824,1,0.4899,1,1,1,0.6869,0.6566,1,1,1,1,1,1,0.8855,0.8836,0.8824,0.9002,1,1,1,1,1,1,1,1,0.6718,0.8836,0.8044,0.7993,0.542,1,1,1,1,1,1,1,1,1,1,1,1,0.8524,0.8107,1,1
40,0.784,1,0.095047293,1,1,1,1,1,0.545,1,0.4235,1,1,1,0.6999,0.5868,1,1,1,1,1,1,0.8214,0.8206,0.822,0.845,1,1,1,1,1,1,1,1,0.6827,0.9147,0.8477,0.6988,0.4349,1,1,1,1,1,1,1,1,1,1,1,1,0.7567,0.7406,1,1
41,0.7846,1,0.094881203,1,1,1,1,1,0.4744,1,0.2486,1,1,1,0.7036,0.4337,1,1,1,1,1,1,0.6388,0.6389,0.6392,0.6794,1,1,1,1,1,1,1,1,0.7322,0.6916,0.7079,0.4832,0.2616,1,1,1,1,1,1,1,1,1,1,1,1,0.5565,0.5502,1,1
42,0.8141,1,0.094715113,1,1,1,1,1,0.5483,1,0.0625,1,1,1,0.7782,0.1926,1,1,1,1,1,1,0.3702,0.3697,0.3665,0.4153,1,1,1,1,1,1,1,1,0.9627,1.0,1.0,0.1688,0.0517,1,1,1,1,1,1,1,1,1,1,1,1,0.2505,0.2424,1,1
43,0.8202,1,0.094549022,1,1,1,1,1,0.5967,1,0.0,1,1,1,0.7912,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
44,0.8214,1,0.094382932,1,1,1,1,1,0.259,1,0.0,1,1,1,0.6779,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
45,0.8356,1,0.094216842,1,1,1,1,1,0.4971,1,0.0,1,1,1,0.7865,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.879,0.7874,0.8467,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
46,0.835,1,0.094050751,1,1,1,1,1,0.5669,1,0.0,1,1,1,0.7905,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.9559,0.9921,0.9698,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
47,0.8344,1,0.093884661,1,1,1,1,1,0.46,1,0.0,1,1,1,0.7982,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.909,0.9931,0.9862,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
48,0.8321,1,0.093718571,1,1,1,1,1,0.3976,1,0.0,1,1,1,0.7722,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.8966,0.956,0.9536,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
49,0.8269,1,0.09355248,1,1,1,1,1,0.3613,1,0.0,1,1,1,0.7784,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.8536,0.7614,0.8209,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
50,0.8186,1,0.09338639,1,1,1,1,1,0.3137,1,0.0,1,1,1,0.8009,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.7421,0.458,0.5445,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
51,0.7987,1,0.093220299,1,1,1,1,1,0.3095,1,0.0,1,1,1,0.7953,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.2716,0.2307,0.2485,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
52,0.7862,1,0.093054209,1,1,1,1,1,0.3274,1,0.0,1,1,1,0.7842,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.1558,0.1918,0.165,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
53,0.7672,1,0.092888119,1,1,1,1,1,0.3434,1,0.0149,1,1,1,0.7699,0.0179,1,1,1,1,1,1,0.1889,0.1924,0.1917,0.2391,1,1,1,1,1,1,1,1,0.2512,0.3327,0.2893,0.1158,0.058,1,1,1,1,1,1,1,1,1,1,1,1,0.1071,0.0367,1,1
54,0.8293,1,0.092722028,1,1,1,1,1,0.4509,1,0.2162,1,1,1,0.8146,0.3159,1,1,1,1,1,1,0.5338,0.5352,0.5354,0.5821,1,1,1,1,1,1,1,1,0.4036,0.6558,0.5937,0.4105,0.3853,1,1,1,1,1,1,1,1,1,1,1,1,0.4663,0.4326,1,1
55,0.8395,1,0.092555938,1,1,1,1,1,0.5538,1,0.3691,1,1,1,0.8321,0.5506,1,1,1,1,1,1,0.7601,0.7588,0.7578,0.7931,1,1,1,1,1,1,1,1,0.6027,0.8231,0.8733,0.5998,0.6001,1,1,1,1,1,1,1,1,1,1,1,1,0.6994,0.6392,1,1
56,0.8121,1,0.092389848,1,1,1,1,1,0.5896,1,0.4832,1,1,1,0.8313,0.6477,1,1,1,1,1,1,0.8738,0.871,0.8682,0.8884,1,1,1,1,1,1,1,1,0.5987,0.6361,0.812,0.7221,0.6838,1,1,1,1,1,1,1,1,1,1,1,1,0.8355,0.8162,1,1
57,0.7981,1,0.092223757,1,1,1,1,1,0.4352,1,0.5305,1,1,1,0.8185,0.6819,1,1,1,1,1,1,0.9188,0.9155,0.9078,0.9219,1,1,1,1,1,1,1,1,0.4971,0.6122,0.6249,0.7951,0.6032,1,1,1,1,1,1,1,1,1,1,1,1,0.8801,0.8584,1,1
58,0.8014,1,0.092057667,1,1,1,1,1,0.5323,1,0.5839,1,1,1,0.7526,0.7012,1,1,1,1,1,1,0.9401,0.9372,0.9305,0.9439,1,1,1,1,1,1,1,1,0.6462,0.9145,0.8421,0.8251,0.6596,1,1,1,1,1,1,1,1,1,1,1,1,0.9046,0.8906,1,1
59,0.7995,1,0.091891577,1,1,1,1,1,0.5589,1,0.5889,1,1,1,0.7517,0.7135,1,1,1,1,1,1,0.9516,0.9499,0.9456,0.9561,1,1,1,1,1,1,1,1,0.7176,0.9026,0.8399,0.8449,0.577,1,1,1,1,1,1,1,1,1,1,1,1,0.9181,0.9089,1,1
60,0.8044,1,0.091725486,1,1,1,1,1,0.577,1,0.5572,1,1,1,0.733,0.7098,1,1,1,1,1,1,0.9427,0.9428,0.9393,0.95,1,1,1,1,1,1,1,1,0.8299,0.7812,0.7751,0.8262,0.5836,1,1,1,1,1,1,1,1,1,1,1,1,0.9105,0.9139,1,1
61,0.811,1,0.091559396,1,1,1,1,1,0.559,1,0.5461,1,1,1,0.699,0.6951,1,1,1,1,1,1,0.9352,0.9366,0.9353,0.9532,1,1,1,1,1,1,1,1,1.0,0.9597,0.9861,0.757,0.5257,1,1,1,1,1,1,1,1,1,1,1,1,0.8938,0.897,1,1
62,0.8248,1,0.091393305,1,1,1,1,1,0.5542,1,0.4999,1,1,1,0.7577,0.6837,1,1,1,1,1,1,0.9097,0.913,0.9157,0.9358,1,1,1,1,1,1,1,1,1.0,0.8054,0.8348,0.6761,0.4549,1,1,1,1,1,1,1,1,1,1,1,1,0.8727,0.8629,1,1
63,0.8261,1,0.091227215,1,1,1,1,1,0.7072,1,0.3968,1,1,1,0.7521,0.6529,1,1,1,1,1,1,0.8751,0.8778,0.8798,0.903,1,1,1,1,1,1,1,1,1.0,1.0,0.9977,0.5883,0.3683,1,1,1,1,1,1,1,1,1,1,1,1,0.8314,0.8229,1,1
64,0.826,1,0.091061125,1,1,1,1,1,0.7401,1,0.286,1,1,1,0.7879,0.5863,1,1,1,1,1,1,0.8111,0.812,0.8108,0.8467,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.4818,0.2777,1,1,1,1,1,1,1,1,1,1,1,1,0.7501,0.7281,1,1
65,0.8233,1,0.090895034,1,1,1,1,1,0.7569,1,0.1728,1,1,1,0.7943,0.4306,1,1,1,1,1,1,0.6368,0.6363,0.6328,0.6821,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.3091,0.1524,1,1,1,1,1,1,1,1,1,1,1,1,0.556,0.534,1,1
66,0.8313,1,0.090728944,1,1,1,1,1,0.8054,1,0.0165,1,1,1,0.8286,0.1926,1,1,1,1,1,1,0.3605,0.3565,0.355,0.4152,1,1,1,1,1,1,1,1,0.9568,1.0,1.0,0.0864,0.0334,1,1,1,1,1,1,1,1,1,1,1,1,0.2521,0.2303,1,1
67,0.8344,1,0.090562854,1,1,1,1,1,0.7076,1,0.0,1,1,1,0.8276,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.7902,0.7949,0.7997,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
68,0.8298,1,0.090396763,1,1,1,1,1,0.4868,1,0.0,1,1,1,0.8159,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.5968,0.5483,0.5327,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
69,0.8376,1,0.090230673,1,1,1,1,1,0.3854,1,0.0,1,1,1,0.8265,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.4001,0.4256,0.4044,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
70,0.8439,1,0.090064583,1,1,1,1,1,0.3541,1,0.0,1,1,1,0.8377,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3691,0.4062,0.3822,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
71,0.8416,1,0.089898492,1,1,1,1,1,0.3539,1,0.0,1,1,1,0.8429,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.4447,0.4012,0.4017,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
72,0.8435,1,0.089732402,1,1,1,1,1,0.4154,1,0.0,1,1,1,0.8436,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3788,0.3429,0.3328,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
73,0.8462,1,0.089566311,1,1,1,1,1,0.3638,1,0.0,1,1,1,0.8269,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3107,0.2709,0.2762,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
74,0.8355,1,0.089400221,1,1,1,1,1,0.3421,1,0.0,1,1,1,0.801,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.1563,0.1054,0.1156,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
75,0.8369,1,0.089234131,1,1,1,1,1,0.3734,1,0.0,1,1,1,0.7613,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3212,0.3074,0.3108,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
76,0.8387,1,0.08906804,1,1,1,1,1,0.3446,1,0.0,1,1,1,0.7483,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3641,0.4149,0.4022,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
77,0.8106,1,0.08890195,1,1,1,1,1,0.3661,1,0.0048,1,1,1,0.6965,0.0588,1,1,1,1,1,1,0.1587,0.128,0.1045,0.214,1,1,1,1,1,1,1,1,0.5471,0.6313,0.5994,0.0368,0.0196,1,1,1,1,1,1,1,1,1,1,1,1,0.0529,0.0334,1,1
78,0.8401,1,0.08873586,1,1,1,1,1,0.29,1,0.1943,1,1,1,0.7623,0.3472,1,1,1,1,1,1,0.4791,0.4662,0.4673,0.5441,1,1,1,1,1,1,1,1,0.4058,0.4889,0.4722,0.3109,0.3606,1,1,1,1,1,1,1,1,1,1,1,1,0.4338,0.4344,1,1
79,0.8402,1,0.088569769,1,1,1,1,1,0.3201,1,0.3462,1,1,1,0.8264,0.5277,1,1,1,1,1,1,0.6022,0.6045,0.642,0.7478,1,1,1,1,1,1,1,1,0.2457,0.3032,0.2807,0.5244,0.5556,1,1,1,1,1,1,1,1,1,1,1,1,0.654,0.6595,1,1
80,0.8244,1,0.088403679,1,1,1,1,1,0.3367,1,0.4985,1,1,1,0.8383,0.625,1,1,1,1,1,1,0.746,0.7051,0.7321,0.8489,1,1,1,1,1,1,1,1,0.216,0.2714,0.2541,0.6401,0.4656,1,1,1,1,1,1,1,1,1,1,1,1,0.7907,0.8064,1,1
81,0.7903,1,0.088237589,1,1,1,1,1,0.2268,1,0.5479,1,1,1,0.8214,0.6589,1,1,1,1,1,1,0.7826,0.7517,0.7872,0.8797,1,1,1,1,1,1,1,1,0.1077,0.1076,0.1191,0.7027,0.5534,1,1,1,1,1,1,1,1,1,1,1,1,0.8505,0.8652,1,1
82,0.6471,1,0.088071498,1,1,1,1,1,0.321,1,0.5589,1,1,1,0.7905,0.6829,1,1,1,1,1,1,0.7987,0.7964,0.8258,0.9039,1,1,1,1,1,1,1,1,0.0376,0.0461,0.0492,0.7796,0.6132,1,1,1,1,1,1,1,1,1,1,1,1,0.882,0.895,1,1
83,0.6211,1,0.087905408,1,1,1,1,1,0.3639,1,0.5537,1,1,1,0.7393,0.7024,1,1,1,1,1,1,0.8217,0.8234,0.846,0.903,1,1,1,1,1,1,1,1,0.0546,0.0523,0.0445,0.8217,0.5691,1,1,1,1,1,1,1,1,1,1,1,1,0.9015,0.9154,1,1
