,ev_load_shifting_z1,ev_load_shifting_z2,ev_load_shifting_z3,ev_load_shifting_z4,ev_load_shifting_z5,ev_load_shifting_z6
1423,0.638,0.307,0.517,0.442,0.429,0.65
1424,0.834,0.467,0.594,0.496,0.602,0.603
1425,0.771,0.495,0.537,0.445,0.566,0.494
1426,0.633,0.43,0.461,0.393,0.479,0.484
1427,0.605,0.393,0.472,0.405,0.48,0.518
1428,0.644,0.409,0.487,0.416,0.517,0.51
1429,0.629,0.415,0.476,0.409,0.507,0.506
1430,0.617,0.408,0.465,0.401,0.501,0.486
1431,0.596,0.396,0.455,0.401,0.488,0.526
1432,0.635,0.406,0.488,0.43,0.527,0.584
1433,0.697,0.441,0.503,0.433,0.567,0.572
1434,0.681,0.426,0.526,0.453,0.548,0.615
1435,0.732,0.46,0.558,0.475,0.579,0.594
1436,0.687,0.477,0.542,0.457,0.566,0.601
1437,0.666,0.461,0.526,0.442,0.558,0.553
1438,0.614,0.439,0.467,0.397,0.511,0.5
1439,0.515,0.395,0.411,0.339,0.451,0.384
1440,0.392,0.324,0.322,0.258,0.343,0.294
1441,0.306,0.246,0.251,0.189,0.258,0.214
1442,0.236,0.18,0.198,0.138,0.194,0.164
1443,0.197,0.131,0.172,0.117,0.157,0.164
1444,0.2,0.116,0.18,0.13,0.157,0.19
1445,0.233,0.131,0.217,0.177,0.176,0.246
1446,0.314,0.175,0.327,0.286,0.235,0.47
1447,0.606,0.312,0.502,0.447,0.445,0.641
1448,0.786,0.472,0.579,0.5,0.618,0.595
1449,0.729,0.498,0.524,0.448,0.579,0.485
1450,0.597,0.433,0.452,0.397,0.488,0.478
1451,0.576,0.396,0.466,0.41,0.489,0.515
1452,0.608,0.416,0.482,0.422,0.519,0.504
1453,0.59,0.421,0.47,0.417,0.507,0.499
1454,0.579,0.416,0.461,0.41,0.502,0.481
1455,0.557,0.405,0.453,0.411,0.489,0.522
1456,0.6,0.415,0.485,0.439,0.524,0.581
1457,0.66,0.451,0.498,0.44,0.564,0.571
1458,0.648,0.433,0.521,0.459,0.543,0.612
1459,0.698,0.465,0.552,0.48,0.571,0.59
1460,0.661,0.481,0.534,0.458,0.56,0.596
1461,0.648,0.461,0.518,0.44,0.554,0.545
1462,0.594,0.437,0.468,0.397,0.507,0.499
1463,0.517,0.395,0.416,0.342,0.447,0.387
1464,0.4,0.327,0.326,0.262,0.344,0.297
1465,0.31,0.25,0.255,0.194,0.263,0.214
1466,0.241,0.184,0.201,0.142,0.199,0.164
1467,0.199,0.134,0.174,0.119,0.161,0.163
1468,0.203,0.118,0.182,0.133,0.161,0.19
1469,0.238,0.133,0.218,0.179,0.179,0.244
1470,0.321,0.178,0.327,0.29,0.239,0.464
1471,0.613,0.316,0.502,0.448,0.444,0.632
1472,0.799,0.472,0.581,0.501,0.61,0.586
1473,0.74,0.499,0.528,0.449,0.573,0.481
1474,0.602,0.435,0.454,0.396,0.484,0.476
1475,0.576,0.396,0.467,0.41,0.489,0.511
1476,0.6,0.415,0.48,0.424,0.52,0.5
1477,0.577,0.421,0.467,0.401,0.505,0.493
1478,0.563,0.4,0.455,0.399,0.496,0.473
1479,0.535,0.395,0.444,0.408,0.48,0.506
1480,0.568,0.412,0.476,0.435,0.515,0.56
1481,0.622,0.446,0.488,0.435,0.555,0.547
1482,0.621,0.427,0.505,0.451,0.538,0.589
1483,0.672,0.459,0.537,0.471,0.57,0.57
1484,0.643,0.472,0.524,0.449,0.55,0.577
1485,0.63,0.453,0.51,0.434,0.541,0.53
1486,0.583,0.431,0.463,0.395,0.5,0.488
1487,0.51,0.393,0.413,0.34,0.444,0.376
1488,0.396,0.325,0.33,0.262,0.341,0.308
1489,0.316,0.252,0.277,0.203,0.253,0.239
1490,0.254,0.195,0.226,0.155,0.196,0.184
1491,0.205,0.147,0.195,0.124,0.151,0.172
1492,0.194,0.122,0.186,0.115,0.138,0.163
1493,0.189,0.112,0.184,0.117,0.129,0.166
1494,0.201,0.112,0.233,0.17,0.137,0.269
1495,0.371,0.178,0.342,0.293,0.257,0.472
1496,0.591,0.315,0.493,0.425,0.41,0.57
1497,0.71,0.434,0.577,0.501,0.484,0.664
1498,0.785,0.511,0.635,0.558,0.555,0.734
1499,0.823,0.571,0.684,0.592,0.597,0.71
1500,0.793,0.589,0.663,0.579,0.601,0.738
1501,0.798,0.584,0.663,0.575,0.625,0.69
1502,0.737,0.57,0.623,0.547,0.589,0.664
1503,0.696,0.543,0.6,0.529,0.57,0.638
1504,0.676,0.526,0.585,0.511,0.551,0.634
1505,0.673,0.515,0.564,0.488,0.547,0.63
1506,0.678,0.486,0.585,0.511,0.548,0.653
1507,0.725,0.513,0.627,0.546,0.59,0.744
1508,0.807,0.56,0.669,0.567,0.669,0.725
1509,0.775,0.566,0.637,0.533,0.642,0.694
1510,0.718,0.534,0.573,0.469,0.6,0.563
1511,0.554,0.452,0.461,0.362,0.446,0.429
1512,0.42,0.345,0.359,0.269,0.324,0.312
1513,0.359,0.371,0.392,0.296,0.359,0.306
1514,0.277,0.279,0.333,0.235,0.275,0.293
1515,0.26,0.231,0.318,0.213,0.253,0.269
1516,0.241,0.207,0.301,0.192,0.229,0.255
1517,0.233,0.186,0.298,0.195,0.216,0.279
1518,0.257,0.193,0.338,0.265,0.239,0.346
1519,0.341,0.277,0.404,0.357,0.343,0.447
1520,0.46,0.37,0.499,0.463,0.45,0.544
1521,0.565,0.48,0.577,0.551,0.55,0.579
1522,0.611,0.561,0.633,0.628,0.616,0.686
1523,0.697,0.654,0.697,0.689,0.721,0.639
1524,0.651,0.688,0.69,0.684,0.712,0.633
1525,0.642,0.687,0.71,0.701,0.742,0.674
1526,0.667,0.713,0.741,0.727,0.793,0.655
1527,0.645,0.725,0.756,0.745,0.796,0.749
1528,0.694,0.756,0.804,0.765,0.858,0.746
1529,0.687,0.769,0.743,0.668,0.857,0.689
1530,0.629,0.642,0.709,0.627,0.687,0.717
1531,0.661,0.623,0.73,0.64,0.705,0.778
1532,0.708,0.648,0.741,0.627,0.741,0.739
1533,0.659,0.621,0.688,0.575,0.693,0.721
1534,0.61,0.574,0.635,0.524,0.642,0.632
1535,0.52,0.514,0.556,0.452,0.545,0.56
1536,0.447,0.442,0.465,0.357,0.458,0.343
1537,0.29,0.324,0.33,0.24,0.3,0.289
1538,0.251,0.231,0.3,0.207,0.261,0.269
1539,0.237,0.202,0.284,0.191,0.242,0.255
1540,0.231,0.186,0.284,0.191,0.231,0.266
1541,0.254,0.188,0.314,0.232,0.245,0.327
1542,0.332,0.231,0.417,0.37,0.321,0.56
1543,0.565,0.407,0.555,0.504,0.559,0.59
1544,0.622,0.512,0.57,0.518,0.615,0.528
1545,0.566,0.514,0.54,0.499,0.594,0.499
1546,0.525,0.498,0.533,0.519,0.596,0.513
1547,0.521,0.523,0.55,0.555,0.638,0.55
1548,0.545,0.562,0.572,0.587,0.686,0.536
1549,0.525,0.586,0.566,0.592,0.679,0.549
1550,0.521,0.595,0.58,0.614,0.688,0.572
1551,0.526,0.618,0.602,0.641,0.707,0.631
1552,0.564,0.65,0.636,0.667,0.761,0.67
1553,0.592,0.679,0.61,0.61,0.842,0.662
1554,0.586,0.593,0.609,0.594,0.694,0.64
1555,0.581,0.588,0.606,0.578,0.667,0.64
1556,0.586,0.577,0.61,0.569,0.654,0.7
1557,0.617,0.579,0.604,0.55,0.682,0.624
1558,0.534,0.543,0.531,0.464,0.593,0.512
1559,0.437,0.451,0.451,0.372,0.482,0.417
1560,0.353,0.357,0.381,0.286,0.382,0.339
1561,0.289,0.27,0.326,0.223,0.3,0.285
1562,0.255,0.215,0.294,0.191,0.258,0.264
1563,0.241,0.186,0.279,0.175,0.24,0.25
1564,0.235,0.17,0.278,0.175,0.229,0.263
1565,0.258,0.172,0.311,0.218,0.245,0.322
1566,0.337,0.217,0.414,0.355,0.322,0.563
1567,0.579,0.391,0.548,0.488,0.556,0.593
1568,0.636,0.497,0.557,0.49,0.608,0.533
1569,0.571,0.485,0.522,0.461,0.576,0.503
1570,0.525,0.458,0.506,0.461,0.565,0.518
1571,0.517,0.465,0.522,0.488,0.598,0.558
1572,0.54,0.495,0.54,0.507,0.641,0.538
1573,0.519,0.503,0.528,0.505,0.64,0.547
1574,0.516,0.502,0.535,0.516,0.658,0.554
1575,0.52,0.51,0.55,0.53,0.684,0.598
1576,0.56,0.533,0.579,0.547,0.739,0.62
1577,0.59,0.558,0.561,0.507,0.775,0.608
1578,0.585,0.498,0.568,0.505,0.652,0.594
1579,0.58,0.502,0.567,0.503,0.628,0.595
1580,0.585,0.504,0.577,0.502,0.622,0.643
1581,0.621,0.514,0.58,0.492,0.652,0.578
1582,0.536,0.487,0.504,0.415,0.567,0.475
1583,0.437,0.405,0.429,0.331,0.458,0.384
1584,0.354,0.319,0.36,0.26,0.362,0.306
1585,0.292,0.248,0.312,0.209,0.292,0.261
1586,0.258,0.203,0.284,0.178,0.253,0.24
1587,0.243,0.175,0.27,0.165,0.235,0.23
1588,0.237,0.162,0.271,0.167,0.224,0.246
1589,0.26,0.164,0.303,0.212,0.24,0.3
1590,0.341,0.209,0.406,0.337,0.313,0.519
1591,0.583,0.368,0.536,0.462,0.556,0.561
1592,0.64,0.469,0.542,0.473,0.608,0.509
1593,0.573,0.468,0.498,0.456,0.578,0.469
1594,0.522,0.453,0.479,0.468,0.567,0.468
1595,0.518,0.471,0.496,0.502,0.598,0.495
1596,0.543,0.51,0.512,0.531,0.644,0.463
1597,0.522,0.528,0.497,0.54,0.651,0.458
1598,0.518,0.542,0.505,0.565,0.676,0.466
1599,0.527,0.568,0.525,0.595,0.711,0.51
1600,0.56,0.604,0.559,0.618,0.774,0.537
1601,0.594,0.635,0.554,0.566,0.814,0.549
1602,0.587,0.555,0.562,0.554,0.673,0.54
1603,0.581,0.549,0.564,0.539,0.649,0.549
1604,0.588,0.538,0.574,0.531,0.643,0.606
1605,0.622,0.542,0.576,0.515,0.67,0.54
1606,0.537,0.509,0.501,0.442,0.581,0.445
1607,0.437,0.431,0.424,0.355,0.472,0.361
1608,0.352,0.342,0.361,0.281,0.371,0.296
1609,0.293,0.268,0.31,0.222,0.296,0.253
1610,0.258,0.216,0.281,0.19,0.255,0.234
1611,0.245,0.186,0.269,0.174,0.236,0.221
1612,0.239,0.17,0.268,0.176,0.224,0.234
1613,0.262,0.174,0.299,0.219,0.238,0.291
1614,0.343,0.215,0.4,0.343,0.31,0.506
1615,0.588,0.374,0.531,0.467,0.549,0.547
1616,0.639,0.474,0.537,0.481,0.606,0.496
1617,0.583,0.477,0.498,0.463,0.58,0.457
1618,0.539,0.462,0.482,0.479,0.579,0.457
1619,0.536,0.483,0.497,0.512,0.619,0.485
1620,0.56,0.521,0.512,0.541,0.669,0.465
1621,0.545,0.541,0.504,0.551,0.679,0.461
1622,0.55,0.556,0.514,0.575,0.708,0.475
1623,0.564,0.58,0.536,0.606,0.746,0.527
1624,0.609,0.616,0.573,0.634,0.813,0.552
1625,0.637,0.648,0.567,0.582,0.858,0.564
1626,0.608,0.568,0.574,0.565,0.704,0.55
1627,0.604,0.56,0.574,0.551,0.68,0.558
1628,0.607,0.55,0.58,0.544,0.671,0.616
1629,0.638,0.553,0.581,0.527,0.695,0.547
1630,0.553,0.518,0.508,0.456,0.602,0.448
1631,0.449,0.444,0.428,0.367,0.487,0.367
1632,0.362,0.354,0.364,0.285,0.384,0.297
1633,0.299,0.274,0.315,0.226,0.305,0.254
1634,0.263,0.219,0.287,0.192,0.262,0.237
1635,0.248,0.189,0.272,0.176,0.242,0.224
1636,0.24,0.173,0.272,0.176,0.231,0.236
1637,0.263,0.174,0.303,0.218,0.246,0.29
1638,0.341,0.215,0.4,0.339,0.318,0.501
1639,0.583,0.37,0.527,0.462,0.556,0.542
1640,0.636,0.47,0.538,0.47,0.606,0.492
1641,0.577,0.467,0.5,0.449,0.592,0.453
1642,0.541,0.448,0.489,0.458,0.599,0.454
1643,0.544,0.463,0.505,0.485,0.646,0.492
1644,0.571,0.494,0.521,0.508,0.701,0.468
1645,0.556,0.509,0.514,0.514,0.716,0.47
1646,0.56,0.52,0.525,0.535,0.749,0.477
1647,0.576,0.541,0.552,0.563,0.79,0.524
1648,0.621,0.573,0.591,0.59,0.856,0.552
1649,0.645,0.602,0.575,0.542,0.906,0.56
1650,0.602,0.527,0.574,0.525,0.722,0.544
1651,0.592,0.518,0.566,0.51,0.697,0.544
1652,0.592,0.508,0.573,0.504,0.682,0.599
1653,0.623,0.511,0.578,0.491,0.704,0.539
1654,0.543,0.483,0.509,0.431,0.612,0.445
1655,0.446,0.417,0.432,0.352,0.501,0.364
1656,0.367,0.336,0.388,0.292,0.405,0.389
1657,0.362,0.292,0.377,0.262,0.375,0.297
1658,0.283,0.248,0.319,0.206,0.286,0.282
1659,0.267,0.202,0.306,0.186,0.261,0.258
1660,0.248,0.181,0.292,0.169,0.234,0.245
1661,0.241,0.165,0.294,0.176,0.22,0.269
1662,0.267,0.175,0.336,0.234,0.242,0.34
1663,0.366,0.244,0.401,0.32,0.362,0.444
1664,0.487,0.332,0.494,0.416,0.475,0.539
1665,0.591,0.43,0.571,0.492,0.59,0.588
1666,0.638,0.5,0.621,0.558,0.668,0.685
1667,0.722,0.579,0.675,0.611,0.782,0.641
1668,0.672,0.61,0.658,0.608,0.776,0.635
1669,0.662,0.611,0.674,0.631,0.808,0.652
1670,0.694,0.641,0.701,0.659,0.856,0.63
1671,0.674,0.658,0.713,0.677,0.86,0.702
1672,0.724,0.69,0.761,0.698,0.926,0.687
1673,0.709,0.705,0.7,0.613,0.924,0.637
1674,0.631,0.589,0.67,0.579,0.697,0.652
1675,0.663,0.576,0.687,0.584,0.731,0.715
1676,0.706,0.592,0.7,0.572,0.76,0.679
1677,0.658,0.565,0.656,0.525,0.7,0.656
1678,0.614,0.524,0.609,0.492,0.653,0.575
1679,0.526,0.48,0.536,0.422,0.561,0.509
1680,0.459,0.415,0.469,0.35,0.479,0.397
1681,0.31,0.255,0.251,0.199,0.282,0.247
1682,0.263,0.194,0.212,0.162,0.239,0.197
1683,0.209,0.154,0.177,0.127,0.19,0.177
1684,0.192,0.125,0.159,0.108,0.171,0.14
1685,0.165,0.102,0.145,0.103,0.145,0.157
1686,0.187,0.101,0.19,0.148,0.164,0.24
1687,0.301,0.154,0.283,0.259,0.257,0.424
1688,0.505,0.276,0.446,0.415,0.431,0.653
1689,0.746,0.444,0.594,0.531,0.612,0.676
1690,0.779,0.535,0.625,0.557,0.64,0.729
1691,0.817,0.568,0.664,0.581,0.688,0.684
1692,0.778,0.573,0.639,0.568,0.649,0.741
1693,0.821,0.576,0.655,0.57,0.68,0.68
1694,0.765,0.56,0.609,0.539,0.63,0.683
1695,0.758,0.536,0.611,0.539,0.625,0.722
1696,0.776,0.541,0.628,0.536,0.637,0.722
1697,0.789,0.542,0.611,0.521,0.637,0.684
1698,0.759,0.511,0.608,0.534,0.617,0.76
1699,0.829,0.545,0.652,0.563,0.689,0.767
1700,0.827,0.567,0.644,0.552,0.684,0.717
1701,0.776,0.548,0.611,0.515,0.641,0.694
1702,0.729,0.519,0.548,0.453,0.596,0.511
1703,0.54,0.436,0.418,0.345,0.458,0.408
1704,0.419,0.335,0.323,0.262,0.362,0.266
1705,0.298,0.243,0.226,0.182,0.263,0.21
1706,0.241,0.174,0.183,0.142,0.216,0.171
1707,0.204,0.135,0.158,0.121,0.184,0.171
1708,0.205,0.12,0.161,0.125,0.183,0.175
1709,0.22,0.123,0.179,0.158,0.19,0.229
1710,0.297,0.156,0.288,0.257,0.249,0.426
1711,0.56,0.28,0.434,0.381,0.44,0.538
1712,0.702,0.395,0.493,0.423,0.564,0.565
1713,0.712,0.429,0.492,0.424,0.578,0.509
1714,0.633,0.417,0.453,0.403,0.532,0.51
1715,0.622,0.403,0.465,0.412,0.541,0.513
1716,0.621,0.412,0.46,0.413,0.544,0.522
1717,0.62,0.414,0.453,0.404,0.543,0.485
1718,0.58,0.398,0.424,0.382,0.511,0.48
1719,0.569,0.379,0.422,0.386,0.507,0.527
1720,0.609,0.39,0.454,0.404,0.537,0.568
1721,0.674,0.414,0.494,0.427,0.586,0.62
1722,0.715,0.431,0.54,0.47,0.621,0.66
1723,0.74,0.477,0.549,0.473,0.643,0.606
1724,0.683,0.468,0.52,0.45,0.588,0.603
1725,0.663,0.452,0.515,0.433,0.571,0.568
1726,0.623,0.433,0.449,0.39,0.53,0.485
1727,0.525,0.385,0.384,0.333,0.455,0.379
1728,0.413,0.322,0.3,0.251,0.359,0.265
1729,0.305,0.238,0.223,0.182,0.263,0.208
1730,0.247,0.175,0.181,0.142,0.212,0.169
1731,0.209,0.136,0.156,0.121,0.182,0.167
1732,0.209,0.12,0.158,0.125,0.18,0.173
1733,0.221,0.122,0.176,0.157,0.186,0.227
1734,0.295,0.155,0.283,0.257,0.245,0.432
1735,0.545,0.278,0.428,0.38,0.434,0.539
1736,0.688,0.395,0.488,0.423,0.556,0.566
1737,0.696,0.43,0.488,0.423,0.572,0.508
1738,0.621,0.416,0.451,0.398,0.527,0.509
1739,0.612,0.4,0.465,0.409,0.54,0.508
1740,0.614,0.409,0.466,0.407,0.546,0.516
1741,0.615,0.409,0.462,0.4,0.547,0.479
1742,0.576,0.394,0.435,0.378,0.515,0.467
1743,0.568,0.376,0.436,0.384,0.509,0.514
1744,0.607,0.387,0.472,0.404,0.539,0.559
1745,0.672,0.413,0.5,0.426,0.586,0.614
1746,0.711,0.428,0.539,0.466,0.623,0.652
1747,0.738,0.472,0.546,0.469,0.643,0.601
1748,0.682,0.464,0.518,0.445,0.588,0.612
1749,0.664,0.447,0.509,0.431,0.571,0.563
1750,0.624,0.43,0.45,0.385,0.529,0.463
1751,0.527,0.38,0.383,0.329,0.455,0.362
1752,0.416,0.318,0.299,0.252,0.358,0.262
1753,0.305,0.237,0.221,0.181,0.267,0.208
1754,0.247,0.174,0.179,0.142,0.219,0.168
1755,0.21,0.135,0.155,0.122,0.187,0.167
1756,0.21,0.121,0.157,0.126,0.185,0.172
1757,0.224,0.124,0.175,0.159,0.189,0.224
1758,0.301,0.158,0.278,0.258,0.252,0.424
1759,0.571,0.278,0.423,0.381,0.439,0.537
1760,0.715,0.396,0.486,0.424,0.563,0.565
1761,0.723,0.432,0.488,0.42,0.582,0.508
1762,0.638,0.413,0.455,0.396,0.538,0.513
1763,0.624,0.397,0.468,0.406,0.55,0.515
1764,0.62,0.408,0.465,0.405,0.554,0.527
1765,0.616,0.407,0.46,0.398,0.555,0.496
1766,0.574,0.393,0.43,0.376,0.523,0.484
1767,0.567,0.373,0.431,0.381,0.517,0.531
1768,0.609,0.385,0.465,0.404,0.547,0.569
1769,0.681,0.41,0.491,0.422,0.592,0.611
1770,0.722,0.424,0.537,0.461,0.625,0.651
1771,0.753,0.468,0.546,0.464,0.645,0.597
1772,0.696,0.459,0.519,0.442,0.589,0.589
1773,0.68,0.444,0.512,0.428,0.573,0.556
1774,0.643,0.427,0.464,0.386,0.526,0.487
1775,0.535,0.382,0.398,0.333,0.459,0.385
1776,0.421,0.321,0.306,0.253,0.363,0.272
1777,0.308,0.238,0.226,0.183,0.269,0.214
1778,0.249,0.176,0.183,0.144,0.22,0.173
1779,0.21,0.137,0.158,0.123,0.187,0.171
1780,0.211,0.122,0.16,0.127,0.183,0.177
1781,0.225,0.125,0.179,0.158,0.188,0.23
1782,0.301,0.158,0.286,0.26,0.249,0.429
1783,0.585,0.281,0.434,0.382,0.434,0.541
1784,0.728,0.398,0.495,0.423,0.553,0.569
1785,0.734,0.43,0.493,0.419,0.569,0.507
1786,0.656,0.412,0.457,0.396,0.525,0.515
1787,0.643,0.398,0.471,0.404,0.536,0.514
1788,0.645,0.405,0.467,0.404,0.537,0.522
1789,0.649,0.405,0.462,0.393,0.538,0.49
1790,0.6,0.389,0.432,0.373,0.506,0.471
1791,0.592,0.37,0.432,0.376,0.501,0.514
1792,0.632,0.379,0.464,0.4,0.532,0.554
1793,0.698,0.406,0.494,0.422,0.577,0.608
1794,0.733,0.425,0.541,0.463,0.615,0.651
1795,0.762,0.471,0.552,0.468,0.636,0.597
1796,0.701,0.462,0.523,0.446,0.582,0.593
1797,0.685,0.447,0.517,0.431,0.573,0.559
1798,0.651,0.43,0.452,0.387,0.531,0.476
1799,0.53,0.382,0.386,0.33,0.457,0.376
1800,0.413,0.319,0.301,0.25,0.363,0.264
1801,0.306,0.236,0.223,0.18,0.266,0.207
1802,0.248,0.172,0.181,0.14,0.216,0.167
1803,0.21,0.134,0.157,0.119,0.184,0.164
1804,0.21,0.119,0.16,0.124,0.183,0.169
1805,0.223,0.122,0.178,0.156,0.191,0.223
1806,0.297,0.155,0.287,0.255,0.251,0.427
1807,0.573,0.278,0.434,0.379,0.441,0.537
1808,0.718,0.394,0.495,0.422,0.561,0.571
1809,0.731,0.428,0.498,0.419,0.573,0.513
1810,0.652,0.412,0.458,0.393,0.525,0.508
1811,0.64,0.393,0.469,0.402,0.532,0.513
1812,0.645,0.403,0.467,0.399,0.537,0.521
1813,0.643,0.401,0.455,0.39,0.535,0.48
1814,0.603,0.384,0.428,0.369,0.504,0.467
1815,0.594,0.366,0.43,0.372,0.498,0.505
1816,0.634,0.375,0.461,0.394,0.529,0.547
1817,0.702,0.402,0.494,0.417,0.575,0.605
1818,0.726,0.421,0.535,0.456,0.615,0.647
1819,0.748,0.463,0.54,0.459,0.632,0.594
1820,0.686,0.453,0.512,0.437,0.575,0.59
1821,0.67,0.439,0.511,0.427,0.56,0.566
1822,0.644,0.426,0.444,0.386,0.525,0.462
1823,0.542,0.381,0.382,0.33,0.458,0.361
1824,0.426,0.318,0.302,0.25,0.363,0.271
1825,0.316,0.236,0.234,0.187,0.275,0.232
1826,0.267,0.183,0.197,0.152,0.233,0.181
1827,0.211,0.144,0.165,0.119,0.182,0.162
1828,0.194,0.117,0.149,0.101,0.165,0.13
1829,0.169,0.096,0.136,0.097,0.139,0.146
1830,0.192,0.095,0.2,0.15,0.157,0.25
1831,0.353,0.157,0.294,0.256,0.262,0.427
1832,0.564,0.27,0.45,0.401,0.428,0.652
1833,0.807,0.428,0.596,0.506,0.606,0.682
1834,0.837,0.509,0.622,0.526,0.638,0.735
1835,0.863,0.534,0.66,0.55,0.672,0.697
1836,0.823,0.544,0.637,0.534,0.638,0.755
1837,0.862,0.543,0.649,0.539,0.668,0.691
1838,0.794,0.531,0.602,0.508,0.62,0.684
1839,0.781,0.507,0.601,0.509,0.614,0.711
1840,0.809,0.512,0.616,0.507,0.629,0.708
1841,0.825,0.512,0.617,0.499,0.635,0.689
1842,0.781,0.492,0.617,0.512,0.62,0.771
1843,0.853,0.523,0.654,0.538,0.689,0.774
1844,0.844,0.541,0.646,0.529,0.681,0.732
1845,0.795,0.524,0.614,0.497,0.639,0.716
1846,0.753,0.5,0.517,0.434,0.602,0.503
1847,0.552,0.413,0.395,0.331,0.465,0.398
1848,0.433,0.321,0.299,0.249,0.366,0.257
1849,0.294,0.246,0.251,0.172,0.275,0.211
1850,0.233,0.163,0.208,0.131,0.224,0.181
1851,0.201,0.127,0.185,0.107,0.195,0.157
1852,0.175,0.103,0.171,0.094,0.171,0.155
1853,0.175,0.093,0.179,0.106,0.171,0.18
1854,0.204,0.107,0.226,0.15,0.198,0.254
1855,0.296,0.156,0.298,0.227,0.286,0.371
1856,0.443,0.238,0.409,0.336,0.389,0.547
1857,0.623,0.357,0.526,0.431,0.529,0.603
1858,0.68,0.439,0.567,0.473,0.581,0.655
1859,0.714,0.482,0.611,0.513,0.638,0.669
1860,0.717,0.514,0.607,0.519,0.638,0.679
1861,0.709,0.519,0.597,0.52,0.647,0.656
1862,0.675,0.515,0.574,0.519,0.635,0.652
1863,0.669,0.516,0.579,0.537,0.646,0.714
1864,0.716,0.545,0.603,0.549,0.688,0.67
1865,0.693,0.543,0.569,0.494,0.663,0.654
1866,0.686,0.488,0.588,0.5,0.596,0.689
1867,0.715,0.506,0.608,0.508,0.643,0.727
1868,0.739,0.514,0.63,0.516,0.675,0.754
1869,0.737,0.525,0.612,0.488,0.667,0.645
1870,0.613,0.478,0.521,0.418,0.562,0.547
1871,0.515,0.409,0.451,0.353,0.478,0.475
1872,0.435,0.348,0.373,0.268,0.397,0.269
1873,0.274,0.24,0.237,0.154,0.251,0.189
1874,0.212,0.144,0.194,0.119,0.199,0.187
1875,0.207,0.119,0.191,0.116,0.196,0.169
1876,0.194,0.111,0.187,0.119,0.184,0.2
1877,0.231,0.122,0.222,0.16,0.214,0.227
1878,0.287,0.156,0.318,0.262,0.263,0.462
1879,0.544,0.292,0.474,0.394,0.49,0.563
1880,0.658,0.408,0.498,0.406,0.572,0.482
1881,0.578,0.399,0.442,0.359,0.512,0.423
1882,0.505,0.352,0.403,0.337,0.468,0.416
1883,0.495,0.337,0.409,0.356,0.486,0.447
1884,0.52,0.361,0.42,0.373,0.521,0.427
1885,0.494,0.369,0.405,0.376,0.516,0.435
1886,0.49,0.376,0.41,0.396,0.533,0.465
1887,0.509,0.399,0.43,0.425,0.565,0.504
1888,0.541,0.428,0.454,0.451,0.604,0.559
1889,0.596,0.456,0.475,0.44,0.649,0.567
1890,0.619,0.437,0.505,0.453,0.588,0.583
1891,0.631,0.458,0.511,0.441,0.601,0.563
1892,0.605,0.44,0.501,0.425,0.579,0.575
1893,0.587,0.429,0.489,0.411,0.562,0.549
1894,0.538,0.411,0.448,0.372,0.516,0.477
1895,0.457,0.366,0.381,0.302,0.435,0.351
1896,0.344,0.284,0.301,0.217,0.322,0.276
1897,0.274,0.207,0.243,0.16,0.25,0.196
1898,0.214,0.15,0.201,0.125,0.198,0.193
1899,0.211,0.125,0.197,0.121,0.195,0.174
1900,0.198,0.116,0.194,0.124,0.184,0.207
1901,0.235,0.127,0.229,0.166,0.214,0.236
1902,0.293,0.165,0.328,0.275,0.265,0.472
1903,0.55,0.304,0.478,0.405,0.494,0.578
1904,0.66,0.42,0.5,0.415,0.576,0.493
1905,0.58,0.405,0.44,0.365,0.512,0.432
1906,0.507,0.358,0.402,0.342,0.461,0.419
1907,0.497,0.343,0.409,0.361,0.474,0.451
1908,0.521,0.366,0.419,0.378,0.502,0.428
1909,0.499,0.374,0.404,0.38,0.486,0.431
1910,0.496,0.38,0.409,0.4,0.495,0.464
1911,0.518,0.403,0.428,0.426,0.524,0.505
1912,0.553,0.43,0.454,0.454,0.56,0.56
1913,0.614,0.462,0.478,0.444,0.604,0.572
1914,0.634,0.44,0.506,0.455,0.568,0.591
1915,0.638,0.46,0.511,0.443,0.584,0.575
1916,0.611,0.443,0.498,0.43,0.564,0.574
1917,0.592,0.427,0.485,0.408,0.552,0.555
1918,0.545,0.414,0.451,0.374,0.51,0.483
1919,0.464,0.367,0.386,0.301,0.431,0.352
1920,0.346,0.288,0.307,0.221,0.318,0.277
1921,0.276,0.207,0.245,0.16,0.252,0.196
1922,0.216,0.15,0.202,0.125,0.198,0.194
1923,0.211,0.126,0.197,0.121,0.195,0.175
1924,0.198,0.117,0.195,0.126,0.182,0.206
1925,0.236,0.129,0.231,0.169,0.213,0.234
1926,0.294,0.165,0.327,0.276,0.263,0.474
1927,0.553,0.308,0.479,0.409,0.488,0.579
1928,0.66,0.422,0.498,0.416,0.577,0.499
1929,0.58,0.409,0.439,0.367,0.511,0.425
1930,0.506,0.36,0.402,0.346,0.459,0.416
1931,0.496,0.346,0.407,0.362,0.468,0.452
1932,0.521,0.367,0.417,0.381,0.494,0.43
1933,0.497,0.376,0.403,0.38,0.476,0.439
1934,0.496,0.38,0.408,0.405,0.483,0.476
1935,0.517,0.407,0.428,0.432,0.508,0.509
1936,0.551,0.436,0.457,0.458,0.541,0.558
1937,0.606,0.467,0.476,0.444,0.583,0.571
