,ev_load_shifting_z1,ev_load_shifting_z2,ev_load_shifting_z3,ev_load_shifting_z4,ev_load_shifting_z5,ev_load_shifting_z6
1938,0.616,0.441,0.497,0.445,0.56,0.582
1939,0.61,0.448,0.495,0.43,0.567,0.558
1940,0.583,0.427,0.485,0.417,0.537,0.568
1941,0.577,0.422,0.483,0.411,0.529,0.542
1942,0.538,0.411,0.449,0.371,0.494,0.472
1943,0.462,0.366,0.384,0.302,0.421,0.35
1944,0.345,0.284,0.288,0.221,0.313,0.267
1945,0.276,0.213,0.223,0.174,0.257,0.204
1946,0.227,0.167,0.18,0.137,0.212,0.166
1947,0.193,0.131,0.16,0.121,0.183,0.17
1948,0.199,0.121,0.166,0.131,0.187,0.177
1949,0.216,0.129,0.191,0.167,0.196,0.219
1950,0.288,0.163,0.301,0.286,0.255,0.474
1951,0.567,0.32,0.474,0.427,0.48,0.586
1952,0.695,0.445,0.509,0.444,0.6,0.511
1953,0.605,0.435,0.447,0.4,0.534,0.465
1954,0.548,0.395,0.418,0.387,0.5,0.441
1955,0.524,0.384,0.419,0.401,0.5,0.483
1956,0.554,0.405,0.434,0.418,0.531,0.464
1957,0.532,0.415,0.415,0.414,0.508,0.447
1958,0.502,0.41,0.4,0.417,0.491,0.452
1959,0.5,0.416,0.398,0.425,0.495,0.459
1960,0.509,0.425,0.409,0.431,0.505,0.491
1961,0.554,0.437,0.425,0.421,0.533,0.533
1962,0.602,0.421,0.481,0.461,0.543,0.618
1963,0.664,0.476,0.519,0.474,0.609,0.589
1964,0.625,0.474,0.49,0.443,0.575,0.555
1965,0.574,0.442,0.46,0.413,0.532,0.526
1966,0.532,0.413,0.426,0.375,0.496,0.472
1967,0.463,0.373,0.369,0.312,0.433,0.338
1968,0.343,0.294,0.282,0.225,0.32,0.265
1969,0.274,0.219,0.225,0.177,0.257,0.199
1970,0.223,0.169,0.18,0.139,0.211,0.162
1971,0.19,0.132,0.159,0.123,0.181,0.165
1972,0.195,0.123,0.166,0.133,0.183,0.171
1973,0.212,0.131,0.189,0.167,0.19,0.214
1974,0.282,0.164,0.3,0.286,0.248,0.463
1975,0.559,0.324,0.477,0.433,0.473,0.591
1976,0.694,0.451,0.516,0.454,0.594,0.52
1977,0.605,0.441,0.454,0.407,0.528,0.474
1978,0.55,0.4,0.419,0.39,0.494,0.452
1979,0.524,0.387,0.42,0.403,0.493,0.49
1980,0.552,0.41,0.433,0.423,0.523,0.469
1981,0.527,0.416,0.41,0.414,0.504,0.448
1982,0.498,0.41,0.395,0.414,0.487,0.446
1983,0.498,0.414,0.393,0.42,0.491,0.449
1984,0.509,0.42,0.402,0.428,0.502,0.479
1985,0.552,0.435,0.418,0.419,0.531,0.523
1986,0.595,0.417,0.471,0.454,0.538,0.604
1987,0.649,0.469,0.505,0.467,0.599,0.574
1988,0.608,0.465,0.479,0.439,0.563,0.539
1989,0.558,0.437,0.452,0.411,0.522,0.515
1990,0.523,0.411,0.42,0.376,0.49,0.462
1991,0.463,0.374,0.364,0.315,0.435,0.328
1992,0.349,0.296,0.283,0.236,0.326,0.288
1993,0.297,0.23,0.239,0.186,0.281,0.196
1994,0.219,0.175,0.18,0.139,0.211,0.177
1995,0.195,0.136,0.167,0.125,0.189,0.167
1996,0.185,0.124,0.158,0.113,0.179,0.138
1997,0.163,0.108,0.151,0.115,0.156,0.161
1998,0.192,0.113,0.21,0.177,0.178,0.259
1999,0.315,0.185,0.305,0.283,0.285,0.438
2000,0.509,0.3,0.436,0.407,0.439,0.566
2001,0.654,0.422,0.532,0.499,0.551,0.643
2002,0.737,0.509,0.587,0.551,0.622,0.67
2003,0.755,0.555,0.625,0.589,0.66,0.732
2004,0.795,0.597,0.636,0.6,0.692,0.687
2005,0.737,0.593,0.595,0.58,0.653,0.657
2006,0.708,0.574,0.581,0.583,0.639,0.689
2007,0.73,0.59,0.584,0.585,0.661,0.615
2008,0.658,0.576,0.544,0.55,0.601,0.632
2009,0.68,0.556,0.541,0.512,0.611,0.611
2010,0.648,0.504,0.544,0.51,0.555,0.655
2011,0.678,0.516,0.575,0.529,0.617,0.736
2012,0.738,0.543,0.601,0.535,0.68,0.666
2013,0.66,0.529,0.549,0.486,0.609,0.631
2014,0.609,0.486,0.498,0.437,0.563,0.514
2015,0.502,0.426,0.416,0.361,0.465,0.428
2016,0.42,0.353,0.341,0.282,0.388,0.289
2017,0.345,0.255,0.249,0.195,0.286,0.194
2018,0.245,0.181,0.18,0.128,0.198,0.148
2019,0.192,0.121,0.15,0.101,0.152,0.143
2020,0.183,0.1,0.142,0.093,0.141,0.125
2021,0.169,0.09,0.137,0.095,0.127,0.137
2022,0.192,0.092,0.193,0.145,0.143,0.239
2023,0.339,0.154,0.297,0.252,0.233,0.4
2024,0.541,0.267,0.433,0.377,0.389,0.568
2025,0.735,0.397,0.552,0.471,0.524,0.638
2026,0.801,0.48,0.586,0.493,0.579,0.643
2027,0.783,0.492,0.612,0.531,0.582,0.688
2028,0.813,0.538,0.632,0.551,0.61,0.71
2029,0.818,0.552,0.64,0.556,0.618,0.729
2030,0.821,0.561,0.63,0.541,0.623,0.666
2031,0.728,0.531,0.58,0.506,0.561,0.673
2032,0.722,0.506,0.594,0.518,0.56,0.694
2033,0.771,0.521,0.609,0.524,0.585,0.707
2034,0.785,0.524,0.63,0.557,0.604,0.73
2035,0.807,0.558,0.666,0.594,0.643,0.847
2036,0.907,0.611,0.714,0.619,0.713,0.767
2037,0.822,0.612,0.646,0.548,0.643,0.685
2038,0.727,0.545,0.507,0.439,0.568,0.459
2039,0.542,0.417,0.388,0.326,0.443,0.363
2040,0.427,0.316,0.296,0.239,0.35,0.228
2041,0.287,0.221,0.203,0.156,0.238,0.185
2042,0.239,0.151,0.168,0.119,0.195,0.138
2043,0.19,0.112,0.14,0.096,0.154,0.139
2044,0.194,0.095,0.147,0.106,0.155,0.163
2045,0.224,0.107,0.176,0.148,0.173,0.218
2046,0.302,0.145,0.31,0.271,0.236,0.452
2047,0.617,0.298,0.481,0.424,0.447,0.598
2048,0.796,0.445,0.551,0.465,0.611,0.569
2049,0.741,0.466,0.493,0.408,0.574,0.428
2050,0.574,0.388,0.408,0.344,0.453,0.464
2051,0.594,0.347,0.453,0.391,0.491,0.528
2052,0.64,0.401,0.475,0.408,0.531,0.501
2053,0.609,0.404,0.456,0.396,0.507,0.499
2054,0.599,0.394,0.453,0.394,0.504,0.521
2055,0.61,0.397,0.458,0.401,0.514,0.519
2056,0.615,0.398,0.471,0.416,0.514,0.586
2057,0.698,0.426,0.514,0.45,0.566,0.611
2058,0.716,0.45,0.547,0.49,0.589,0.653
2059,0.754,0.498,0.563,0.503,0.626,0.613
2060,0.71,0.5,0.544,0.489,0.586,0.623
2061,0.698,0.492,0.542,0.47,0.573,0.569
2062,0.638,0.47,0.438,0.382,0.514,0.423
2063,0.493,0.37,0.348,0.294,0.416,0.315
2064,0.373,0.281,0.265,0.22,0.318,0.234
2065,0.286,0.208,0.205,0.16,0.249,0.189
2066,0.238,0.155,0.169,0.122,0.205,0.14
2067,0.19,0.114,0.141,0.098,0.161,0.141
2068,0.193,0.097,0.148,0.108,0.161,0.163
2069,0.223,0.109,0.176,0.151,0.18,0.214
2070,0.303,0.147,0.3,0.273,0.242,0.439
2071,0.612,0.298,0.471,0.422,0.455,0.592
2072,0.801,0.444,0.547,0.462,0.62,0.569
2073,0.745,0.465,0.49,0.406,0.576,0.428
2074,0.575,0.387,0.405,0.342,0.453,0.469
2075,0.589,0.345,0.449,0.388,0.489,0.524
2076,0.635,0.397,0.471,0.406,0.527,0.505
2077,0.602,0.403,0.451,0.391,0.503,0.503
2078,0.592,0.391,0.452,0.393,0.499,0.528
2079,0.6,0.396,0.459,0.398,0.508,0.524
2080,0.605,0.395,0.473,0.414,0.511,0.594
2081,0.69,0.423,0.515,0.447,0.562,0.615
2082,0.721,0.446,0.549,0.483,0.588,0.664
2083,0.77,0.491,0.569,0.497,0.626,0.63
2084,0.731,0.494,0.552,0.485,0.586,0.636
2085,0.726,0.488,0.551,0.471,0.573,0.585
2086,0.673,0.47,0.443,0.388,0.516,0.447
2087,0.516,0.376,0.353,0.301,0.415,0.336
2088,0.393,0.288,0.267,0.22,0.318,0.242
2089,0.293,0.207,0.207,0.16,0.249,0.197
2090,0.246,0.155,0.171,0.122,0.203,0.146
2091,0.197,0.114,0.142,0.099,0.159,0.147
2092,0.201,0.098,0.15,0.11,0.159,0.17
2093,0.231,0.11,0.177,0.152,0.178,0.224
2094,0.312,0.148,0.308,0.271,0.241,0.455
2095,0.636,0.294,0.481,0.423,0.449,0.616
2096,0.837,0.445,0.557,0.463,0.615,0.591
2097,0.776,0.466,0.495,0.406,0.573,0.449
2098,0.601,0.387,0.409,0.342,0.455,0.492
2099,0.612,0.346,0.453,0.39,0.489,0.552
2100,0.655,0.4,0.474,0.405,0.527,0.523
2101,0.618,0.402,0.454,0.389,0.503,0.52
2102,0.603,0.388,0.453,0.39,0.498,0.541
2103,0.611,0.393,0.458,0.397,0.507,0.538
2104,0.615,0.395,0.47,0.412,0.509,0.609
2105,0.703,0.421,0.518,0.447,0.565,0.64
2106,0.743,0.447,0.557,0.484,0.59,0.687
2107,0.79,0.491,0.575,0.499,0.627,0.65
2108,0.752,0.495,0.558,0.486,0.587,0.65
2109,0.744,0.489,0.56,0.472,0.575,0.6
2110,0.694,0.471,0.438,0.387,0.519,0.425
2111,0.503,0.372,0.348,0.296,0.42,0.317
2112,0.383,0.285,0.263,0.216,0.321,0.223
2113,0.295,0.204,0.203,0.158,0.249,0.18
2114,0.248,0.153,0.168,0.12,0.204,0.133
2115,0.199,0.112,0.14,0.096,0.16,0.134
2116,0.203,0.095,0.147,0.106,0.161,0.156
2117,0.233,0.107,0.175,0.15,0.179,0.205
2118,0.313,0.145,0.317,0.273,0.24,0.461
2119,0.649,0.3,0.49,0.418,0.447,0.604
2120,0.851,0.441,0.562,0.46,0.603,0.574
2121,0.792,0.462,0.503,0.406,0.566,0.438
2122,0.613,0.386,0.412,0.341,0.45,0.465
2123,0.625,0.343,0.456,0.387,0.49,0.515
2124,0.668,0.396,0.476,0.403,0.529,0.496
2125,0.629,0.4,0.455,0.391,0.508,0.497
2126,0.617,0.39,0.453,0.394,0.509,0.521
2127,0.626,0.396,0.458,0.402,0.52,0.516
2128,0.632,0.399,0.469,0.421,0.524,0.582
2129,0.718,0.426,0.516,0.455,0.574,0.612
2130,0.737,0.454,0.553,0.493,0.587,0.653
2131,0.78,0.501,0.573,0.508,0.625,0.622
2132,0.74,0.505,0.556,0.497,0.586,0.623
2133,0.73,0.5,0.557,0.479,0.575,0.579
2134,0.681,0.483,0.435,0.392,0.518,0.401
2135,0.499,0.378,0.343,0.302,0.42,0.297
2136,0.379,0.29,0.262,0.222,0.322,0.218
2137,0.288,0.211,0.203,0.162,0.253,0.176
2138,0.242,0.157,0.168,0.124,0.21,0.131
2139,0.194,0.117,0.139,0.1,0.165,0.132
2140,0.199,0.099,0.147,0.11,0.167,0.156
2141,0.229,0.11,0.175,0.157,0.186,0.208
2142,0.31,0.15,0.312,0.279,0.249,0.448
2143,0.638,0.306,0.484,0.433,0.464,0.595
2144,0.845,0.456,0.562,0.477,0.622,0.572
2145,0.79,0.481,0.506,0.415,0.579,0.433
2146,0.611,0.397,0.414,0.345,0.458,0.471
2147,0.624,0.348,0.46,0.391,0.496,0.532
2148,0.666,0.401,0.479,0.406,0.534,0.51
2149,0.63,0.403,0.457,0.389,0.509,0.508
2150,0.618,0.388,0.455,0.39,0.508,0.527
2151,0.631,0.392,0.459,0.397,0.516,0.515
2152,0.634,0.394,0.468,0.411,0.518,0.577
2153,0.712,0.417,0.503,0.437,0.569,0.599
2154,0.73,0.436,0.538,0.473,0.583,0.647
2155,0.766,0.481,0.554,0.487,0.618,0.612
2156,0.722,0.483,0.536,0.477,0.578,0.613
2157,0.711,0.48,0.537,0.465,0.567,0.568
2158,0.664,0.468,0.434,0.39,0.511,0.416
2159,0.495,0.377,0.35,0.306,0.419,0.311
2160,0.382,0.293,0.282,0.24,0.329,0.307
2161,0.341,0.241,0.257,0.198,0.297,0.205
2162,0.245,0.184,0.186,0.13,0.21,0.157
2163,0.193,0.123,0.155,0.103,0.164,0.15
2164,0.183,0.102,0.149,0.095,0.154,0.131
2165,0.17,0.092,0.143,0.101,0.139,0.142
2166,0.191,0.095,0.21,0.158,0.157,0.256
2167,0.364,0.169,0.314,0.27,0.281,0.42
2168,0.568,0.285,0.456,0.402,0.438,0.6
2169,0.755,0.423,0.578,0.501,0.571,0.67
2170,0.817,0.512,0.616,0.517,0.622,0.683
2171,0.803,0.516,0.65,0.551,0.624,0.733
2172,0.845,0.558,0.665,0.563,0.649,0.739
2173,0.853,0.564,0.664,0.566,0.654,0.753
2174,0.856,0.571,0.65,0.55,0.654,0.677
2175,0.764,0.541,0.597,0.515,0.586,0.677
2176,0.759,0.514,0.604,0.522,0.582,0.69
2177,0.799,0.524,0.609,0.519,0.603,0.693
2178,0.82,0.519,0.63,0.542,0.613,0.715
2179,0.84,0.543,0.661,0.578,0.652,0.821
2180,0.927,0.595,0.706,0.606,0.718,0.746
2181,0.845,0.598,0.639,0.543,0.648,0.671
2182,0.753,0.54,0.52,0.444,0.576,0.488
2183,0.533,0.424,0.402,0.336,0.447,0.387
2184,0.427,0.326,0.325,0.262,0.357,0.308
2185,0.432,0.355,0.487,0.3,0.367,0.443
2186,0.347,0.284,0.427,0.235,0.283,0.392
2187,0.308,0.225,0.394,0.199,0.243,0.366
2188,0.291,0.195,0.381,0.182,0.223,0.349
2189,0.282,0.179,0.375,0.188,0.213,0.365
2190,0.303,0.184,0.418,0.258,0.234,0.445
2191,0.393,0.265,0.494,0.354,0.328,0.578
2192,0.536,0.372,0.598,0.467,0.448,0.642
2193,0.61,0.472,0.67,0.561,0.515,0.774
2194,0.738,0.581,0.759,0.661,0.628,0.807
2195,0.758,0.668,0.784,0.702,0.66,0.83
2196,0.764,0.707,0.813,0.742,0.682,0.88
2197,0.787,0.749,0.831,0.761,0.721,0.842
2198,0.739,0.757,0.808,0.751,0.699,0.843
2199,0.717,0.747,0.818,0.767,0.704,0.917
2200,0.761,0.772,0.858,0.781,0.757,0.93
2201,0.77,0.793,0.815,0.686,0.773,0.877
2202,0.716,0.671,0.799,0.646,0.658,0.886
2203,0.736,0.648,0.799,0.643,0.678,0.896
2204,0.745,0.641,0.802,0.636,0.673,0.9
2205,0.734,0.641,0.784,0.601,0.661,0.851
2206,0.683,0.597,0.731,0.542,0.615,0.824
2207,0.644,0.545,0.666,0.474,0.569,0.643
2208,0.487,0.451,0.53,0.351,0.414,0.472
2209,0.366,0.332,0.425,0.267,0.306,0.398
2210,0.312,0.257,0.38,0.223,0.256,0.35
2211,0.283,0.215,0.356,0.195,0.227,0.331
2212,0.278,0.191,0.354,0.189,0.219,0.337
2213,0.297,0.189,0.37,0.211,0.23,0.349
2214,0.332,0.202,0.441,0.318,0.269,0.55
2215,0.536,0.344,0.566,0.45,0.452,0.605
2216,0.608,0.459,0.614,0.503,0.516,0.616
2217,0.618,0.508,0.634,0.54,0.534,0.631
2218,0.624,0.544,0.653,0.58,0.547,0.652
2219,0.632,0.584,0.673,0.614,0.566,0.675
2220,0.646,0.617,0.691,0.635,0.589,0.669
2221,0.635,0.635,0.699,0.649,0.585,0.685
2222,0.642,0.652,0.715,0.671,0.598,0.707
2223,0.648,0.674,0.737,0.703,0.612,0.784
2224,0.706,0.715,0.777,0.737,0.671,0.81
2225,0.738,0.754,0.741,0.674,0.706,0.759
2226,0.702,0.661,0.735,0.647,0.627,0.73
2227,0.681,0.643,0.708,0.612,0.596,0.709
2228,0.653,0.604,0.691,0.581,0.554,0.706
2229,0.648,0.581,0.677,0.551,0.554,0.702
2230,0.626,0.552,0.641,0.504,0.541,0.646
2231,0.564,0.498,0.578,0.435,0.482,0.569
2232,0.478,0.425,0.507,0.355,0.397,0.454
2233,0.379,0.337,0.429,0.272,0.302,0.385
2234,0.325,0.263,0.384,0.225,0.256,0.34
2235,0.294,0.219,0.36,0.198,0.226,0.324
2236,0.286,0.194,0.357,0.192,0.216,0.329
2237,0.303,0.192,0.371,0.213,0.229,0.339
2238,0.337,0.203,0.441,0.32,0.265,0.54
2239,0.542,0.345,0.564,0.447,0.446,0.595
2240,0.613,0.456,0.609,0.499,0.509,0.61
2241,0.622,0.503,0.633,0.533,0.527,0.624
2242,0.633,0.536,0.658,0.574,0.54,0.646
2243,0.639,0.579,0.677,0.606,0.559,0.664
2244,0.653,0.611,0.697,0.632,0.575,0.652
2245,0.643,0.631,0.705,0.647,0.567,0.671
2246,0.65,0.65,0.725,0.671,0.579,0.689
2247,0.658,0.672,0.753,0.704,0.595,0.76
2248,0.717,0.715,0.804,0.738,0.655,0.811
2249,0.75,0.756,0.771,0.676,0.694,0.793
2250,0.713,0.664,0.773,0.65,0.621,0.773
2251,0.691,0.648,0.749,0.613,0.596,0.744
2252,0.661,0.607,0.727,0.582,0.559,0.736
2253,0.653,0.583,0.707,0.549,0.56,0.73
2254,0.63,0.55,0.668,0.503,0.547,0.676
2255,0.567,0.497,0.599,0.434,0.488,0.589
2256,0.48,0.424,0.52,0.355,0.402,0.473
2257,0.382,0.337,0.439,0.274,0.305,0.399
2258,0.326,0.265,0.392,0.227,0.254,0.353
2259,0.294,0.221,0.365,0.201,0.226,0.336
2260,0.287,0.197,0.361,0.195,0.217,0.34
2261,0.303,0.194,0.374,0.215,0.228,0.351
2262,0.338,0.206,0.447,0.321,0.265,0.556
2263,0.546,0.345,0.573,0.444,0.448,0.61
2264,0.618,0.452,0.623,0.497,0.51,0.623
2265,0.629,0.499,0.646,0.533,0.531,0.635
2266,0.64,0.536,0.675,0.578,0.548,0.657
2267,0.647,0.583,0.698,0.614,0.571,0.687
2268,0.662,0.62,0.716,0.644,0.595,0.683
2269,0.649,0.643,0.724,0.662,0.594,0.705
2270,0.656,0.666,0.746,0.692,0.615,0.723
2271,0.662,0.695,0.778,0.729,0.637,0.798
2272,0.721,0.741,0.83,0.764,0.7,0.834
2273,0.752,0.782,0.79,0.697,0.74,0.804
2274,0.712,0.686,0.797,0.671,0.648,0.778
2275,0.692,0.669,0.775,0.635,0.623,0.751
2276,0.665,0.629,0.749,0.6,0.585,0.748
2277,0.656,0.602,0.727,0.569,0.584,0.744
2278,0.632,0.57,0.683,0.522,0.569,0.688
2279,0.571,0.517,0.612,0.454,0.507,0.601
2280,0.484,0.443,0.534,0.369,0.418,0.485
2281,0.388,0.353,0.451,0.289,0.324,0.41
2282,0.332,0.279,0.403,0.241,0.271,0.363
2283,0.299,0.234,0.375,0.214,0.238,0.345
2284,0.291,0.209,0.37,0.207,0.228,0.348
2285,0.305,0.206,0.381,0.228,0.238,0.358
2286,0.341,0.218,0.454,0.338,0.271,0.568
2287,0.554,0.364,0.582,0.466,0.463,0.625
2288,0.63,0.475,0.634,0.517,0.538,0.642
2289,0.644,0.519,0.658,0.553,0.571,0.658
2290,0.66,0.556,0.688,0.597,0.6,0.681
2291,0.667,0.602,0.714,0.634,0.632,0.714
2292,0.688,0.64,0.739,0.666,0.663,0.706
2293,0.679,0.668,0.753,0.687,0.668,0.731
2294,0.694,0.691,0.771,0.713,0.693,0.745
2295,0.707,0.716,0.797,0.741,0.723,0.809
2296,0.768,0.753,0.843,0.769,0.795,0.85
2297,0.797,0.787,0.793,0.7,0.839,0.824
2298,0.727,0.685,0.795,0.67,0.707,0.806
2299,0.716,0.667,0.776,0.637,0.681,0.781
2300,0.688,0.631,0.756,0.607,0.632,0.775
2301,0.679,0.609,0.733,0.583,0.623,0.766
2302,0.657,0.584,0.694,0.536,0.605,0.707
2303,0.594,0.53,0.624,0.466,0.538,0.613
2304,0.502,0.454,0.548,0.383,0.442,0.492
2305,0.39,0.366,0.465,0.301,0.338,0.415
2306,0.332,0.291,0.414,0.252,0.281,0.367
2307,0.299,0.245,0.387,0.224,0.246,0.346
2308,0.29,0.22,0.379,0.217,0.234,0.352
2309,0.305,0.216,0.391,0.237,0.245,0.362
2310,0.339,0.226,0.461,0.345,0.28,0.569
2311,0.544,0.372,0.589,0.476,0.477,0.628
2312,0.615,0.485,0.644,0.536,0.551,0.648
2313,0.63,0.54,0.67,0.575,0.586,0.662
2314,0.639,0.58,0.698,0.622,0.618,0.684
2315,0.648,0.629,0.728,0.661,0.656,0.722
2316,0.658,0.666,0.748,0.694,0.689,0.715
2317,0.641,0.696,0.753,0.716,0.697,0.733
2318,0.638,0.72,0.766,0.747,0.726,0.739
2319,0.634,0.752,0.787,0.787,0.756,0.814
2320,0.679,0.8,0.831,0.821,0.828,0.86
2321,0.703,0.843,0.784,0.74,0.876,0.825
2322,0.669,0.724,0.785,0.696,0.726,0.815
2323,0.651,0.694,0.761,0.661,0.697,0.782
2324,0.626,0.654,0.743,0.628,0.645,0.774
2325,0.621,0.627,0.725,0.595,0.629,0.768
2326,0.603,0.595,0.689,0.552,0.609,0.705
2327,0.55,0.546,0.623,0.487,0.543,0.613
2328,0.473,0.475,0.551,0.413,0.454,0.566
2329,0.427,0.405,0.513,0.349,0.386,0.461
2330,0.344,0.331,0.445,0.276,0.293,0.409
2331,0.305,0.267,0.413,0.238,0.252,0.375
2332,0.289,0.233,0.398,0.218,0.231,0.355
2333,0.28,0.214,0.388,0.221,0.221,0.375
2334,0.302,0.214,0.438,0.3,0.242,0.459
2335,0.403,0.309,0.522,0.407,0.353,0.601
2336,0.553,0.425,0.636,0.525,0.492,0.671
2337,0.63,0.533,0.724,0.633,0.573,0.818
2338,0.759,0.655,0.822,0.744,0.711,0.847
2339,0.779,0.754,0.857,0.787,0.764,0.883
2340,0.783,0.793,0.882,0.825,0.804,0.932
2341,0.805,0.836,0.91,0.846,0.854,0.883
2342,0.762,0.844,0.892,0.835,0.834,0.879
2343,0.746,0.836,0.91,0.857,0.846,0.945
2344,0.794,0.871,0.959,0.881,0.906,0.965
2345,0.801,0.902,0.894,0.779,0.924,0.881
2346,0.732,0.756,0.873,0.718,0.729,0.905
2347,0.752,0.719,0.87,0.701,0.759,0.918
2348,0.756,0.699,0.865,0.677,0.748,0.922
2349,0.744,0.679,0.842,0.64,0.726,0.872
2350,0.692,0.63,0.787,0.587,0.673,0.849
2351,0.657,0.586,0.713,0.515,0.626,0.661
2352,0.502,0.488,0.579,0.404,0.465,0.567
2353,0.332,0.262,0.313,0.185,0.254,0.266
2354,0.267,0.177,0.264,0.136,0.192,0.213
2355,0.22,0.127,0.235,0.108,0.149,0.212
2356,0.219,0.108,0.234,0.103,0.143,0.199
2357,0.207,0.1,0.23,0.104,0.128,0.205
2358,0.221,0.1,0.261,0.14,0.135,0.258
2359,0.312,0.139,0.352,0.25,0.195,0.482
2360,0.578,0.28,0.514,0.398,0.382,0.568
2361,0.686,0.411,0.582,0.471,0.478,0.619
2362,0.733,0.48,0.614,0.507,0.534,0.648
2363,0.736,0.513,0.639,0.544,0.556,0.661
2364,0.728,0.547,0.632,0.543,0.58,0.657
2365,0.708,0.544,0.616,0.527,0.571,0.631
2366,0.66,0.522,0.583,0.495,0.541,0.603
2367,0.622,0.488,0.564,0.481,0.514,0.626
2368,0.631,0.482,0.577,0.487,0.525,0.644
2369,0.651,0.494,0.571,0.475,0.536,0.633
2370,0.633,0.466,0.587,0.497,0.511,0.706
2371,0.714,0.505,0.645,0.553,0.582,0.733
2372,0.739,0.562,0.664,0.553,0.613,0.721
2373,0.719,0.554,0.646,0.532,0.617,0.738
2374,0.716,0.542,0.61,0.493,0.621,0.588
2375,0.588,0.48,0.506,0.389,0.502,0.471
2376,0.458,0.376,0.393,0.275,0.383,0.281
2377,0.294,0.248,0.266,0.163,0.236,0.204
2378,0.228,0.153,0.22,0.12,0.178,0.177
2379,0.205,0.115,0.208,0.109,0.156,0.177
2380,0.21,0.107,0.216,0.118,0.155,0.193
2381,0.235,0.117,0.243,0.149,0.168,0.228
2382,0.295,0.145,0.332,0.238,0.213,0.427
2383,0.539,0.261,0.482,0.383,0.397,0.568
2384,0.703,0.408,0.549,0.443,0.553,0.533
2385,0.653,0.442,0.509,0.407,0.522,0.463
2386,0.564,0.397,0.463,0.376,0.465,0.474
2387,0.559,0.38,0.475,0.388,0.484,0.467
2388,0.548,0.388,0.463,0.381,0.484,0.452
2389,0.526,0.378,0.456,0.379,0.473,0.477
2390,0.534,0.381,0.458,0.384,0.485,0.466
2391,0.516,0.383,0.45,0.385,0.475,0.479
2392,0.534,0.385,0.47,0.406,0.497,0.53
2393,0.586,0.414,0.492,0.421,0.543,0.578
2394,0.622,0.422,0.526,0.45,0.55,0.57
2395,0.623,0.447,0.533,0.455,0.535,0.568
2396,0.623,0.458,0.544,0.455,0.54,0.604
2397,0.637,0.465,0.542,0.452,0.565,0.549
2398,0.573,0.447,0.483,0.404,0.504,0.484
2399,0.497,0.4,0.426,0.328,0.443,0.383
2400,0.392,0.314,0.357,0.247,0.341,0.295
2401,0.303,0.234,0.285,0.177,0.26,0.215
2402,0.238,0.166,0.235,0.132,0.202,0.189
2403,0.215,0.128,0.221,0.121,0.177,0.188
2404,0.221,0.12,0.228,0.131,0.176,0.204
2405,0.249,0.131,0.256,0.165,0.187,0.237
2406,0.313,0.162,0.35,0.265,0.232,0.436
2407,0.582,0.289,0.506,0.413,0.418,0.584
2408,0.741,0.436,0.571,0.465,0.572,0.546
2409,0.677,0.463,0.524,0.429,0.542,0.478
2410,0.578,0.418,0.476,0.399,0.483,0.485
2411,0.571,0.402,0.483,0.411,0.506,0.475
2412,0.555,0.41,0.467,0.407,0.501,0.463
2413,0.535,0.402,0.457,0.413,0.489,0.492
2414,0.544,0.416,0.462,0.427,0.504,0.479
2415,0.531,0.424,0.455,0.432,0.494,0.494
2416,0.55,0.433,0.474,0.454,0.515,0.541
2417,0.609,0.463,0.492,0.458,0.559,0.587
2418,0.651,0.46,0.53,0.482,0.559,0.574
2419,0.648,0.48,0.538,0.481,0.542,0.573
2420,0.644,0.485,0.552,0.479,0.543,0.611
2421,0.654,0.489,0.548,0.464,0.57,0.558
2422,0.587,0.459,0.491,0.405,0.508,0.499
2423,0.508,0.402,0.435,0.341,0.448,0.398
2424,0.399,0.327,0.362,0.258,0.345,0.312
2425,0.309,0.245,0.291,0.186,0.26,0.232
2426,0.242,0.175,0.24,0.14,0.204,0.201
2427,0.217,0.136,0.225,0.128,0.181,0.201
2428,0.221,0.127,0.231,0.139,0.184,0.217
2429,0.248,0.139,0.258,0.174,0.199,0.252
2430,0.309,0.171,0.35,0.278,0.247,0.457
2431,0.567,0.304,0.507,0.426,0.441,0.605
2432,0.732,0.449,0.57,0.477,0.578,0.556
2433,0.671,0.475,0.527,0.442,0.546,0.482
2434,0.572,0.432,0.48,0.416,0.486,0.493
2435,0.565,0.419,0.486,0.432,0.511,0.481
2436,0.547,0.432,0.47,0.433,0.505,0.46
2437,0.525,0.43,0.46,0.444,0.493,0.479
2438,0.532,0.448,0.467,0.464,0.513,0.478
2439,0.515,0.462,0.462,0.474,0.502,0.495
2440,0.529,0.476,0.48,0.5,0.523,0.543
2441,0.579,0.51,0.495,0.493,0.568,0.587
2442,0.614,0.493,0.531,0.509,0.565,0.569
2443,0.613,0.506,0.531,0.505,0.546,0.561
2444,0.615,0.508,0.547,0.498,0.543,0.603
2445,0.632,0.508,0.546,0.479,0.572,0.548
2446,0.573,0.474,0.495,0.416,0.51,0.496
2447,0.503,0.413,0.442,0.354,0.452,0.4
2448,0.394,0.339,0.364,0.267,0.349,0.311
2449,0.305,0.252,0.293,0.192,0.266,0.23
2450,0.239,0.18,0.243,0.145,0.208,0.201
2451,0.216,0.14,0.227,0.133,0.186,0.2
2452,0.221,0.131,0.233,0.144,0.189,0.215
