Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,Time_index,Load_MW_z8,Load_MW_z12,Load_MW_z5,Load_MW_z6,Load_MW_z9,Load_MW_z7,Load_MW_z1,Load_MW_z4,Load_MW_z3,Load_MW_z2,Load_MW_z11,Load_MW_z10
,,,,681,8343.005726,7426.42332,2191.738315,1355.445485,2413.535499,3871.732954,12203.72889,18370.86593,2222.413344,11806.88603,2916.055355,1904.779075
,,,,682,8243.709927,7346.540208,2176.183326,1345.324237,2405.332802,3803.988612,11729.59992,17893.76436,2137.703878,11371.33819,2883.127262,1884.678797
,,,,683,8264.216668,7288.84685,2177.294397,1345.324237,2409.00243,3767.186441,11440.9076,17629.91045,2083.449482,11106.92364,2862.723965,1858.61914
,,,,684,8378.298907,7236.673869,2189.516173,1349.332652,2443.432169,3902.746793,11342.49206,17662.87966,2064.490697,11006.68411,2862.723965,1846.599376
,,,,685,8676.186304,7376.523436,2245.271717,1366.468626,2516.932646,3929.11883,11387.0614,17905.7896,2077.096272,11041.77803,2903.429552,1868.618776
,,,,686,9118.808122,7468.637973,2346.78317,1399.738469,2610.400213,3992.293038,11698.34088,18545.73303,2127.619418,11244.9799,2996.557472,1890.739182
,,,,687,9542.21836,7584.132932,2484.959953,1474.194775,2649.363021,4029.294784,12132.13562,19511.05954,2207.286654,11601.86895,3103.119245,1962.857766
,,,,688,9695.047547,7778.320334,2592.026758,1535.623733,2678.39625,3976.068902,12433.93656,20665.48302,2260.330914,11844.40022,3230.185322,2019.017336
,,,,689,9633.419393,7834.931265,2642.226949,1597.052691,2669.330112,4011.908261,12895.76359,21585.71486,2348.77163,12274.4016,3296.041508,2033.057228
,,,,690,9456.629699,7877.145918,2624.348813,1592.042172,2629.395931,3996.891708,13123.75287,22092.57892,2387.899336,12490.81412,3333.918916,2029.016972
,,,,691,9305.959117,7874.981064,2566.371128,1582.021135,2583.201799,4003.995554,13212.08486,22177.25668,2410.690216,12617.3741,3297.051572,2002.957315
,,,,692,9147.409629,7891.542197,2483.848882,1568.893576,2528.69704,3954.045445,13165.49881,22067.32591,2410.690216,12608.49977,3273.820096,2009.0177
,,,,693,9013.899951,7817.179463,2381.327366,1569.89568,2479.696721,3899.500358,13081.20025,21874.92199,2398.084641,12562.91801,3209.782025,1996.997936
,,,,694,8931.765057,7793.907282,2322.23861,1548.751291,2451.634865,3849.397925,13007.38859,21649.44866,2394.252546,12528.22747,3179.783118,1960.938644
,,,,695,8940.831195,7856.038591,2297.69405,1554.763914,2453.469679,3805.518381,12988.63317,21531.90189,2393.042411,12550.41328,3161.298943,1968.918151
,,,,696,9110.821285,8147.96915,2345.672099,1577.91251,2509.701321,3811.065183,13091.18298,21729.71717,2409.379236,12648.03086,3207.862903,2009.0177
,,,,697,9564.991636,8897.333354,2495.060595,1679.626037,2728.36794,3961.276769,13556.33758,22410.34601,2477.651032,13021.05504,3345.534654,2137.295854
,,,,698,10397.88912,9098.231803,2652.226585,1724.019231,2936.133606,4421.432597,15048.60357,23559.25792,2751.746661,14347.56494,3515.124434,2193.455424
,,,,699,10495.99768,8941.71286,2657.781938,1693.755699,2958.798952,4548.916929,15939.78857,23506.44705,2923.585863,15169.24676,3518.05362,2161.436389
,,,,700,10320.28729,8698.599759,2617.682389,1627.316223,2925.232655,4513.850598,15735.79816,23056.80312,2875.583832,14989.44083,3479.267155,2123.255962
,,,,701,9942.639463,8184.663425,2516.170937,1571.899887,2809.099742,4454.970786,15270.13938,22293.80135,2796.017441,14566.09519,3369.776195,2027.09785
,,,,702,9294.518514,7675.165042,2354.560664,1486.32023,2605.867144,4339.431677,14451.05183,21071.1346,2640.615909,13816.61811,3203.014595,1914.77871
,,,,703,8687.518977,7330.95326,2191.738315,1384.606703,2441.597355,4180.964846,13319.87811,19435.20029,2429.649001,12842.86263,2994.537343,1830.539356
,,,,704,8390.926742,7185.583315,2100.327504,1320.171434,2355.469042,3995.425047,12399.24911,18054.30137,2262.852029,12021.68503,2863.734029,1804.479699
,,,,705,8251.696763,7050.171699,2049.117249,1294.016527,2315.534862,3820.514957,11761.46397,17260.43481,2149.099318,11440.11421,2770.60611,1774.379786
,,,,706,8267.670435,6965.742394,2031.239113,1291.010216,2305.497352,3768.579744,11373.14608,16837.1462,2074.575157,11080.40151,2748.384697,1760.4409
,,,,707,8403.446647,7037.940274,2025.68376,1288.905798,2348.129788,3763.933449,11209.99409,16716.19228,2050.574142,10937.7064,2719.294848,1754.380515
,,,,708,8802.788448,7158.955611,2090.327869,1313.156708,2457.031376,3787.771774,11257.38682,16972.4302,2051.885121,10981.67465,2781.31279,1764.38015
,,,,709,9665.366737,7726.147353,2231.93887,1373.583562,2682.929319,3904.877289,11696.92918,17910.19886,2135.182763,11387.87671,2922.822785,1888.719054
,,,,710,10887.35265,8347.785172,2513.948796,1540.734462,2939.695304,4113.30359,12791.39875,19915.60881,2338.586326,12342.57256,3206.852839,2031.0371
,,,,711,11321.01626,8587.650992,2752.52596,1669.605,2984.162553,4381.628326,14440.56493,22571.98534,2638.094794,13809.25645,3517.144562,2163.355511
,,,,712,10869.11244,8540.998389,2763.737673,1692.753595,2940.666675,4378.039354,15398.30142,24022.12962,2812.455111,14687.41125,3629.564708,2185.475917
,,,,713,10373.92861,8494.345786,2688.992922,1674.615518,2903.430751,4324.199692,15573.65452,23657.16345,2865.499372,14934.48052,3600.474859,2177.395403
,,,,714,10038.4815,8578.775091,2623.237742,1678.623933,2867.166198,4259.264799,15651.4996,23253.61629,2884.458157,15046.82141,3604.313103,2173.456153
,,,,715,9756.6757,8568.70852,2556.371492,1667.600792,2809.099742,4225.712754,15650.18874,22880.93391,2884.458157,15090.58797,3553.910899,2159.41626
,,,,716,9564.991636,8458.842181,2486.071024,1623.307808,2766.467306,4169.458299,15583.33474,22481.796,2892.021503,15051.35942,3466.742359,2113.256326
,,,,717,9432.669191,8360.016597,2429.204409,1611.182353,2733.764451,4104.86145,15511.64063,22099.19281,2871.852582,14990.9535,3424.016643,2093.257055
,,,,718,9271.745238,8207.935605,2373.549871,1595.048483,2712.933919,4056.047256,15429.56046,21756.1727,2865.499372,14932.66532,3370.685253,2071.136649
,,,,719,9235.264825,8192.456899,2341.12681,1604.167627,2705.702594,4010.98048,15279.71876,21514.26487,2828.892782,14787.95331,3347.453776,2061.137013
,,,,720,9345.893297,8377.7684,2353.449594,1624.309912,2723.834871,3999.10286,15177.06812,21620.8887,2812.455111,14691.84841,3354.221206,2071.136649
,,,,721,9746.42233,9013.91074,2453.748969,1706.883258,2872.562709,4127.631462,15232.72937,22332.28213,2814.976227,14722.50517,3446.339062,2189.415167
,,,,722,10651.20133,9269.147024,2676.771145,1758.190968,3065.002285,4510.835078,16491.56096,23982.54653,3057.608339,15848.13262,3647.947877,2253.65525
,,,,723,10736.79,9132.652981,2695.659346,1743.159412,3045.035195,4664.051195,17153.24414,24293.69973,3166.217976,16397.33232,3663.502865,2245.574737
,,,,724,10540.57286,8806.301244,2655.559797,1708.887465,2990.530435,4622.443481,16876.85377,23896.76645,3119.426081,16148.14531,3618.858028,2203.455059
,,,,725,10154.83027,8334.47132,2579.703975,1630.322534,2839.967784,4549.766118,16289.9906,23186.57555,3009.505464,15576.5581,3527.750236,2117.296583
,,,,726,9423.495122,7748.337106,2402.538714,1513.477241,2608.5654,4346.221521,15373.39503,21813.29262,2826.371667,14720.9925,3314.525683,1990.937551
,,,,727,8773.107638,7357.580964,2234.161011,1411.763714,2404.469361,4116.726017,14169.72051,20047.58587,2600.177224,13632.37502,3100.291066,1892.759311
,,,,728,8478.781938,7186.665742,2144.972342,1346.326341,2306.468724,3890.427693,13034.81588,18538.01683,2385.378221,12650.14859,2960.700193,1858.61914
,,,,729,8327.032054,7072.361452,2115.983499,1314.158812,2244.73264,3745.814225,12378.88032,17696.95119,2261.54105,12014.8276,2867.572273,1826.600105
,,,,730,8274.470039,6997.998718,2104.872793,1287.903694,2227.463806,3677.041898,11878.73576,17261.53712,2174.411313,11546.60611,2837.573366,1812.560213
,,,,731,8399.99288,7045.733748,2122.649923,1286.901591,2247.430896,3662.834207,11649.03228,17184.57556,2127.619418,11322.32771,2829.795872,1808.519956
,,,,732,8756.054664,7195.541644,2186.182962,1331.294785,2339.063649,3661.806222,11625.13424,17388.00261,2125.098303,11284.71268,2874.339703,1838.619869
,,,,733,9525.057456,7673.974372,2356.782806,1408.757403,2535.064922,3746.495608,12030.89668,18269.75367,2199.723308,11642.81186,3003.324902,1930.838731
,,,,734,10680.88214,8414.462674,2625.459884,1574.906198,2798.19879,3951.303598,13040.46267,20304.82589,2382.857106,12523.08439,3292.203264,2097.196305
,,,,735,11097.38485,8657.575776,2881.915185,1710.891673,2846.335666,4200.907122,14634.57261,22967.7161,2676.012365,13963.04447,3599.464795,2211.535573
,,,,736,10703.65542,8620.881501,2881.915185,1724.019231,2826.368576,4216.796907,15422.80447,24352.02217,2814.976227,14659.88067,3686.734342,2229.514716
,,,,737,10275.82004,8542.080816,2832.826065,1688.74518,2815.467624,4201.4533,15565.18433,23813.191,2851.582817,14905.13474,3647.947877,2187.496045
,,,,738,9853.704965,8452.131134,2742.526325,1657.479545,2800.897045,4170.38365,15628.50909,23193.18943,2869.331467,14915.92512,3618.858028,2159.41626
,,,,739,9640.326927,8386.644301,2619.90453,1624.309912,2779.095142,4115.711084,15599.16593,22426.78051,2873.062717,14965.43981,3534.517667,2143.356239
,,,,740,9510.271016,8310.116713,2520.716226,1595.048483,2747.363658,4081.258534,15473.22227,21903.48195,2859.247007,14904.73136,3471.590667,2101.236562
,,,,741,9432.669191,8229.042931,2441.527192,1584.025342,2729.231382,4038.539749,15302.81011,21587.91949,2841.498357,14802.47494,3416.239148,2077.197034
,,,,742,9317.39972,8138.010822,2391.327001,1579.014824,2712.933919,3985.719513,15218.81406,21453.83801,2825.060687,14740.95973,3369.776195,2051.137378
,,,,743,9291.172677,8102.507217,2337.793599,1586.02955,2708.40085,3963.902126,15085.30773,21219.64637,2812.455111,14652.92239,3340.686346,2039.117614
,,,,744,9374.386874,8302.323238,2344.561029,1612.184457,2711.962547,3965.197289,15057.37627,21277.8686,2794.706461,14651.61141,3342.605468,2073.156777
,,,,745,9761.208769,8938.357336,2461.62747,1695.759906,2859.934874,4065.433922,15194.31101,22091.47661,2803.580786,14722.00095,3447.349126,2191.435295
,,,,746,10581.58634,9212.536092,2654.448726,1732.036061,3034.134243,4474.068741,16439.42895,23692.33729,3039.859689,15803.66015,3635.42308,2273.654522
,,,,747,10727.61593,9151.48721,2678.993286,1713.897984,3025.068105,4602.274783,17132.57284,23935.24723,3167.428111,16406.1058,3642.190511,2243.554608
,,,,748,10590.76041,8909.564779,2650.004444,1704.87905,2971.534717,4578.723184,16900.65097,23547.13246,3129.611385,16199.57606,3601.484923,2219.51508
,,,,749,10209.65882,8441.090378,2570.81541,1640.443781,2823.562391,4496.879081,16396.57383,22905.08461,3024.732999,15705.74004,3504.51876,2129.316347
,,,,750,9541.031128,7813.932182,2390.215931,1528.609007,2584.928682,4341.012763,15447.50919,21646.24193,2845.330452,14821.23203,3308.667311,2004.977444
,,,,751,8864.416601,7466.473119,2235.272082,1413.868131,2381.696085,4133.579416,14231.12939,19911.19955,2616.614894,13710.73127,3067.261966,1918.818967
,,,,752,8547.209696,7291.011704,2234.161011,1361.458107,2288.336448,3927.660354,13082.81362,18446.72519,2395.563526,12655.79589,2940.296896,1876.69929
,,,,753,8406.900414,7204.417545,2090.327869,1343.32003,2234.80306,3783.333613,12395.11485,17606.76185,2271.726354,11998.08739,2858.885721,1854.578884
,,,,754,8425.140621,7137.848285,2080.328233,1308.045979,2216.562854,3714.090468,11967.37025,17205.51952,2190.848983,11581.70003,2826.866686,1824.579977
,,,,755,8522.061955,7177.789841,2082.550374,1303.035461,2233.831688,3676.439108,11751.88458,17038.36862,2157.973643,11408.44901,2801.615081,1830.539356
,,,,756,8896.363946,7294.367228,2132.750565,1321.173538,2329.997511,3676.136898,11726.57485,17216.44245,2151.620433,11378.90154,2839.492488,1838.619869
,,,,757,9740.702028,7751.69263,2265.371995,1393.725847,2549.635502,3758.579298,12080.30612,18087.27058,2214.849999,11700.59582,2951.003576,1930.838731
,,,,758,10961.60864,8483.305031,2548.492991,1547.749188,2809.963183,3944.227027,12973.20533,19954.08959,2376.604741,12459.14892,3230.185322,2087.19667
,,,,759,11284.42791,8655.302679,2768.181956,1693.755699,2855.401805,4175.852226,14581.53309,22654.35826,2672.18027,13873.69615,3531.689487,2195.475552
,,,,760,10737.97723,8574.33714,2764.848744,1724.019231,2818.16588,4159.848016,15447.71086,24068.32661,2830.102917,14640.21597,3586.939999,2185.475917
,,,,761,10233.61933,8486.552312,2713.537482,1691.751492,2810.934555,4126.64787,15554.99994,23564.76949,2869.331467,14788.76007,3556.840085,2159.41626
,,,,762,9878.744775,8429.94138,2675.660075,1663.592377,2800.897045,4079.246957,15613.58542,22961.20242,2874.373697,14924.09353,3524.82105,2127.296219
,,,,763,9671.087039,8315.63709,2633.237378,1651.466922,2770.029003,4027.403388,15572.747,22525.78836,2878.104948,14830.81227,3459.873922,2111.236198
,,,,764,9447.45563,8240.191929,2558.593633,1617.194975,2740.132333,4063.852033,15479.87742,22206.91895,2871.852582,14814.3746,3413.410969,2089.216798
,,,,765,9376.761339,8156.845051,2507.282372,1587.031653,2747.363658,4039.635337,15299.78504,21837.54353,2837.767107,14768.59115,3373.614439,2059.116885
,,,,766,9303.692582,8094.713742,2451.526828,1566.889369,2735.599264,4000.485173,15222.54498,21439.50793,2825.060687,14738.6403,3332.908852,2033.057228
,,,,767,9243.251661,8078.044367,2461.62747,1567.891472,2730.202754,3972.025398,15059.19131,21239.38782,2798.538556,14634.26614,3324.222299,2049.117249
,,,,768,9321.932789,8334.47132,2487.182094,1591.040068,2737.434078,3973.851255,14968.64094,21318.55401,2778.268791,14545.82542,3338.767224,2077.197034
,,,,769,9662.020901,8972.778515,2567.482198,1661.58817,2880.765405,4060.5009,15082.28266,22016.71967,2789.664231,14609.25668,3446.339062,2189.415167
,,,,770,10554.28,9238.081369,2703.537847,1741.054994,3051.295147,4449.345393,16297.45243,23698.85097,3013.337559,15693.53784,3626.635522,2255.675379
,,,,771,10698.04305,9117.066032,2693.437204,1719.910606,3020.535036,4571.37294,17133.78287,24278.26733,3168.739091,16421.53503,3656.735435,2249.614994
,,,,772,10562.26684,8908.374109,2663.337291,1679.626037,2976.931228,4522.273648,16877.86213,23992.46735,3118.215945,16161.25511,3613.100662,2217.494952
,,,,773,10223.36596,8475.511556,2567.482198,1630.322534,2839.967784,4455.000125,16444.16823,23472.37553,3034.817459,15751.3218,3519.972742,2133.356604
,,,,774,9557.0048,7834.931265,2399.104496,1521.594281,2611.263655,4304.226075,15510.32977,22355.33052,2859.247007,14873.26785,3327.050479,2009.0177
,,,,775,8955.725565,7465.282449,2240.827435,1409.759506,2390.762223,4119.259729,14300.90763,20645.64137,2620.446989,13760.95189,3116.755112,1926.798474
,,,,776,8619.09122,7229.962822,2147.194483,1358.451796,2278.298938,3903.575631,13250.09988,19168.03944,2427.127886,12807.66786,2967.467623,1890.739182
,,,,777,8443.380827,7141.203809,2099.216434,1331.294785,2217.534226,3756.925741,12497.56382,18300.51825,2284.33193,12092.98217,2853.027349,1854.578884
,,,,778,8421.686854,7094.551206,2103.761723,1331.294785,2200.265391,3680.839004,12035.93846,17917.91505,2199.723308,11653.40054,2834.64418,1836.599741
,,,,779,8518.716118,7142.286236,2110.428146,1331.294785,2216.562854,3639.692747,11836.18314,17868.41113,2156.763508,11401.69242,2838.482424,1854.578884
,,,,780,8964.791703,7251.070148,2186.182962,1347.328445,2311.001793,3647.824578,11821.86449,18123.54674,2157.973643,11401.38988,2889.894692,1864.679526
,,,,781,9852.517732,7722.900072,2337.793599,1436.014624,2532.366667,3752.969388,12190.31776,19105.30775,2222.413344,11742.04295,3028.475501,1972.958408
,,,,782,11137.31903,8399.958153,2626.570954,1583.023239,2789.132652,3961.108963,13260.78845,21134.96861,2419.564541,12726.68965,3303.819003,2113.256326
,,,,783,11508.05932,8665.261007,2875.147755,1736.044476,2836.298156,4194.181648,14862.5619,24069.42892,2712.618955,14133.97607,3631.48383,2245.574737
,,,,784,10971.86201,8705.310806,2852.926342,1751.176242,2838.996412,4144.78464,15599.26676,25398.61929,2846.540587,14792.69301,3763.297209,2255.675379
,,,,785,10495.99768,8706.393233,2777.070521,1709.889569,2830.901645,4157.083389,15670.15419,24814.89387,2875.583832,14987.02056,3673.199482,2247.594865
,,,,786,10137.77729,8640.9064,2701.315705,1698.766218,2816.331066,4153.413762,15659.16311,23792.34724,2884.458157,15045.10705,3599.464795,2217.494952
,,,,787,9849.063966,8512.097589,2645.560161,1652.469026,2782.764769,4154.836403,15684.17034,23129.35542,2892.021503,15114.68983,3572.395074,2201.535937
,,,,788,9588.952144,8440.007951,2553.03828,1620.301497,2759.235982,4106.730065,15528.27851,22375.17217,2878.104948,15018.78661,3502.599638,2167.395767
,,,,789,9447.45563,8504.304114,2500.615948,1594.046379,2762.797679,4083.490036,15290.609,21806.67873,2836.456127,14810.64335,3460.883986,2143.356239
,,,,790,9337.906461,8531.040061,2435.971839,1563.883058,2740.995775,4050.863343,15221.83913,21318.55401,2823.850552,14769.29706,3409.471718,2113.256326
,,,,791,9342.43953,8540.998389,2399.104496,1556.768121,2735.599264,4017.470545,15071.08991,20860.09156,2798.538556,14636.58557,3357.150392,2125.27609
,,,,792,9509.083784,8795.152246,2397.993425,1593.044276,2753.731541,3993.186246,14928.20587,20930.43924,2764.453081,14492.47863,3356.140328,2157.396132
,,,,793,9959.800368,9375.766082,2496.171666,1643.450093,2902.567309,4091.698029,14888.47665,21583.51023,2744.183316,14419.36629,3467.651416,2241.635486
,,,,794,10793.88508,9503.384224,2693.437204,1738.048683,3057.66303,4529.59742,16029.63309,23360.24012,2962.814413,15413.59323,3665.421987,2301.734306
,,,,795,10944.44773,9359.096707,2734.74883,1732.036061,3055.936147,4678.9753,16972.95009,24146.39048,3135.863751,16211.37488,3703.198389,2293.754799
,,,,796,10815.47112,9087.191047,2707.982129,1700.770425,3009.634084,4669.93604,16735.68394,23997.97892,3080.298375,15973.98668,3665.421987,2255.675379
,,,,797,10491.46461,8660.823057,2624.348813,1635.333052,2871.699267,4617.797186,16302.89756,23528.49333,3000.631139,15567.68378,3577.243382,2163.355511
,,,,798,9844.530896,8084.755414,2479.4046,1545.74498,2643.966511,4463.015466,15526.5643,22425.6782,2847.851567,14829.50129,3402.704288,2053.157506
,,,,799,9201.050946,7721.709402,2318.905398,1435.01252,2439.762541,4252.837842,14302.62183,20791.94851,2615.404759,13731.10188,3196.247165,1958.918516
,,,,800,8889.564342,7494.183249,2230.827799,1374.585666,2336.365394,4027.753223,13260.48594,19373.57091,2425.816907,12814.52529,3041.101303,1936.79811
,,,,801,8793.72231,7347.622635,2198.505745,1368.472833,2277.435496,3881.471518,12573.69469,18608.36451,2296.937505,12174.26291,2949.993512,1888.719054
,,,,802,8783.361009,7263.301573,2200.727886,1363.462315,2262.001475,3819.148126,12166.11721,18291.69974,2221.203209,11770.38028,2926.762035,1862.659397
,,,,803,8875.857204,7316.556981,2217.393945,1364.464418,2273.765868,3792.027906,11935.40537,18324.76916,2176.932428,11548.11878,2920.903663,1880.739547
,,,,804,9284.265143,7420.902942,2274.26056,1409.759506,2340.898463,3810.93321,11948.31233,18635.92237,2176.932428,11538.94192,2949.993512,1890.739182
,,,,805,10150.2972,7820.534986,2441.527192,1480.307608,2545.102432,3900.19273,12340.66363,19674.9035,2246.414359,11904.30191,3090.594449,1978.917787
,,,,806,11399.69738,8289.009387,2704.648917,1619.199183,2800.033604,4114.402869,13315.64301,21747.35419,2423.295791,12775.39759,3353.312149,2125.27609
,,,,807,11746.5851,8515.453112,2938.781799,1771.318527,2865.331384,4315.781135,14881.72066,24575.19066,2706.265745,14101.7058,3671.28036,2247.594865
,,,,808,11221.72046,8802.94572,2937.569722,1783.343771,2858.963502,4296.772395,15608.03946,25966.01041,2837.767107,14752.05264,3775.923011,2293.754799
,,,,809,10658.10887,8945.068384,2870.703472,1757.188864,2879.901964,4275.2059,15718.45444,25479.99011,2868.020487,14949.8089,3742.994918,2271.634393
,,,,810,10235.88586,9014.993167,2760.404461,1711.893776,2873.534081,4237.478378,15673.5826,24332.18051,2862.978257,14967.55755,3683.805156,2233.554973
,,,,811,9883.277844,9057.20782,2650.004444,1658.481648,2839.967784,4165.777683,15594.62833,23266.84405,2861.768122,14956.96887,3584.91987,2201.535937
,,,,812,9610.646118,9054.934723,2546.27085,1605.169731,2804.566673,4133.935006,15395.57886,22344.40758,2828.892782,14854.30906,3482.196341,2157.396132
,,,,813,9400.721847,8998.323792,2451.526828,1569.89568,2780.929955,4086.518609,15173.33721,21546.13177,2794.706461,14682.77239,3395.936858,2141.336111
,,,,814,9243.251661,8825.135474,2381.327366,1528.609007,2749.198472,4028.252577,15051.32613,20852.37536,2774.537541,14588.18016,3330.98973,2103.256691
,,,,815,9223.824222,8836.284472,2336.682528,1525.602696,2720.165243,3977.990898,14880.30896,20341.10205,2744.183316,14476.64603,3287.354956,2089.216798
,,,,816,9256.958798,9008.28212,2337.793599,1530.613214,2714.768733,3961.256418,14700.92244,20225.6597,2712.618955,14237.34179,3274.729153,2111.236198
,,,,817,9582.15254,9548.9544,2416.982632,1591.040068,2832.628529,4041.61108,14648.28626,20768.79991,2697.492265,14164.33029,3344.52459,2189.415167
,,,,818,10387.63575,9648.862411,2616.571319,1662.590274,3001.431387,4447.636025,15671.46505,22457.6453,2890.811367,15069.20891,3522.901928,2243.554608
,,,,819,10488.01085,9381.28646,2631.015237,1674.615518,2957.93551,4630.539478,16501.94702,23106.30704,3042.380805,15792.56724,3503.508696,2233.554973
,,,,820,10405.87595,9060.455101,2616.571319,1645.4543,2927.93091,4594.740447,16187.13829,22808.28139,2984.294314,15484.18445,3472.499724,2191.435295
,,,,821,10203.93852,8683.121053,2571.926481,1610.180249,2835.434715,4564.24425,15795.392,22508.15133,2902.105963,15070.62073,3458.964864,2141.336111
,,,,822,9740.702028,8159.118148,2448.193616,1535.623733,2661.235345,4445.80854,15169.50545,21669.29031,2780.789906,14485.41951,3294.122386,2037.097485
,,,,823,9222.63699,7820.534986,2328.905034,1463.171634,2500.635183,4303.612295,14282.65638,20391.70829,2614.093779,13699.9409,3138.976525,1984.978172
,,,,824,8935.110893,7689.561321,2236.383153,1393.725847,2376.299574,4103.762171,13366.06081,19219.64778,2444.775692,12873.01516,3013.021518,1956.898387
,,,,825,8777.748638,7518.646099,2206.283239,1383.604599,2316.398304,3963.080212,12635.00274,18459.95295,2309.54308,12199.37322,2914.136233,1908.718325
,,,,826,8769.761802,7437.572318,2190.627244,1364.464418,2280.997193,3890.638257,12127.90052,18103.70508,2216.060134,11748.39616,2874.339703,1888.719054
,,,,827,8798.255379,7416.464992,2201.838957,1378.594081,2268.369358,3849.030544,11850.09845,18072.9405,2165.536988,11496.18381,2890.80375,1894.779439
,,,,828,8955.725565,7398.713189,2241.938506,1388.615118,2305.497352,3853.728156,11732.32248,18252.11664,2141.535973,11363.27062,2904.439617,1886.698925
,,,,829,9355.067365,7558.587655,2334.460387,1426.89548,2370.903063,3902.961851,11867.74468,18765.59459,2176.932428,11465.62789,2964.538437,1938.818238
,,,,830,9952.892834,7709.477977,2454.86004,1490.328645,2492.432487,3992.010806,12297.70767,19784.83428,2246.414359,11824.73552,3107.058496,1986.998301
,,,,831,10449.2639,7947.070701,2615.460248,1588.033757,2572.300847,4050.444644,12905.54464,21232.77393,2360.066226,12361.22881,3245.639304,2067.197398
,,,,832,10498.37215,8227.960504,2713.537482,1648.460611,2691.995457,4006.645755,13323.10485,22628.00294,2433.380252,12717.41194,3394.017736,2139.315983
,,,,833,10296.32678,8327.868515,2712.426412,1673.613414,2731.066195,4026.829936,13878.60815,23510.85631,2545.821983,13239.3836,3483.206405,2161.436389
,,,,834,9994.014246,8283.489009,2645.560161,1656.477441,2729.231382,4037.132591,14125.45369,23564.76949,2590.092764,13485.44443,3493.812079,2141.336111
,,,,835,9679.073875,8192.456899,2557.482563,1626.314119,2690.268573,4020.658365,14102.76568,22767.69619,2598.967089,13522.15187,3424.016643,2115.276455
,,,,836,9385.827477,8020.351008,2435.971839,1560.876746,2639.433442,4029.061439,13969.36018,21728.61485,2574.865229,13429.27399,3307.657247,2055.177634
,,,,837,9114.275052,7823.89051,2335.571457,1513.477241,2589.569682,3880.287977,13763.35306,20724.80756,2543.300868,13259.14915,3217.55952,1992.95768
,,,,838,8928.31129,7730.585304,2252.039148,1466.177945,2542.296247,3875.415634,13525.38105,19816.70117,2505.383298,13055.24136,3124.532606,1950.838002
,,,,839,8878.123739,7741.734302,2199.616816,1452.048283,2540.569363,3804.985257,13363.13658,19197.70171,2481.382282,12928.68138,3056.656292,1934.878988
,,,,840,8984.219142,7945.988274,2212.949663,1467.180049,2592.267937,3802.451545,13324.41571,19074.54316,2473.818937,12893.18408,3065.342844,1966.898023
,,,,841,9371.041037,8659.74063,2305.471544,1533.619525,2778.2317,3909.280877,13450.25853,19641.83408,2490.256607,13023.07193,3172.914682,2073.156777
,,,,842,10222.17872,9053.852296,2518.393078,1634.330949,2952.431069,4338.443217,14545.23228,21383.39012,2694.97115,14004.69329,3391.997607,2177.395403
,,,,843,10332.91513,8903.936158,2546.27085,1636.335156,2959.662394,4499.03362,15582.42722,22182.76826,2884.458157,14957.2714,3423.107585,2165.375639
,,,,844,10160.55057,8756.293117,2540.715497,1608.176042,2925.232655,4478.889767,15390.33541,22039.76806,2845.330452,14779.98659,3409.471718,2153.355875
,,,,845,9963.146204,8418.900625,2493.949524,1570.897784,2838.13297,4456.5254,15044.57015,21722.10118,2777.058656,14439.13184,3353.312149,2091.236926
,,,,846,9552.471731,7894.89772,2403.649785,1510.47093,2692.966829,4356.810902,14447.0184,21026.14015,2654.532464,13874.20037,3242.710118,2011.037829
,,,,847,9088.04801,7662.933617,2288.805485,1430.903895,2535.064922,4223.831086,13653.13975,19935.45046,2506.694278,13132.79086,3080.897833,1962.857766
,,,,848,8793.72231,7606.322685,2202.950027,1374.585666,2444.29561,4036.969652,12853.21097,18881.03694,2349.981766,12400.96158,2962.619315,1940.838367
,,,,849,8672.732537,7480.869397,2168.405832,1355.445485,2378.997829,3902.439716,12203.93056,18219.14743,2231.287669,11811.1215,2885.046384,1906.799203
,,,,850,8651.038564,7413.109468,2167.294761,1361.458107,2344.56809,3820.335359,11726.07067,17925.63125,2137.703878,11349.85829,2850.098162,1896.698561
,,,,851,8722.920088,7407.58909,2169.516902,1357.449692,2336.365394,3777.775822,11465.41065,17892.66204,2093.533942,11117.71402,2846.259918,1892.759311
,,,,852,8864.416601,7430.861271,2214.060734,1371.479144,2368.096878,3782.110546,11373.54943,18090.57752,2079.617387,11011.72634,2870.501459,1884.678797
,,,,853,9193.06411,7584.132932,2280.926984,1406.753195,2437.064286,3802.514653,11462.68809,18580.90687,2085.970597,11081.20827,2911.207047,1922.758217
,,,,854,9763.475304,7656.222569,2400.215566,1460.165323,2532.366667,3856.900493,11786.67286,19479.19264,2155.452528,11366.80018,3018.778884,1950.838002
,,,,855,10209.65882,7699.519649,2563.037916,1540.734462,2601.334075,3900.922999,12296.69931,20778.72074,2245.204224,11787.72555,3152.612391,2002.957315
,,,,856,10329.46136,7897.170817,2673.437933,1603.165523,2702.896409,3854.800963,12593.76098,22168.43817,2295.72737,12018.96223,3278.668404,2077.197034
,,,,857,10167.4581,8019.268581,2673.437933,1647.458507,2749.198472,3899.110195,13130.71053,23066.72394,2398.084641,12506.34419,3345.534654,2095.277183
