,ev_load_shifting_z5,ev_load_shifting_z1,ev_load_shifting_z2,ev_load_shifting_z3,ev_load_shifting_z6,ev_load_shifting_z4
2580,0.285,0.355,0.355,0.368,0.362,0.487
2581,0.323,0.402,0.402,0.409,0.372,0.528
2582,0.328,0.421,0.421,0.426,0.427,0.556
2583,0.376,0.492,0.492,0.511,0.571,0.665
2584,0.505,0.662,0.662,0.673,0.745,0.852
2585,0.666,0.851,0.851,0.843,0.883,0.993
2586,0.776,0.95,0.95,0.891,0.683,1
2587,0.6,0.721,0.721,0.649,0.378,0.727
2588,0.34,0.407,0.407,0.387,0.299,0.446
2589,0.262,0.323,0.323,0.297,0.23,0.346
2590,0.195,0.244,0.244,0.214,0.153,0.256
2591,0.127,0.159,0.159,0.142,0.11,0.174
2592,0.087,0.108,0.108,0.096,0.061,0.116
2593,0.048,0.059,0.059,0.054,0.039,0.067
2594,0.03,0.036,0.036,0.033,0.019,0.041
2595,0.015,0.019,0.019,0.019,0.024,0.026
2596,0.018,0.022,0.022,0.021,0.013,0.028
2597,0.013,0.017,0.017,0.024,0.051,0.041
2598,0.047,0.06,0.06,0.076,0.129,0.117
2599,0.117,0.145,0.145,0.165,0.23,0.237
2600,0.207,0.249,0.249,0.253,0.248,0.339
2601,0.225,0.267,0.267,0.265,0.226,0.351
2602,0.209,0.253,0.253,0.259,0.258,0.346
2603,0.238,0.294,0.294,0.303,0.317,0.405
2604,0.289,0.361,0.361,0.365,0.364,0.477
2605,0.327,0.41,0.41,0.406,0.375,0.522
2606,0.334,0.429,0.429,0.424,0.431,0.551
2607,0.383,0.503,0.503,0.503,0.584,0.654
2608,0.513,0.679,0.679,0.655,0.768,0.841
2609,0.671,0.878,0.878,0.807,0.909,0.979
2610,0.777,0.979,0.979,0.852,0.709,0.98
2611,0.595,0.742,0.742,0.625,0.393,0.709
2612,0.337,0.417,0.417,0.375,0.307,0.437
2613,0.259,0.329,0.329,0.289,0.235,0.339
2614,0.193,0.248,0.248,0.211,0.155,0.25
2615,0.125,0.162,0.162,0.14,0.111,0.17
2616,0.086,0.11,0.11,0.093,0.061,0.119
2617,0.047,0.061,0.061,0.052,0.039,0.068
2618,0.029,0.037,0.037,0.032,0.018,0.042
2619,0.015,0.019,0.019,0.019,0.023,0.026
2620,0.017,0.022,0.022,0.02,0.013,0.029
2621,0.012,0.017,0.017,0.023,0.05,0.042
2622,0.046,0.061,0.061,0.074,0.127,0.121
2623,0.115,0.148,0.148,0.162,0.225,0.242
2624,0.204,0.25,0.25,0.246,0.244,0.348
2625,0.222,0.268,0.268,0.258,0.221,0.359
2626,0.208,0.258,0.258,0.251,0.252,0.354
2627,0.236,0.302,0.302,0.294,0.308,0.414
2628,0.288,0.373,0.373,0.352,0.355,0.483
2629,0.327,0.425,0.425,0.39,0.368,0.525
2630,0.336,0.444,0.444,0.409,0.424,0.557
2631,0.386,0.517,0.517,0.486,0.571,0.659
2632,0.519,0.694,0.694,0.641,0.751,0.852
2633,0.68,0.896,0.896,0.798,0.883,1
2634,0.787,1,1,0.846,0.68,0.998
2635,0.6,0.757,0.757,0.617,0.377,0.714
2636,0.339,0.428,0.428,0.367,0.299,0.442
2637,0.26,0.337,0.337,0.282,0.231,0.344
2638,0.193,0.255,0.255,0.204,0.153,0.254
2639,0.125,0.166,0.166,0.136,0.11,0.173
2640,0.084,0.113,0.113,0.09,0.06,0.118
2641,0.046,0.06,0.06,0.051,0.039,0.068
2642,0.029,0.037,0.037,0.031,0.018,0.042
2643,0.015,0.019,0.019,0.018,0.023,0.027
2644,0.017,0.022,0.022,0.02,0.013,0.029
2645,0.012,0.017,0.017,0.022,0.05,0.042
2646,0.045,0.06,0.06,0.071,0.126,0.12
2647,0.114,0.144,0.144,0.155,0.224,0.241
2648,0.203,0.245,0.245,0.239,0.244,0.344
2649,0.221,0.266,0.266,0.249,0.223,0.356
2650,0.206,0.254,0.254,0.242,0.255,0.352
2651,0.234,0.298,0.298,0.28,0.313,0.412
2652,0.283,0.367,0.367,0.333,0.355,0.482
2653,0.321,0.416,0.416,0.368,0.369,0.523
2654,0.33,0.433,0.433,0.385,0.422,0.555
2655,0.38,0.504,0.504,0.458,0.568,0.658
2656,0.508,0.68,0.68,0.604,0.737,0.847
2657,0.665,0.877,0.877,0.751,0.868,0.992
2658,0.766,0.974,0.974,0.789,0.666,0.992
2659,0.58,0.739,0.739,0.573,0.369,0.711
2660,0.327,0.416,0.416,0.341,0.29,0.437
2661,0.251,0.328,0.328,0.263,0.222,0.338
2662,0.188,0.247,0.247,0.192,0.149,0.249
2663,0.123,0.162,0.162,0.13,0.106,0.175
2664,0.091,0.12,0.12,0.11,0.139,0.151
2665,0.111,0.143,0.143,0.115,0.057,0.142
2666,0.047,0.06,0.06,0.053,0.048,0.07
2667,0.039,0.05,0.05,0.043,0.034,0.056
2668,0.027,0.033,0.033,0.027,0.007,0.033
2669,0.007,0.009,0.009,0.01,0.02,0.017
2670,0.018,0.024,0.024,0.026,0.04,0.04
2671,0.036,0.046,0.046,0.049,0.068,0.075
2672,0.065,0.08,0.08,0.088,0.125,0.136
2673,0.124,0.148,0.148,0.16,0.216,0.239
2674,0.208,0.25,0.25,0.252,0.295,0.359
2675,0.283,0.344,0.344,0.334,0.371,0.471
2676,0.358,0.447,0.447,0.422,0.452,0.578
2677,0.438,0.554,0.554,0.499,0.469,0.66
2678,0.453,0.581,0.581,0.521,0.493,0.672
2679,0.469,0.606,0.606,0.541,0.513,0.676
2680,0.498,0.644,0.644,0.572,0.56,0.702
2681,0.546,0.69,0.69,0.597,0.516,0.69
2682,0.517,0.638,0.638,0.584,0.606,0.686
2683,0.596,0.743,0.743,0.649,0.588,0.76
2684,0.579,0.722,0.722,0.622,0.496,0.722
2685,0.485,0.621,0.621,0.521,0.424,0.613
2686,0.404,0.521,0.521,0.426,0.337,0.511
2687,0.309,0.402,0.402,0.325,0.24,0.394
2688,0.209,0.272,0.272,0.217,0.132,0.263
