,ev_load_shifting_z5,ev_load_shifting_z1,ev_load_shifting_z2,ev_load_shifting_z3,ev_load_shifting_z6,ev_load_shifting_z4
536,0.207,0.222,0.222,0.269,0.23,0.331
537,0.223,0.238,0.238,0.281,0.21,0.344
538,0.207,0.225,0.225,0.273,0.239,0.341
539,0.24,0.262,0.262,0.322,0.289,0.403
540,0.288,0.322,0.322,0.384,0.328,0.475
541,0.324,0.365,0.365,0.425,0.337,0.513
542,0.329,0.382,0.382,0.441,0.385,0.54
543,0.375,0.447,0.447,0.521,0.525,0.641
544,0.498,0.607,0.607,0.68,0.699,0.821
545,0.657,0.789,0.789,0.854,0.844,0.964
546,0.779,0.893,0.893,0.92,0.65,0.985
547,0.604,0.676,0.676,0.672,0.36,0.707
548,0.339,0.38,0.38,0.398,0.281,0.428
549,0.264,0.3,0.3,0.31,0.218,0.335
550,0.197,0.227,0.227,0.224,0.142,0.247
551,0.127,0.147,0.147,0.148,0.101,0.167
552,0.087,0.1,0.1,0.1,0.057,0.114
553,0.047,0.054,0.054,0.056,0.037,0.065
554,0.03,0.034,0.034,0.034,0.018,0.04
555,0.015,0.017,0.017,0.02,0.022,0.025
556,0.018,0.02,0.02,0.022,0.013,0.027
557,0.013,0.015,0.015,0.024,0.049,0.039
558,0.046,0.055,0.055,0.079,0.125,0.111
559,0.118,0.131,0.131,0.174,0.224,0.226
560,0.206,0.225,0.225,0.265,0.241,0.326
561,0.224,0.24,0.24,0.279,0.219,0.338
562,0.207,0.227,0.227,0.272,0.253,0.334
563,0.237,0.267,0.267,0.319,0.308,0.396
564,0.284,0.329,0.329,0.383,0.352,0.469
565,0.32,0.375,0.375,0.419,0.361,0.511
566,0.326,0.394,0.394,0.434,0.416,0.539
567,0.371,0.462,0.462,0.513,0.569,0.639
568,0.499,0.624,0.624,0.673,0.749,0.82
569,0.66,0.812,0.812,0.842,0.901,0.962
570,0.783,0.914,0.914,0.908,0.698,0.968
571,0.604,0.69,0.69,0.664,0.386,0.692
572,0.339,0.386,0.386,0.397,0.3,0.424
573,0.264,0.304,0.304,0.309,0.231,0.334
574,0.198,0.23,0.23,0.223,0.152,0.248
575,0.128,0.148,0.148,0.148,0.108,0.167
576,0.088,0.101,0.101,0.101,0.06,0.109
577,0.048,0.054,0.054,0.056,0.039,0.061
578,0.03,0.033,0.033,0.034,0.018,0.038
579,0.015,0.017,0.017,0.02,0.023,0.024
580,0.018,0.02,0.02,0.021,0.013,0.026
581,0.013,0.015,0.015,0.025,0.051,0.037
582,0.047,0.055,0.055,0.078,0.128,0.106
583,0.119,0.131,0.131,0.173,0.228,0.215
584,0.208,0.224,0.224,0.261,0.245,0.31
585,0.224,0.239,0.239,0.269,0.221,0.32
586,0.208,0.227,0.227,0.264,0.253,0.316
587,0.241,0.266,0.266,0.311,0.31,0.371
588,0.293,0.329,0.329,0.375,0.357,0.435
589,0.33,0.375,0.375,0.413,0.367,0.472
590,0.336,0.394,0.394,0.426,0.415,0.5
591,0.384,0.461,0.461,0.502,0.56,0.592
592,0.515,0.623,0.623,0.662,0.74,0.765
593,0.68,0.806,0.806,0.831,0.885,0.893
594,0.804,0.908,0.908,0.897,0.695,0.896
595,0.617,0.684,0.684,0.654,0.388,0.639
596,0.347,0.384,0.384,0.39,0.305,0.396
597,0.27,0.304,0.304,0.305,0.237,0.312
598,0.202,0.23,0.23,0.222,0.155,0.231
599,0.131,0.149,0.149,0.146,0.111,0.156
600,0.089,0.101,0.101,0.093,0.063,0.101
601,0.048,0.054,0.054,0.051,0.041,0.056
602,0.03,0.034,0.034,0.031,0.019,0.035
603,0.015,0.017,0.017,0.018,0.024,0.022
604,0.018,0.02,0.02,0.02,0.014,0.024
605,0.013,0.015,0.015,0.022,0.052,0.035
606,0.047,0.055,0.055,0.072,0.131,0.099
607,0.117,0.132,0.132,0.158,0.234,0.198
608,0.207,0.223,0.223,0.243,0.252,0.28
609,0.225,0.237,0.237,0.255,0.228,0.289
610,0.209,0.223,0.223,0.248,0.263,0.288
611,0.24,0.26,0.26,0.289,0.321,0.341
612,0.29,0.318,0.318,0.345,0.366,0.403
613,0.331,0.359,0.359,0.381,0.378,0.44
614,0.338,0.374,0.374,0.398,0.432,0.471
615,0.386,0.435,0.435,0.468,0.588,0.569
616,0.519,0.589,0.589,0.615,0.768,0.735
617,0.682,0.753,0.753,0.765,0.914,0.866
618,0.796,0.845,0.845,0.813,0.704,0.86
619,0.606,0.642,0.642,0.592,0.391,0.611
620,0.34,0.365,0.365,0.355,0.309,0.375
621,0.263,0.29,0.29,0.277,0.239,0.289
622,0.198,0.221,0.221,0.202,0.158,0.211
623,0.128,0.144,0.144,0.134,0.113,0.143
624,0.088,0.098,0.098,0.091,0.063,0.094
625,0.048,0.052,0.052,0.051,0.041,0.054
626,0.03,0.032,0.032,0.031,0.019,0.034
627,0.015,0.017,0.017,0.018,0.024,0.022
628,0.018,0.019,0.019,0.02,0.014,0.024
629,0.013,0.015,0.015,0.023,0.053,0.035
630,0.046,0.053,0.053,0.073,0.133,0.099
631,0.117,0.127,0.127,0.159,0.236,0.196
632,0.207,0.215,0.215,0.242,0.256,0.272
633,0.226,0.228,0.228,0.251,0.23,0.27
634,0.209,0.214,0.214,0.244,0.265,0.262
635,0.238,0.248,0.248,0.281,0.322,0.308
636,0.287,0.301,0.301,0.332,0.368,0.357
637,0.325,0.338,0.338,0.365,0.378,0.38
638,0.333,0.351,0.351,0.383,0.432,0.407
639,0.38,0.41,0.41,0.454,0.584,0.498
640,0.514,0.554,0.554,0.603,0.772,0.649
641,0.674,0.72,0.72,0.747,0.921,0.776
642,0.779,0.815,0.815,0.779,0.711,0.771
643,0.592,0.613,0.613,0.562,0.393,0.551
644,0.331,0.344,0.344,0.333,0.307,0.342
645,0.258,0.272,0.272,0.261,0.239,0.268
646,0.194,0.208,0.208,0.191,0.158,0.198
647,0.126,0.136,0.136,0.129,0.114,0.14
648,0.092,0.101,0.101,0.107,0.153,0.126
649,0.114,0.117,0.117,0.112,0.062,0.119
650,0.048,0.05,0.05,0.052,0.052,0.06
651,0.04,0.041,0.041,0.042,0.037,0.048
652,0.028,0.028,0.028,0.026,0.007,0.029
653,0.007,0.007,0.007,0.01,0.022,0.015
654,0.018,0.02,0.02,0.025,0.044,0.035
655,0.038,0.039,0.039,0.048,0.072,0.064
656,0.066,0.066,0.066,0.087,0.134,0.113
657,0.127,0.124,0.124,0.158,0.227,0.194
658,0.213,0.207,0.207,0.247,0.307,0.288
659,0.289,0.28,0.28,0.328,0.395,0.382
660,0.367,0.36,0.36,0.414,0.493,0.474
661,0.446,0.442,0.442,0.484,0.516,0.539
662,0.46,0.462,0.462,0.497,0.532,0.549
663,0.473,0.481,0.481,0.512,0.555,0.544
664,0.502,0.513,0.513,0.547,0.604,0.552
665,0.559,0.561,0.561,0.571,0.558,0.55
666,0.528,0.529,0.529,0.556,0.657,0.559
667,0.607,0.611,0.611,0.619,0.651,0.62
668,0.592,0.589,0.589,0.598,0.56,0.591
669,0.5,0.503,0.503,0.51,0.485,0.503
670,0.419,0.425,0.425,0.42,0.382,0.418
671,0.318,0.325,0.325,0.315,0.272,0.323
672,0.217,0.22,0.22,0.212,0.143,0.221
673,0.112,0.09,0.09,0.106,0.05,0.09
674,0.046,0.037,0.037,0.048,0.043,0.043
675,0.037,0.029,0.029,0.038,0.03,0.033
676,0.025,0.019,0.019,0.023,0.006,0.019
677,0.006,0.005,0.005,0.009,0.018,0.01
678,0.017,0.013,0.013,0.023,0.036,0.023
679,0.034,0.025,0.025,0.046,0.061,0.046
680,0.064,0.046,0.046,0.083,0.111,0.081
681,0.118,0.086,0.086,0.15,0.195,0.138
682,0.205,0.15,0.15,0.236,0.262,0.205
683,0.272,0.205,0.205,0.322,0.344,0.275
684,0.358,0.266,0.266,0.406,0.434,0.343
685,0.443,0.325,0.325,0.481,0.454,0.393
686,0.456,0.334,0.334,0.495,0.484,0.409
687,0.478,0.351,0.351,0.518,0.507,0.431
688,0.506,0.374,0.374,0.553,0.562,0.461
689,0.572,0.41,0.41,0.588,0.512,0.487
690,0.538,0.415,0.415,0.605,0.635,0.512
691,0.645,0.492,0.492,0.675,0.613,0.557
692,0.626,0.474,0.474,0.632,0.52,0.517
693,0.53,0.406,0.406,0.534,0.437,0.443
694,0.443,0.344,0.344,0.433,0.334,0.365
695,0.336,0.266,0.266,0.324,0.224,0.272
696,0.215,0.168,0.168,0.182,0.048,0.149
697,0.046,0.037,0.037,0.045,0.03,0.04
698,0.027,0.022,0.022,0.027,0.015,0.024
699,0.014,0.011,0.011,0.016,0.019,0.015
700,0.016,0.013,0.013,0.017,0.011,0.015
701,0.011,0.01,0.01,0.02,0.041,0.023
702,0.042,0.034,0.034,0.062,0.104,0.064
703,0.105,0.08,0.08,0.144,0.187,0.136
704,0.197,0.142,0.142,0.223,0.207,0.193
705,0.217,0.157,0.157,0.237,0.199,0.203
706,0.212,0.157,0.157,0.236,0.222,0.207
707,0.238,0.18,0.18,0.279,0.278,0.242
708,0.295,0.22,0.22,0.328,0.321,0.283
709,0.331,0.247,0.247,0.362,0.331,0.309
710,0.338,0.253,0.253,0.379,0.38,0.332
711,0.385,0.292,0.292,0.451,0.521,0.405
712,0.523,0.395,0.395,0.608,0.687,0.538
713,0.7,0.516,0.516,0.782,0.821,0.672
714,0.811,0.628,0.628,0.848,0.637,0.689
715,0.623,0.481,0.481,0.606,0.357,0.482
716,0.349,0.274,0.274,0.357,0.277,0.299
717,0.266,0.212,0.212,0.272,0.209,0.23
718,0.197,0.159,0.159,0.196,0.135,0.167
719,0.126,0.104,0.104,0.128,0.093,0.111
720,0.085,0.07,0.07,0.082,0.049,0.074
721,0.044,0.037,0.037,0.045,0.031,0.04
722,0.027,0.022,0.022,0.027,0.015,0.024
723,0.013,0.011,0.011,0.016,0.019,0.015
724,0.016,0.013,0.013,0.017,0.011,0.016
725,0.011,0.01,0.01,0.02,0.042,0.024
726,0.043,0.036,0.036,0.064,0.104,0.067
727,0.107,0.087,0.087,0.15,0.195,0.141
728,0.2,0.154,0.154,0.233,0.22,0.2
729,0.216,0.172,0.172,0.243,0.213,0.209
730,0.206,0.17,0.17,0.237,0.24,0.21
731,0.227,0.193,0.193,0.275,0.298,0.246
732,0.277,0.234,0.234,0.322,0.343,0.287
733,0.313,0.263,0.263,0.354,0.352,0.316
734,0.322,0.271,0.271,0.372,0.406,0.339
735,0.368,0.311,0.311,0.442,0.554,0.413
736,0.498,0.415,0.415,0.592,0.721,0.545
737,0.667,0.535,0.535,0.767,0.859,0.678
738,0.782,0.643,0.643,0.832,0.659,0.691
739,0.599,0.489,0.489,0.593,0.365,0.482
740,0.334,0.277,0.277,0.35,0.281,0.298
741,0.256,0.214,0.214,0.272,0.217,0.232
742,0.196,0.162,0.162,0.198,0.141,0.169
743,0.126,0.106,0.106,0.129,0.098,0.113
744,0.085,0.072,0.072,0.085,0.051,0.075
745,0.044,0.038,0.038,0.047,0.032,0.042
746,0.027,0.023,0.023,0.028,0.016,0.025
747,0.013,0.012,0.012,0.017,0.02,0.016
748,0.016,0.014,0.014,0.018,0.011,0.016
749,0.011,0.01,0.01,0.02,0.044,0.024
750,0.042,0.037,0.037,0.066,0.108,0.068
751,0.107,0.09,0.09,0.154,0.202,0.146
752,0.2,0.159,0.159,0.236,0.223,0.205
753,0.216,0.176,0.176,0.247,0.213,0.211
754,0.205,0.172,0.172,0.24,0.237,0.213
755,0.225,0.195,0.195,0.276,0.293,0.246
756,0.276,0.236,0.236,0.323,0.335,0.287
757,0.313,0.265,0.265,0.356,0.346,0.315
758,0.322,0.273,0.273,0.37,0.396,0.337
759,0.367,0.314,0.314,0.443,0.542,0.41
760,0.499,0.421,0.421,0.594,0.711,0.542
761,0.665,0.542,0.542,0.765,0.842,0.676
762,0.778,0.646,0.646,0.831,0.646,0.691
763,0.593,0.489,0.489,0.59,0.359,0.482
764,0.33,0.276,0.276,0.347,0.277,0.298
765,0.252,0.214,0.214,0.27,0.214,0.23
766,0.191,0.162,0.162,0.196,0.139,0.169
767,0.123,0.106,0.106,0.128,0.096,0.114
768,0.083,0.072,0.072,0.084,0.049,0.075
769,0.045,0.039,0.039,0.046,0.031,0.041
770,0.028,0.023,0.023,0.028,0.015,0.024
771,0.014,0.012,0.012,0.016,0.019,0.015
772,0.016,0.014,0.014,0.017,0.011,0.016
773,0.011,0.01,0.01,0.02,0.042,0.024
774,0.044,0.038,0.038,0.064,0.106,0.068
775,0.11,0.091,0.091,0.151,0.198,0.145
776,0.206,0.159,0.159,0.232,0.216,0.203
777,0.222,0.176,0.176,0.241,0.205,0.21
778,0.211,0.173,0.173,0.235,0.228,0.211
779,0.232,0.194,0.194,0.273,0.279,0.245
780,0.282,0.235,0.235,0.317,0.32,0.285
781,0.32,0.264,0.264,0.351,0.331,0.312
782,0.329,0.272,0.272,0.367,0.379,0.335
783,0.374,0.313,0.313,0.436,0.518,0.409
784,0.505,0.42,0.42,0.586,0.682,0.539
785,0.677,0.538,0.538,0.748,0.814,0.67
786,0.802,0.64,0.64,0.821,0.626,0.69
787,0.623,0.486,0.486,0.586,0.348,0.482
788,0.349,0.275,0.275,0.346,0.268,0.298
789,0.269,0.212,0.212,0.27,0.206,0.232
790,0.206,0.162,0.162,0.197,0.136,0.17
791,0.133,0.106,0.106,0.128,0.096,0.114
792,0.09,0.072,0.072,0.087,0.053,0.075
793,0.049,0.039,0.039,0.048,0.034,0.041
794,0.03,0.023,0.023,0.029,0.016,0.024
795,0.015,0.012,0.012,0.017,0.02,0.015
796,0.018,0.014,0.014,0.018,0.012,0.016
797,0.012,0.01,0.01,0.021,0.045,0.024
798,0.047,0.037,0.037,0.067,0.112,0.068
799,0.117,0.088,0.088,0.156,0.207,0.145
800,0.218,0.156,0.156,0.239,0.228,0.204
801,0.235,0.173,0.173,0.25,0.215,0.211
802,0.222,0.17,0.17,0.244,0.237,0.211
803,0.243,0.192,0.192,0.282,0.289,0.246
804,0.299,0.233,0.233,0.329,0.332,0.285
805,0.336,0.262,0.262,0.36,0.34,0.31
806,0.346,0.27,0.27,0.377,0.385,0.333
807,0.397,0.31,0.31,0.449,0.519,0.406
808,0.542,0.414,0.414,0.603,0.674,0.532
809,0.719,0.534,0.534,0.768,0.808,0.658
810,0.834,0.636,0.636,0.831,0.63,0.675
811,0.639,0.484,0.484,0.588,0.35,0.471
812,0.352,0.272,0.272,0.344,0.27,0.292
813,0.269,0.21,0.21,0.269,0.21,0.228
814,0.21,0.16,0.16,0.197,0.137,0.168
815,0.136,0.106,0.106,0.13,0.098,0.116
816,0.097,0.078,0.078,0.105,0.125,0.097
817,0.113,0.092,0.092,0.105,0.051,0.087
818,0.046,0.038,0.038,0.048,0.043,0.041
819,0.037,0.03,0.03,0.038,0.03,0.032
820,0.025,0.019,0.019,0.023,0.006,0.018
821,0.006,0.005,0.005,0.009,0.018,0.01
822,0.017,0.014,0.014,0.023,0.036,0.022
823,0.035,0.026,0.026,0.048,0.063,0.046
824,0.066,0.049,0.049,0.087,0.115,0.082
825,0.125,0.093,0.093,0.159,0.201,0.143
826,0.22,0.163,0.163,0.251,0.271,0.212
827,0.293,0.219,0.219,0.343,0.357,0.288
828,0.388,0.286,0.286,0.43,0.447,0.357
829,0.476,0.349,0.349,0.505,0.467,0.41
830,0.487,0.358,0.358,0.52,0.499,0.426
831,0.511,0.375,0.375,0.546,0.527,0.448
832,0.542,0.397,0.397,0.581,0.586,0.478
833,0.603,0.432,0.432,0.612,0.526,0.501
834,0.557,0.431,0.431,0.625,0.644,0.523
835,0.664,0.517,0.517,0.692,0.62,0.568
836,0.635,0.495,0.495,0.645,0.526,0.527
837,0.536,0.421,0.421,0.543,0.443,0.453
838,0.448,0.356,0.356,0.45,0.345,0.372
839,0.344,0.274,0.274,0.334,0.232,0.277
840,0.226,0.18,0.18,0.209,0.117,0.177
841,0.11,0.088,0.088,0.103,0.048,0.085
842,0.044,0.035,0.035,0.047,0.041,0.04
843,0.036,0.028,0.028,0.038,0.029,0.031
844,0.025,0.018,0.018,0.023,0.006,0.017
845,0.006,0.005,0.005,0.009,0.017,0.009
846,0.017,0.013,0.013,0.023,0.035,0.022
847,0.035,0.025,0.025,0.047,0.061,0.044
848,0.066,0.048,0.048,0.086,0.113,0.079
849,0.124,0.089,0.089,0.156,0.2,0.138
850,0.214,0.155,0.155,0.245,0.269,0.207
851,0.283,0.211,0.211,0.333,0.355,0.284
852,0.37,0.277,0.277,0.421,0.453,0.359
853,0.456,0.338,0.338,0.5,0.474,0.416
854,0.467,0.348,0.348,0.52,0.513,0.435
855,0.486,0.365,0.365,0.543,0.542,0.46
856,0.514,0.387,0.387,0.585,0.601,0.496
857,0.576,0.422,0.422,0.614,0.536,0.515
858,0.546,0.426,0.426,0.629,0.66,0.549
859,0.656,0.511,0.511,0.707,0.647,0.599
860,0.637,0.494,0.494,0.66,0.547,0.552
861,0.539,0.42,0.42,0.555,0.456,0.466
862,0.447,0.353,0.353,0.45,0.349,0.376
863,0.338,0.268,0.268,0.332,0.233,0.273
864,0.215,0.169,0.169,0.186,0.049,0.149
865,0.047,0.037,0.037,0.046,0.031,0.039
866,0.029,0.022,0.022,0.028,0.015,0.023
867,0.014,0.011,0.011,0.017,0.019,0.015
868,0.017,0.013,0.013,0.018,0.011,0.015
869,0.012,0.009,0.009,0.021,0.044,0.023
870,0.045,0.035,0.035,0.066,0.107,0.064
871,0.112,0.085,0.085,0.155,0.198,0.139
872,0.211,0.155,0.155,0.239,0.217,0.2
873,0.228,0.176,0.176,0.25,0.206,0.211
874,0.217,0.174,0.174,0.244,0.23,0.209
875,0.238,0.196,0.196,0.284,0.289,0.249
876,0.292,0.239,0.239,0.333,0.33,0.292
877,0.331,0.268,0.268,0.37,0.343,0.323
878,0.339,0.276,0.276,0.388,0.394,0.346
879,0.388,0.317,0.317,0.461,0.538,0.424
880,0.528,0.424,0.424,0.619,0.702,0.564
881,0.703,0.546,0.546,0.791,0.83,0.695
882,0.819,0.653,0.653,0.865,0.643,0.73
883,0.628,0.499,0.499,0.614,0.354,0.511
884,0.35,0.282,0.282,0.359,0.275,0.311
885,0.268,0.217,0.217,0.279,0.211,0.239
886,0.205,0.165,0.165,0.202,0.136,0.17
887,0.132,0.107,0.107,0.131,0.095,0.113
888,0.088,0.072,0.072,0.086,0.05,0.074
889,0.049,0.039,0.039,0.047,0.031,0.04
890,0.03,0.023,0.023,0.028,0.015,0.023
891,0.015,0.012,0.012,0.017,0.019,0.015
892,0.018,0.013,0.013,0.018,0.011,0.015
893,0.012,0.01,0.01,0.021,0.042,0.023
894,0.048,0.036,0.036,0.066,0.106,0.065
895,0.119,0.087,0.087,0.155,0.196,0.14
896,0.223,0.159,0.159,0.239,0.215,0.199
897,0.239,0.178,0.178,0.248,0.205,0.21
898,0.226,0.174,0.174,0.242,0.229,0.209
899,0.245,0.195,0.195,0.28,0.281,0.247
900,0.301,0.237,0.237,0.329,0.326,0.291
901,0.339,0.267,0.267,0.364,0.338,0.32
902,0.346,0.274,0.274,0.384,0.391,0.347
903,0.394,0.315,0.315,0.458,0.533,0.424
904,0.536,0.423,0.423,0.616,0.697,0.562
905,0.717,0.543,0.543,0.783,0.829,0.693
906,0.857,0.649,0.649,0.859,0.648,0.716
907,0.667,0.498,0.498,0.614,0.36,0.502
908,0.374,0.281,0.281,0.361,0.279,0.309
909,0.289,0.216,0.216,0.28,0.216,0.239
910,0.224,0.165,0.165,0.204,0.141,0.172
911,0.144,0.107,0.107,0.132,0.099,0.114
912,0.098,0.072,0.072,0.091,0.057,0.073
913,0.051,0.039,0.039,0.05,0.036,0.04
914,0.031,0.023,0.023,0.03,0.018,0.023
915,0.016,0.011,0.011,0.018,0.022,0.015
916,0.019,0.013,0.013,0.019,0.013,0.016
917,0.013,0.01,0.01,0.022,0.049,0.024
918,0.05,0.036,0.036,0.07,0.12,0.067
919,0.126,0.086,0.086,0.162,0.222,0.141
920,0.233,0.159,0.159,0.251,0.243,0.2
921,0.249,0.178,0.178,0.26,0.233,0.211
922,0.234,0.176,0.176,0.253,0.261,0.21
923,0.254,0.197,0.197,0.294,0.324,0.249
924,0.311,0.239,0.239,0.344,0.368,0.291
925,0.346,0.269,0.269,0.38,0.38,0.319
926,0.352,0.276,0.276,0.399,0.435,0.345
927,0.401,0.317,0.317,0.474,0.592,0.423
928,0.543,0.424,0.424,0.635,0.773,0.56
929,0.729,0.549,0.549,0.806,0.903,0.694
930,0.867,0.657,0.657,0.895,0.706,0.72
931,0.678,0.504,0.504,0.637,0.388,0.505
932,0.379,0.285,0.285,0.373,0.296,0.309
933,0.291,0.219,0.219,0.291,0.228,0.24
934,0.225,0.167,0.167,0.211,0.148,0.171
935,0.144,0.109,0.109,0.137,0.104,0.113
936,0.097,0.074,0.074,0.089,0.052,0.074
937,0.051,0.039,0.039,0.049,0.033,0.041
938,0.031,0.023,0.023,0.029,0.016,0.024
939,0.016,0.012,0.012,0.017,0.02,0.015
940,0.019,0.013,0.013,0.018,0.012,0.016
941,0.013,0.01,0.01,0.022,0.044,0.024
942,0.05,0.036,0.036,0.068,0.108,0.066
943,0.124,0.086,0.086,0.158,0.198,0.14
944,0.231,0.157,0.157,0.246,0.218,0.202
945,0.249,0.177,0.177,0.258,0.208,0.214
946,0.234,0.175,0.175,0.25,0.232,0.213
947,0.255,0.198,0.198,0.292,0.289,0.253
948,0.312,0.241,0.241,0.341,0.334,0.296
949,0.348,0.272,0.272,0.377,0.348,0.329
950,0.355,0.282,0.282,0.395,0.403,0.357
951,0.406,0.325,0.325,0.469,0.545,0.439
952,0.552,0.437,0.437,0.627,0.713,0.581
953,0.736,0.56,0.56,0.792,0.829,0.712
954,0.864,0.66,0.66,0.878,0.649,0.741
955,0.671,0.505,0.505,0.627,0.359,0.52
956,0.374,0.286,0.286,0.366,0.274,0.32
957,0.285,0.221,0.221,0.286,0.212,0.249
958,0.22,0.168,0.168,0.208,0.138,0.178
959,0.142,0.11,0.11,0.135,0.096,0.118
960,0.096,0.074,0.074,0.087,0.049,0.077
961,0.049,0.04,0.04,0.047,0.031,0.041
962,0.03,0.024,0.024,0.029,0.015,0.024
963,0.015,0.012,0.012,0.017,0.019,0.015
964,0.018,0.014,0.014,0.018,0.011,0.016
965,0.013,0.01,0.01,0.021,0.043,0.024
966,0.049,0.037,0.037,0.066,0.108,0.068
967,0.122,0.09,0.09,0.154,0.198,0.146
968,0.228,0.163,0.163,0.243,0.22,0.211
969,0.247,0.182,0.182,0.256,0.21,0.22
970,0.232,0.179,0.179,0.247,0.236,0.217
971,0.253,0.201,0.201,0.289,0.296,0.256
972,0.309,0.244,0.244,0.338,0.341,0.299
973,0.347,0.274,0.274,0.372,0.354,0.327
974,0.354,0.283,0.283,0.392,0.404,0.352
975,0.407,0.325,0.325,0.464,0.542,0.432
976,0.552,0.435,0.435,0.618,0.703,0.568
977,0.729,0.558,0.558,0.773,0.827,0.694
978,0.848,0.66,0.66,0.854,0.65,0.72
979,0.653,0.502,0.502,0.607,0.359,0.504
980,0.362,0.283,0.283,0.355,0.275,0.31
981,0.276,0.219,0.219,0.277,0.212,0.243
982,0.214,0.167,0.167,0.203,0.138,0.178
983,0.139,0.11,0.11,0.135,0.098,0.122
984,0.099,0.081,0.081,0.104,0.119,0.097
985,0.113,0.091,0.091,0.104,0.048,0.085
986,0.046,0.037,0.037,0.048,0.041,0.04
987,0.038,0.03,0.03,0.038,0.029,0.031
988,0.026,0.02,0.02,0.023,0.006,0.018
989,0.006,0.005,0.005,0.009,0.017,0.009
990,0.018,0.014,0.014,0.023,0.035,0.022
991,0.036,0.027,0.027,0.048,0.062,0.045
992,0.068,0.051,0.051,0.088,0.116,0.083
993,0.129,0.097,0.097,0.16,0.204,0.145
994,0.225,0.169,0.169,0.253,0.276,0.214
995,0.299,0.226,0.226,0.346,0.365,0.291
996,0.396,0.293,0.293,0.432,0.456,0.36
997,0.488,0.356,0.356,0.506,0.471,0.416
998,0.5,0.364,0.364,0.522,0.501,0.434
999,0.521,0.38,0.38,0.545,0.525,0.46
1000,0.552,0.402,0.402,0.58,0.576,0.49
1001,0.609,0.435,0.435,0.608,0.526,0.508
1002,0.565,0.429,0.429,0.622,0.644,0.531
1003,0.684,0.518,0.518,0.694,0.623,0.578
1004,0.654,0.496,0.496,0.645,0.533,0.535
1005,0.551,0.421,0.421,0.545,0.451,0.458
1006,0.456,0.354,0.354,0.45,0.354,0.374
1007,0.349,0.272,0.272,0.335,0.238,0.276
1008,0.229,0.177,0.177,0.215,0.118,0.172
1009,0.108,0.109,0.109,0.097,0.049,0.099
1010,0.044,0.047,0.047,0.044,0.041,0.047
1011,0.035,0.038,0.038,0.035,0.029,0.037
1012,0.024,0.026,0.026,0.021,0.006,0.021
1013,0.006,0.007,0.007,0.008,0.017,0.011
1014,0.016,0.018,0.018,0.022,0.036,0.025
1015,0.034,0.037,0.037,0.045,0.063,0.049
1016,0.065,0.063,0.063,0.082,0.116,0.086
1017,0.119,0.111,0.111,0.147,0.203,0.145
1018,0.206,0.187,0.187,0.232,0.272,0.219
1019,0.274,0.254,0.254,0.311,0.355,0.289
1020,0.355,0.317,0.317,0.391,0.456,0.361
1021,0.441,0.39,0.39,0.465,0.482,0.417
1022,0.458,0.405,0.405,0.48,0.503,0.434
1023,0.468,0.417,0.417,0.493,0.529,0.454
1024,0.494,0.441,0.441,0.523,0.59,0.484
1025,0.553,0.481,0.481,0.563,0.538,0.506
1026,0.526,0.455,0.455,0.563,0.647,0.514
1027,0.615,0.544,0.544,0.628,0.644,0.553
1028,0.6,0.547,0.547,0.592,0.54,0.512
1029,0.495,0.461,0.461,0.49,0.466,0.432
1030,0.412,0.392,0.392,0.404,0.367,0.373
1031,0.311,0.301,0.301,0.303,0.246,0.282
1032,0.201,0.192,0.192,0.176,0.054,0.164
1033,0.046,0.045,0.045,0.045,0.034,0.047
1034,0.028,0.028,0.028,0.027,0.016,0.028
1035,0.014,0.014,0.014,0.016,0.02,0.018
1036,0.017,0.017,0.017,0.017,0.012,0.019
1037,0.012,0.013,0.013,0.02,0.045,0.028
1038,0.045,0.047,0.047,0.066,0.113,0.078
1039,0.114,0.115,0.115,0.15,0.209,0.154
1040,0.208,0.198,0.198,0.224,0.223,0.213
1041,0.225,0.214,0.214,0.234,0.209,0.22
1042,0.21,0.201,0.201,0.226,0.237,0.222
1043,0.237,0.232,0.232,0.261,0.29,0.26
1044,0.287,0.277,0.277,0.309,0.333,0.304
1045,0.323,0.31,0.31,0.339,0.348,0.332
1046,0.329,0.319,0.319,0.356,0.398,0.358
1047,0.372,0.366,0.366,0.421,0.543,0.44
1048,0.497,0.489,0.489,0.551,0.699,0.576
1049,0.648,0.621,0.621,0.699,0.803,0.697
1050,0.769,0.697,0.697,0.75,0.63,0.693
1051,0.596,0.545,0.545,0.545,0.35,0.484
1052,0.331,0.316,0.316,0.32,0.275,0.294
1053,0.251,0.248,0.248,0.242,0.212,0.227
1054,0.186,0.186,0.186,0.175,0.141,0.17
1055,0.121,0.123,0.123,0.117,0.102,0.117
1056,0.084,0.085,0.085,0.079,0.055,0.082
1057,0.046,0.047,0.047,0.045,0.035,0.047
1058,0.029,0.029,0.029,0.028,0.016,0.029
1059,0.014,0.015,0.015,0.016,0.021,0.018
1060,0.017,0.017,0.017,0.017,0.012,0.019
1061,0.012,0.013,0.013,0.021,0.046,0.029
1062,0.046,0.047,0.047,0.069,0.115,0.082
1063,0.116,0.117,0.117,0.151,0.214,0.158
1064,0.21,0.202,0.202,0.224,0.229,0.217
1065,0.226,0.217,0.217,0.231,0.214,0.222
1066,0.212,0.205,0.205,0.224,0.238,0.224
1067,0.239,0.237,0.237,0.259,0.291,0.262
1068,0.289,0.284,0.284,0.306,0.332,0.305
