,onshore_wind_turbine_1,biomass_2,conventional_hydroelectric_3,conventional_steam_coal_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combustion_turbine_6,natural_gas_steam_turbine_7,nuclear_8,onshore_wind_turbine_9,small_hydroelectric_10,solar_photovoltaic_11,conventional_steam_coal_12,natural_gas_fired_combined_cycle_13,natural_gas_fired_combustion_turbine_14,onshore_wind_turbine_15,solar_photovoltaic_16,naturalgas_ccccsavgcf_17,naturalgas_ccavgcf_18,naturalgas_ctavgcf_19,landbasedwind_ltrg1_20,landbasedwind_ltrg1_21,landbasedwind_ltrg1_22,utilitypv_losangeles_23,utilitypv_losangeles_24,utilitypv_losangeles_25,utilitypv_losangeles_26,battery_27,naturalgas_ccs100_28,naturalgas_ccccsavgcf_29,naturalgas_ccavgcf_30,naturalgas_ctavgcf_31,landbasedwind_ltrg1_32,landbasedwind_ltrg1_33,landbasedwind_ltrg1_34,offshorewind_otrg3_35,offshorewind_otrg3_36,offshorewind_otrg3_37,utilitypv_losangeles_38,utilitypv_losangeles_39,battery_40,naturalgas_ccs100_41,naturalgas_ccccsavgcf_42,naturalgas_ccavgcf_43,naturalgas_ctavgcf_44,landbasedwind_ltrg1_45,landbasedwind_ltrg1_46,landbasedwind_ltrg1_47,landbasedwind_ltrg1_48,landbasedwind_ltrg1_49,landbasedwind_ltrg1_50,landbasedwind_ltrg1_51,utilitypv_losangeles_52,utilitypv_losangeles_53,battery_54,naturalgas_ccs100_55
18,0.1256,1,0.208716987,1,1,1,1,1,0.1331,1,0.0,1,1,1,0.5236,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0494,0.053,0.0582,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
19,0.1985,1,0.208716987,1,1,1,1,1,0.1834,1,0.0,1,1,1,0.626,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0518,0.0671,0.066,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
20,0.2434,1,0.208716987,1,1,1,1,1,0.2209,1,0.0,1,1,1,0.69,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0913,0.0799,0.0887,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
21,0.4414,1,0.208716987,1,1,1,1,1,0.2525,1,0.0,1,1,1,0.7794,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.1433,0.1069,0.128,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
22,0.5808,1,0.208716987,1,1,1,1,1,0.2559,1,0.0,1,1,1,0.8038,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.2874,0.2017,0.2268,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
23,0.6219,1,0.208716987,1,1,1,1,1,0.2326,1,0.0,1,1,1,0.7951,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3646,0.2547,0.2676,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
24,0.6635,1,0.208716987,1,1,1,1,1,0.2457,1,0.0,1,1,1,0.7866,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3808,0.2938,0.3067,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
25,0.671,1,0.208716987,1,1,1,1,1,0.1966,1,0.0,1,1,1,0.7964,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.4177,0.399,0.4047,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
26,0.6724,1,0.208716987,1,1,1,1,1,0.1754,1,0.0,1,1,1,0.7848,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3464,0.3349,0.3137,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
27,0.7128,1,0.208716987,1,1,1,1,1,0.1751,1,0.0,1,1,1,0.7799,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3221,0.2902,0.279,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
28,0.7467,1,0.208716987,1,1,1,1,1,0.1295,1,0.0,1,1,1,0.7404,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3521,0.2752,0.2949,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
29,0.5983,1,0.208716987,1,1,1,1,1,0.1268,1,0.0,1,1,1,0.7199,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3333,0.2649,0.3059,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
30,0.6428,1,0.208716987,1,1,1,1,1,0.1039,1,0.0092,1,1,1,0.68,0.0059,1,1,1,1,1,1,0.0,0.0,0.0005,0.0013,1,1,1,1,1,1,1,1,0.2218,0.2008,0.2084,0.1156,0.0487,1,1,1,1,1,1,1,1,1,1,1,1,0.005,0.0379,1,1
31,0.6814,1,0.208716987,1,1,1,1,1,0.0936,1,0.3639,1,1,1,0.5097,0.4101,1,1,1,1,1,1,0.5284,0.5291,0.5249,0.4796,1,1,1,1,1,1,1,1,0.2381,0.2651,0.2551,0.5495,0.5561,1,1,1,1,1,1,1,1,1,1,1,1,0.5277,0.4395,1,1
32,0.4365,1,0.208716987,1,1,1,1,1,0.0557,1,0.5183,1,1,1,0.2546,0.6016,1,1,1,1,1,1,0.805,0.8039,0.8003,0.7722,1,1,1,1,1,1,1,1,0.2393,0.2338,0.2486,0.8102,0.6907,1,1,1,1,1,1,1,1,1,1,1,1,0.7704,0.6923,1,1
33,0.1641,1,0.208716987,1,1,1,1,1,0.0324,1,0.6486,1,1,1,0.1842,0.713,1,1,1,1,1,1,0.9625,0.9603,0.9545,0.9172,1,1,1,1,1,1,1,1,0.2273,0.2338,0.2534,0.9696,0.7941,1,1,1,1,1,1,1,1,1,1,1,1,0.9454,0.8493,1,1
34,0.0513,1,0.208716987,1,1,1,1,1,0.0167,1,0.7273,1,1,1,0.1729,0.7614,1,1,1,1,1,1,0.9967,0.9957,0.9905,0.9641,1,1,1,1,1,1,1,1,0.1137,0.1536,0.1509,0.9882,0.8327,1,1,1,1,1,1,1,1,1,1,1,1,0.9886,0.8678,1,1
35,0.0409,1,0.208716987,1,1,1,1,1,0.0219,1,0.7396,1,1,1,0.1761,0.7729,1,1,1,1,1,1,0.9998,0.9994,0.9991,0.9718,1,1,1,1,1,1,1,1,0.0513,0.0902,0.0832,0.9857,0.8561,1,1,1,1,1,1,1,1,1,1,1,1,0.9902,0.8602,1,1
36,0.0329,1,0.208716987,1,1,1,1,1,0.0644,1,0.7377,1,1,1,0.0995,0.7712,1,1,1,1,1,1,1.0,1.0,0.9994,0.9563,1,1,1,1,1,1,1,1,0.1384,0.233,0.2171,0.9883,0.8535,1,1,1,1,1,1,1,1,1,1,1,1,0.9736,0.9329,1,1
37,0.0269,1,0.208716987,1,1,1,1,1,0.128,1,0.7273,1,1,1,0.1337,0.7702,1,1,1,1,1,1,1.0,0.9999,0.9972,0.9375,1,1,1,1,1,1,1,1,0.0791,0.194,0.1607,0.986,0.8888,1,1,1,1,1,1,1,1,1,1,1,1,0.978,0.9228,1,1
38,0.0206,1,0.208716987,1,1,1,1,1,0.1233,1,0.6974,1,1,1,0.1767,0.7498,1,1,1,1,1,1,0.9995,0.9953,0.9772,0.8765,1,1,1,1,1,1,1,1,0.1394,0.2882,0.2647,0.9626,0.8843,1,1,1,1,1,1,1,1,1,1,1,1,0.8972,0.9281,1,1
39,0.0534,1,0.208716987,1,1,1,1,1,0.1977,1,0.6109,1,1,1,0.2063,0.6373,1,1,1,1,1,1,0.954,0.9305,0.9024,0.8162,1,1,1,1,1,1,1,1,0.1316,0.2708,0.2334,0.8549,0.7603,1,1,1,1,1,1,1,1,1,1,1,1,0.8347,0.8064,1,1
40,0.1131,1,0.208716987,1,1,1,1,1,0.2268,1,0.446,1,1,1,0.2949,0.5194,1,1,1,1,1,1,0.7682,0.7431,0.7115,0.6282,1,1,1,1,1,1,1,1,0.1336,0.2684,0.2146,0.657,0.5692,1,1,1,1,1,1,1,1,1,1,1,1,0.6681,0.6336,1,1
41,0.1015,1,0.208716987,1,1,1,1,1,0.2165,1,0.2003,1,1,1,0.2354,0.2898,1,1,1,1,1,1,0.4574,0.4389,0.3957,0.3418,1,1,1,1,1,1,1,1,0.1562,0.2331,0.2062,0.2985,0.2698,1,1,1,1,1,1,1,1,1,1,1,1,0.3771,0.3336,1,1
42,0.1549,1,0.208716987,1,1,1,1,1,0.2633,1,0.0,1,1,1,0.2534,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.4308,0.5694,0.5449,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
43,0.3039,1,0.208716987,1,1,1,1,1,0.3299,1,0.0,1,1,1,0.3984,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.5142,0.7127,0.6599,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
44,0.4651,1,0.208716987,1,1,1,1,1,0.2854,1,0.0,1,1,1,0.4952,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.3314,0.4652,0.4263,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
45,0.59,1,0.208716987,1,1,1,1,1,0.3524,1,0.0,1,1,1,0.5895,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.4327,0.5382,0.4965,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
46,0.6198,1,0.208716987,1,1,1,1,1,0.3059,1,0.0,1,1,1,0.6765,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.4476,0.4859,0.444,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
47,0.5791,1,0.208716987,1,1,1,1,1,0.2654,1,0.0,1,1,1,0.6702,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.5461,0.5503,0.5365,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
48,0.5758,1,0.208716987,1,1,1,1,1,0.2566,1,0.0,1,1,1,0.714,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.4126,0.3835,0.3741,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
49,0.5741,1,0.208716987,1,1,1,1,1,0.1884,1,0.0,1,1,1,0.7634,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.234,0.1963,0.2059,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
50,0.5136,1,0.208716987,1,1,1,1,1,0.1611,1,0.0,1,1,1,0.7463,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.1839,0.1133,0.1342,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
51,0.5043,1,0.208716987,1,1,1,1,1,0.1318,1,0.0,1,1,1,0.6539,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.1254,0.0544,0.0833,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
52,0.4786,1,0.208716987,1,1,1,1,1,0.1187,1,0.0,1,1,1,0.579,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0554,0.0234,0.0456,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
53,0.3552,1,0.208716987,1,1,1,1,1,0.1493,1,0.0,1,1,1,0.529,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.0818,0.0711,0.0919,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
54,0.3686,1,0.208716987,1,1,1,1,1,0.1756,1,0.0,1,1,1,0.4414,0.0,1,1,1,1,1,1,0.0136,0.0273,0.032,0.0103,1,1,1,1,1,1,1,1,0.1952,0.2125,0.2304,0.0157,0.0002,1,1,1,1,1,1,1,1,1,1,1,1,0.0033,0.0114,1,1
55,0.3468,1,0.208716987,1,1,1,1,1,0.1887,1,0.2317,1,1,1,0.4431,0.2126,1,1,1,1,1,1,0.5544,0.5476,0.5215,0.5234,1,1,1,1,1,1,1,1,0.305,0.2824,0.3163,0.4339,0.4188,1,1,1,1,1,1,1,1,1,1,1,1,0.2795,0.3427,1,1
56,0.1591,1,0.208716987,1,1,1,1,1,0.1878,1,0.4002,1,1,1,0.415,0.527,1,1,1,1,1,1,0.8267,0.821,0.7799,0.8049,1,1,1,1,1,1,1,1,0.3277,0.3385,0.3454,0.6234,0.6185,1,1,1,1,1,1,1,1,1,1,1,1,0.5895,0.464,1,1
57,0.0661,1,0.208716987,1,1,1,1,1,0.2503,1,0.5033,1,1,1,0.4216,0.6106,1,1,1,1,1,1,0.9729,0.9734,0.9418,0.9561,1,1,1,1,1,1,1,1,0.3559,0.436,0.3881,0.7276,0.6484,1,1,1,1,1,1,1,1,1,1,1,1,0.7028,0.5643,1,1
58,0.0826,1,0.208716987,1,1,1,1,1,0.2982,1,0.5495,1,1,1,0.3947,0.6909,1,1,1,1,1,1,0.9873,0.9818,0.9749,0.9895,1,1,1,1,1,1,1,1,0.3149,0.4418,0.4092,0.7785,0.6932,1,1,1,1,1,1,1,1,1,1,1,1,0.8129,0.6409,1,1
59,0.1783,1,0.208716987,1,1,1,1,1,0.3693,1,0.5595,1,1,1,0.4038,0.7178,1,1,1,1,1,1,0.9664,0.9781,0.9767,0.9856,1,1,1,1,1,1,1,1,0.2202,0.3502,0.3267,0.8041,0.7315,1,1,1,1,1,1,1,1,1,1,1,1,0.8445,0.712,1,1
60,0.3766,1,0.208716987,1,1,1,1,1,0.5466,1,0.5799,1,1,1,0.4117,0.6355,1,1,1,1,1,1,0.945,0.9789,0.9827,0.9838,1,1,1,1,1,1,1,1,0.2067,0.348,0.2837,0.7978,0.7622,1,1,1,1,1,1,1,1,1,1,1,1,0.8282,0.7161,1,1
61,0.5986,1,0.208716987,1,1,1,1,1,0.6652,1,0.5543,1,1,1,0.3659,0.6383,1,1,1,1,1,1,0.9707,0.9601,0.9852,0.9834,1,1,1,1,1,1,1,1,0.3586,0.5281,0.4272,0.7917,0.7602,1,1,1,1,1,1,1,1,1,1,1,1,0.7788,0.7216,1,1
62,0.6662,1,0.208716987,1,1,1,1,1,0.699,1,0.5358,1,1,1,0.3105,0.601,1,1,1,1,1,1,0.9803,0.9644,0.9757,0.9508,1,1,1,1,1,1,1,1,0.2681,0.3902,0.3273,0.7394,0.7571,1,1,1,1,1,1,1,1,1,1,1,1,0.774,0.6988,1,1
63,0.6696,1,0.208716987,1,1,1,1,1,0.767,1,0.4575,1,1,1,0.407,0.5771,1,1,1,1,1,1,0.9499,0.945,0.9304,0.9182,1,1,1,1,1,1,1,1,0.4021,0.4911,0.421,0.6268,0.6552,1,1,1,1,1,1,1,1,1,1,1,1,0.7593,0.6323,1,1
64,0.638,1,0.208716987,1,1,1,1,1,0.7622,1,0.3063,1,1,1,0.5685,0.4304,1,1,1,1,1,1,0.7638,0.7605,0.7564,0.7574,1,1,1,1,1,1,1,1,0.5073,0.5257,0.5186,0.3786,0.446,1,1,1,1,1,1,1,1,1,1,1,1,0.5725,0.5122,1,1
65,0.5592,1,0.208716987,1,1,1,1,1,0.7137,1,0.0662,1,1,1,0.6069,0.2556,1,1,1,1,1,1,0.4516,0.4507,0.4486,0.4584,1,1,1,1,1,1,1,1,0.9107,0.7259,0.7871,0.0973,0.1602,1,1,1,1,1,1,1,1,1,1,1,1,0.3214,0.2499,1,1
66,0.5659,1,0.208716987,1,1,1,1,1,0.7026,1,0.0,1,1,1,0.5796,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
67,0.6379,1,0.208716987,1,1,1,1,1,0.6628,1,0.0,1,1,1,0.5664,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
68,0.7739,1,0.208716987,1,1,1,1,1,0.6495,1,0.0,1,1,1,0.4212,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
69,0.8165,1,0.208716987,1,1,1,1,1,0.6173,1,0.0,1,1,1,0.4421,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
70,0.8101,1,0.208716987,1,1,1,1,1,0.5842,1,0.0,1,1,1,0.4536,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
71,0.7792,1,0.208716987,1,1,1,1,1,0.559,1,0.0,1,1,1,0.4673,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.9438,0.9654,0.9579,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
72,0.7443,1,0.208716987,1,1,1,1,1,0.5035,1,0.0,1,1,1,0.4806,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.9627,0.9908,0.9844,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
73,0.738,1,0.208716987,1,1,1,1,1,0.4335,1,0.0,1,1,1,0.5986,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.9921,1.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
74,0.7366,1,0.208716987,1,1,1,1,1,0.4267,1,0.0,1,1,1,0.5518,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.8196,0.85,0.8618,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
75,0.7046,1,0.208716987,1,1,1,1,1,0.3496,1,0.0,1,1,1,0.5177,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.8054,0.8453,0.8253,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
76,0.6695,1,0.208716987,1,1,1,1,1,0.3268,1,0.0,1,1,1,0.3992,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.8683,0.8874,0.8833,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
77,0.5654,1,0.208716987,1,1,1,1,1,0.3983,1,0.0,1,1,1,0.3049,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.9779,1.0,0.9964,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
78,0.5946,1,0.208716987,1,1,1,1,1,0.3264,1,0.0001,1,1,1,0.3775,0.0,1,1,1,1,1,1,0.0,0.0,0.003,0.0304,1,1,1,1,1,1,1,1,0.6963,0.7228,0.7204,0.0007,0.0008,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1,1
79,0.5123,1,0.208716987,1,1,1,1,1,0.3626,1,0.1658,1,1,1,0.3677,0.0755,1,1,1,1,1,1,0.5086,0.5031,0.4593,0.5232,1,1,1,1,1,1,1,1,0.7942,0.8217,0.8292,0.3783,0.3465,1,1,1,1,1,1,1,1,1,1,1,1,0.1673,0.1879,1,1
